time,NORESM2-MM,INM-CM4-8,INM-CM5-0,EC-EARTH3,CESM2,CAMS-CSM1-0,ACCESS-CM2,CESM2-WACCM,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,FGOALS-F3-L,BCC-CSM2-MR
2000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0,34553287000.0
2001.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0,34145300000.0
2002.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0,33993908000.0
2003.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0,33964567000.0
2004.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0,34387325000.0
2005.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0,34367460000.0
2006.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0,34516790000.0
2007.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0,34244733000.0
2008.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0,34010340000.0
2009.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0,34056677000.0
2010.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0
2011.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0
2012.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0
2013.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0
2014.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0
2015.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0
2016.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0
2017.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0
2018.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0
2019.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0
2020.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0
2021.0,34700980000.0,33703657000.0,33752218000.0,33674023000.0,33880699000.0,34019668000.0,33721694000.0,33771344000.0,33843149000.0,33983052000.0,33981446000.0,34062750000.0,33772247000.0,33820733000.0,34062731000.0,33856106000.0,33909783000.0
2022.0,34061758000.0,33620860000.0,33699303000.0,33663117000.0,33784955000.0,34165561000.0,33664027000.0,33903110000.0,35171496000.0,33771120000.0,33803635000.0,33767470000.0,33728078000.0,33771244000.0,33758409000.0,33721825000.0,33849719000.0
2023.0,33925984000.0,33607375000.0,33611882000.0,33486608000.0,33768917000.0,33890054000.0,33644505000.0,33833974000.0,33655470000.0,33880310000.0,33725202000.0,33701587000.0,33613873000.0,34068044000.0,33771106000.0,33694910000.0,33804243000.0
2024.0,33782250000.0,33494714000.0,33494910000.0,33357455000.0,33672516000.0,34136437000.0,33520150000.0,33660200000.0,33514107000.0,33714086000.0,33614592000.0,33615753000.0,33511633000.0,33856856000.0,33673107000.0,33586655000.0,33670488000.0
2025.0,33646821000.0,33536942000.0,33413304000.0,33253720000.0,33550057000.0,33770730000.0,33452558000.0,33609600000.0,33354998000.0,33971876000.0,33544038000.0,33573690000.0,33441024000.0,33808798000.0,33622469000.0,33516990000.0,33737587000.0
2026.0,33954080000.0,33391150000.0,33326807000.0,33092303000.0,33533196000.0,33688470000.0,33351676000.0,33512086000.0,33265875000.0,33694124000.0,33441989000.0,33644698000.0,33397584000.0,33656226000.0,33553873000.0,33444823000.0,33650164000.0
2027.0,33913442000.0,33291227000.0,33214611000.0,32922094000.0,33516093000.0,34134657000.0,33200840000.0,33355895000.0,33156500000.0,33657379000.0,33357206000.0,33439560000.0,33285386000.0,33597549000.0,33430500000.0,33460607000.0,33612354000.0
2028.0,33729524000.0,33147021000.0,33233727000.0,32675779000.0,33343666000.0,33697575000.0,33060876000.0,33240467000.0,33040490000.0,33523090000.0,33268756000.0,33314798000.0,33140212000.0,33521007000.0,33359258000.0,33339427000.0,33502558000.0
2029.0,33602152000.0,33077328000.0,33039899000.0,32455154000.0,33231407000.0,34021655000.0,32949160000.0,33174768000.0,32978051000.0,33420528000.0,33206946000.0,33188810000.0,33010094000.0,33432015000.0,33292229000.0,33245571000.0,33472300000.0
2030.0,33434825000.0,33165087000.0,32876290000.0,32211420000.0,33181788000.0,34049497000.0,33058880000.0,33087610000.0,32771707000.0,33310794000.0,33140974000.0,33089337000.0,32957700000.0,33362682000.0,33241491000.0,33176414000.0,33401582000.0
2031.0,33367722000.0,33116778000.0,32760816000.0,31925551000.0,33074350000.0,33690415000.0,32796130000.0,33000012000.0,32897806000.0,33566560000.0,33039917000.0,32955470000.0,32832102000.0,33269879000.0,33257888000.0,33136640000.0,33292330000.0
2032.0,33448050000.0,32891193000.0,32620007000.0,31605522000.0,33001005000.0,33603625000.0,32651735000.0,32842953000.0,33562296000.0,33174143000.0,32905673000.0,32801346000.0,32708516000.0,33202504000.0,33095277000.0,33025840000.0,33198959000.0
2033.0,33384706000.0,33459345000.0,32521363000.0,31287177000.0,32893534000.0,33481372000.0,32494103000.0,32935098000.0,33012306000.0,33012134000.0,32777260000.0,32705026000.0,32543950000.0,33121366000.0,33138604000.0,32907438000.0,33294672000.0
2034.0,33191604000.0,32885637000.0,32533705000.0,31051740000.0,32758114000.0,33466352000.0,32263737000.0,32680804000.0,32705948000.0,32936104000.0,32635732000.0,32581104000.0,32479164000.0,33023425000.0,33097144000.0,32808362000.0,33302415000.0
2035.0,33123670000.0,33127315000.0,32448293000.0,30632456000.0,32592916000.0,33321282000.0,32167866000.0,32604686000.0,32356432000.0,32812750000.0,32507810000.0,32321100000.0,32301664000.0,33017760000.0,32972909000.0,32631351000.0,33111558000.0
2036.0,33003622000.0,32673560000.0,32326265000.0,30251643000.0,32416254000.0,33272920000.0,31985689000.0,32454318000.0,32097240000.0,32676487000.0,32392223000.0,32046092000.0,32055378000.0,33708014000.0,32831486000.0,32435874000.0,33072980000.0
2037.0,32931787000.0,32632290000.0,32150508000.0,29908730000.0,32239740000.0,33346011000.0,32135266000.0,32633260000.0,31928302000.0,32759722000.0,32237115000.0,31972970000.0,31885822000.0,33018634000.0,32877060000.0,32283250000.0,33053716000.0
2038.0,32828150000.0,32612235000.0,32296720000.0,29561264000.0,32173402000.0,33169980000.0,31739212000.0,32236644000.0,31551666000.0,32503003000.0,32056297000.0,31740168000.0,31692330000.0,32793158000.0,32812196000.0,32062802000.0,32891058000.0
2039.0,32796393000.0,32482222000.0,31972198000.0,29081274000.0,31959374000.0,33144672000.0,31578792000.0,32166515000.0,31538130000.0,32341453000.0,31973771000.0,31803828000.0,31663348000.0,32656677000.0,32645681000.0,31971390000.0,32779577000.0
2040.0,32611133000.0,32922835000.0,31754009000.0,28561048000.0,31755882000.0,33122822000.0,31455836000.0,31968426000.0,31089904000.0,32112415000.0,31797547000.0,31391478000.0,31260715000.0,32648660000.0,32509088000.0,31716788000.0,32648692000.0
2041.0,33399955000.0,32393940000.0,31585890000.0,28117162000.0,31583312000.0,32991269000.0,31170986000.0,31756093000.0,30773326000.0,32332876000.0,31573710000.0,31259520000.0,30988022000.0,32734839000.0,32487043000.0,31489802000.0,32530970000.0
2042.0,32567988000.0,32175514000.0,31291705000.0,27606745000.0,31432071000.0,32974316000.0,30977931000.0,31703847000.0,30457194000.0,32302303000.0,31418251000.0,31169530000.0,30741668000.0,32481683000.0,33290640000.0,31254497000.0,32434854000.0
2043.0,32411850000.0,32025030000.0,31218385000.0,27065557000.0,31153097000.0,33207495000.0,30951640000.0,31379034000.0,30080616000.0,31966108000.0,31140895000.0,30826730000.0,31449866000.0,32305496000.0,32868545000.0,31073350000.0,32361796000.0
2044.0,32403595000.0,31941343000.0,30932716000.0,26704861000.0,30950916000.0,32928231000.0,30659185000.0,31205950000.0,29771203000.0,31646185000.0,30953034000.0,30704955000.0,30875908000.0,32209857000.0,32443648000.0,30813071000.0,32462193000.0
2045.0,32126872000.0,31782007000.0,30961527000.0,26238087000.0,30670250000.0,33054712000.0,30458524000.0,31098450000.0,29232941000.0,31442913000.0,30677068000.0,30460256000.0,30398320000.0,32261263000.0,32387842000.0,30682130000.0,32372218000.0
2046.0,31927669000.0,31611159000.0,30644464000.0,25702918000.0,30495926000.0,32687580000.0,30133273000.0,30793376000.0,28868837000.0,31404999000.0,30502896000.0,30391775000.0,30149368000.0,32087146000.0,32152105000.0,30666324000.0,32053217000.0
2047.0,31764187000.0,31471614000.0,30451608000.0,25262360000.0,30397980000.0,32585325000.0,29787378000.0,30685284000.0,28767928000.0,31217530000.0,30330680000.0,30257897000.0,29857380000.0,32021692000.0,31921142000.0,30252612000.0,31910111000.0
2048.0,31652751000.0,31367635000.0,30262985000.0,24770075000.0,29982708000.0,33242204000.0,29531494000.0,30432800000.0,28193765000.0,31051833000.0,30045143000.0,30071340000.0,29625252000.0,31759407000.0,31804211000.0,30008105000.0,31691123000.0
2049.0,31606434000.0,31120040000.0,30099677000.0,24209144000.0,29794423000.0,32723968000.0,29295368000.0,30259212000.0,27888218000.0,30825144000.0,29802512000.0,29843528000.0,29412407000.0,31596472000.0,31831857000.0,29803626000.0,31529083000.0
2050.0,31407006000.0,30885145000.0,29901488000.0,23881861000.0,29526161000.0,32775735000.0,28895690000.0,30103824000.0,28063520000.0,30635053000.0,29586637000.0,29568084000.0,29106530000.0,31481926000.0,31774929000.0,29383460000.0,31300635000.0
2051.0,31237364000.0,31520715000.0,29706088000.0,23547927000.0,29371290000.0,32356889000.0,28514892000.0,30091364000.0,27377699000.0,30443186000.0,29323868000.0,29303818000.0,28846981000.0,31315243000.0,31444318000.0,29422600000.0,31133819000.0
2052.0,31044411000.0,30779048000.0,29546963000.0,23259360000.0,29095295000.0,32249740000.0,28311640000.0,29766689000.0,27028267000.0,30112397000.0,29053985000.0,29198608000.0,28568734000.0,31291544000.0,31308788000.0,29255434000.0,31016000000.0
2053.0,30841800000.0,30572247000.0,29207087000.0,22837445000.0,28818805000.0,32147913000.0,28057145000.0,29524589000.0,26891260000.0,29924202000.0,28735832000.0,28918831000.0,28273166000.0,31039300000.0,31332524000.0,28856550000.0,30772924000.0
2054.0,30670105000.0,31138832000.0,28918491000.0,22362851000.0,28662757000.0,32167930000.0,27774237000.0,29288880000.0,26468368000.0,29719863000.0,28601123000.0,28793280000.0,28072470000.0,31028118000.0,30962610000.0,28620950000.0,30680971000.0
2055.0,30461805000.0,30428029000.0,28757785000.0,22021204000.0,28275614000.0,32180646000.0,27501940000.0,29105588000.0,26040402000.0,29494050000.0,28255890000.0,28549358000.0,27768308000.0,30698918000.0,30745342000.0,28529863000.0,30450790000.0
2056.0,30355968000.0,30402097000.0,28571482000.0,21619431000.0,28026266000.0,31944858000.0,27186970000.0,29024332000.0,25851730000.0,29533274000.0,28013490000.0,29033548000.0,27590520000.0,30595420000.0,30605832000.0,28241783000.0,30288562000.0
2057.0,30097824000.0,30205678000.0,28391590000.0,21244900000.0,27739038000.0,32669856000.0,27063120000.0,28619547000.0,25548694000.0,29772182000.0,27834982000.0,28225237000.0,27381328000.0,30464037000.0,30468395000.0,28023430000.0,30037459000.0
2058.0,30039245000.0,30001779000.0,28442830000.0,21018300000.0,27494504000.0,32039324000.0,26768984000.0,28470510000.0,26650282000.0,29316141000.0,27620332000.0,27852720000.0,27078013000.0,30277001000.0,30231015000.0,27778208000.0,29771756000.0
2059.0,29771575000.0,29761348000.0,28058737000.0,20656669000.0,27251403000.0,31807517000.0,26543118000.0,28175909000.0,25235546000.0,28924572000.0,27781687000.0,28232600000.0,26948385000.0,30028030000.0,30028093000.0,27619470000.0,29461473000.0
2060.0,29614760000.0,29772818000.0,28172198000.0,20365398000.0,27080706000.0,31652628000.0,26086695000.0,27800758000.0,24685615000.0,28624920000.0,27258410000.0,27650040000.0,26682120000.0,30339873000.0,29936540000.0,27352494000.0,29398897000.0
2061.0,29522938000.0,29529911000.0,27770393000.0,20028140000.0,26818860000.0,31506350000.0,25780607000.0,27591686000.0,26121960000.0,28821404000.0,27003634000.0,27313779000.0,26433427000.0,29832346000.0,29618536000.0,27270162000.0,29150337000.0
2062.0,29359688000.0,29488660000.0,27551550000.0,19674870000.0,26490841000.0,31277535000.0,25535720000.0,27376450000.0,24767543000.0,28202232000.0,26943664000.0,27113054000.0,27052919000.0,29580286000.0,29452812000.0,27009751000.0,28903973000.0
2063.0,29125130000.0,29471136000.0,27369796000.0,19299408000.0,26435310000.0,31119155000.0,25350738000.0,27124857000.0,24151218000.0,27901465000.0,26781034000.0,26923604000.0,26178435000.0,29404135000.0,29164722000.0,26836531000.0,28972570000.0
2064.0,28954175000.0,29119052000.0,27225627000.0,19039633000.0,26121927000.0,31073240000.0,25138018000.0,27256240000.0,23848583000.0,27678597000.0,26498640000.0,26648844000.0,25954590000.0,29304297000.0,28986038000.0,26692266000.0,28546173000.0
2065.0,28675244000.0,28914045000.0,27063708000.0,19741071000.0,25874700000.0,30946191000.0,24870912000.0,26846659000.0,23535655000.0,27495614000.0,26225517000.0,26690036000.0,25837120000.0,29180568000.0,28757980000.0,26418850000.0,28441555000.0
2066.0,28432153000.0,28824222000.0,26939711000.0,18945217000.0,25744763000.0,30800796000.0,24555780000.0,26723402000.0,23355236000.0,29137267000.0,26520228000.0,26294313000.0,25574564000.0,29050618000.0,28471267000.0,26216290000.0,28187996000.0
2067.0,28186230000.0,28752722000.0,27020020000.0,18551345000.0,25490969000.0,31659710000.0,24272714000.0,26408092000.0,23183133000.0,27610855000.0,26107005000.0,26043445000.0,25315064000.0,29105488000.0,28284508000.0,26095972000.0,27855626000.0
2068.0,27961268000.0,28534006000.0,26674057000.0,18368973000.0,25238350000.0,30679296000.0,24159005000.0,26276880000.0,22884581000.0,27056617000.0,25949151000.0,25879351000.0,25234831000.0,28766552000.0,28108143000.0,25867915000.0,27570550000.0
2069.0,27619551000.0,28460000000.0,26637318000.0,17997960000.0,25070363000.0,30492460000.0,23772566000.0,26172262000.0,22686249000.0,27001805000.0,25664465000.0,25743497000.0,25416850000.0,29291469000.0,27938914000.0,25745906000.0,27262913000.0
2070.0,27386950000.0,28184800000.0,26356206000.0,17755960000.0,24962423000.0,30529452000.0,23500159000.0,25984000000.0,22686456000.0,26635508000.0,25411815000.0,25708616000.0,24947186000.0,28668506000.0,27653556000.0,25665993000.0,27058143000.0
2071.0,27293815000.0,28511855000.0,26193574000.0,17660004000.0,24769680000.0,30317300000.0,23295392000.0,25689528000.0,23850115000.0,26416415000.0,25208183000.0,25487630000.0,24759720000.0,28443337000.0,27442373000.0,25706824000.0,26852090000.0
2072.0,27101389000.0,28184332000.0,26393640000.0,17313884000.0,24593440000.0,30204324000.0,23104210000.0,25474462000.0,22422217000.0,26572860000.0,24938152000.0,25289350000.0,24770187000.0,28419553000.0,27180573000.0,25401627000.0,26650071000.0
2073.0,26859534000.0,28006492000.0,26651533000.0,17038720000.0,24437203000.0,30095400000.0,22745522000.0,25852658000.0,22171582000.0,27067896000.0,24747620000.0,25119427000.0,24537922000.0,28550134000.0,27038036000.0,25238460000.0,26405010000.0
2074.0,26682761000.0,28491704000.0,25962058000.0,16854516000.0,24131052000.0,30205594000.0,22523206000.0,25160569000.0,22172887000.0,26104824000.0,24536934000.0,24961049000.0,24437152000.0,28231715000.0,26707192000.0,24972456000.0,26167792000.0
2075.0,26442535000.0,27795749000.0,25749422000.0,17003440000.0,24338230000.0,29934275000.0,22644220000.0,24947972000.0,23837346000.0,25793686000.0,24402200000.0,24789217000.0,24197216000.0,28349780000.0,26655900000.0,24999231000.0,26348673000.0
2076.0,26473898000.0,27545586000.0,25975910000.0,16692306000.0,24836332000.0,29771352000.0,22230470000.0,24766314000.0,22200828000.0,25655833000.0,24172814000.0,24589322000.0,23962016000.0,27923132000.0,26310533000.0,25494979000.0,25755142000.0
