time,CANESM5,MRI-ESM2-0,CNRM-ESM2-1,IPSL-CM6A-LR,UKESM1-0-LL
2000.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0
2001.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0
2002.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0
2003.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0
2004.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0
2005.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0
2006.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0
2007.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0
2008.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0
2009.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0
2010.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0
2011.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0
2012.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0
2013.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0
2014.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0
2015.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0
2016.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0
2017.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0
2018.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0
2019.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0
2020.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0
2021.0,2025686700.0,2045427800.0,2038586500.0,2040464400.0,2021493800.0
2022.0,1974318000.0,2000324400.0,1995747800.0,1981053200.0,1966673700.0
2023.0,1911504600.0,1965056600.0,1943769600.0,1936140800.0,1884820400.0
2024.0,1809941900.0,1931460000.0,1913408500.0,1886942300.0,1810980000.0
2025.0,1719316400.0,1884554000.0,1869010300.0,1840343400.0,1723121300.0
2026.0,1624029200.0,1832216200.0,1812674700.0,1766695200.0,1629293400.0
2027.0,1496792600.0,1784157400.0,1753781800.0,1703423400.0,1517611300.0
2028.0,1401862000.0,1722781800.0,1685155600.0,1640032000.0,1373612300.0
