time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,2403332400.0,2403332400.0
2001.0,2377848300.0,2377848300.0
2002.0,2358762500.0,2358762500.0
2003.0,2329840600.0,2329840600.0
2004.0,2307569700.0,2307569700.0
2005.0,2284364300.0,2284364300.0
2006.0,2269734000.0,2269734000.0
2007.0,2248567600.0,2248567600.0
2008.0,2246933000.0,2246933000.0
2009.0,2250131500.0,2250131500.0
2010.0,2225459700.0,2225459700.0
2011.0,2208133600.0,2208133600.0
2012.0,2213127400.0,2213127400.0
2013.0,2198140700.0,2198140700.0
2014.0,2194310700.0,2194310700.0
2015.0,2182222600.0,2182222600.0
2016.0,2157378800.0,2157378800.0
2017.0,2131828600.0,2131828600.0
2018.0,2113159300.0,2113159300.0
2019.0,2104774800.0,2104774800.0
2020.0,2076257000.0,2076257000.0
2021.0,2035162400.0,2045531600.0
2022.0,1990350600.0,1996719400.0
2023.0,1951198000.0,1957749800.0
2024.0,1920746000.0,1908710000.0
2025.0,1867330600.0,1844358300.0
2026.0,1790899500.0,1789435400.0
2027.0,1731208000.0,1741938800.0
2028.0,1696103800.0,1675752000.0
2029.0,1643195800.0,1597111800.0
2030.0,1575233700.0,1513659900.0
2031.0,1480273200.0,1453242400.0
2032.0,1414018700.0,1378090200.0
2033.0,1357257600.0,1306275200.0
2034.0,1294178000.0,1237191700.0
2035.0,1231494500.0,1175007600.0
2036.0,1174578300.0,1098199000.0
2037.0,1115177500.0,1063304000.0
2038.0,1038452160.0,1013724860.0
2039.0,978112060.0,971033500.0
2040.0,954978700.0,924036100.0
2041.0,923168800.0,887031000.0
2042.0,881013900.0,854478460.0
2043.0,840013060.0,819913200.0
2044.0,797169900.0,796735700.0
2045.0,763857860.0,775209150.0
2046.0,738145000.0,745062460.0
2047.0,711343600.0,724553860.0
2048.0,679957700.0,702624100.0
2049.0,645676700.0,684530400.0
2050.0,616949300.0,662499300.0
2051.0,595178900.0,644003000.0
2052.0,578651200.0,619880060.0
2053.0,566720830.0,609703550.0
2054.0,553674500.0,594238400.0
2055.0,538092000.0,579396160.0
2056.0,524649600.0,580343500.0
2057.0,508474020.0,565867500.0
2058.0,493038600.0,549445600.0
2059.0,471446430.0,543502460.0
2060.0,444783680.0,535215170.0
2061.0,419903940.0,530643140.0
2062.0,392405150.0,525024220.0
2063.0,376341380.0,517169800.0
2064.0,363465660.0,504136540.0
2065.0,344722370.0,500164480.0
2066.0,336253660.0,490162800.0
2067.0,323916060.0,476677820.0
2068.0,312263940.0,468436640.0
2069.0,306546750.0,451591330.0
2070.0,300795000.0,439468000.0
2071.0,294502200.0,414736300.0
2072.0,286923200.0,397236220.0
2073.0,275945120.0,382475900.0
2074.0,267585330.0,368413570.0
2075.0,261033840.0,356126560.0
2076.0,255601280.0,345982980.0
2077.0,251218600.0,334014940.0
2078.0,238460320.0,321647000.0
2079.0,229549760.0,311661200.0
2080.0,223096690.0,305174940.0
2081.0,214409260.0,297947740.0
2082.0,208489570.0,289942880.0
2083.0,198971940.0,282363780.0
2084.0,191639920.0,276823900.0
2085.0,183213500.0,271377760.0
2086.0,172264700.0,265162460.0
2087.0,161964060.0,263694300.0
2088.0,157028020.0,261096400.0
2089.0,156433800.0,257932880.0
2090.0,157266670.0,252632370.0
2091.0,153523230.0,248877150.0
2092.0,150511600.0,245809260.0
2093.0,147340420.0,241276540.0
2094.0,146420740.0,239991740.0
2095.0,145569940.0,238182860.0
2096.0,142238720.0,234452340.0
2097.0,140683420.0,235496350.0
2098.0,139506530.0,228923970.0
2099.0,137149650.0,226783980.0
2100.0,134307970.0,225054500.0
