time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2034.0,930195800.0,1398725800.0,1500908400.0,1172174200.0
2035.0,883014400.0,1372869800.0,1445224000.0,1132009600.0
2036.0,858142660.0,1322175500.0,1386233600.0,1100479000.0
2037.0,826870460.0,1271816000.0,1359731600.0,1063157000.0
2038.0,798207700.0,1253843500.0,1331864800.0,1017587200.0
2039.0,771922000.0,1225027800.0,1276209700.0,982856700.0
2040.0,747077250.0,1185786900.0,1252021400.0,954402560.0
2041.0,719954400.0,1156047700.0,1212771800.0,923250300.0
2042.0,702203900.0,1138878700.0,1165042600.0,911013000.0
2043.0,686245000.0,1115084900.0,1139864800.0,886541440.0
2044.0,661855200.0,1093579600.0,1119032700.0,875716400.0
2045.0,628207170.0,1074952800.0,1092737200.0,862168900.0
2046.0,601199940.0,1064877600.0,1060724160.0,853810750.0
2047.0,583013570.0,1044779700.0,1025892900.0,833735800.0
2048.0,554299300.0,1024233100.0,1009979700.0,820986800.0
2049.0,523164380.0,1041883400.0,983498300.0,797456700.0
2050.0,523988320.0,1034666000.0,965610600.0,789815900.0
2051.0,513186750.0,1020257900.0,962857500.0,783642750.0
2052.0,491745540.0,997436900.0,938744640.0,790659400.0
2053.0,472228260.0,985749400.0,915066050.0,786769500.0
2054.0,476585730.0,977871800.0,909436800.0,773815360.0
2055.0,524612600.0,969505200.0,903920900.0,779958850.0
2056.0,472405570.0,971622000.0,891650100.0,781023900.0
2057.0,458232220.0,1003794750.0,879346750.0,775054100.0
2058.0,484019070.0,1009327300.0,873320960.0,766582600.0
2059.0,526921250.0,1001893250.0,862594300.0,761331260.0
2060.0,496165280.0,988310100.0,854449000.0,755194400.0
2061.0,478042020.0,998616700.0,890321200.0,745743360.0
2062.0,468976320.0,999526140.0,871463400.0,742843600.0
2063.0,467892900.0,986001860.0,853069950.0,743150340.0
2064.0,468698140.0,981211900.0,846301250.0,735972200.0
2065.0,467640540.0,1009461600.0,843679700.0,759759360.0
2066.0,487632670.0,1011258500.0,840553000.0,799485440.0
2067.0,475263840.0,1024883900.0,839826370.0,766903600.0
2068.0,470613470.0,1075846700.0,874316800.0,754640060.0
2069.0,471691500.0,1051699800.0,847597800.0,754505300.0
2070.0,465971420.0,1066793800.0,842646700.0,756995200.0
2071.0,459082560.0,1050007600.0,848423900.0,751520000.0
2072.0,456605900.0,1037720100.0,868228700.0,746734140.0
2073.0,495126270.0,1148713000.0,893170100.0,742398000.0
2074.0,493835100.0,1064729200.0,873494300.0,775907840.0
2075.0,480562100.0,1039685060.0,865442100.0,761190900.0
2076.0,477656260.0,1096668700.0,875846460.0,770848300.0
2077.0,479863260.0,1171848200.0,859713000.0,757459840.0
2078.0,495701800.0,1087028100.0,897986700.0,761941700.0
2079.0,491754700.0,1108938100.0,886609400.0,827049600.0
2080.0,482245060.0,1102347400.0,870365000.0,815134300.0
2081.0,472633150.0,1083153900.0,860971500.0,820598200.0
2082.0,479145900.0,1082596200.0,937653700.0,827922600.0
2083.0,472912060.0,1081565600.0,893165000.0,825092540.0
2084.0,463053220.0,1086422900.0,867510200.0,817882750.0
2085.0,456721900.0,1083795500.0,992349000.0,809044100.0
2086.0,465524930.0,1133884800.0,972533700.0,834261760.0
2087.0,472964700.0,1111547900.0,927387900.0,892776000.0
2088.0,470463700.0,1145665900.0,906882900.0,842466940.0
2089.0,483352800.0,1150130300.0,905170050.0,818506940.0
2090.0,501829860.0,1162711000.0,909037900.0,841735400.0
2091.0,484879140.0,1160672300.0,918374100.0,858015300.0
2092.0,476611740.0,1149280100.0,920102460.0,855209600.0
2093.0,474532800.0,1143163900.0,917031600.0,885245700.0
2094.0,509188580.0,1223449600.0,938061250.0,886287360.0
2095.0,472150750.0,1168883800.0,929533760.0,865142660.0
2096.0,465108380.0,1149252700.0,983519000.0,884841660.0
2097.0,466077020.0,1204019200.0,954925500.0,886515900.0
2098.0,483520960.0,1204631400.0,971944060.0,915577340.0
2099.0,465165700.0,1211729800.0,1011154300.0,904453760.0
2100.0,486900300.0,1188995000.0,999781950.0,907645400.0
