time,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2123.0,245810367709.5,177441690454.86,142957559598.5,183663843781.64,148872909815.24,217869592568.0
2124.0,239787116121.2,171457411504.33002,137965661258.5,179266655144.72,144860053730.85,212136332850.0
2125.0,234051333683.8,166632387443.13,133416335865.6,174333466420.28,139972420218.95,206165020208.0
2126.0,228266919539.8,160579899221.71002,128630804266.94,170158784304.9,135964962601.45999,201802278202.0
2127.0,221335847555.8,154926383043.13602,123940737499.25,166139354032.76,131700740189.43,196242792320.0
2128.0,215977375278.0,149532886511.23602,119355903243.7,161262890818.85,127386227441.46,191068090942.0
2129.0,209869131945.5,145409169227.54797,115383497463.06,157242438755.91998,123655283097.61,186280640416.0
2130.0,204918889236.0,140815370602.28,111255271793.26,153632603112.36002,119682440095.93,181130731674.0
2131.0,199421423507.6,136379887024.87001,107524601246.8,150211094661.91,115690660774.02,175700383052.0
2132.0,193150810792.7,131822453269.68001,103423722511.72,146935193053.13998,112525610340.33,170796883338.0
2133.0,187430015305.55,127385236161.564,99615336111.5,142412138279.32,109553515532.98,166317430530.0
2134.0,181218642584.7,122934588820.43,96623229657.9,138774201894.63,105966317888.06999,161655642456.0
2135.0,175764319036.8,119661153830.27501,92561475724.65,135780828704.4,102832598878.70201,156851659421.0
2136.0,170099821191.7,115980143544.664,88844158313.26999,132748629701.19,99659571864.082,151649978051.0
2137.0,164620107108.7,112347436923.03499,85168441540.12,129187270177.66,96782678262.91,147429829166.0
2138.0,159488788072.5,108808144569.03,81418423105.45999,126302348157.75,93639103222.61,143128044370.0
2139.0,153757659615.40002,105519389155.04001,77128422508.64,123453336033.69,90566412940.04,138880029555.0
2140.0,148625312330.59998,102240301804.32999,73476805587.87,120627669758.98,87968464677.09,134560693982.0
2141.0,143824908239.5,98973100135.95,69834388334.6,117909521462.09,85242898812.02,130517696082.0
2142.0,138753287782.22,95697985514.26001,65829903962.33,115430303353.07999,82862944022.365,126810307609.0
2143.0,134658741380.84,93139203559.603,62310231980.46,112818951782.86,80751034693.42499,122887281997.0
2144.0,130256346752.7,90364534416.723,59217596665.33,109993025324.69,78258530025.30002,119042003273.0
2145.0,125000349426.06,87622295302.10501,55919939780.54001,107684758407.6,75859647129.45999,114909641042.0
2146.0,120211084384.52,84987808738.84,52966349149.58,105331746288.39,73519612139.13,110556185520.0
2147.0,115658207195.4,82371600953.67001,49925361919.9,103047005726.05002,71449685764.58,106811591984.0
2148.0,111172029835.75,80024054454.25,46898406694.9,100985193408.545,69904995437.8,103223249733.0
2149.0,106751762830.58,77485622710.03601,44457993530.0,98467503637.11,68293478835.02,99837063974.0
2150.0,103116335164.1,74752495497.236,42868946380.0,96115481813.47,66606959885.57,96354589167.5
2151.0,99935628474.47,72394118468.606,40467384586.16,94077256173.57,64857892425.14001,93335349436.0
2152.0,96931042564.98,70143308845.496,38497713350.76,91958587141.83,63300943981.6,90090084655.5
2153.0,93125701797.29999,67775287372.05601,36298460887.990005,89651587184.48999,61593788861.68001,87018683229.3
2154.0,90343426781.76001,65246615457.386,34032797676.3,87547015929.41,60147815632.670006,84412765657.0
2155.0,87529029883.0,63044808407.99601,32027145439.04,85411500742.69,58738648515.590004,81461716826.5
2156.0,84509204923.0,60740524417.476006,30731115059.92,83418278014.67001,57425252104.310005,78541064792.4
2157.0,81431761774.65,58367139558.10601,29241602405.800003,81555303508.54,56489296807.590004,75880485697.8
2158.0,78322398034.84,55902741786.496,27753030180.16,79971078816.08002,55510564227.310005,73241851552.5
2159.0,75089484928.70001,54135221416.346016,26517040395.57,78455824475.53,54288540203.49001,71056127237.4
2160.0,71843419325.98,52267757335.906,24715742931.18,76340385029.1,53471305639.26001,68718644083.8
2161.0,68834511256.84,50613559983.606,23567325400.97,75007237535.26,52627821359.61,66337601834.5
2162.0,66388029162.74,48814398739.786,22681591195.7,73413511778.09601,51712071869.86001,63932084089.25
2163.0,64175972732.475,47486067312.936,21702039181.95,71655674277.81,50768548961.92,61739819898.3
2164.0,61943578942.5,45945073878.256,20360261026.245003,70382899352.68,49786065615.87001,59584929094.299995
2165.0,59627035521.813,44175218065.565994,19290309178.350998,68087633967.840004,48996796382.62,57531634486.5
2166.0,57542940815.57,42617696802.84599,18430140087.142,66901435290.71001,48178214027.62,55393613736.75
2167.0,55378227798.43,41382189476.006,17729189902.254997,65427081709.22001,47328772667.84001,53583441487.0
2168.0,52974491038.387,39997999728.936005,16959774051.572,64500334824.41,46401790046.68,51456726872.46001
2169.0,50750405072.316,38720157243.756,16418238985.088,62631897744.905,45627515084.114006,49469001887.5
2170.0,48283879634.886,37490589503.606,15942671704.091,61470745546.810005,44720234710.10999,47967312040.399994
2171.0,46375410177.916,36383079563.37599,14883521277.725998,60742276640.079994,43999587330.686,46139034832.45
2172.0,44146369255.276,35269822619.576004,14294711553.776,59662220404.72,43162871322.77,44834734614.2
2173.0,42456738358.035995,34179152045.916,13769694584.675999,58621911924.99,42417593668.59,43321919429.45
2174.0,41005731860.088,33019389014.246,13250708938.286,57553874373.14,41810084452.409996,41575446837.9
2175.0,38959567352.11,32019891128.975998,12731371672.356,56509775215.479996,41012846665.145996,39905776990.26
2176.0,37037727829.899994,31120845831.744003,12296657183.208,55363410472.43001,40495770516.966,38306799765.3
2177.0,35663661230.350006,30089697735.094,11976861423.035,54410614432.84,39833745275.521,36909545428.4
2178.0,33997120585.71,29349085512.093998,11590473987.515001,53565044698.73,39297142192.690994,35401781157.1
2179.0,32307673994.689995,28568417924.934002,11018176750.82,53623742917.131996,38626270845.331,34234063137.8
2180.0,30924959227.219997,27715688314.724,10651264372.279999,52085516082.672,38091503156.431,33390854462.800003
2181.0,29846482011.129997,26866389555.704,10441611480.150002,51371354584.732,37517045165.97101,32097688602.2
2182.0,28230510212.86,26057860529.654003,10204189780.86,50653901483.842,36981399354.836,31059449450.239998
2183.0,27210091193.72,25239006557.78,10005900870.73,50272390746.332,36390302642.931,29986395900.8
2184.0,26152416007.71,24448482887.058,9763965289.0,49315000081.682,35855432579.73599,29012521654.24
2185.0,24889360533.869995,23972993123.71,9529685379.91,49615139183.572,35272003345.414,28458232732.699997
2186.0,23994689918.78,23144507595.093998,9264841358.369999,49059803529.983,34791678550.954,27498571473.7
2187.0,23233131920.49,22333061222.844,9033755369.27,48234350992.33301,34146046792.981,26677629349.02
2188.0,22382640740.449997,21530951313.124,8851634735.57,47640037867.911,33639603642.251003,25947695701.239998
2189.0,21548468785.372,20871387805.704002,8748881060.17,46838476864.801,33034963202.681004,25302652047.18
2190.0,20789443756.172,20318980161.314,8613961746.543999,45949923274.51101,32614195486.941,24556229986.5
2191.0,19852086611.332,19725806343.114,8451394637.75,45258155442.00201,32244910520.570995,24103664893.04
2192.0,18995491074.332,19095227545.393997,8306967996.4,44614560406.792,31625780131.810997,23613840890.96
2193.0,18164713290.332,18542322457.753998,8179466025.065,44061080023.702,30792856076.641006,23072597594.120003
2194.0,17545403770.1,18010233418.564,8043259808.05,43704745996.662,30287551999.011997,22558065344.29
2195.0,16951612007.59,17522107551.064,7933542444.67,43092113000.282,29710548018.412003,22068894838.129997
2196.0,16543558094.080002,17166972530.581999,7809227896.469999,42763115331.72201,29081466921.502003,21632380363.120003
2197.0,16209734824.15,16651030388.552,7649258846.4800005,42265422254.712,28568572837.592,21120470653.1
2198.0,15958850810.235,16015689475.736,7533093338.544,41901543963.882,28052382556.432003,20655371092.8
2199.0,15636932906.036,15458700260.321999,7403677223.827001,41330189563.252,27526512278.882,20230025081.25
2200.0,15262457794.785,14896522843.272,7234858044.982,41251994317.132,27075530682.195,19749568382.22
2201.0,14908656990.35,14202659449.282,7141411409.8220005,40512977743.701996,26650637626.875,19327900820.25
2202.0,14771094097.130001,13521404287.147,6867813017.252001,40076925888.062,26279715653.684998,19031738321.91
2203.0,14183953843.91,12794152205.391998,6581717524.522001,39588794955.902,25745349650.585,18792069422.45
2204.0,13705155905.89,11893302805.722,6413218574.982,39409345443.562,25342962359.024998,18555579454.549995
2205.0,13388873205.810001,11026351397.052,6360133253.8220005,38760002759.532,24958899898.085,18248483919.800003
2206.0,12870688193.26,10465567959.842,6243745950.872999,38311682713.332,24625369736.994995,17903891028.163002
2207.0,12578150191.14,9928766355.232,6104834109.292999,38174950684.482,24309465007.015003,17666541376.383
2208.0,12301842029.04,9350261875.357998,6013454735.653,38133851870.152,23947219483.480995,17400305421.92
2209.0,11963355201.68,8957042343.732,5953656783.212999,37362830363.246,23667186697.659004,17010864978.88
2210.0,11937625392.42,8590692385.532,5880071411.413,36936571031.208,23255229637.175,16684178303.55
2211.0,11770925348.36,8249196863.697,5788800171.743,36583983317.422,23001247184.575,16433530832.46
2212.0,11497680533.76,7944025446.302,5709308502.003,36610670950.337,22645853606.849003,16253516554.810001
2213.0,11361988494.9,7681676348.567,5611600880.023001,35661437992.647,22225589651.251396,15970015080.675
2214.0,11174826901.529999,7412814427.137999,5536763281.923,35244486795.946,22016022968.3424,15790150707.195
2215.0,10988431365.52,7234245539.076,5407391936.733,34941188837.448,21749296572.877003,15515766507.5
2216.0,10861062831.300001,6951830031.052,5330977194.703,33838864319.272,21374878159.401997,15258450102.68
2217.0,10519633573.990002,6721055136.212,5267535876.483,33567333739.872,21119241545.573,15039292756.224
2218.0,10368279765.380001,6606277745.772,5206601448.523001,33292961702.152,20948125591.067,14800966592.960001
2219.0,10647541532.689999,6495932914.101999,5163526273.2630005,32990984159.102,20720432039.417,14610605804.51
2220.0,9901870512.24,6377307452.422,5037303419.233,32824342127.892002,20385906738.592003,14257680331.156
2221.0,9698173488.98,5975475822.441999,4956596144.443001,32294420798.171997,20170575107.262,14089327267.939999
2222.0,9593715594.57,5774586184.3619995,4824981449.343,30846625136.111996,19953934403.112003,13906492225.112
2223.0,9486474845.43,5621098044.402,4720344210.343,30868594401.982,19637892327.832,13773633688.98
2224.0,9646721059.27,5572474306.401999,4643528944.382999,31127669400.266,19332215492.152,13577800682.925
2225.0,9337097880.5,5509332517.042,4599846535.792999,29431094307.012,19198180045.852005,13346833556.67
2226.0,9195683862.25,5455706196.712,4514929742.462999,29078778708.427,18964231735.992,13032202521.328
2227.0,9088530581.234,5411199743.6380005,4439114951.873,28730616370.781998,18711244782.237,12734746798.880001
2228.0,8949391942.970001,5330587297.152,4414007421.843,28665872795.002,18582896586.597,12495578088.411999
2229.0,8859795179.93,5272797303.652,4360787661.952999,29295191840.292,18303846411.686996,12133136160.152
2230.0,8761888496.619999,5176994031.632,4334608512.143,29039373142.982,18169868757.222,11843358585.106998
2231.0,8689092733.3,5087878644.632,4267214503.433,28459926384.418,17991257175.897003,11674226284.046
2232.0,8614761108.584,4988716430.205999,4286056873.303,28083379454.211998,17909770380.344997,11516264020.058
2233.0,8483897704.025,4908927981.772001,4218813393.363,27628072521.402,17801761603.97,11566254036.62
2234.0,8521971524.059999,4862979557.472,4188086508.262,26899926555.622,17710338827.959,11285579315.07
2235.0,8312316457.309999,4867021511.122,4104152723.742,26634573832.346996,17545089877.375,11088368031.838001
2236.0,8249959399.075,4805951518.667999,4051936009.672,26434382531.382,17374873053.185,10977047013.086
2237.0,8167710414.685,4711434457.722,4042852898.672,26453996021.801,17283833056.325005,10895344696.525997
2238.0,8200171217.28,4733924492.6119995,3969630632.352,26052116743.402004,17031770768.911001,10876585586.105999
2239.0,8027190380.43,4638874306.931999,3936562337.2120004,26048259579.156002,17024253752.831,10772610862.846
2240.0,7948160377.085001,4602703479.608,3871429445.8120003,25609454751.752,16876160650.130999,10688893034.936
2241.0,7899924456.045,4641755366.892,3844259035.932,25517404701.656998,16666628048.15,10606971633.971
2242.0,7837386735.27,4600405144.8220005,3830907154.772,25556666455.892002,16449350158.396004,10643618826.391
2243.0,7796980764.889999,4434214014.622,3800779140.532,24979546397.002003,16344017877.601002,10554352053.486
2244.0,7748672514.585001,4418155615.892,3796900417.372,24744109798.472004,16191732145.241,10490354847.605999
2245.0,7792516498.92,4403455737.972,3741867694.332,24878344853.401997,16126012613.536,10457342510.053001
2246.0,7585787012.42,4380619087.773,3705684380.932,24381927807.842003,16048772523.126001,10412955441.868
2247.0,7581111415.030001,4318115949.637,3645231240.7419996,25627814000.732002,15839327922.816004,10338570249.388
2248.0,7535767779.4939995,4290295258.684,3631738300.072,24773717254.432003,15571069236.515999,10255363666.52
2249.0,7551331041.370001,4305348977.142,3610668077.742,24003934140.492,15456943212.351002,10327217813.07
2250.0,7537885044.91,4231015817.3219995,3583358070.432,23676251901.295994,15430760811.196,10141437771.3321
2251.0,7393804275.94,4213914730.002,3576302584.856,23529623846.662,15248602304.715998,10084199065.854
2252.0,7329762238.58,4161523607.4384003,3537924620.902,23634425201.262005,15085521805.431,10118461064.91
2253.0,7227278219.78,4130321475.8894005,3511101812.1520004,23137771396.592,15000240270.346,9988717821.51
2254.0,7191450703.610001,4125586634.83,3493628186.222,24047918750.092003,15014068767.885998,9947298067.503
2255.0,7155391491.94,4190485244.09,3471823209.602,23606371810.177002,14702642621.656,9877989823.5291
2256.0,7192293846.15,4113175075.665,3468765696.968,22862445000.932,14595046147.986002,9856204301.976
2257.0,7219900165.59,4022280100.455,3415643418.7770004,22899498905.422,14442748497.946001,9897364599.57
2258.0,7078519559.700001,4063853422.31,3386831090.582,22834694824.092007,14359409081.656004,9838844474.125
2259.0,7022713015.57,3954738290.887,3364350261.7720003,22323250069.428,14289745812.065998,9772639314.1
2260.0,7015370200.59,3950411326.05,3355506796.0320005,21771959540.211998,14150419405.156,9718256420.6125
2261.0,7000648639.33,3916685812.804,3332703655.432,21553300976.982,14069492445.026001,9652789232.637001
2262.0,6975664858.530001,3893895881.2200003,3283892205.5319996,21404608516.492,14001930066.186003,9670123249.05
2263.0,6912315041.86,3843287795.8399997,3248298139.932,21314286008.452,13934178390.396,9777450032.255001
2264.0,6897395014.290001,4047673003.903,3249756337.326,21066057618.081997,13860089881.855999,9682827898.61
2265.0,6828405477.370001,3938163874.804,3218988108.722,20939339421.976997,13770327866.215998,9589435825.043999
2266.0,6843532035.254,4107586579.07,3203575174.057,20829641839.989998,13703043806.166002,9545926409.19
2267.0,6770321245.889999,3867328054.6549997,3200877499.988,20805020792.882,13600670524.845999,9560985238.435
2268.0,6703947184.02,3787984395.83,3161817673.5220003,20501555915.072,13509284380.656002,9515008872.1
2269.0,6776312669.18,3804127843.8129997,3149160526.032,20755558578.062,13462320855.806002,9469843461.54
2270.0,6680993529.5199995,3757390271.719,3135363803.262,20301870432.281998,13417994704.095997,9438489956.86
2271.0,6601750361.15,3744211814.4399996,3127575789.802,21100715464.178,13257974009.831001,9436452577.4
2272.0,6549962380.14,3741692993.384,3111027416.5620003,20324341167.112,13173309309.385998,9383679006.289999
2273.0,6546139635.700001,3689523320.351,3092406864.802,19734473096.406998,13201932650.276001,9347488643.59
2274.0,6524025934.45,3682970181.3739996,3078451429.5620003,20392290695.372,13086108307.259998,9302722178.577
2275.0,6518439867.68,3667310852.317,3079140465.076,20042953252.072,13003406719.565998,9385821535.09
2276.0,6488790193.92,3728507448.913,3051797564.102,20265727806.732002,12959618325.269997,9253868670.630001
2277.0,6505366375.56,3808441640.5899997,3039555847.2320004,19314650297.061996,12890287351.696,9329237038.81
2278.0,6433664992.76,3655312430.226,3019330052.542,19603999508.542,12833429402.116,9233147428.02
2279.0,6511584825.289999,3679193589.05,3001530883.672,18935739576.425995,12838936326.291,9252557761.77
2280.0,6392664440.02,3593840811.416,3011899602.882,18812847628.792,12843546189.006,9175911459.37
2281.0,6370358147.209999,3742726378.384,2987258529.092,18692845776.722,12810821638.336,9154913349.449999
2282.0,6309462704.09,3708747767.8849998,2982786917.873,18459866553.082,12795613232.152002,9094421276.746
2283.0,6276309296.4,3597070923.9529996,2986811056.602,18378519809.927,12646102040.176,9054487587.39
2284.0,6235207914.102,3781316738.605,2969805857.9820004,18297737778.862,12607713736.255999,8968986553.446
2285.0,6203042765.29,3647860884.1899996,2954024538.1120005,19042148839.932,12593284543.396,8900491723.604
2286.0,6152660204.35,3694706711.41,2932842050.802,18136940457.982002,12478528055.156,8867848608.875
