time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2037.0,1817382700.0,1379558700.0,1759812500.0,2079537900.0,1724348700.0
2038.0,1819641300.0,1282645500.0,1739019300.0,1944987400.0,1722903700.0
2039.0,1760459900.0,1217960800.0,1679982000.0,1879487500.0,1602420900.0
2040.0,1770967000.0,1134092300.0,1599652400.0,1932014100.0,1555119600.0
2041.0,1654728000.0,1136131000.0,1519914400.0,1829008500.0,1485372000.0
2042.0,1639088300.0,983710700.0,1456676600.0,1833317500.0,1429083100.0
2043.0,1557331700.0,937029300.0,1443548000.0,1810145300.0,1380921000.0
2044.0,1532177900.0,829728000.0,1362543900.0,1746094200.0,1320902900.0
2045.0,1487491100.0,816147800.0,1297450200.0,1786091500.0,1267031200.0
2046.0,1491686900.0,724936900.0,1234052700.0,1696046000.0,1231665200.0
2047.0,1379966100.0,655327200.0,1178281200.0,1636574600.0,1179203500.0
2048.0,1354851100.0,595660400.0,1107356000.0,1619690100.0,1146719200.0
2049.0,1352738300.0,624001860.0,1086011600.0,1558845700.0,1086827500.0
2050.0,1319301900.0,508381400.0,1008014500.0,1503795700.0,1060008060.0
2051.0,1226992600.0,470493250.0,952420800.0,1573006700.0,1010066800.0
2052.0,1174989000.0,429899230.0,910716900.0,1479815200.0,933383550.0
2053.0,1134964500.0,397656420.0,841614300.0,1498988500.0,906249860.0
2054.0,1078217700.0,365378240.0,781905700.0,1457506800.0,861313300.0
2055.0,1054049540.0,326871520.0,727113000.0,1408443100.0,847040900.0
2056.0,985805440.0,302367300.0,687799800.0,1382458900.0,846865340.0
2057.0,946930300.0,283397500.0,653889600.0,1301636000.0,776211200.0
2058.0,918938300.0,267941710.0,625387400.0,1293597400.0,726903600.0
2059.0,868874600.0,246567000.0,593270700.0,1279881000.0,689684200.0
2060.0,825214900.0,224881730.0,554814200.0,1211148300.0,670537000.0
2061.0,786261250.0,212594380.0,519740860.0,1179296300.0,635077570.0
2062.0,748273400.0,204366480.0,496004350.0,1148273900.0,672809000.0
2063.0,719625860.0,191918200.0,464616420.0,1127274100.0,587273800.0
2064.0,680977400.0,177916220.0,431255460.0,1184478500.0,563231170.0
2065.0,641588100.0,169158450.0,404465860.0,1133565600.0,542818700.0
2066.0,614779200.0,161814430.0,393699870.0,1064724200.0,530623140.0
2067.0,640613570.0,153347760.0,360750940.0,1018077630.0,500416900.0
2068.0,589601400.0,144418930.0,333990900.0,1019308400.0,482540320.0
2069.0,551205300.0,138717440.0,316681630.0,961002300.0,460898180.0
2070.0,528068580.0,133763980.0,296569000.0,923987700.0,450872860.0
2071.0,507417200.0,125754170.0,296711360.0,889586600.0,439122050.0
2072.0,501491870.0,119639816.0,259159550.0,864505900.0,416581220.0
2073.0,474652260.0,115418170.0,244778500.0,882181400.0,390602660.0
2074.0,448380130.0,110048130.0,234963940.0,832979650.0,378494980.0
2075.0,429215230.0,106375280.0,219524660.0,810383500.0,376556260.0
2076.0,432248770.0,102670490.0,209354340.0,789795650.0,407558980.0
2077.0,386401380.0,98921720.0,198209310.0,788670100.0,347893280.0
2078.0,361525440.0,96328770.0,192553710.0,757909060.0,328401600.0
2079.0,349220800.0,92694440.0,180679500.0,731467140.0,325116220.0
2080.0,384535400.0,88226500.0,171529890.0,692131460.0,296318530.0
2081.0,334967970.0,86542730.0,165544940.0,703368000.0,289928320.0
2082.0,315168700.0,85164220.0,159141040.0,647905340.0,278719550.0
2083.0,295851840.0,82483500.0,151140770.0,629557950.0,267454640.0
2084.0,357637540.0,79462040.0,145737550.0,615387500.0,306773800.0
2085.0,301120320.0,75258400.0,142511040.0,586609500.0,267447660.0
2086.0,263169660.0,73575176.0,139190860.0,567018050.0,253432460.0
2087.0,261542020.0,70948050.0,133241440.0,546924000.0,234227000.0
2088.0,246704830.0,68495464.0,129815720.0,536784860.0,223179900.0
2089.0,235044060.0,66300110.0,125592430.0,514046430.0,219991380.0
2090.0,231874080.0,63522836.0,122515470.0,508556930.0,209463630.0
2091.0,223688450.0,60519972.0,118149380.0,481207070.0,204385740.0
2092.0,212643470.0,56678704.0,114047620.0,460335780.0,192664540.0
2093.0,204661150.0,55390764.0,111424740.0,442037540.0,188998910.0
2094.0,196843280.0,53704280.0,107518264.0,424178980.0,184956740.0
2095.0,212836900.0,52493100.0,104068800.0,408777200.0,181490540.0
2096.0,192282430.0,50101976.0,99913920.0,394293800.0,174506900.0
2097.0,181512910.0,48917824.0,96949020.0,379245600.0,169587760.0
2098.0,176663860.0,47463148.0,94058740.0,362925500.0,166218860.0
2099.0,193593760.0,45723188.0,91078010.0,356800030.0,166961580.0
2100.0,168706610.0,45553540.0,89731130.0,349740670.0,163558260.0
