time,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,GFDL-ESM4
2037.0,1294137900.0,1873001900.0,1470226600.0,1763589600.0,1972870400.0
2038.0,1234026000.0,1855501700.0,1380872700.0,1691431800.0,1913837800.0
2039.0,1166225300.0,1811213300.0,1315709000.0,1662606000.0,1938089600.0
2040.0,1051368600.0,1772067300.0,1261166000.0,1584102800.0,1926003200.0
2041.0,993903550.0,1709529000.0,1171147800.0,1487705700.0,1883036900.0
2042.0,907914050.0,1732914700.0,1147756900.0,1443002800.0,1784083000.0
2043.0,848233100.0,1639730400.0,1069095740.0,1373233700.0,1760114800.0
2044.0,782319040.0,1644322200.0,1023218050.0,1287669400.0,1886488600.0
2045.0,721079700.0,1595587500.0,977158800.0,1287137500.0,1710990700.0
2046.0,668033540.0,1530666400.0,904164600.0,1187363500.0,1664517600.0
2047.0,617000500.0,1620945700.0,846375000.0,1129952600.0,1663974400.0
2048.0,544537600.0,1484891600.0,800909630.0,1090733200.0,1576766300.0
2049.0,489979800.0,1420055600.0,775926100.0,1002568960.0,1517433600.0
2050.0,448603360.0,1362305800.0,744921000.0,933623800.0,1469539000.0
2051.0,401695870.0,1322004000.0,714471900.0,872557500.0,1475175200.0
2052.0,366346560.0,1281713700.0,685190000.0,821771840.0,1392973300.0
2053.0,333723840.0,1221843000.0,659284000.0,800027000.0,1357332900.0
2054.0,310281100.0,1172996600.0,642673400.0,725353100.0,1334801000.0
2055.0,283820400.0,1172134000.0,667218900.0,675751300.0,1303953800.0
2056.0,250948030.0,1112705700.0,589964400.0,624643900.0,1261539000.0
2057.0,234402320.0,1065349400.0,563298370.0,576319000.0,1211941200.0
2058.0,214855710.0,1042876160.0,530620320.0,540452540.0,1183771000.0
2059.0,196665250.0,947281600.0,497159780.0,491379040.0,1149902600.0
2060.0,180430200.0,907872960.0,474084130.0,462593540.0,1131539600.0
2061.0,166555630.0,848982800.0,454009200.0,424530940.0,1059090800.0
2062.0,148069900.0,842284300.0,428822180.0,402866200.0,1026224700.0
2063.0,134804220.0,796111500.0,423852160.0,364218430.0,987221800.0
2064.0,124005816.0,787736060.0,403256480.0,336348670.0,951561800.0
2065.0,118644320.0,809482600.0,393509300.0,316506900.0,911557400.0
2066.0,112266960.0,684188000.0,355652220.0,300280770.0,880897200.0
2067.0,105449900.0,638800000.0,362355870.0,274690800.0,850822000.0
2068.0,98253310.0,612122000.0,320931600.0,238327950.0,820425100.0
2069.0,92470664.0,607317000.0,321392640.0,215814850.0,794472000.0
2070.0,88365440.0,577147400.0,298450900.0,203009680.0,762047000.0
2071.0,85150570.0,544522430.0,286225470.0,187491570.0,737985300.0
2072.0,82164910.0,577860400.0,285546050.0,170680800.0,708366100.0
2073.0,80359370.0,508969060.0,266232640.0,156128740.0,694895170.0
2074.0,77651000.0,480381470.0,258343440.0,144907650.0,650270460.0
2075.0,74769280.0,470492600.0,245735630.0,136125980.0,630088300.0
2076.0,71968000.0,436872770.0,238831070.0,128511340.0,594350000.0
2077.0,68049064.0,460890050.0,237095520.0,122718730.0,573875600.0
2078.0,63788372.0,393364000.0,221003410.0,116381200.0,564232400.0
2079.0,62065060.0,371465380.0,213406830.0,111905010.0,534904500.0
2080.0,59502544.0,355408000.0,202756460.0,107199880.0,570242900.0
2081.0,56882748.0,338792540.0,205054880.0,100949430.0,499133820.0
2082.0,55088824.0,314797470.0,191599950.0,97467400.0,465595650.0
2083.0,51631380.0,293458880.0,181815330.0,93173330.0,474394700.0
2084.0,48530840.0,326904060.0,174595790.0,90812290.0,416954000.0
2085.0,47762770.0,272087780.0,167115680.0,83470970.0,402172830.0
2086.0,45966188.0,246732980.0,161606110.0,80510920.0,387782500.0
2087.0,45627452.0,246532420.0,154505600.0,76583010.0,363563170.0
2088.0,44138852.0,223774140.0,149767980.0,73451944.0,345999900.0
2089.0,42957724.0,214786720.0,149428620.0,70304940.0,331644830.0
2090.0,41223780.0,224555490.0,151165660.0,67600260.0,312491740.0
2091.0,39406110.0,197905700.0,139405630.0,63895624.0,301352800.0
2092.0,37733988.0,175895280.0,131648490.0,61240004.0,283068800.0
2093.0,35406268.0,169446980.0,130692376.0,60002828.0,270365470.0
2094.0,33465296.0,156816030.0,125122744.0,56896696.0,257525100.0
2095.0,29870870.0,151620130.0,122652296.0,55117572.0,243240180.0
2096.0,26346566.0,144527380.0,118604664.0,53394964.0,238825380.0
2097.0,25336156.0,141016670.0,114371944.0,49619590.0,223170530.0
2098.0,21421684.0,133631790.0,111266710.0,46655864.0,213455070.0
2099.0,21219996.0,130937840.0,110028110.0,44834450.0,202179540.0
2100.0,19716104.0,126119210.0,108390840.0,43686904.0,193968380.0
