time,CNRM-CM6-1,TAIESM1,EC-EARTH3,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,MIROC6,CANESM5,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0
2011.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0
2012.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0
2013.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0
2014.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0
2015.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0
2016.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0
2017.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0
2018.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0
2019.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0
2020.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0
2021.0,13662708000000.0,13670169000000.0,13664743000000.0,13681874000000.0,13641194000000.0,13621132000000.0,13695413000000.0,13682124000000.0,13661088000000.0,13675160000000.0,13667565000000.0,13661652000000.0,13683009000000.0
2022.0,13665766000000.0,13622277000000.0,13559673000000.0,13651232000000.0,13599361000000.0,13589571000000.0,13655030000000.0,13637259000000.0,13660219000000.0,13659211000000.0,13671430000000.0,13658446000000.0,13667281000000.0
2023.0,13677450000000.0,13625420000000.0,13415353000000.0,13634517000000.0,13559453000000.0,13569316000000.0,13584767000000.0,13545051000000.0,13653704000000.0,13635513000000.0,13700099000000.0,13643651000000.0,13657831000000.0
2024.0,13662635000000.0,13594302000000.0,13313859000000.0,13579439000000.0,13476519000000.0,13573196000000.0,13539508000000.0,13425924000000.0,13640144000000.0,13635336000000.0,13700258000000.0,13630612000000.0,13643238000000.0
2025.0,13678021000000.0,13569599000000.0,13252205000000.0,13519297000000.0,13446874000000.0,13577052000000.0,13511323000000.0,13289028000000.0,13647552000000.0,13634712000000.0,13685646000000.0,13609514000000.0,13606069000000.0
2026.0,13691374000000.0,13566225000000.0,13188273000000.0,13501418000000.0,13365855000000.0,13561941000000.0,13459879000000.0,13106284000000.0,13643654000000.0,13620571000000.0,13680539000000.0,13601719000000.0,13581154000000.0
2027.0,13715660000000.0,13546651000000.0,13146335000000.0,13496762000000.0,13294936000000.0,13555300000000.0,13417018000000.0,12957312000000.0,13621917000000.0,13604654000000.0,13674088000000.0,13588332000000.0,13559021000000.0
2028.0,13688034000000.0,13562110000000.0,13057705000000.0,13488757000000.0,13178418000000.0,13549189000000.0,13380937000000.0,12852073000000.0,13571694000000.0,13589982000000.0,13691669000000.0,13555183000000.0,13503192000000.0
2029.0,13672886000000.0,13500394000000.0,12948103000000.0,13497594000000.0,13093458000000.0,13484808000000.0,13341678000000.0,12743992000000.0,13556878000000.0,13591925000000.0,13684935000000.0,13548956000000.0,13451444000000.0
2030.0,13668846000000.0,13458365000000.0,12873133000000.0,13489216000000.0,12895448000000.0,13451335000000.0,13317513000000.0,12616854000000.0,13544911000000.0,13577987000000.0,13675018000000.0,13509168000000.0,13370956000000.0
2031.0,13643245000000.0,13420668000000.0,12813044000000.0,13465579000000.0,12775077000000.0,13367983000000.0,13284361000000.0,12550601000000.0,13556153000000.0,13565712000000.0,13678178000000.0,13492347000000.0,13339059000000.0
2032.0,13645195000000.0,13391647000000.0,12701252000000.0,13434791000000.0,12622399000000.0,13370121000000.0,13210476000000.0,12466930000000.0,13559027000000.0,13569054000000.0,13669855000000.0,13449456000000.0,13301896000000.0
2033.0,13622447000000.0,13338134000000.0,12645108000000.0,13411990000000.0,12525847000000.0,13366290000000.0,13181573000000.0,12366303000000.0,13543507000000.0,13564546000000.0,13668574000000.0,13405923000000.0,13277588000000.0
2034.0,13609582000000.0,13315122000000.0,12521703000000.0,13409574000000.0,12423729000000.0,13283976000000.0,13111594000000.0,12242545000000.0,13526576000000.0,13518180000000.0,13660538000000.0,13402994000000.0,13221244000000.0
2035.0,13583155000000.0,13256916000000.0,12438610000000.0,13401030000000.0,12314002000000.0,13210826000000.0,13076499000000.0,12132330000000.0,13506518000000.0,13503296000000.0,13641473000000.0,13384845000000.0,13183650000000.0
2036.0,13566139000000.0,13189400000000.0,12325239000000.0,13387393000000.0,12170003000000.0,13068027000000.0,13049034000000.0,12005590000000.0,13476270000000.0,13511448000000.0,13638146000000.0,13354026000000.0,13159643000000.0
2037.0,13573597000000.0,13062573000000.0,12241851000000.0,13337513000000.0,11991593000000.0,12946762000000.0,13017869000000.0,11915524000000.0,13441989000000.0,13501049000000.0,13596476000000.0,13330751000000.0,13116105000000.0
2038.0,13603650000000.0,12990830000000.0,12080958000000.0,13333455000000.0,11852337000000.0,12824951000000.0,13002152000000.0,11769365000000.0,13426742000000.0,13477690000000.0,13585149000000.0,13246607000000.0,13042935000000.0
2039.0,13578411000000.0,12926492000000.0,11942539000000.0,13331354000000.0,11752256000000.0,12731927000000.0,12956879000000.0,11628436000000.0,13382789000000.0,13464405000000.0,13581918000000.0,13203936000000.0,13007487000000.0
2040.0,13555014000000.0,12867859000000.0,11806434000000.0,13285663000000.0,11652671000000.0,12623914000000.0,12896298000000.0,11486192000000.0,13347923000000.0,13465925000000.0,13542558000000.0,13147399000000.0,12869793000000.0
2041.0,13523917000000.0,12784051000000.0,11671575000000.0,13266746000000.0,11602629000000.0,12526875000000.0,12806199000000.0,11353611000000.0,13305678000000.0,13413575000000.0,13515856000000.0,13125297000000.0,12764632000000.0
2042.0,13524211000000.0,12662080000000.0,11554781000000.0,13226462000000.0,11526931000000.0,12459528000000.0,12718776000000.0,11195991000000.0,13289140000000.0,13398535000000.0,13504799000000.0,13100085000000.0,12699184000000.0
2043.0,13519229000000.0,12612502000000.0,11374061000000.0,13247260000000.0,11478356000000.0,12429178000000.0,12606878000000.0,11070772000000.0,13261593000000.0,13371682000000.0,13494097000000.0,13037847000000.0,12679335000000.0
2044.0,13476603000000.0,12538805000000.0,11262157000000.0,13267889000000.0,11380050000000.0,12327279000000.0,12543415000000.0,10946315000000.0,13249390000000.0,13372664000000.0,13495245000000.0,13009982000000.0,12607688000000.0
2045.0,13436514000000.0,12476420000000.0,11168820000000.0,13259660000000.0,11340605000000.0,12211921000000.0,12487829000000.0,10867343000000.0,13217341000000.0,13359693000000.0,13429427000000.0,12961937000000.0,12522404000000.0
2046.0,13413263000000.0,12401326000000.0,11061448000000.0,13260889000000.0,11273200000000.0,12147557000000.0,12442746000000.0,10756068000000.0,13190545000000.0,13335844000000.0,13423872000000.0,12939575000000.0,12461710000000.0
2047.0,13367591000000.0,12310626000000.0,10919095000000.0,13245608000000.0,11169721000000.0,11991760000000.0,12369919000000.0,10652981000000.0,13151438000000.0,13304326000000.0,13408166000000.0,12874266000000.0,12398136000000.0
2048.0,13301501000000.0,12246757000000.0,10767989000000.0,13226530000000.0,11070507000000.0,11846120000000.0,12223523000000.0,10494434000000.0,13130150000000.0,13295343000000.0,13342070000000.0,12805182000000.0,12320552000000.0
2049.0,13240315000000.0,12179914000000.0,10604781000000.0,13231594000000.0,10961048000000.0,11741755000000.0,12129483000000.0,10328116000000.0,13123902000000.0,13269237000000.0,13315421000000.0,12690372000000.0,12248833000000.0
2050.0,13139696000000.0,12058805000000.0,10455099000000.0,13223571000000.0,10846610000000.0,11672794000000.0,12039007000000.0,10176887000000.0,13098160000000.0,13252300000000.0,13293180000000.0,12613595000000.0,12178073000000.0
2051.0,13085566000000.0,11996826000000.0,10365323000000.0,13197997000000.0,10732274000000.0,11565592000000.0,11860350000000.0,10082018000000.0,13085521000000.0,13213572000000.0,13295589000000.0,12546573000000.0,12126056000000.0
2052.0,13027625000000.0,11870193000000.0,10266447000000.0,13186353000000.0,10613699000000.0,11474674000000.0,11718606000000.0,9910287000000.0,13012245000000.0,13192010000000.0,13297975000000.0,12397704000000.0,12013278000000.0
2053.0,12982650000000.0,11784151000000.0,10189537000000.0,13170676000000.0,10484761000000.0,11336903000000.0,11588165000000.0,9769686000000.0,12931063000000.0,13147632000000.0,13264904000000.0,12266572000000.0,11860384000000.0
2054.0,12868484000000.0,11706738000000.0,10077998000000.0,13120560000000.0,10394631000000.0,11178515000000.0,11407381000000.0,9560913000000.0,12880351000000.0,13071118000000.0,13214471000000.0,12187921000000.0,11761509000000.0
2055.0,12752630000000.0,11627181000000.0,9922731000000.0,13091338000000.0,10254339000000.0,11084659000000.0,11289848000000.0,9406267000000.0,12861359000000.0,12997383000000.0,13179085000000.0,12078706000000.0,11707588000000.0
2056.0,12697845000000.0,11555344000000.0,9769776000000.0,13042704000000.0,10033615000000.0,10917417000000.0,11162434000000.0,9282589000000.0,12847370000000.0,12941733000000.0,13143751000000.0,11959658000000.0,11601174000000.0
2057.0,12584529000000.0,11494544000000.0,9658074000000.0,13001803000000.0,9815328000000.0,10826549000000.0,10975970000000.0,9159050000000.0,12860151000000.0,12892051000000.0,13132073000000.0,11871252000000.0,11501656000000.0
2058.0,12498940000000.0,11402507000000.0,9564296000000.0,12964516000000.0,9600643000000.0,10725847000000.0,10839226000000.0,9048507000000.0,12795272000000.0,12839268000000.0,13112306000000.0,11739744000000.0,11357900000000.0
2059.0,12403625000000.0,11276499000000.0,9447238000000.0,12922067000000.0,9419220000000.0,10633310000000.0,10661437000000.0,8936956000000.0,12729058000000.0,12810685000000.0,13078031000000.0,11620670000000.0,11219710000000.0
2060.0,12317010000000.0,11157042000000.0,9263799000000.0,12853308000000.0,9237310000000.0,10505978000000.0,10488860000000.0,8787179000000.0,12707583000000.0,12756759000000.0,13061557000000.0,11501151000000.0,11132685000000.0
2061.0,12218350000000.0,11045962000000.0,9083787000000.0,12781242000000.0,9055489000000.0,10393110000000.0,10306005000000.0,8669180000000.0,12631715000000.0,12703650000000.0,12992340000000.0,11386585000000.0,11024511000000.0
2062.0,12070699000000.0,10941195000000.0,8916493000000.0,12643641000000.0,8877471000000.0,10299371000000.0,10131542000000.0,8518754000000.0,12554228000000.0,12677904000000.0,12942118000000.0,11302763000000.0,10960806000000.0
2063.0,11970924000000.0,10832513000000.0,8748567000000.0,12526841000000.0,8711578000000.0,10174497000000.0,9920252000000.0,8391474000000.0,12507289000000.0,12631829000000.0,12934644000000.0,11210699000000.0,10869072000000.0
2064.0,11857542000000.0,10737850000000.0,8544143300000.0,12401790000000.0,8605674000000.0,9967839000000.0,9777062000000.0,8271553400000.0,12489028000000.0,12578667000000.0,12848463000000.0,11104288000000.0,10784707000000.0
2065.0,11703893000000.0,10671166000000.0,8396011500000.0,12364739000000.0,8512793000000.0,9871121000000.0,9571219000000.0,8117277000000.0,12469225000000.0,12561308000000.0,12824338000000.0,10950561000000.0,10660808000000.0
2066.0,11582818000000.0,10568956000000.0,8269370000000.0,12267510000000.0,8399862000000.0,9749400000000.0,9451217000000.0,7945839000000.0,12422338000000.0,12522793000000.0,12763930000000.0,10814579000000.0,10560562000000.0
2067.0,11481211000000.0,10490365000000.0,8127670000000.0,12218180000000.0,8295763400000.0,9612970000000.0,9268654000000.0,7770426300000.0,12413975000000.0,12500331000000.0,12734966000000.0,10726243000000.0,10459740000000.0
2068.0,11401468000000.0,10345460000000.0,7960830400000.0,12162059000000.0,8134450500000.0,9474859000000.0,9124783000000.0,7618011000000.0,12403212000000.0,12446284000000.0,12651311000000.0,10668953000000.0,10332696000000.0
2069.0,11280933000000.0,10248717000000.0,7799426000000.0,12055967000000.0,7935932000000.0,9340113000000.0,8973803000000.0,7483842000000.0,12373432000000.0,12382605000000.0,12626998000000.0,10578887000000.0,10227582000000.0
2070.0,11201660000000.0,10104702000000.0,7588054000000.0,11935006000000.0,7741598000000.0,9202641000000.0,8781844400000.0,7355583400000.0,12308427000000.0,12340822000000.0,12518668000000.0,10499134000000.0,10088610000000.0
2071.0,11121639000000.0,9973375000000.0,7448532400000.0,11804307000000.0,7579822500000.0,9119493000000.0,8595050600000.0,7232828700000.0,12243483000000.0,12286339000000.0,12496260000000.0,10398594000000.0,9949043000000.0
2072.0,11007103000000.0,9872878000000.0,7298191700000.0,11666997000000.0,7400077700000.0,8970068000000.0,8414698000000.0,7098761500000.0,12179838000000.0,12239615000000.0,12484342000000.0,10323343000000.0,9888991000000.0
2073.0,10912549000000.0,9742853000000.0,7131414000000.0,11564652000000.0,7250337300000.0,8843923000000.0,8298589000000.0,6984031000000.0,12090641000000.0,12197127000000.0,12420840000000.0,10210758000000.0,9809923000000.0
2074.0,10770370000000.0,9589931000000.0,6963570000000.0,11437242000000.0,7072480000000.0,8713598000000.0,8138258400000.0,6876974500000.0,12010855000000.0,12143969000000.0,12386415000000.0,10093230000000.0,9698968000000.0
2075.0,10626855000000.0,9441716000000.0,6836975000000.0,11237480000000.0,6867746600000.0,8596690600000.0,7980523700000.0,6791113000000.0,11936113000000.0,12114363000000.0,12378357000000.0,9985731000000.0,9618010000000.0
2076.0,10447408000000.0,9277299000000.0,6702031000000.0,11089435000000.0,6700559500000.0,8501494500000.0,7845684000000.0,6619014400000.0,11821513000000.0,12057255000000.0,12352390000000.0,9867400000000.0,9445351000000.0
2077.0,10288391000000.0,9110517000000.0,6571454600000.0,10953845000000.0,6490138000000.0,8392876000000.0,7694591700000.0,6493573000000.0,11760116000000.0,12023564000000.0,12308668000000.0,9732858000000.0,9314281000000.0
2078.0,10104810000000.0,8961677000000.0,6418093600000.0,10778959000000.0,6321688000000.0,8255957000000.0,7534570000000.0,6337226000000.0,11692865000000.0,12003114000000.0,12246275000000.0,9655359000000.0,9215926000000.0
2079.0,9977418000000.0,8843897000000.0,6279764000000.0,10647876000000.0,6152659700000.0,8170092000000.0,7378050000000.0,6157978000000.0,11637652000000.0,11958199000000.0,12196956000000.0,9546172000000.0,9152084000000.0
2080.0,9815645000000.0,8747508300000.0,6116283500000.0,10465375000000.0,5970680300000.0,8059679000000.0,7192966600000.0,6020638000000.0,11568431000000.0,11921239000000.0,12120257000000.0,9428332000000.0,9064337000000.0
2081.0,9631186000000.0,8640078000000.0,5955495400000.0,10324820000000.0,5799911400000.0,7940959400000.0,7029977000000.0,5895203300000.0,11519532000000.0,11912230000000.0,12067233000000.0,9244998000000.0,8936415000000.0
2082.0,9417021000000.0,8579021500000.0,5772216400000.0,10172480000000.0,5629145000000.0,7819214000000.0,6828627000000.0,5765483000000.0,11435523000000.0,11885179000000.0,12057445000000.0,9163651000000.0,8834428000000.0
2083.0,9243905000000.0,8463600000000.0,5659669600000.0,10038294000000.0,5472512400000.0,7713298300000.0,6703895500000.0,5643360000000.0,11329957000000.0,11861911000000.0,11995672000000.0,9041888000000.0,8730909000000.0
2084.0,9059707000000.0,8334054000000.0,5553655400000.0,9898169000000.0,5327971000000.0,7586858400000.0,6627263000000.0,5520355000000.0,11270164000000.0,11841270000000.0,11904705000000.0,8915305000000.0,8655037000000.0
2085.0,8850168000000.0,8257058000000.0,5414470500000.0,9743692000000.0,5154983000000.0,7447847000000.0,6527777000000.0,5389989400000.0,11217012000000.0,11820617000000.0,11814738000000.0,8821871000000.0,8567053600000.0
2086.0,8639608000000.0,8159111400000.0,5228385500000.0,9570924000000.0,4972823000000.0,7280444000000.0,6418253500000.0,5255525300000.0,11169499000000.0,11779670000000.0,11745176000000.0,8734665300000.0,8427896600000.0
2087.0,8438861000000.0,8010838600000.0,5050968000000.0,9431891000000.0,4782796300000.0,7154706000000.0,6312347300000.0,5143222300000.0,11062930000000.0,11717343000000.0,11690119000000.0,8663759000000.0,8326287500000.0
2088.0,8271393500000.0,7884380000000.0,4889110000000.0,9290592000000.0,4619018000000.0,7012034000000.0,6168676000000.0,5016308400000.0,10961115000000.0,11658787000000.0,11655677000000.0,8604258000000.0,8236893000000.0
2089.0,8087682000000.0,7775004400000.0,4677855000000.0,9121319000000.0,4460157300000.0,6903632000000.0,6008017500000.0,4911413600000.0,10917314000000.0,11578405000000.0,11584871000000.0,8476557000000.0,8127540400000.0
2090.0,7913197000000.0,7636060700000.0,4525278600000.0,8968803000000.0,4297949700000.0,6787910600000.0,5865680700000.0,4799122000000.0,10862124000000.0,11516020000000.0,11547837000000.0,8397525000000.0,7994928500000.0
2091.0,7756195000000.0,7533142000000.0,4335053600000.0,8812210000000.0,4128360400000.0,6636483000000.0,5777155700000.0,4665241000000.0,10789223000000.0,11458571000000.0,11524354000000.0,8290931000000.0,7893428500000.0
2092.0,7555021000000.0,7390374000000.0,4170461000000.0,8672025500000.0,3976634800000.0,6478228000000.0,5617384000000.0,4584168000000.0,10719270000000.0,11409092000000.0,11492609000000.0,8166672700000.0,7795215000000.0
2093.0,7380503400000.0,7251955300000.0,4003147800000.0,8523659000000.0,3822489000000.0,6340652000000.0,5468336000000.0,4462755000000.0,10655907000000.0,11378962000000.0,11352579000000.0,8064238400000.0,7671320700000.0
2094.0,7142802700000.0,7083898400000.0,3867596600000.0,8270328000000.0,3670767300000.0,6200588500000.0,5335723500000.0,4312306300000.0,10565421000000.0,11314014000000.0,11290105000000.0,7958656700000.0,7579754300000.0
2095.0,6964873000000.0,6942611700000.0,3736764400000.0,8094164000000.0,3482888000000.0,6055323000000.0,5198608600000.0,4200709800000.0,10498225000000.0,11267982000000.0,11216975000000.0,7860386000000.0,7491936600000.0
2096.0,6791091000000.0,6790585000000.0,3582466500000.0,7881778000000.0,3319806800000.0,5945636700000.0,5084381400000.0,4092942600000.0,10391108000000.0,11226719000000.0,11120536000000.0,7741783000000.0,7403017300000.0
2097.0,6608465700000.0,6626481300000.0,3427979200000.0,7665709000000.0,3155060300000.0,5835942000000.0,4926903000000.0,3999152200000.0,10331719000000.0,11184847000000.0,11043823000000.0,7627900000000.0,7293350400000.0
2098.0,6446981300000.0,6424723700000.0,3268097300000.0,7444133600000.0,2999489100000.0,5664668000000.0,4797659300000.0,3884367700000.0,10273916000000.0,11135969000000.0,10924584000000.0,7483975000000.0,7212176000000.0
2099.0,6224056700000.0,6262079000000.0,3096032800000.0,7227545000000.0,2853315500000.0,5547175700000.0,4662528300000.0,3777369500000.0,10201130000000.0,11093288000000.0,10799000000000.0,7331246000000.0,7096680600000.0
2100.0,6016974500000.0,6108737000000.0,2946763800000.0,7026624700000.0,2698180000000.0,5431092000000.0,4502480000000.0,3690776000000.0,10108894000000.0,11030610000000.0,10699802000000.0,7184719000000.0,7015651000000.0
