time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,13946825000000.0,13946825000000.0
2001.0,13923575000000.0,13923575000000.0
2002.0,13904492000000.0,13904492000000.0
2003.0,13893083000000.0,13893083000000.0
2004.0,13891446000000.0,13891446000000.0
2005.0,13887378000000.0,13887378000000.0
2006.0,13875188000000.0,13875188000000.0
2007.0,13860015000000.0,13860015000000.0
2008.0,13855886000000.0,13855886000000.0
2009.0,13849322000000.0,13849322000000.0
2010.0,13836235000000.0,13836235000000.0
2011.0,13829717000000.0,13829717000000.0
2012.0,13825210000000.0,13825210000000.0
2013.0,13802144000000.0,13802144000000.0
2014.0,13771613000000.0,13771613000000.0
2015.0,13778554000000.0,13778554000000.0
2016.0,13765012000000.0,13765012000000.0
2017.0,13732465000000.0,13732465000000.0
2018.0,13725026000000.0,13725026000000.0
2019.0,13703926000000.0,13703926000000.0
2020.0,13689490000000.0,13689490000000.0
2021.0,13644732000000.0,13644183000000.0
2022.0,13626583000000.0,13541690000000.0
2023.0,13592547000000.0,13520259000000.0
2024.0,13591271000000.0,13513420000000.0
2025.0,13545707000000.0,13486403000000.0
2026.0,13471379000000.0,13463320000000.0
2027.0,13457497000000.0,13388114000000.0
2028.0,13396837000000.0,13349130000000.0
2029.0,13362877000000.0,13318421000000.0
2030.0,13346024000000.0,13224799000000.0
2031.0,13307787000000.0,13195573000000.0
2032.0,13220993000000.0,13140730000000.0
2033.0,13162205000000.0,13076928000000.0
2034.0,13099988000000.0,13005071000000.0
2035.0,13037636000000.0,12967175000000.0
2036.0,13007562000000.0,12941796000000.0
2037.0,12964035000000.0,12887791000000.0
2038.0,12903723000000.0,12894505000000.0
2039.0,12820913000000.0,12868924000000.0
2040.0,12699586000000.0,12833360000000.0
2041.0,12667889000000.0,12773171000000.0
2042.0,12573831000000.0,12711472000000.0
2043.0,12485495000000.0,12602492000000.0
2044.0,12394365000000.0,12505737000000.0
2045.0,12358118000000.0,12478406000000.0
2046.0,12307516000000.0,12436325000000.0
2047.0,12263820000000.0,12331914000000.0
2048.0,12237755000000.0,12238716000000.0
2049.0,12137555000000.0,12127869000000.0
2050.0,12065947000000.0,12007515000000.0
2051.0,11986025000000.0,11868037000000.0
2052.0,11892447000000.0,11772092000000.0
2053.0,11795322000000.0,11648960000000.0
2054.0,11718120000000.0,11537305000000.0
2055.0,11651872000000.0,11433479000000.0
2056.0,11535583000000.0,11317754000000.0
2057.0,11402160000000.0,11215588000000.0
2058.0,11304997000000.0,11158111000000.0
2059.0,11156362000000.0,11052500000000.0
2060.0,11034578000000.0,10941128000000.0
2061.0,10896995000000.0,10766340000000.0
2062.0,10802960000000.0,10649416000000.0
2063.0,10700744000000.0,10514436000000.0
2064.0,10568544000000.0,10378360000000.0
2065.0,10470622000000.0,10244727000000.0
2066.0,10368652000000.0,10118994000000.0
2067.0,10274422000000.0,9976850000000.0
2068.0,10207064000000.0,9859386000000.0
2069.0,10127259000000.0,9689805000000.0
2070.0,10048581000000.0,9536445000000.0
2071.0,9979920000000.0,9390263000000.0
2072.0,9862115000000.0,9238516000000.0
2073.0,9766396000000.0,9093019000000.0
2074.0,9685527000000.0,8998331000000.0
2075.0,9589584000000.0,8876255000000.0
2076.0,9489657000000.0,8762935500000.0
2077.0,9368893000000.0,8605409500000.0
2078.0,9290144000000.0,8417597500000.0
2079.0,9214162000000.0,8252619000000.0
2080.0,9159277000000.0,8126553000000.0
2081.0,9051768000000.0,8005067000000.0
2082.0,9001522000000.0,7891349700000.0
2083.0,8937433000000.0,7771246300000.0
2084.0,8891339000000.0,7683591600000.0
2085.0,8830277000000.0,7561434600000.0
2086.0,8766823600000.0,7430951000000.0
2087.0,8652636300000.0,7338297700000.0
2088.0,8560469000000.0,7251424700000.0
2089.0,8460112500000.0,7131928500000.0
2090.0,8392556400000.0,7008270400000.0
2091.0,8295057000000.0,6900228300000.0
2092.0,8226679600000.0,6773967000000.0
2093.0,8136877400000.0,6639900000000.0
2094.0,8051656000000.0,6551691000000.0
2095.0,7967631000000.0,6454391600000.0
2096.0,7893344600000.0,6360149000000.0
2097.0,7781788000000.0,6283771500000.0
2098.0,7717657000000.0,6176601300000.0
2099.0,7657726400000.0,6070224000000.0
2100.0,7597800000000.0,5974494000000.0
