time,IITM-ESM,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,CESM2-WACCM,IPSL-CM6A-LR,UKESM1-0-LL,EC-EARTH3,CNRM-ESM2-1,TAIESM1,CNRM-CM6-1,GFDL-ESM4,CANESM5,MIROC6
2000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0,13946825000000.0
2001.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0,13923575000000.0
2002.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0,13904492000000.0
2003.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0,13893083000000.0
2004.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0,13891446000000.0
2005.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0,13887378000000.0
2006.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0,13875188000000.0
2007.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0,13860015000000.0
2008.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0,13855886000000.0
2009.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0,13849322000000.0
2010.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0,13836235000000.0
2011.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0,13829717000000.0
2012.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0,13825210000000.0
2013.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0
2014.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0
2015.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0
2016.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0
2017.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0
2018.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0
2019.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0
2020.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0
2021.0,13673301000000.0,13695631000000.0,13652106000000.0,13680977000000.0,13693406000000.0,13669840000000.0,13653373000000.0,13672924000000.0,13649830000000.0,13643820000000.0,13689853000000.0,13681085000000.0,13634506000000.0,13662382000000.0
2022.0,13650678000000.0,13681763000000.0,13646070000000.0,13685545000000.0,13665347000000.0,13604634000000.0,13620215000000.0,13693200000000.0,13540775000000.0,13588988000000.0,13667038000000.0,13659873000000.0,13583770000000.0,13621329000000.0
2023.0,13636136000000.0,13682308000000.0,13581504000000.0,13692146000000.0,13639758000000.0,13606237000000.0,13550562000000.0,13656379000000.0,13514347000000.0,13541319000000.0,13657925000000.0,13637412000000.0,13515752000000.0,13605427000000.0
2024.0,13620057000000.0,13684597000000.0,13467617000000.0,13682490000000.0,13641560000000.0,13602403000000.0,13530014000000.0,13620700000000.0,13501585000000.0,13477715000000.0,13663901000000.0,13631868000000.0,13447893000000.0,13595115000000.0
2025.0,13591471000000.0,13677480000000.0,13459394000000.0,13681465000000.0,13624669000000.0,13562436000000.0,13491958000000.0,13590172000000.0,13489747000000.0,13422361000000.0,13591757000000.0,13617356000000.0,13389468000000.0,13571046000000.0
2026.0,13565266000000.0,13697254000000.0,13426488000000.0,13646842000000.0,13615147000000.0,13575599000000.0,13429207000000.0,13522321000000.0,13457539000000.0,13392608000000.0,13519598000000.0,13618147000000.0,13249388000000.0,13517255000000.0
2027.0,13564015000000.0,13698200000000.0,13398365000000.0,13617969000000.0,13599988000000.0,13550172000000.0,13349244000000.0,13445802000000.0,13441634000000.0,13341323000000.0,13491539000000.0,13628280000000.0,13103003000000.0,13483189000000.0
2028.0,13549818000000.0,13674356000000.0,13338777000000.0,13554194000000.0,13589324000000.0,13498600000000.0,13287076000000.0,13415037000000.0,13441084000000.0,13269988000000.0,13472894000000.0,13617639000000.0,12943083000000.0,13420759000000.0
2029.0,13526078000000.0,13662084000000.0,13268820000000.0,13504242000000.0,13577194000000.0,13472161000000.0,13219559000000.0,13311488000000.0,13444143000000.0,13207677000000.0,13467897000000.0,13592978000000.0,12851985000000.0,13354711000000.0
2030.0,13492945000000.0,13660131000000.0,13255485000000.0,13476755000000.0,13594627000000.0,13404352000000.0,13149903000000.0,13194846000000.0,13408821000000.0,13146756000000.0,13466145000000.0,13569214000000.0,12713115000000.0,13232019000000.0
2031.0,13470828000000.0,13647815000000.0,13175126000000.0,13399940000000.0,13601322000000.0,13315081000000.0,13061750000000.0,13130777000000.0,13404685000000.0,13108856000000.0,13481532000000.0,13570668000000.0,12560652000000.0,13183442000000.0
2032.0,13435794000000.0,13643872000000.0,13118542000000.0,13339786000000.0,13563327000000.0,13285675000000.0,12949772000000.0,13073056000000.0,13415529000000.0,13028558000000.0,13452155000000.0,13540033000000.0,12472916000000.0,13142905000000.0
2033.0,13412133000000.0,13641892000000.0,13046009000000.0,13298116000000.0,13555966000000.0,13258292000000.0,12801615000000.0,12908373000000.0,13402745000000.0,12973881000000.0,13387460000000.0,13547919000000.0,12364914000000.0,13095577000000.0
2034.0,13392693000000.0,13636505000000.0,12960636000000.0,13206956000000.0,13549998000000.0,13222985000000.0,12694782000000.0,12849355000000.0,13382679000000.0,12902762000000.0,13326832000000.0,13537116000000.0,12248933000000.0,13036863000000.0
2035.0,13387091000000.0,13636182000000.0,12912886000000.0,13155571000000.0,13553118000000.0,13170663000000.0,12619247000000.0,12739426000000.0,13324518000000.0,12829202000000.0,13284486000000.0,13520769000000.0,12108465000000.0,12989755000000.0
2036.0,13377447000000.0,13616358000000.0,12839986000000.0,13096022000000.0,13544640000000.0,13163799000000.0,12519145000000.0,12580296000000.0,13288433000000.0,12799940000000.0,13267648000000.0,13504675000000.0,12001782000000.0,12914593000000.0
2037.0,13343330000000.0,13597558000000.0,12747145000000.0,13037586000000.0,13513799000000.0,13153029000000.0,12400812000000.0,12407514000000.0,13261188000000.0,12779983000000.0,13237747000000.0,13491398000000.0,11839035000000.0,12860537000000.0
2038.0,13308167000000.0,13575384000000.0,12621125000000.0,12999062000000.0,13465821000000.0,13129588000000.0,12326138000000.0,12284007000000.0,13171259000000.0,12699063000000.0,13210284000000.0,13464173000000.0,11672818000000.0,12799329000000.0
2039.0,13275463000000.0,13534387000000.0,12549019000000.0,12963208000000.0,13453489000000.0,13079347000000.0,12239663000000.0,12193460000000.0,13164847000000.0,12612077000000.0,13178836000000.0,13441400000000.0,11480211000000.0,12702346000000.0
2040.0,13251717000000.0,13507214000000.0,12447511000000.0,12908087000000.0,13457627000000.0,12995283000000.0,12127493000000.0,11984761000000.0,13133089000000.0,12514639000000.0,13105475000000.0,13440268000000.0,11328107000000.0,12643729000000.0
2041.0,13231218000000.0,13482839000000.0,12337438000000.0,12849170000000.0,13425226000000.0,12890374000000.0,12022056000000.0,11818278000000.0,13116920000000.0,12419880000000.0,13065625000000.0,13462715000000.0,11197807000000.0,12581577000000.0
2042.0,13178688000000.0,13425277000000.0,12204193000000.0,12808650000000.0,13389993000000.0,12807458000000.0,11915441000000.0,11683346000000.0,13063478000000.0,12369700000000.0,12985483000000.0,13431205000000.0,11030258000000.0,12509196000000.0
2043.0,13137793000000.0,13425757000000.0,12062911000000.0,12722379000000.0,13295566000000.0,12646425000000.0,11757356000000.0,11504263000000.0,13012386000000.0,12288935000000.0,12956481000000.0,13402245000000.0,10862286000000.0,12470565000000.0
2044.0,13107127000000.0,13410729000000.0,11912998000000.0,12650497000000.0,13239143000000.0,12520632000000.0,11592432000000.0,11369638000000.0,12973526000000.0,12162027000000.0,12886567000000.0,13383259000000.0,10702319000000.0,12408164000000.0
2045.0,13077796000000.0,13385649000000.0,11802026000000.0,12629956000000.0,13237749000000.0,12440105000000.0,11422082000000.0,11148111000000.0,12959989000000.0,12087560000000.0,12856625000000.0,13380878000000.0,10585788000000.0,12338269000000.0
2046.0,13030047000000.0,13354363000000.0,11641211000000.0,12560799000000.0,13215619000000.0,12323750000000.0,11285234000000.0,10940361000000.0,12920885000000.0,11973930000000.0,12803238000000.0,13326471000000.0,10449383000000.0,12292364000000.0
2047.0,12984741000000.0,13311043000000.0,11584199000000.0,12510735000000.0,13149526000000.0,12208993000000.0,11143673000000.0,10740763000000.0,12870425000000.0,11855734000000.0,12729026000000.0,13299436000000.0,10322050000000.0,12204711000000.0
2048.0,12951041000000.0,13291030000000.0,11513525000000.0,12427948000000.0,13134729000000.0,12052499000000.0,11030033000000.0,10583957000000.0,12808662000000.0,11704255000000.0,12675632000000.0,13300723000000.0,10188132000000.0,12149610000000.0
2049.0,12923119000000.0,13240237000000.0,11414469000000.0,12366565000000.0,13095370000000.0,11976312000000.0,10886064000000.0,10419125000000.0,12749063000000.0,11546606000000.0,12619176000000.0,13274836000000.0,10084089000000.0,12081476000000.0
2050.0,12881431000000.0,13238378000000.0,11281976000000.0,12284466000000.0,13065780000000.0,11879711000000.0,10731314000000.0,10270877000000.0,12685423000000.0,11449928000000.0,12558464000000.0,13229630000000.0,9916007000000.0,11973625000000.0
2051.0,12847270000000.0,13195917000000.0,11183555000000.0,12204272000000.0,13013604000000.0,11697503000000.0,10517436000000.0,10071494000000.0,12637860000000.0,11342616000000.0,12497627000000.0,13195029000000.0,9745457000000.0,11821953000000.0
2052.0,12817745000000.0,13141487000000.0,11081611000000.0,12170269000000.0,12979771000000.0,11554926000000.0,10300739000000.0,9950791000000.0,12583598000000.0,11240399000000.0,12439854000000.0,13173919000000.0,9610355000000.0,11720355000000.0
2053.0,12758769000000.0,13093178000000.0,10963112000000.0,12090330000000.0,12904393000000.0,11460438000000.0,10089881000000.0,9822913000000.0,12497727000000.0,11144917000000.0,12395891000000.0,13115145000000.0,9481496000000.0,11618613000000.0
2054.0,12705664000000.0,13052481000000.0,10890141000000.0,12008224000000.0,12867035000000.0,11311549000000.0,9864368000000.0,9668385000000.0,12403011000000.0,11040413000000.0,12306960000000.0,13067343000000.0,9335050000000.0,11444982000000.0
2055.0,12663679000000.0,13010352000000.0,10790736000000.0,11898217000000.0,12854266000000.0,11168940000000.0,9643138000000.0,9518495000000.0,12351719000000.0,10935479000000.0,12268520000000.0,13017421000000.0,9191774000000.0,11203798000000.0
2056.0,12619630000000.0,12969532000000.0,10666789000000.0,11796236000000.0,12787311000000.0,11034743000000.0,9452447000000.0,9401024000000.0,12294669000000.0,10815543000000.0,12217166000000.0,12968544000000.0,9068434000000.0,11049574000000.0
2057.0,12578631000000.0,12967417000000.0,10577497000000.0,11695781000000.0,12736697000000.0,10889473000000.0,9191635000000.0,9298452000000.0,12229855000000.0,10720914000000.0,12125983000000.0,12950431000000.0,8918376000000.0,10853427000000.0
2058.0,12556064000000.0,12968202000000.0,10496862000000.0,11643169000000.0,12702939000000.0,10770853000000.0,9014558000000.0,9140000000000.0,12146175000000.0,10600716000000.0,12036640000000.0,12919398000000.0,8783251000000.0,10705632000000.0
2059.0,12494713000000.0,12917667000000.0,10383386000000.0,11558230000000.0,12665893000000.0,10659329000000.0,8849785000000.0,8968222000000.0,12063993000000.0,10464958000000.0,11943177000000.0,12902930000000.0,8653490400000.0,10603577000000.0
2060.0,12448619000000.0,12886894000000.0,10291421000000.0,11445788000000.0,12610258000000.0,10535499000000.0,8692951400000.0,8766089000000.0,12013906000000.0,10326287000000.0,11797328000000.0,12905044000000.0,8528417000000.0,10436129000000.0
2061.0,12414018000000.0,12863766000000.0,10193667000000.0,11302977000000.0,12555463000000.0,10448328000000.0,8501510000000.0,8626792600000.0,11976502000000.0,10196647000000.0,11639851000000.0,12869974000000.0,8374399300000.0,10277728000000.0
2062.0,12352682000000.0,12846984000000.0,10058438000000.0,11225847000000.0,12533576000000.0,10285511000000.0,8283971600000.0,8502444000000.0,11903351000000.0,10105785000000.0,11488580000000.0,12782849000000.0,8227782000000.0,10091343000000.0
2063.0,12315032000000.0,12831042000000.0,9940811000000.0,11123115000000.0,12439393000000.0,10154466000000.0,8074659600000.0,8374105700000.0,11789678000000.0,9987637000000.0,11393294000000.0,12735957000000.0,8043655000000.0,9934342000000.0
2064.0,12275737000000.0,12786076000000.0,9813235000000.0,11019864000000.0,12401865000000.0,10005836000000.0,7873873600000.0,8276042300000.0,11687637000000.0,9884526000000.0,11274782000000.0,12687530000000.0,7903605000000.0,9761724000000.0
2065.0,12239280000000.0,12790308000000.0,9747799000000.0,10846825000000.0,12383253000000.0,9883752000000.0,7672139600000.0,8163715000000.0,11644488000000.0,9783777000000.0,11183718000000.0,12599394000000.0,7761971600000.0,9597765000000.0
2066.0,12176317000000.0,12757157000000.0,9562213000000.0,10754622000000.0,12311862000000.0,9756417000000.0,7483505500000.0,8028271000000.0,11515698000000.0,9632868000000.0,11056771000000.0,12504402000000.0,7635576000000.0,9470223000000.0
2067.0,12125180000000.0,12724416000000.0,9487912000000.0,10618077000000.0,12193909000000.0,9629751000000.0,7283815000000.0,7904403000000.0,11378209000000.0,9508952000000.0,10887105000000.0,12436079000000.0,7516756400000.0,9352386000000.0
2068.0,12051236000000.0,12651931000000.0,9313362000000.0,10496182000000.0,12113268000000.0,9466891000000.0,7062389000000.0,7746334000000.0,11276812000000.0,9369536000000.0,10727528000000.0,12379249000000.0,7354197000000.0,9152145000000.0
2069.0,12017616000000.0,12636114000000.0,9186701000000.0,10344761000000.0,12052246000000.0,9338563000000.0,6848268000000.0,7604807000000.0,11144656000000.0,9213931000000.0,10624394000000.0,12321112000000.0,7199616000000.0,8990438000000.0
2070.0,11955500000000.0,12587039000000.0,9095046000000.0,10245611000000.0,11997687000000.0,9133645000000.0,6629067600000.0,7407388300000.0,10921513000000.0,9000423000000.0,10493449000000.0,12283028000000.0,7044912000000.0,8799399000000.0
2071.0,11896065000000.0,12548060000000.0,8970574000000.0,10176325000000.0,11976773000000.0,8960187000000.0,6431855000000.0,7265998000000.0,10705739000000.0,8817859000000.0,10337321000000.0,12236275000000.0,6931847600000.0,8641762000000.0
2072.0,11838789000000.0,12520081000000.0,8888994000000.0,10053252000000.0,11930825000000.0,8810507000000.0,6239088500000.0,7042088000000.0,10618383000000.0,8700907000000.0,10212151000000.0,12158527000000.0,6778358600000.0,8486168600000.0
2073.0,11796864000000.0,12467060000000.0,8780529500000.0,9950607000000.0,11826003000000.0,8599686300000.0,6007724000000.0,6906839600000.0,10476497000000.0,8480468500000.0,10024394000000.0,12132838000000.0,6650241000000.0,8316552000000.0
2074.0,11738203000000.0,12383576000000.0,8661355000000.0,9875528000000.0,11749002000000.0,8435662000000.0,5809857600000.0,6684135000000.0,10351437000000.0,8310476000000.0,9814398000000.0,12040401000000.0,6490561000000.0,8167615000000.0
2075.0,11678217000000.0,12315924000000.0,8547471000000.0,9767284000000.0,11666694000000.0,8252512300000.0,5618059000000.0,6502544000000.0,10247706000000.0,8158619600000.0,9626879000000.0,11983804000000.0,6383642000000.0,7961394000000.0
2076.0,11614744000000.0,12259218000000.0,8428718000000.0,9655794000000.0,11616801000000.0,8090714000000.0,5458245000000.0,6277176500000.0,10113551000000.0,8008440500000.0,9401458000000.0,11910171000000.0,6275949700000.0,7832300000000.0
2077.0,11530789000000.0,12224856000000.0,8308604300000.0,9532540000000.0,11519695000000.0,7960150000000.0,5269991000000.0,6099362000000.0,9981065000000.0,7880402500000.0,9202793000000.0,11834129000000.0,6134311000000.0,7648602000000.0
2078.0,11436494000000.0,12198902000000.0,8214532300000.0,9407194000000.0,11392202000000.0,7793297300000.0,5066595000000.0,5861595400000.0,9850610000000.0,7699250000000.0,8975366000000.0,11779170000000.0,5981036600000.0,7482574400000.0
2079.0,11362982000000.0,12160111000000.0,8087320700000.0,9278178000000.0,11317758000000.0,7650903300000.0,4869556000000.0,5688940000000.0,9676637000000.0,7555625500000.0,8807971000000.0,11712817000000.0,5824561300000.0,7241083700000.0
2080.0,11285928000000.0,12106455000000.0,7997215000000.0,9180668000000.0,11252865000000.0,7518762300000.0,4679331000000.0,5514275000000.0,9504621000000.0,7372500000000.0,8631959400000.0,11677668000000.0,5670314700000.0,7129774700000.0
2081.0,11189533000000.0,12098493000000.0,7885698400000.0,9096098000000.0,11113114000000.0,7323022500000.0,4498911700000.0,5284296700000.0,9351475000000.0,7214753000000.0,8454846500000.0,11624896000000.0,5528349600000.0,6958426000000.0
2082.0,11125772000000.0,12049484000000.0,7789607400000.0,9019181000000.0,11035912000000.0,7162406000000.0,4333488600000.0,5099434000000.0,9157731000000.0,7028802000000.0,8275647500000.0,11547386000000.0,5367880000000.0,6770146700000.0
2083.0,11025797000000.0,11969217000000.0,7626121300000.0,8939060000000.0,10903380000000.0,7022211000000.0,4141619000000.0,4909774700000.0,8943377000000.0,6897603700000.0,8103189000000.0,11472424000000.0,5233903000000.0,6528702600000.0
2084.0,10936344000000.0,11957521000000.0,7509573000000.0,8822040000000.0,10788279000000.0,6867382000000.0,3982150000000.0,4734164400000.0,8676693000000.0,6753034400000.0,7932813000000.0,11404220000000.0,5121335000000.0,6349342600000.0
2085.0,10858698000000.0,11888314000000.0,7375959000000.0,8703482000000.0,10696998000000.0,6726080300000.0,3819832600000.0,4571628000000.0,8462232700000.0,6593251400000.0,7758514000000.0,11339304000000.0,4992867000000.0,6172442600000.0
2086.0,10779228000000.0,11776584000000.0,7275997600000.0,8538231400000.0,10555501000000.0,6545206000000.0,3664714700000.0,4417586000000.0,8239355000000.0,6438623000000.0,7499801400000.0,11241605000000.0,4857729000000.0,5961617000000.0
2087.0,10693109000000.0,11713083000000.0,7170583700000.0,8373177700000.0,10437542000000.0,6401040600000.0,3517029300000.0,4218512500000.0,7990625700000.0,6284813000000.0,7287112000000.0,11128248000000.0,4740425400000.0,5747435400000.0
2088.0,10612382000000.0,11629854000000.0,7048496400000.0,8249832000000.0,10311714000000.0,6221563700000.0,3335815200000.0,4044059600000.0,7755228000000.0,6120627000000.0,7072695500000.0,11047228000000.0,4628452000000.0,5513125000000.0
2089.0,10528871000000.0,11557197000000.0,6932861000000.0,8106435700000.0,10150965000000.0,6027782700000.0,3176362000000.0,3857334400000.0,7546245000000.0,5949358000000.0,6888838700000.0,10963237000000.0,4492482300000.0,5323830000000.0
2090.0,10455652000000.0,11497020000000.0,6819975000000.0,7945682700000.0,10078560000000.0,5872419000000.0,3017127000000.0,3677845500000.0,7307717500000.0,5812067500000.0,6705372500000.0,10875385000000.0,4354169000000.0,5155404000000.0
2091.0,10376382000000.0,11444390000000.0,6701852400000.0,7796217600000.0,9986317000000.0,5681236700000.0,2859415400000.0,3497212500000.0,7061761400000.0,5661855000000.0,6512805700000.0,10751488000000.0,4206586500000.0,4964350000000.0
2092.0,10275226000000.0,11365265000000.0,6571421600000.0,7664694000000.0,9856262000000.0,5514859600000.0,2681568800000.0,3307559200000.0,6841423600000.0,5492204600000.0,6332008600000.0,10683708000000.0,4076544200000.0,4813757600000.0
2093.0,10177288000000.0,11309090000000.0,6460818300000.0,7533130000000.0,9695720000000.0,5364503300000.0,2525344000000.0,3132848900000.0,6630198500000.0,5323297400000.0,6087152500000.0,10594098000000.0,3960877000000.0,4656841400000.0
2094.0,10089925000000.0,11256105000000.0,6375218000000.0,7412209000000.0,9558541000000.0,5201333300000.0,2381408000000.0,2966826500000.0,6385607600000.0,5149467600000.0,5860386400000.0,10522147000000.0,3840034700000.0,4492702500000.0
2095.0,9997621000000.0,11214705000000.0,6273513000000.0,7245361000000.0,9426410000000.0,5034634400000.0,2239017800000.0,2785685500000.0,6176939400000.0,4993028500000.0,5619950000000.0,10452968000000.0,3677295700000.0,4368062500000.0
2096.0,9911851000000.0,11163971000000.0,6138612000000.0,7049602700000.0,9260726000000.0,4876577300000.0,2103864000000.0,2645410200000.0,5941253000000.0,4798756000000.0,5412226000000.0,10375073000000.0,3567463400000.0,4201829600000.0
