time,MPI-ESM1-2-HR,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,UKESM1-0-LL,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4
2027.0,13656787000000.0,13687879000000.0,13559546000000.0,13368805000000.0,13597500000000.0,13222182000000.0,13392396000000.0,13472157000000.0,13582349000000.0
2028.0,13614941000000.0,13671744000000.0,13560032000000.0,13327367000000.0,13565666000000.0,13199714000000.0,13354925000000.0,13441503000000.0,13553725000000.0
2029.0,13624231000000.0,13656594000000.0,13515014000000.0,13324867000000.0,13557736000000.0,13156908000000.0,13331780000000.0,13381664000000.0,13547644000000.0
2030.0,13597179000000.0,13650314000000.0,13515761000000.0,13290583000000.0,13549257000000.0,13084469000000.0,13262348000000.0,13372750000000.0,13502968000000.0
2031.0,13557751000000.0,13644787000000.0,13502944000000.0,13231025000000.0,13535050000000.0,13021833000000.0,13178577000000.0,13327878000000.0,13477145000000.0
2032.0,13550940000000.0,13617067000000.0,13479156000000.0,13180932000000.0,13546078000000.0,12903919000000.0,13079859000000.0,13264092000000.0,13477144000000.0
2033.0,13535988000000.0,13585510000000.0,13466035000000.0,13139890000000.0,13537627000000.0,12867807000000.0,13013284000000.0,13186373000000.0,13450840000000.0
2034.0,13510061000000.0,13566669000000.0,13456864000000.0,13096300000000.0,13527957000000.0,12799673000000.0,12965436000000.0,13094444000000.0,13454564000000.0
2035.0,13485131000000.0,13542033000000.0,13417554000000.0,13063015000000.0,13524730000000.0,12731914000000.0,12906590000000.0,13022910000000.0,13440371000000.0
2036.0,13432105000000.0,13518001000000.0,13370027000000.0,13013977000000.0,13501767000000.0,12634424000000.0,12860707000000.0,12995587000000.0,13395053000000.0
2037.0,13392939000000.0,13485410000000.0,13335478000000.0,12965905000000.0,13446848000000.0,12519472000000.0,12816165000000.0,12892619000000.0,13354280000000.0
2038.0,13386425000000.0,13460672000000.0,13304723000000.0,12932592000000.0,13428449000000.0,12411907000000.0,12734075000000.0,12799926000000.0,13314419000000.0
2039.0,13384338000000.0,13439563000000.0,13288660000000.0,12889680000000.0,13432261000000.0,12269171000000.0,12676555000000.0,12726685000000.0,13288686000000.0
2040.0,13399159000000.0,13402329000000.0,13267210000000.0,12859298000000.0,13444651000000.0,12184827000000.0,12596829000000.0,12680072000000.0,13243546000000.0
2041.0,13390126000000.0,13373409000000.0,13227573000000.0,12799593000000.0,13406079000000.0,12065296000000.0,12522122000000.0,12620972000000.0,13209479000000.0
2042.0,13366099000000.0,13334879000000.0,13176417000000.0,12767126000000.0,13402138000000.0,11930510000000.0,12423597000000.0,12576310000000.0,13198496000000.0
2043.0,13356599000000.0,13317396000000.0,13071343000000.0,12697537000000.0,13401705000000.0,11797933000000.0,12389033000000.0,12485857000000.0,13200234000000.0
2044.0,13350298000000.0,13269766000000.0,13034636000000.0,12627413000000.0,13359016000000.0,11683823000000.0,12332052000000.0,12386017000000.0,13206933000000.0
2045.0,13354989000000.0,13245648000000.0,12954501000000.0,12541863000000.0,13326275000000.0,11605410000000.0,12294834000000.0,12288762000000.0,13183576000000.0
2046.0,13353417000000.0,13207560000000.0,12898046000000.0,12429999000000.0,13294063000000.0,11539707000000.0,12228532000000.0,12208865000000.0,13129856000000.0
2047.0,13328657000000.0,13170841000000.0,12859410000000.0,12366397000000.0,13290633000000.0,11416908000000.0,12137588000000.0,12115001000000.0,13097594000000.0
2048.0,13300114000000.0,13133078000000.0,12801357000000.0,12252927000000.0,13272115000000.0,11295413000000.0,12086185000000.0,12022488000000.0,13085182000000.0
2049.0,13297637000000.0,13092847000000.0,12737136000000.0,12190956000000.0,13236069000000.0,11196758000000.0,11967676000000.0,11954750000000.0,13094456000000.0
2050.0,13266358000000.0,13047586000000.0,12650473000000.0,12104454000000.0,13186824000000.0,11027180000000.0,11869497000000.0,11926250000000.0,13060238000000.0
2051.0,13225388000000.0,12996038000000.0,12597862000000.0,12011738000000.0,13162261000000.0,10910861000000.0,11734069000000.0,11848222000000.0,13031824000000.0
2052.0,13181637000000.0,12977601000000.0,12534107000000.0,11950970000000.0,13104628000000.0,10703842000000.0,11618597000000.0,11792367000000.0,13033096000000.0
2053.0,13130897000000.0,12923028000000.0,12469834000000.0,11848234000000.0,13078488000000.0,10566043000000.0,11499105000000.0,11689642000000.0,13001909000000.0
2054.0,13116831000000.0,12883703000000.0,12389866000000.0,11730022000000.0,13070369000000.0,10413178000000.0,11421907000000.0,11609885000000.0,12967956000000.0
2055.0,13103544000000.0,12830280000000.0,12330447000000.0,11588498000000.0,13076673000000.0,10341830000000.0,11310189000000.0,11516908000000.0,12932770000000.0
2056.0,13085260000000.0,12774347000000.0,12274421000000.0,11493728000000.0,13045145000000.0,10217807000000.0,11209832000000.0,11457263000000.0,12913434000000.0
2057.0,13049348000000.0,12736962000000.0,12154642000000.0,11389351000000.0,13016390000000.0,10079679000000.0,11059217000000.0,11388856000000.0,12875329000000.0
2058.0,13025792000000.0,12691553000000.0,12091693000000.0,11264788000000.0,13018590000000.0,9936580000000.0,10964762000000.0,11335383000000.0,12828323000000.0
2059.0,12994944000000.0,12641104000000.0,12009847000000.0,11157433000000.0,13014933000000.0,9746358000000.0,10810555000000.0,11195462000000.0,12806326000000.0
2060.0,12965171000000.0,12597761000000.0,11905389000000.0,11094545000000.0,13011135000000.0,9570126000000.0,10722415000000.0,11073008000000.0,12790275000000.0
2061.0,12962286000000.0,12540622000000.0,11767687000000.0,10950445000000.0,13015227000000.0,9390429000000.0,10626687000000.0,10949385000000.0,12761554000000.0
2062.0,12957968000000.0,12470749000000.0,11667723000000.0,10867008000000.0,12974390000000.0,9208116000000.0,10574350000000.0,10853583000000.0,12729180000000.0
2063.0,12952532000000.0,12429767000000.0,11582029000000.0,10769555000000.0,12919964000000.0,9026810000000.0,10508338000000.0,10777993000000.0,12720167000000.0
2064.0,12934576000000.0,12378162000000.0,11499928000000.0,10579481000000.0,12876514000000.0,8862925000000.0,10389331000000.0,10666537000000.0,12706946000000.0
2065.0,12926246000000.0,12339199000000.0,11389896000000.0,10509918000000.0,12885657000000.0,8682535400000.0,10277772000000.0,10551734000000.0,12668813000000.0
2066.0,12919770000000.0,12268420000000.0,11255314000000.0,10471507000000.0,12859034000000.0,8544015000000.0,10114458000000.0,10470000000000.0,12679944000000.0
2067.0,12875838000000.0,12207367000000.0,11163094000000.0,10387756000000.0,12836013000000.0,8429087000000.0,9938473000000.0,10343131000000.0,12697012000000.0
2068.0,12843026000000.0,12125123000000.0,11044801000000.0,10296954000000.0,12782100000000.0,8272796000000.0,9823043000000.0,10195235000000.0,12652249000000.0
2069.0,12812456000000.0,12070384000000.0,10963922000000.0,10232993000000.0,12752689000000.0,8155830000000.0,9632302000000.0,10058961000000.0,12622454000000.0
2070.0,12765887000000.0,12028849000000.0,10859247000000.0,10133844000000.0,12701009000000.0,8049888600000.0,9509794000000.0,9956214000000.0,12599565000000.0
2071.0,12715949000000.0,11980963000000.0,10762286000000.0,10010452000000.0,12689121000000.0,7895063000000.0,9398281000000.0,9843472000000.0,12561532000000.0
2072.0,12686583000000.0,11952660000000.0,10639882000000.0,9929411000000.0,12700542000000.0,7747389600000.0,9249747000000.0,9744166000000.0,12546594000000.0
2073.0,12647057000000.0,11886825000000.0,10506303000000.0,9847536000000.0,12680822000000.0,7623612000000.0,9116652000000.0,9693923000000.0,12516760000000.0
2074.0,12609463000000.0,11815915000000.0,10447972000000.0,9768725000000.0,12644476000000.0,7500419600000.0,8972295000000.0,9619814000000.0,12471273000000.0
2075.0,12551664000000.0,11752483000000.0,10403800000000.0,9683919000000.0,12629420000000.0,7385842000000.0,8866190000000.0,9516979000000.0,12439252000000.0
2076.0,12539631000000.0,11677838000000.0,10331513000000.0,9547045000000.0,12600134000000.0,7209677000000.0,8785480400000.0,9450923000000.0,12397872000000.0
2077.0,12527867000000.0,11622144000000.0,10261867000000.0,9428578000000.0,12537216000000.0,7038330500000.0,8675504000000.0,9339652000000.0,12349249000000.0
2078.0,12517651000000.0,11548418000000.0,10185667000000.0,9321461000000.0,12489871000000.0,6892475600000.0,8524996300000.0,9219413000000.0,12258213000000.0
2079.0,12499060000000.0,11481666000000.0,10121205000000.0,9202182000000.0,12477063000000.0,6736320700000.0,8392447400000.0,9060251000000.0,12231686000000.0
2080.0,12432475000000.0,11424186000000.0,10076210000000.0,9118699000000.0,12454872000000.0,6589197600000.0,8276870000000.0,8968193000000.0,12202583000000.0
2081.0,12400478000000.0,11332338000000.0,10009475000000.0,9070509000000.0,12400396000000.0,6428019000000.0,8161864500000.0,8880323000000.0,12142202000000.0
2082.0,12389998000000.0,11263567000000.0,9953053000000.0,9035039000000.0,12336140000000.0,6312330500000.0,8022879400000.0,8736986400000.0,12085068000000.0
2083.0,12378645000000.0,11202788000000.0,9898394000000.0,8966622000000.0,12256712000000.0,6180222000000.0,7917760000000.0,8619894500000.0,12021615000000.0
2084.0,12352872000000.0,11125411000000.0,9866053000000.0,8852808000000.0,12205352000000.0,6076003000000.0,7829026500000.0,8488060700000.0,11976592000000.0
2085.0,12349056000000.0,11081130000000.0,9771663000000.0,8744419700000.0,12124237000000.0,5912296000000.0,7756526000000.0,8353999000000.0,11916865000000.0
2086.0,12314197000000.0,11024728000000.0,9694114000000.0,8655913600000.0,12054660000000.0,5772500500000.0,7651471000000.0,8221611000000.0,11872221000000.0
2087.0,12285384000000.0,10956378000000.0,9625526000000.0,8583826600000.0,12019444000000.0,5630760000000.0,7529064000000.0,8083661700000.0,11808895000000.0
2088.0,12249012000000.0,10890728000000.0,9568685000000.0,8502892300000.0,11976286000000.0,5506481000000.0,7424155600000.0,7939855000000.0,11778234000000.0
2089.0,12218788000000.0,10826902000000.0,9522515000000.0,8412625000000.0,11918301000000.0,5385229400000.0,7297397000000.0,7832922000000.0,11727039000000.0
2090.0,12140257000000.0,10772555000000.0,9495769000000.0,8336329000000.0,11878377000000.0,5258915300000.0,7216903000000.0,7732218300000.0,11688614000000.0
2091.0,12121267000000.0,10702875000000.0,9421334000000.0,8241283000000.0,11826916000000.0,5154846300000.0,7127710600000.0,7600603700000.0,11611560000000.0
2092.0,12093077000000.0,10642275000000.0,9380043000000.0,8151111000000.0,11796518000000.0,5036438000000.0,6992894000000.0,7489493400000.0,11551864000000.0
2093.0,12049056000000.0,10583182000000.0,9300439000000.0,8080701000000.0,11745129000000.0,4927093500000.0,6909193000000.0,7336233500000.0,11517834000000.0
2094.0,12011790000000.0,10513210000000.0,9236519000000.0,7996840000000.0,11700639000000.0,4803157000000.0,6809233400000.0,7241518000000.0,11471052000000.0
2095.0,11967871000000.0,10448971000000.0,9137643000000.0,7902094000000.0,11671573000000.0,4657001300000.0,6698069700000.0,7114552000000.0,11434048000000.0
2096.0,11944435000000.0,10381739000000.0,9026815000000.0,7812653500000.0,11675542000000.0,4541283600000.0,6588400700000.0,6957751600000.0,11357666000000.0
2097.0,11908983000000.0,10333420000000.0,8955493000000.0,7761846000000.0,11640590000000.0,4408140000000.0,6462286000000.0,6794820700000.0,11321476000000.0
2098.0,11885977000000.0,10255789000000.0,8855410000000.0,7706803000000.0,11584757000000.0,4284425200000.0,6359672700000.0,6717196000000.0,11313870000000.0
2099.0,11846328000000.0,10190991000000.0,8776145000000.0,7645148000000.0,11527754000000.0,4145287300000.0,6249102400000.0,6604022000000.0,11287254000000.0
2100.0,11822233000000.0,10122543000000.0,8692101500000.0,7600037000000.0,11429478000000.0,3991409000000.0,6154963000000.0,6506665000000.0,11276743000000.0
