time,INM-CM5-0,CESM2-WACCM,MRI-ESM2-0,GFDL-ESM4,CAMS-CSM1-0,MPI-ESM1-2-HR,CESM2,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,EC-EARTH3
2052.0,677972600.0,760441000.0,835978800.0,915033100.0,845883300.0,697296600.0,667778100.0,745014600.0,816024300.0,558432400.0,915825860.0,744998850.0,660961600.0
2053.0,663442050.0,762000500.0,823016770.0,894404740.0,819661500.0,692532500.0,650318800.0,729104260.0,805214850.0,547906240.0,883282700.0,725272500.0,652624600.0
2054.0,656517100.0,740451650.0,813905340.0,891501950.0,804435650.0,676127170.0,640355260.0,706028500.0,787950200.0,536522530.0,877614000.0,716217540.0,657001800.0
2055.0,643893500.0,715875100.0,807658750.0,887545400.0,796128500.0,663924400.0,624214400.0,689514560.0,778232100.0,527895940.0,849813760.0,701787460.0,630201660.0
2056.0,630943300.0,697991700.0,778696960.0,881351300.0,786561800.0,646796400.0,610786800.0,671976100.0,765882500.0,515547260.0,866772400.0,692069440.0,621209340.0
2057.0,622960260.0,675276540.0,776263900.0,870676860.0,764002400.0,634284000.0,593773630.0,658451500.0,755650400.0,497700800.0,838808400.0,680458100.0,612218240.0
2058.0,660454800.0,651067140.0,800795840.0,865897540.0,752097500.0,618685760.0,578048000.0,649824450.0,752567500.0,484485660.0,842251200.0,666704450.0,607752770.0
2059.0,614502660.0,641988160.0,766595400.0,857469800.0,742142500.0,603160200.0,568487550.0,635285300.0,740443140.0,477291970.0,825387650.0,653035800.0,603471500.0
2060.0,628315600.0,624950000.0,742623900.0,840444350.0,729004000.0,582036300.0,559462340.0,623233100.0,731037760.0,466850700.0,810672200.0,639013440.0,588967230.0
2061.0,651207600.0,596891900.0,728214100.0,825244900.0,730351100.0,561122100.0,544962400.0,626428740.0,719489660.0,457420740.0,793933500.0,641178400.0,578807360.0
2062.0,612536100.0,577362940.0,711975940.0,815451500.0,711821100.0,540745200.0,535979840.0,616952960.0,711659100.0,449017000.0,823586300.0,621552800.0,572896700.0
2063.0,602316600.0,552238300.0,694044200.0,801592500.0,702314000.0,527168930.0,523854370.0,599598140.0,699688700.0,439407580.0,780100160.0,609621600.0,579524400.0
2064.0,603643900.0,527332700.0,677629900.0,784035300.0,680174100.0,516739800.0,506765280.0,585719550.0,686567500.0,433065100.0,764347600.0,614009150.0,561388540.0
2065.0,594102200.0,510076540.0,665542140.0,779966700.0,662746100.0,493439650.0,492636450.0,564773440.0,667915460.0,419445280.0,757850900.0,594796300.0,557883650.0
2066.0,590883650.0,499107040.0,649446700.0,763457100.0,650785800.0,482045340.0,483412220.0,549595140.0,656912400.0,410035620.0,804782000.0,596388800.0,553332160.0
2067.0,583029700.0,485467460.0,629514200.0,746201700.0,635775200.0,464835970.0,471786560.0,537631740.0,642750300.0,402735800.0,751873900.0,585835700.0,543164740.0
2068.0,574948000.0,472613820.0,636632700.0,727534700.0,633942850.0,460549470.0,462287140.0,521186780.0,628999940.0,393323870.0,733771970.0,577286300.0,537316200.0
2069.0,572407230.0,458904540.0,610704600.0,721201200.0,660643900.0,448027970.0,456880350.0,507969020.0,619066100.0,377727970.0,718005800.0,581037300.0,528019360.0
2070.0,573906900.0,453255520.0,601654660.0,704735800.0,618667140.0,435450180.0,449205060.0,496908770.0,608288000.0,369093200.0,703991700.0,563559500.0,549532700.0
2071.0,565136600.0,440241440.0,589930940.0,686468100.0,601870100.0,422185730.0,438585400.0,490501120.0,596756600.0,359000700.0,692335360.0,554490300.0,523674660.0
2072.0,566154750.0,432101600.0,571008300.0,663268300.0,593273200.0,410561470.0,423804900.0,480030500.0,587718100.0,355705570.0,674861440.0,546471800.0,544033150.0
2073.0,559364030.0,416202980.0,559519100.0,654293700.0,616602500.0,394520160.0,413330600.0,469723620.0,579878000.0,351232100.0,664615300.0,556653440.0,511141800.0
2074.0,556705540.0,405437700.0,535122530.0,648638340.0,608693600.0,377155260.0,397453380.0,460947600.0,563619840.0,342081100.0,660480260.0,539416700.0,505884960.0
2075.0,568468900.0,397438430.0,611219400.0,637010100.0,622391300.0,371006530.0,388813380.0,451108030.0,557963840.0,334137820.0,641974460.0,529537800.0,502527330.0
2076.0,553179700.0,391300860.0,523257300.0,619755260.0,580346800.0,360226460.0,380024400.0,444253860.0,551683100.0,328730370.0,631667300.0,526528400.0,502120930.0
2077.0,547056960.0,381922800.0,507184960.0,597886850.0,569878140.0,351759500.0,371558940.0,433355100.0,541047400.0,322633280.0,622841700.0,551320800.0,493788740.0
2078.0,543213950.0,378005540.0,492802720.0,585201900.0,564232800.0,340769280.0,359649730.0,419802620.0,536017120.0,315178530.0,613370700.0,516499500.0,485062270.0
2079.0,539317440.0,376329340.0,487127800.0,569305660.0,552013100.0,332027000.0,349741380.0,409991170.0,532775070.0,307728030.0,591895550.0,508215800.0,479912400.0
2080.0,535377700.0,364236300.0,474461900.0,557927300.0,554177800.0,324674340.0,338972100.0,398335070.0,533653280.0,302556960.0,579511550.0,499696160.0,473535680.0
2081.0,527410370.0,357850750.0,464953020.0,542938240.0,543205060.0,314869300.0,328482400.0,389174980.0,523129760.0,296006300.0,564408260.0,503790240.0,459399420.0
2082.0,522064930.0,354994370.0,451216670.0,529469570.0,535183900.0,309530430.0,324904450.0,377738240.0,515856640.0,287526180.0,553555460.0,485952600.0,450153380.0
2083.0,513872500.0,344521150.0,450791100.0,516179870.0,529190500.0,300254180.0,310992640.0,363210940.0,545643260.0,281047140.0,547036600.0,474159200.0,445027140.0
2084.0,508114430.0,336807650.0,438992420.0,503976930.0,524029700.0,298004830.0,305700930.0,356099000.0,524529540.0,276553180.0,536387360.0,461147740.0,463958400.0
2085.0,500184600.0,330856200.0,432995230.0,488818140.0,512510900.0,290346400.0,297837380.0,348906270.0,518108500.0,271198900.0,530740100.0,448045820.0,438683680.0
2086.0,493822940.0,323502880.0,424056030.0,481155300.0,504516860.0,281333760.0,289430750.0,334713440.0,530026020.0,265860110.0,516699940.0,432894530.0,427837280.0
2087.0,484291500.0,314864640.0,410083900.0,471445950.0,500492770.0,267440460.0,281438800.0,323139200.0,507018340.0,268612320.0,515412200.0,416896160.0,419057000.0
2088.0,473756160.0,307700320.0,401278050.0,454394000.0,495701500.0,256685390.0,274515780.0,313701700.0,502164260.0,259075800.0,503639300.0,402946020.0,408887460.0
2089.0,466720260.0,305320800.0,389699300.0,448262100.0,488892220.0,248929100.0,269399040.0,307025700.0,497406980.0,255056420.0,507604770.0,422278660.0,395528220.0
2090.0,458299200.0,297375140.0,386209400.0,437218430.0,477016640.0,240848540.0,261874540.0,305494430.0,492586880.0,249698600.0,495604400.0,386628320.0,384285600.0
2091.0,450695650.0,293006300.0,375317920.0,425814200.0,466182850.0,230427600.0,248976880.0,292008200.0,486891420.0,243181700.0,479570980.0,377178620.0,374905920.0
2092.0,443320480.0,286912100.0,370029150.0,408118660.0,461403100.0,224281650.0,241734510.0,282679400.0,481859740.0,230596210.0,472006900.0,359547040.0,360416930.0
2093.0,429923550.0,278902980.0,361470180.0,395513060.0,453483740.0,218530980.0,235274820.0,272978780.0,477896670.0,227907890.0,475885280.0,341159100.0,350669950.0
2094.0,424141220.0,270587040.0,349457730.0,385324130.0,444438660.0,210590260.0,227406500.0,267809810.0,473313760.0,225656940.0,464761920.0,328271260.0,343611780.0
2095.0,412184420.0,263535900.0,341745760.0,376939000.0,442476320.0,207777380.0,214735120.0,261533970.0,466224830.0,223451250.0,455979140.0,318512100.0,332248740.0
2096.0,404890460.0,250289800.0,337408900.0,361709760.0,429823300.0,266943230.0,209331520.0,255464830.0,459465300.0,216646200.0,453931420.0,306312770.0,319626720.0
2097.0,397083100.0,242997390.0,325674700.0,352971740.0,421897630.0,217173840.0,200170000.0,252408290.0,451737300.0,213279090.0,446757380.0,294435840.0,306026720.0
2098.0,391511780.0,234685400.0,315765600.0,339951200.0,413800500.0,206468290.0,190904260.0,247356400.0,441903000.0,210823700.0,443654900.0,289294270.0,294770800.0
2099.0,385612600.0,245292640.0,303282240.0,331740300.0,401617100.0,197591680.0,185317020.0,244599760.0,434227230.0,210295650.0,441873060.0,279154620.0,283705280.0
2100.0,380270700.0,218288260.0,295480600.0,325167900.0,392305200.0,193340000.0,178572980.0,243688050.0,425540830.0,207294140.0,436756900.0,269612000.0,272246340.0
