time,ACCESS-ESM1-5,IPSL-CM6A-LR,ACCESS-CM2,CESM2-WACCM,MRI-ESM2-0,CANESM5
2057.0,2505951200.0,1567891700.0,1306361900.0,1609023400.0,1720921100.0,1076884600.0
2058.0,2337876700.0,1519460100.0,1309545900.0,1784129000.0,1687475200.0,1036829700.0
2059.0,2314575000.0,1469488000.0,1253460000.0,1618891800.0,1658300400.0,1004964900.0
2060.0,2158573600.0,1440545700.0,1200212900.0,1569895600.0,1620174500.0,970656450.0
2061.0,2076450300.0,1418905300.0,1163488600.0,1580592900.0,1587705700.0,949083800.0
2062.0,2057176200.0,1383623400.0,1137055600.0,1537845200.0,1550003300.0,908699460.0
2063.0,2094263200.0,1343474000.0,1098365400.0,1509470700.0,1538390500.0,874536800.0
2064.0,2193553200.0,1296027500.0,1046208800.0,1534809500.0,1640223600.0,840100100.0
2065.0,2048441300.0,1366657300.0,1000596350.0,1471020700.0,1563911600.0,808392770.0
2066.0,2042966900.0,1244860800.0,979956000.0,1435640400.0,1610836000.0,784423360.0
2067.0,1988164000.0,1221158900.0,943457860.0,1420269700.0,1527788500.0,757332860.0
2068.0,1945530500.0,1207328100.0,915210800.0,1390463600.0,1474009100.0,735011140.0
2069.0,1922526500.0,1171554800.0,874319170.0,1372714600.0,1446359000.0,707766660.0
2070.0,1894706200.0,1130254600.0,858646700.0,1358704900.0,1411622400.0,681606600.0
2071.0,1863431800.0,1091457500.0,832352800.0,1813304400.0,1620212600.0,649803700.0
2072.0,1834014500.0,1056859900.0,807784200.0,1473355500.0,1405989400.0,627816000.0
2073.0,1813329200.0,1027679170.0,792381700.0,1398153500.0,1458105500.0,609431000.0
2074.0,1774499200.0,996548100.0,773453800.0,1313861900.0,1443511900.0,592913860.0
2075.0,1740076700.0,1025943100.0,752787900.0,1291366400.0,1351165600.0,563620540.0
2076.0,1705523100.0,953730700.0,733567200.0,1273340900.0,1340970400.0,546067650.0
2077.0,1682855800.0,925881150.0,717159200.0,1257736700.0,1319223700.0,527662850.0
2078.0,1636825700.0,907332860.0,704497000.0,1225309600.0,1415094100.0,513815780.0
2079.0,1617484700.0,900599500.0,677726460.0,1892388700.0,1311027700.0,499333400.0
2080.0,1602301000.0,930842240.0,665230850.0,1422748400.0,1348113200.0,488366100.0
2081.0,1569831700.0,899913540.0,648047360.0,1289494000.0,1278626600.0,474825820.0
2082.0,1537519900.0,845347650.0,626252350.0,1766982900.0,1277586600.0,470453220.0
2083.0,1508703100.0,830944600.0,605544260.0,1239526800.0,1264081500.0,443777470.0
2084.0,1483624600.0,814862600.0,594194400.0,1242315300.0,1745810700.0,427321600.0
2085.0,1457328400.0,805054340.0,578843800.0,1233500000.0,1639796600.0,416876450.0
2086.0,1543196800.0,782520200.0,554496100.0,1214365400.0,1386617500.0,395573220.0
2087.0,1465699000.0,756876600.0,536580640.0,1165999000.0,1396647200.0,382143300.0
2088.0,1413476200.0,747391170.0,513568930.0,1159288400.0,1266444400.0,367027000.0
2089.0,1388418000.0,736658240.0,505381570.0,1214143600.0,1240923400.0,358683360.0
2090.0,1379196700.0,709037440.0,489794020.0,1128944500.0,1200336100.0,347398940.0
2091.0,1340755200.0,683952100.0,478221500.0,1126137900.0,1210892900.0,328343700.0
2092.0,1319934500.0,663100740.0,458510560.0,1096575900.0,1243603600.0,316233820.0
2093.0,1301712300.0,641464400.0,439146180.0,1088541600.0,1193279500.0,324488830.0
2094.0,1278249100.0,623593200.0,423740480.0,1071143100.0,1157405600.0,299079200.0
2095.0,1292256900.0,613849860.0,406829660.0,1047771800.0,1146420700.0,291539140.0
2096.0,1259798300.0,596281100.0,382881820.0,1547776400.0,1165554800.0,281681760.0
2097.0,1230997600.0,680592400.0,365787940.0,1367657700.0,1772205300.0,266619700.0
2098.0,1195294100.0,585137150.0,351829630.0,1131497100.0,1451902100.0,267193230.0
2099.0,1179339500.0,575296400.0,338358340.0,1098460200.0,1407887100.0,249523330.0
2100.0,1160073700.0,548751600.0,329054940.0,1039426900.0,1386782700.0,236603250.0
2101.0,1212632700.0,527151550.0,313673280.0,1941116400.0,1269892000.0,224579660.0
2102.0,1128967000.0,517381920.0,297315870.0,1361621400.0,1313267000.0,212076820.0
2103.0,1111793200.0,519634020.0,285018020.0,1076182100.0,1302452000.0,206863660.0
2104.0,1120504600.0,550081540.0,275808420.0,1114434800.0,1276282900.0,187355740.0
2105.0,1077745900.0,498078100.0,259858510.0,1020310700.0,1351509100.0,179457920.0
2106.0,1060514050.0,488308130.0,252593780.0,1250745500.0,2904970800.0,173408770.0
2107.0,1030879200.0,474502880.0,241485540.0,1005525400.0,1819419500.0,167706290.0
2108.0,1441474700.0,469194200.0,229419730.0,1029544300.0,1402925600.0,164802100.0
2109.0,1043040260.0,481639520.0,221803870.0,1031311600.0,1579483800.0,157040210.0
2110.0,989233500.0,446520740.0,212856260.0,1113419500.0,1412156400.0,148839870.0
2111.0,969036300.0,448477060.0,201051060.0,1505201300.0,1983417000.0,155024430.0
2112.0,948072300.0,432658270.0,186516780.0,975374400.0,1326325100.0,140870200.0
2113.0,918290560.0,422637220.0,188424510.0,969322560.0,1269659800.0,135068020.0
2114.0,1072623360.0,449840350.0,169822380.0,1049151600.0,2155676000.0,126251720.0
2115.0,902459900.0,403954720.0,156246930.0,1156753000.0,2852392000.0,121669720.0
2116.0,885988000.0,395984480.0,146206500.0,952547650.0,2402481000.0,135386380.0
2117.0,866554800.0,389760860.0,139554700.0,958802900.0,1834075500.0,113883170.0
2118.0,847576200.0,377245760.0,132780190.0,970615740.0,1866149500.0,106614650.0
2119.0,837393400.0,366089660.0,137423280.0,928879500.0,1745452700.0,102481480.0
2120.0,839634600.0,377115420.0,157403540.0,920103500.0,1799773200.0,99180330.0
2121.0,815598660.0,379415400.0,109412370.0,968341600.0,1866301200.0,95156056.0
2122.0,802645700.0,344763260.0,104923590.0,894166100.0,1668545300.0,89215410.0
2123.0,782526300.0,396016260.0,100955300.0,894808450.0,1801645700.0,83623320.0
2124.0,906375230.0,340068260.0,92712776.0,878313700.0,2237771500.0,78888170.0
2125.0,801307700.0,328444670.0,83958090.0,870559300.0,1886878500.0,76540540.0
2126.0,760187900.0,362285980.0,78803120.0,861736640.0,2533735400.0,72274376.0
2127.0,744975360.0,313175140.0,72312184.0,897131400.0,2084552400.0,65991644.0
2128.0,733431400.0,331814200.0,68343460.0,845855600.0,1893809300.0,60011924.0
2129.0,719307460.0,297298750.0,66633584.0,1027264830.0,1766558300.0,56444000.0
2130.0,818269250.0,292283360.0,63551460.0,962373600.0,1643841500.0,53157816.0
2131.0,716062300.0,289164800.0,58477956.0,840270600.0,1919935700.0,48620290.0
2132.0,737124600.0,281856400.0,55297980.0,1785249000.0,1785559600.0,45030420.0
2133.0,688604900.0,270649760.0,52443360.0,1197807000.0,1719705100.0,42981864.0
2134.0,664803260.0,267243470.0,50859604.0,935936000.0,1946423200.0,41778484.0
2135.0,648032300.0,413556830.0,49002584.0,1107255400.0,1758725200.0,36346350.0
2136.0,641190800.0,284267780.0,44382724.0,950323460.0,2862058500.0,35205540.0
2137.0,972980800.0,275834200.0,42816810.0,1060945150.0,2376232200.0,35863960.0
2138.0,653102140.0,302135230.0,39487440.0,1026055100.0,2819660500.0,34634944.0
2139.0,612021700.0,239071520.0,36461892.0,1644397600.0,3207651800.0,34569764.0
2140.0,599319040.0,235231420.0,37736504.0,1080644000.0,2348844300.0,43027548.0
2141.0,589727800.0,254463470.0,32176116.0,1220127200.0,2462960000.0,31977080.0
2142.0,583474300.0,236184140.0,29973278.0,1001903600.0,3547256300.0,31919658.0
2143.0,583318100.0,233580700.0,33968916.0,1119687800.0,3762935300.0,41549030.0
2144.0,567384960.0,257852930.0,25615040.0,1070380100.0,4003952000.0,32082716.0
2145.0,573034240.0,231471060.0,20816408.0,912415300.0,3210104300.0,29412470.0
2146.0,597226800.0,466543230.0,18951584.0,884770560.0,3041590000.0,26292742.0
2147.0,558834050.0,221195710.0,16827972.0,860652400.0,2738102800.0,25652730.0
2148.0,543669570.0,206427900.0,15091794.0,1671720100.0,2785531400.0,23402294.0
2149.0,534158940.0,194625810.0,13520230.0,1446207700.0,2668821200.0,22883462.0
2150.0,524703360.0,186092540.0,13821392.0,1441767600.0,2613946400.0,59276828.0
2151.0,512392640.0,175277820.0,13044397.0,1113670000.0,2468623400.0,22689126.0
2152.0,507498460.0,166915940.0,12466305.0,1049267460.0,2496761000.0,22625678.0
2153.0,681334300.0,165400820.0,12295290.0,950236160.0,2649318400.0,21705140.0
2154.0,532855900.0,160173950.0,11937974.0,954214300.0,2743541500.0,21233562.0
2155.0,972482000.0,168705090.0,12266021.0,916948740.0,2816024300.0,40843252.0
2156.0,1174519300.0,149522900.0,11970325.0,894298100.0,3232652500.0,20172652.0
2157.0,1298299400.0,153800320.0,11192758.0,1107130200.0,3148175400.0,19218794.0
2158.0,1061526800.0,139182780.0,10421014.0,1032041300.0,2791973000.0,20841084.0
2159.0,749832900.0,143185810.0,10186395.0,857687100.0,2859121000.0,18563238.0
2160.0,673004160.0,186193940.0,9863521.0,845446660.0,2673485000.0,18202918.0
2161.0,861206100.0,198605090.0,8185902.0,1421489300.0,2603070000.0,18375838.0
2162.0,606277250.0,144732430.0,7463710.5,1010943740.0,3147408100.0,17107472.0
2163.0,583714300.0,203836380.0,9316487.0,876690240.0,3004361700.0,16581790.0
2164.0,552672800.0,142256590.0,25359666.0,830989100.0,2977440500.0,25575248.0
2165.0,551480200.0,129430400.0,7642034.0,831804740.0,3486941200.0,17868062.0
2166.0,504885380.0,159033620.0,6692232.5,1204174800.0,3650484700.0,15229337.0
2167.0,493426900.0,123187490.0,45357564.0,1387546100.0,3487718000.0,14722890.0
2168.0,470476200.0,120504184.0,10062738.0,1052250560.0,3263471600.0,16683866.0
2169.0,459092320.0,114937656.0,8710997.0,1054318850.0,3004988000.0,19428532.0
2170.0,466996930.0,120814824.0,6243316.5,1082901500.0,2952889900.0,14881067.0
2171.0,764173900.0,109368640.0,4915627.0,998693500.0,3709679400.0,27292454.0
2172.0,463998660.0,110528370.0,4608722.5,911272700.0,3238710800.0,17175972.0
2173.0,435776420.0,107969050.0,4423052.0,912364860.0,2970604000.0,15413602.0
2174.0,435303970.0,130468250.0,4218665.5,1177114900.0,3202326800.0,17941048.0
2175.0,416853440.0,97394070.0,3966526.2,1061979500.0,3152489700.0,16478454.0
2176.0,450920450.0,103580620.0,10238199.0,1155428700.0,3409894400.0,41386772.0
2177.0,411270240.0,92787384.0,4840501.5,1181103400.0,3163946800.0,14478587.0
2178.0,404538620.0,91223790.0,6153869.0,1030242700.0,3348614400.0,15132113.0
2179.0,399044350.0,122384584.0,5548367.0,1130614400.0,3705419800.0,79398870.0
2180.0,400247230.0,149290300.0,2965929.0,1315193100.0,3049683500.0,31637746.0
2181.0,422923360.0,92640760.0,2654903.2,1756616300.0,3013043500.0,20983676.0
2182.0,387750270.0,84312770.0,2224847.0,1917338100.0,2990303000.0,13705327.0
2183.0,380777500.0,110646936.0,6273932.5,1487776300.0,3027922400.0,15824588.0
2184.0,506884860.0,115679510.0,10412499.0,1347534100.0,3165727000.0,15635496.0
2185.0,423342700.0,764169100.0,2275575.5,1335148800.0,3268398600.0,12171492.0
2186.0,370421630.0,183756140.0,2067093.0,1230387000.0,3067873000.0,12111959.0
2187.0,359172600.0,279675330.0,5371179.0,1859935200.0,3107526400.0,13487301.0
2188.0,357835000.0,119359460.0,6735171.0,1162668300.0,3063473000.0,11390995.0
2189.0,345565000.0,202683520.0,6304870.0,1287276700.0,3257552000.0,10004418.0
2190.0,339658660.0,118791090.0,29869436.0,2696448300.0,4313599000.0,9855007.0
2191.0,334848030.0,87271490.0,4382222.5,1806771300.0,4381893600.0,24104654.0
2192.0,330734100.0,142039980.0,6829078.0,1582393300.0,4303318500.0,12924699.0
2193.0,324200740.0,97578216.0,2672809.2,1305561100.0,4238539500.0,9930932.0
2194.0,317924580.0,77000056.0,2055938.8,2507854000.0,4364257000.0,9185812.0
2195.0,326728100.0,215786930.0,1897376.9,1825851100.0,4083317200.0,101215970.0
2196.0,332543740.0,83691500.0,1842630.8,1437653600.0,4034541000.0,12391304.0
2197.0,444019420.0,74109170.0,1831255.8,1937902200.0,3772968200.0,13629151.0
2198.0,1415016100.0,66032344.0,1743801.1,1852085800.0,3764138000.0,11490355.0
2199.0,311745200.0,67394930.0,3616138.5,1964588500.0,3840625400.0,10340761.0
2200.0,347265600.0,61522620.0,1788301.2,2254004700.0,4275350300.0,9339738.0
2201.0,296707400.0,731071600.0,2292146.0,1775879300.0,3841336800.0,8680871.0
2202.0,292959740.0,451887740.0,1947802.1,1486721500.0,3801905400.0,8523877.0
2203.0,290697950.0,355817730.0,1660092.5,1554214300.0,3723840300.0,8213597.5
2204.0,290056400.0,287728160.0,1529322.0,1441021300.0,4548620000.0,9172057.0
2205.0,283553020.0,249467790.0,1443634.1,1402123400.0,4096705800.0,12332093.0
2206.0,278478200.0,144353810.0,1528543.8,1827615000.0,3920771300.0,8546098.0
2207.0,271836100.0,99421500.0,1433580.4,2077962400.0,4574377500.0,8089788.5
2208.0,294902820.0,89713670.0,1801070.9,1913076000.0,4268240600.0,9497879.0
2209.0,279869900.0,166981460.0,3413504.8,1647188200.0,4085565200.0,7943695.0
2210.0,260306670.0,86238184.0,16144458.0,1490543600.0,4353725400.0,7846491.5
2211.0,374270560.0,72908270.0,2246434.5,1775657000.0,3947590000.0,7215087.5
2212.0,287673760.0,67403440.0,1560431.5,1439947100.0,4447998000.0,7231994.5
2213.0,263299940.0,70657950.0,1663343.1,1363276700.0,4033453000.0,7863672.0
2214.0,252139420.0,60592452.0,1448841.1,1850582900.0,4418633700.0,7764748.5
2215.0,251498260.0,59401708.0,7051165.0,1441295200.0,4165177900.0,6786619.0
2216.0,529500130.0,56640040.0,28321836.0,1387844600.0,4200667400.0,6655406.5
2217.0,1128828800.0,193510260.0,172968240.0,1308880900.0,4053773300.0,6653195.5
2218.0,581749200.0,138131360.0,14032280.0,1371102100.0,4050373400.0,16203437.0
2219.0,470919550.0,131593410.0,6944967.0,1787363500.0,4043030800.0,7505655.0
2220.0,386345300.0,67887120.0,10329273.0,1663339400.0,4020118500.0,6913715.5
2221.0,316128670.0,58707068.0,7602735.0,1487522400.0,4229547300.0,24747054.0
2222.0,290596860.0,58211310.0,6132123.0,1645246100.0,4049759000.0,6470660.5
2223.0,273235840.0,75519430.0,15642721.0,1621416100.0,4556115500.0,5698996.5
2224.0,402041540.0,58331696.0,502148100.0,1464725800.0,4245363500.0,5223718.5
2225.0,317948670.0,247785090.0,19634668.0,1530541300.0,4116368400.0,34767056.0
2226.0,272628320.0,111598856.0,7801794.0,1357452200.0,4339959300.0,8376108.0
2227.0,269631700.0,55764784.0,6305865.5,2688417300.0,4248757800.0,9096206.0
2228.0,239454240.0,65097500.0,23676328.0,1801151100.0,4960984600.0,6051826.5
2229.0,239928400.0,112889660.0,4219359.5,1737015300.0,4186055700.0,6462061.0
2230.0,242282660.0,55078148.0,3535013.2,1520418700.0,4182805000.0,139775440.0
2231.0,338919100.0,49921636.0,2890044.5,1434881900.0,4753312000.0,6375486.0
2232.0,238519520.0,50600230.0,6590615.5,1610602500.0,4544226000.0,5330122.5
2233.0,252858560.0,54686490.0,3541370.5,1563000600.0,4327995400.0,16703414.0
2234.0,229003120.0,53768860.0,3884816.8,2352453400.0,4639105000.0,5460108.0
2235.0,643160700.0,51125856.0,3251242.0,2168846000.0,4666277000.0,5226464.5
2236.0,614149570.0,156239620.0,2589707.5,1915879400.0,4561648600.0,10402586.0
2237.0,626673400.0,52797684.0,2428548.0,1575470800.0,4419468300.0,4682800.0
2238.0,315597200.0,58605976.0,10276439.0,1921291000.0,4665492500.0,4563325.0
2239.0,272320540.0,144284860.0,2357464.2,1479528300.0,4906145000.0,4535322.5
2240.0,554754300.0,47621616.0,2326998.8,1477230500.0,5102719000.0,5856014.5
2241.0,710043840.0,82497980.0,2213007.5,1820772900.0,4793736700.0,9243806.0
2242.0,260340320.0,122765930.0,2274457.8,1437248300.0,4684154400.0,8335177.5
2243.0,264260380.0,89189704.0,2156777.0,1569074600.0,4709850600.0,11368875.0
2244.0,239680750.0,63037924.0,2212494.8,2035134000.0,4928553000.0,5471805.5
2245.0,292431870.0,77637670.0,3585220.8,1787171300.0,4813892000.0,12449930.0
2246.0,217421000.0,137574850.0,2616590.0,1707871000.0,4772652500.0,5169534.0
2247.0,211175040.0,166074690.0,2348012.5,1740829400.0,5206770700.0,4705494.5
2248.0,224658220.0,59611100.0,92502160.0,1539120900.0,4977699300.0,13840528.0
2249.0,197733660.0,89780350.0,12708606.0,1498903300.0,4854689000.0,6094740.5
2250.0,320862200.0,418821980.0,89381820.0,1581236000.0,4803799000.0,9476816.0
2251.0,191087260.0,259216670.0,12437904.0,2013130500.0,5520687000.0,29763956.0
2252.0,188384350.0,297835840.0,15501073.0,1958645800.0,5226432000.0,7476459.5
2253.0,186030940.0,111516550.0,5566763.5,1527248800.0,5651616300.0,8069476.5
2254.0,394165540.0,70432056.0,4081905.2,1579282600.0,5699715600.0,5168975.0
2255.0,430874270.0,73487330.0,3508898.8,1538960500.0,5503893000.0,189283840.0
2256.0,377553800.0,115421140.0,3085309.2,1471899600.0,5258837500.0,45065412.0
2257.0,352182200.0,97312370.0,11390600.0,2154043100.0,5226696700.0,25455488.0
2258.0,697669950.0,111727340.0,2555523.8,1703585800.0,5261007400.0,26596286.0
2259.0,299147970.0,128677430.0,2276483.0,1564024300.0,5374078000.0,48403280.0
2260.0,251247660.0,97763170.0,2189168.5,1955809200.0,5406493000.0,48920268.0
2261.0,207335310.0,74747110.0,2181279.5,1538002200.0,5268522000.0,17625230.0
2262.0,191176960.0,65959550.0,2112650.8,1874390400.0,5372799000.0,9706818.0
2263.0,199456160.0,57675724.0,2102101.5,1702756900.0,5583985000.0,8064514.5
2264.0,175442050.0,195782220.0,2070427.9,1604230700.0,5312969700.0,8511416.0
2265.0,170944770.0,256959400.0,2012780.9,1999622100.0,5310628400.0,24816118.0
2266.0,168314530.0,245373470.0,2149114.0,1533899400.0,5314492000.0,29605078.0
2267.0,169407400.0,116823920.0,2006276.9,1750826600.0,5305448000.0,6826930.5
2268.0,165562820.0,243172590.0,2063355.4,1665399900.0,5386949600.0,5514994.0
2269.0,202071000.0,88060310.0,2001698.9,1808644000.0,5347387000.0,5554906.5
2270.0,207929740.0,88648050.0,1999170.1,1555141400.0,5345659000.0,5080810.5
2271.0,363793700.0,66119030.0,2573163.8,1572968700.0,5340123000.0,5881502.0
2272.0,1072962750.0,60683520.0,12804634.0,1540131100.0,5335964000.0,51030504.0
2273.0,370470180.0,62077824.0,2121945.0,1792883600.0,5332592600.0,10717584.0
2274.0,278432500.0,77201620.0,2031144.8,1540954500.0,5298407000.0,5269427.5
2275.0,246528290.0,55877096.0,1995791.1,1814745600.0,5354399000.0,27016334.0
2276.0,180547790.0,50727520.0,2822905.5,1733203600.0,5665390000.0,13780794.0
2277.0,161487070.0,71360860.0,1995236.4,1675626600.0,5348726300.0,6162937.5
2278.0,154700000.0,199761280.0,1890494.4,1604934500.0,5333539300.0,7804240.5
2279.0,237442910.0,56248530.0,2395254.2,1690975700.0,5340043300.0,4639371.0
2280.0,152448900.0,65170984.0,1996133.4,1604841300.0,5363793000.0,8736224.0
2281.0,152046980.0,49152256.0,2709701.2,1549155300.0,5360395000.0,5445078.0
2282.0,167070020.0,88945500.0,4886515.5,1545579900.0,5366661000.0,4522640.0
2283.0,146125180.0,47296076.0,84331000.0,1544562800.0,5369379300.0,4478741.5
2284.0,311731000.0,127479784.0,4975983.5,1553857800.0,5356350000.0,5626020.5
2285.0,149127470.0,155445920.0,2746428.5,1821481600.0,5451977000.0,5803150.0
2286.0,140418180.0,49760840.0,1814368.0,1558382800.0,5820277000.0,4928389.5
2287.0,140689330.0,46965676.0,2502633.8,2101564200.0,5687100400.0,4962350.5
2288.0,142375170.0,47412760.0,1917296.4,1745265300.0,5550249000.0,6014881.0
2289.0,502753280.0,46999940.0,1788208.9,1604856800.0,5558535700.0,4623390.5
2290.0,165405740.0,46036610.0,2676234.8,1558596200.0,5465614000.0,4559534.0
2291.0,141352830.0,45080090.0,1787642.0,1555445900.0,5477314000.0,5181680.0
2292.0,139597250.0,409079650.0,3083684.8,1551127000.0,5484919000.0,6573508.5
2293.0,751955800.0,141925330.0,29235380.0,1988998400.0,5911985000.0,19561908.0
2294.0,269608830.0,99556610.0,1910923.8,1915201700.0,5827895000.0,9084142.0
2295.0,163649020.0,69151096.0,1788415.1,1900662800.0,5572717600.0,7001815.5
2296.0,566745540.0,103276640.0,5381801.5,1664892200.0,5553800700.0,4656175.5
2297.0,185892300.0,60767108.0,1835572.5,1614568000.0,5655592000.0,4437284.0
2298.0,146582480.0,48674720.0,1727031.1,1817671300.0,5656324000.0,4375965.5
2299.0,141396510.0,47715084.0,1726160.0,1620137100.0,5622842000.0,4241845.5
2300.0,140353260.0,44829544.0,6798266.0,1591294100.0,5653794000.0,4107098.0
