time,MRI-ESM2-0,CANESM5,ACCESS-ESM1-5,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2
2057.0,1371652000.0,874707600.0,1769041300.0,1115314300.0,1512401000.0,1199976300.0
2058.0,1322970800.0,832075300.0,1719832700.0,1062248300.0,1459115600.0,1154142800.0
2059.0,1298519400.0,793023400.0,1697961500.0,1015894900.0,1431685800.0,1101204100.0
2060.0,1247664000.0,752808100.0,1620500900.0,972362400.0,1388297100.0,1056217400.0
2061.0,1211580500.0,701424600.0,1572261000.0,929162240.0,1336630000.0,999388160.0
2062.0,1190732200.0,667902700.0,1521274500.0,885155800.0,1293897300.0,960266600.0
2063.0,1159865100.0,637701500.0,1481269000.0,832611140.0,1255649300.0,925171500.0
2064.0,1125585400.0,601851000.0,1435295600.0,781781760.0,1241256600.0,894043970.0
2065.0,1092047700.0,565551600.0,1646196000.0,746634560.0,1194397700.0,851795200.0
2066.0,1067663550.0,535924500.0,1506098000.0,710441600.0,1139319700.0,815242500.0
2067.0,1040080450.0,516095260.0,1353245200.0,678988200.0,1105136800.0,779397200.0
2068.0,1311819000.0,491876060.0,1320122600.0,644559600.0,1078135300.0,735533000.0
2069.0,1010972200.0,466638720.0,1275165800.0,611080700.0,1048514050.0,702056300.0
2070.0,972066700.0,444980500.0,1206226800.0,583335700.0,1033230100.0,662660800.0
2071.0,948650100.0,408182100.0,1146393100.0,556299500.0,992163000.0,624917700.0
2072.0,921529000.0,389289860.0,1121550700.0,524797700.0,972768830.0,594970800.0
2073.0,888895300.0,367282370.0,1092307000.0,489419600.0,923984700.0,562799360.0
2074.0,866113300.0,346644670.0,1057074560.0,468443940.0,891348900.0,531515330.0
2075.0,844899650.0,323885280.0,1012329300.0,437075200.0,866260000.0,504130560.0
2076.0,822946800.0,298784600.0,982246900.0,407785660.0,837676600.0,477891230.0
2077.0,805104700.0,281418940.0,946063360.0,376978530.0,810125300.0,452197700.0
2078.0,792719740.0,257055790.0,893767300.0,351171550.0,769906000.0,430380960.0
2079.0,769215300.0,236074510.0,848970200.0,310757470.0,752380860.0,407296640.0
2080.0,750268400.0,212516460.0,807807170.0,289737760.0,717777150.0,388751140.0
2081.0,733146200.0,193252930.0,775282000.0,260466780.0,687927700.0,362825470.0
2082.0,875981950.0,176499520.0,748787200.0,229104300.0,655781250.0,334170080.0
2083.0,714413600.0,160769620.0,727986050.0,207364770.0,627012400.0,312079580.0
2084.0,699553900.0,142600820.0,704699500.0,192497540.0,597601600.0,292113470.0
2085.0,689718900.0,118275090.0,680628160.0,178006320.0,563783940.0,267186620.0
2086.0,665413700.0,106451976.0,645979900.0,156649970.0,539655900.0,243048480.0
2087.0,648736640.0,100541340.0,611111400.0,137764600.0,514436800.0,220989710.0
2088.0,627011140.0,94098370.0,591113700.0,115460180.0,488483840.0,200614110.0
2089.0,603135700.0,84526130.0,553680260.0,97286980.0,473679230.0,183071420.0
2090.0,584845100.0,78087930.0,519392000.0,83514824.0,454592100.0,162019920.0
2091.0,571243500.0,72232450.0,497087550.0,72515336.0,432055940.0,140715520.0
2092.0,556053900.0,62946220.0,478649300.0,61853370.0,410193860.0,120275600.0
2093.0,542105340.0,52769668.0,449031360.0,54717720.0,381321540.0,102881000.0
2094.0,528982500.0,42360440.0,428078620.0,50714050.0,361561250.0,89831240.0
2095.0,513795200.0,33352052.0,403432300.0,46968292.0,342715740.0,76700480.0
2096.0,590617000.0,29089238.0,376459870.0,40562612.0,317721500.0,64952132.0
2097.0,492256540.0,25879732.0,356259520.0,36398184.0,301137440.0,58683610.0
2098.0,476225660.0,22288406.0,333433250.0,27943954.0,280080030.0,53472612.0
2099.0,469850080.0,20722080.0,317624000.0,21370430.0,263882380.0,47636028.0
2100.0,457805100.0,17842744.0,300605660.0,14876974.0,247865950.0,40000092.0
2101.0,450192740.0,16499598.0,281995460.0,8242815.5,228630800.0,36608544.0
2102.0,435058500.0,15869495.0,268281230.0,4670837.0,211719580.0,32948214.0
2103.0,425286750.0,14084980.0,250103860.0,3161308.0,189459840.0,24131786.0
2104.0,411111650.0,13222475.0,232978860.0,1127572.2,169609540.0,17945566.0
2105.0,402051650.0,12332470.0,219369800.0,654796.7,151301760.0,9907442.0
2106.0,386858180.0,11328674.0,205595620.0,616748.56,137058130.0,3670026.8
2107.0,375029100.0,10256545.0,192262110.0,404075.8,117979210.0,1552157.2
2108.0,362923230.0,10056828.0,178667840.0,382035.9,108401656.0,991118.25
2109.0,345606050.0,9285125.0,167374640.0,360023.12,93981420.0,830998.2
2110.0,336780030.0,8389572.0,154361540.0,354413.06,82144216.0,365204.97
2111.0,323205500.0,8130334.5,142463400.0,353766.78,73513830.0,316675.06
2112.0,310790300.0,7944014.5,130993430.0,327081.56,63344890.0,288031.25
2113.0,295541860.0,6113562.0,126121030.0,326689.6,57067972.0,286835.88
2114.0,285764640.0,5289283.5,115124370.0,325992.94,50476452.0,284383.06
2115.0,269046620.0,4497054.5,105774630.0,322922.3,42962840.0,270425.28
2116.0,255676140.0,2801631.8,96734370.0,321152.84,38632164.0,256136.56
2117.0,244711200.0,2117448.2,89106730.0,307516.84,35825676.0,254646.67
2118.0,236574020.0,1689415.9,80368024.0,307179.06,29558208.0,247963.53
2119.0,225738850.0,496721.75,73317580.0,292426.0,20990418.0,246995.73
2120.0,210868750.0,486646.75,65048704.0,288383.47,11786262.0,243865.6
2121.0,201522220.0,483477.88,58520496.0,270084.2,7604543.5,236687.53
2122.0,185130990.0,411742.3,48995850.0,262300.2,2560874.5,234706.25
2123.0,175808300.0,290009.44,42365412.0,259368.64,1971942.6,233190.61
2124.0,163219420.0,291285.16,36885624.0,233435.75,1702573.1,230716.75
2125.0,156529580.0,291071.94,35211610.0,233952.17,1135737.9,228278.78
2126.0,149713040.0,291344.84,27639458.0,234654.05,780861.7,227241.75
2127.0,143413620.0,291167.3,24130356.0,235492.64,736141.7,227283.47
2128.0,132487144.0,277931.06,18307900.0,233694.17,675713.25,224237.5
2129.0,123556730.0,276972.66,13871808.0,233149.28,566774.8,223758.22
2130.0,113264584.0,276871.8,7544480.5,232507.48,361151.34,222570.28
2131.0,106330070.0,275592.8,4605154.5,232014.28,362888.25,221099.75
2132.0,97641490.0,271915.66,1402190.1,231418.39,363692.4,220478.75
2133.0,91806570.0,258811.81,584260.56,229434.03,344605.97,218700.12
2134.0,85098504.0,258989.11,512679.34,227623.84,320202.06,216649.58
2135.0,76315256.0,259672.58,478939.78,227476.25,319304.94,210547.88
2136.0,67128020.0,256737.86,441750.38,226301.6,316442.8,209337.58
2137.0,62105050.0,254675.66,441544.25,224030.55,313283.16,193978.94
2138.0,52599490.0,250348.52,439870.0,221511.52,291893.5,187289.6
2139.0,44444564.0,245867.3,399258.34,220287.4,290679.56,186275.48
2140.0,38031564.0,248996.6,397330.78,219850.61,289704.56,185568.47
2141.0,36464144.0,246749.02,396654.16,217150.66,290439.22,185799.47
2142.0,34265390.0,243304.83,392146.56,212619.75,288585.6,184265.5
2143.0,32639104.0,241143.23,390677.88,211895.66,287224.72,183740.66
2144.0,28868558.0,241508.83,387019.06,210747.8,286683.78,169585.34
2145.0,25912388.0,239607.73,385778.16,203237.38,282661.53,167640.66
2146.0,21754144.0,233340.67,385516.28,201946.06,264446.3,164995.22
2147.0,17662490.0,229644.16,383803.84,201547.3,252625.75,161716.27
2148.0,14736046.0,227820.1,383552.12,200975.25,252500.97,155432.08
2149.0,13037001.0,217970.72,379278.06,200933.78,252537.1,152983.28
2150.0,10454291.0,217445.89,355202.03,200545.81,251598.25,150687.38
2151.0,7547862.0,214089.7,353382.34,200349.81,249888.7,148056.94
2152.0,5175758.5,204834.22,333827.12,186595.92,248932.56,141032.44
2153.0,4374822.5,190975.11,307394.06,186016.78,246664.58,141175.4
2154.0,3671388.8,190731.06,301698.0,185701.22,240597.97,141322.4
2155.0,2511861.8,190290.5,279625.8,185596.28,239407.64,141256.19
2156.0,1957870.8,190458.84,278358.88,184569.53,237737.78,140958.89
2157.0,1518445.1,188871.36,278525.75,184580.95,231294.53,140725.11
2158.0,1272542.2,188427.97,255648.66,183024.78,229455.5,140519.06
2159.0,1033807.3,187974.94,256216.05,181357.72,229669.95,140421.34
2160.0,907686.3,186442.36,258501.34,181194.97,229477.62,140436.25
2161.0,734225.06,184423.92,271227.8,179807.72,228910.38,140298.53
2162.0,703360.25,184618.42,269520.22,178167.22,228834.44,125712.56
2163.0,694922.4,184425.5,272278.1,176480.81,228983.39,110401.11
2164.0,610581.1,184696.44,266916.0,174797.5,227953.77,109895.59
2165.0,481207.06,184609.55,271409.94,171279.31,226997.28,109546.58
2166.0,480414.78,183485.03,266166.78,168688.62,226301.28,108926.03
2167.0,480579.72,183351.1,255187.5,166271.12,225697.72,108362.375
2168.0,474252.34,183889.38,255202.23,163633.22,222979.14,107962.1
2169.0,471921.56,182341.81,255524.19,156311.06,222358.77,107365.88
2170.0,472651.25,181405.33,254107.92,153221.98,222048.11,106199.67
2171.0,468786.28,180262.19,254533.23,153333.8,221695.19,104719.0
2172.0,464834.22,177179.1,253805.31,156245.33,221306.88,99407.7
2173.0,463267.06,160718.06,253805.95,152984.97,220458.36,98447.28
2174.0,452211.44,156874.12,254310.4,153131.27,219592.5,96897.4
2175.0,450824.16,151492.66,252368.78,153047.8,218823.5,94825.086
2176.0,454745.88,152795.12,254163.61,152408.34,218456.53,88943.16
2177.0,453114.1,144176.28,255521.77,140035.17,218997.84,88943.16
2178.0,429316.47,126887.64,255260.8,140237.23,217924.03,88943.16
2179.0,427201.6,126651.53,255974.97,139925.81,204127.02,88943.16
2180.0,427210.53,111417.93,253750.53,125237.164,202102.83,88943.16
2181.0,426404.47,111317.44,253847.45,125650.875,200149.83,88943.16
2182.0,413225.5,110875.89,252512.03,110957.64,199056.34,88943.16
2183.0,397017.28,110759.27,253452.47,110861.66,196841.92,88943.16
2184.0,395981.72,110749.234,253921.08,110219.05,192831.84,88943.16
2185.0,396150.12,110747.734,250167.3,110094.8,185702.58,88943.16
2186.0,394683.38,110815.0,247024.77,109914.34,181763.95,88943.16
2187.0,395720.66,110363.13,247624.14,109929.69,177356.47,88943.16
2188.0,396234.06,109841.92,248595.83,109603.36,168805.5,88943.16
2189.0,395653.78,109717.39,247577.55,109223.016,166932.16,88943.16
2190.0,395747.22,109260.25,245996.19,108758.58,158128.84,88943.16
2191.0,395316.88,108505.58,247160.6,108060.96,157769.75,88943.16
2192.0,397445.28,108200.89,242665.95,107167.45,157005.53,88943.16
2193.0,394560.56,107153.586,240261.95,106548.73,156619.58,88943.16
2194.0,394611.1,104848.586,239624.77,105571.18,156215.22,88943.16
2195.0,393653.0,98434.72,237361.84,104374.2,152857.25,88943.16
2196.0,393245.3,96817.12,231592.94,99125.305,153077.42,88943.16
2197.0,392974.56,94737.164,231002.22,97960.71,153370.52,88943.16
2198.0,389923.4,88943.16,231747.61,96258.58,156279.7,88943.16
2199.0,389348.2,88943.16,231957.97,88943.16,153379.78,88943.16
2200.0,388705.84,88943.16,233237.66,88943.16,153271.62,88943.16
2201.0,390150.72,88943.16,234015.62,88943.16,153014.89,88943.16
2202.0,389078.62,88943.16,234221.3,88943.16,153273.44,88943.16
2203.0,389469.88,88943.16,246797.62,88943.16,140732.08,88943.16
2204.0,388301.78,88943.16,233953.98,88943.16,140693.72,88943.16
2205.0,386515.53,88943.16,235167.19,88943.16,140667.69,88943.16
2206.0,387169.78,88943.16,235083.81,88943.16,140906.9,88943.16
2207.0,388420.72,88943.16,234299.61,88943.16,153139.33,88943.16
2208.0,386016.22,88943.16,233889.67,88943.16,140693.94,88943.16
2209.0,387246.12,88943.16,235207.19,88943.16,152943.52,88943.16
2210.0,386919.56,88943.16,235619.58,88943.16,140566.56,88943.16
2211.0,386265.56,88943.16,234756.94,88943.16,140545.69,88943.16
2212.0,387756.47,88943.16,234976.14,88943.16,126178.766,88943.16
2213.0,387232.8,88943.16,234253.62,88943.16,126353.34,88943.16
2214.0,364471.66,88943.16,233396.22,88943.16,111267.87,88943.16
2215.0,364908.7,88943.16,232262.62,88943.16,111358.234,88943.16
2216.0,365889.1,88943.16,230841.7,88943.16,111342.35,88943.16
2217.0,364819.28,88943.16,231046.38,88943.16,111348.305,88943.16
2218.0,361522.12,88943.16,231087.62,88943.16,111128.87,88943.16
2219.0,335777.53,88943.16,231773.9,88943.16,110901.03,88943.16
2220.0,335971.97,88943.16,231633.64,88943.16,110826.414,88943.16
2221.0,318230.16,88943.16,232577.86,88943.16,110917.73,88943.16
2222.0,317101.75,88943.16,234611.88,88943.16,110428.96,88943.16
2223.0,316136.06,88943.16,234672.17,88943.16,110345.81,88943.16
2224.0,315719.34,88943.16,234183.95,88943.16,110331.78,88943.16
2225.0,295436.6,88943.16,233933.22,88943.16,110360.62,88943.16
2226.0,295673.94,88943.16,232968.53,88943.16,110350.62,88943.16
2227.0,294976.38,88943.16,233644.3,88943.16,109839.05,88943.16
2228.0,294013.88,88943.16,232725.56,88943.16,109444.66,76038.05
2229.0,294466.44,88943.16,233921.73,88943.16,109223.234,76038.05
2230.0,294072.28,88943.16,232508.61,88943.16,109024.414,76038.05
2231.0,293169.97,88943.16,232664.28,88943.16,108512.99,76038.05
2232.0,293208.4,88943.16,232432.28,88943.16,107880.19,76038.05
2233.0,293513.75,88943.16,233370.5,88943.16,106767.914,76038.05
2234.0,292481.84,88943.16,231579.9,88943.16,105461.56,76038.05
2235.0,292968.25,88943.16,231875.39,88943.16,103682.945,76038.05
2236.0,291451.78,88943.16,232103.25,88943.16,98851.65,76038.05
2237.0,290369.2,88943.16,231948.64,88943.16,97390.92,76038.05
2238.0,291196.28,76038.05,230032.62,88943.16,95547.41,76038.05
2239.0,292891.62,76038.05,230913.5,88943.16,88943.16,76038.05
2240.0,292251.97,76038.05,230788.38,88943.16,88943.16,76038.05
2241.0,290469.2,76038.05,230090.94,88943.16,88943.16,76038.05
2242.0,293003.72,76038.05,231643.88,88943.16,88943.16,76038.05
2243.0,293266.72,76038.05,231009.86,88943.16,88943.16,76038.05
2244.0,293233.0,76038.05,230775.81,88943.16,88943.16,76038.05
2245.0,293011.88,76038.05,229281.19,88943.16,88943.16,76038.05
2246.0,290557.62,76038.05,229724.2,88943.16,88943.16,76038.05
2247.0,288170.06,76038.05,230348.75,88943.16,88943.16,76038.05
2248.0,289038.22,76038.05,230393.58,88943.16,88943.16,76038.05
2249.0,288393.94,76038.05,230065.47,88943.16,88943.16,76038.05
2250.0,289128.94,76038.05,231755.8,88943.16,88943.16,76038.05
2251.0,291596.7,76038.05,231266.84,88943.16,88943.16,76038.05
2252.0,291646.56,76038.05,229907.06,88943.16,88943.16,76038.05
2253.0,290001.84,76038.05,230376.34,88943.16,88943.16,76038.05
2254.0,289411.9,76038.05,230832.12,88943.16,88943.16,76038.05
2255.0,292526.03,76038.05,229908.94,88943.16,88943.16,76038.05
2256.0,292681.06,76038.05,229620.98,88943.16,88943.16,76038.05
2257.0,290265.1,76038.05,227632.22,88943.16,88943.16,76038.05
2258.0,291237.7,76038.05,226858.5,88943.16,88943.16,76038.05
2259.0,289244.72,76038.05,227369.28,88943.16,88943.16,76038.05
2260.0,290604.16,76038.05,227695.94,88943.16,88943.16,76038.05
2261.0,292513.56,76038.05,226703.52,88943.16,88943.16,76038.05
2262.0,291630.3,76038.05,226881.08,88943.16,88943.16,76038.05
2263.0,289494.3,76038.05,227097.58,88943.16,88943.16,76038.05
2264.0,288740.88,76038.05,226207.27,88943.16,88943.16,76038.05
2265.0,289829.8,76038.05,226592.22,88943.16,88943.16,76038.05
2266.0,289495.25,76038.05,224351.0,88943.16,88943.16,76038.05
2267.0,291608.22,76038.05,223923.62,88943.16,88943.16,76038.05
2268.0,291768.94,76038.05,224794.28,88943.16,88943.16,76038.05
2269.0,290685.3,76038.05,224220.72,88943.16,88943.16,76038.05
2270.0,289235.62,76038.05,224669.11,88943.16,88943.16,76038.05
2271.0,288151.12,76038.05,224463.25,88943.16,88943.16,76038.05
2272.0,287626.97,76038.05,225557.62,88943.16,88943.16,76038.05
2273.0,288494.53,76038.05,225150.22,88943.16,88943.16,76038.05
2274.0,288840.84,76038.05,225249.95,88943.16,88943.16,76038.05
2275.0,288358.84,76038.05,228217.58,88943.16,88943.16,76038.05
2276.0,290243.4,76038.05,229104.52,88943.16,88943.16,76038.05
2277.0,283615.75,76038.05,229825.14,88943.16,88943.16,76038.05
2278.0,283469.1,76038.05,229534.03,88943.16,88943.16,76038.05
2279.0,283269.3,76038.05,229385.69,88943.16,88943.16,76038.05
2280.0,284041.97,76038.05,231836.33,88943.16,88943.16,76038.05
2281.0,285875.8,76038.05,231879.1,88943.16,88943.16,76038.05
2282.0,289979.3,76038.05,229731.95,88943.16,88943.16,76038.05
2283.0,290603.25,76038.05,230799.81,88943.16,88943.16,76038.05
2284.0,290049.1,76038.05,228998.66,88943.16,88943.16,76038.05
2285.0,291644.9,76038.05,229207.27,88943.16,88943.16,76038.05
2286.0,291960.94,76038.05,229718.22,88943.16,88943.16,76038.05
2287.0,292365.84,76038.05,231571.22,88943.16,88943.16,76038.05
2288.0,292272.38,76038.05,229630.28,88943.16,88943.16,76038.05
2289.0,290431.88,76038.05,228828.61,88943.16,88943.16,76038.05
2290.0,291341.06,76038.05,227808.19,88943.16,88943.16,76038.05
2291.0,291468.72,76038.05,227242.06,88943.16,88943.16,76038.05
2292.0,289738.84,76038.05,227609.05,88943.16,88943.16,76038.05
2293.0,290398.94,76038.05,226712.25,88943.16,88943.16,76038.05
2294.0,286198.97,76038.05,225711.83,88943.16,88943.16,76038.05
2295.0,286467.47,76038.05,226449.0,88943.16,88943.16,76038.05
2296.0,290451.25,76038.05,226801.84,88943.16,88943.16,76038.05
2297.0,290691.66,76038.05,224821.97,88943.16,88943.16,76038.05
2298.0,292018.66,76038.05,223439.78,88943.16,88943.16,76038.05
2299.0,292994.53,76038.05,223691.72,88943.16,88943.16,76038.05
2300.0,291371.75,76038.05,223967.1,88943.16,88943.16,76038.05
