time,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0,CESM2-WACCM
2155.0,5287208000.0,6344845000.0,6761206300.0,4756286000.0
2156.0,5054824400.0,5945180700.0,6372518400.0,4644901000.0
2157.0,5152229400.0,6128147500.0,6334432000.0,4797260000.0
2158.0,5218575000.0,5885863000.0,6517873700.0,5125436400.0
2159.0,5410455000.0,6552749000.0,6599779000.0,5000012000.0
2160.0,5440113000.0,6527957000.0,6356773000.0,4951427000.0
2161.0,5568402400.0,7944571000.0,6818182000.0,4795263000.0
2162.0,5410260500.0,6521724000.0,8051418000.0,5153958000.0
2163.0,5307523600.0,6496192000.0,7925333500.0,5108525600.0
2164.0,5370074000.0,6259245600.0,7297477000.0,4948560400.0
2165.0,5669806600.0,6227611000.0,6966557700.0,5153724400.0
2166.0,5631175000.0,6414079500.0,7804541000.0,5024200700.0
2167.0,5920724000.0,6545202000.0,7245302000.0,4896254500.0
2168.0,5711135000.0,6401683000.0,7034337300.0,5269724000.0
2169.0,6708605000.0,6403048000.0,7011194000.0,4970473500.0
2170.0,5793141000.0,6452844500.0,7246128000.0,5076869600.0
2171.0,5600280600.0,6407259000.0,7137411000.0,5160833500.0
2172.0,5648315400.0,6458632000.0,7418593000.0,4910259000.0
2173.0,5712888000.0,6446914600.0,7529981000.0,5276814300.0
2174.0,5834707000.0,6619763700.0,7629393400.0,5280625000.0
2175.0,5646313000.0,6624277500.0,7556956700.0,5019800600.0
2176.0,5657601500.0,7210679000.0,7732398000.0,5984535000.0
2177.0,5638078500.0,7062059500.0,7674693000.0,5046999000.0
2178.0,6206612000.0,7037821000.0,7393494500.0,4958034000.0
2179.0,5857129500.0,7592116000.0,7723150300.0,5303488500.0
2180.0,6039272000.0,7071650300.0,7686302000.0,5001791000.0
2181.0,5811194400.0,7019586600.0,7927371300.0,4993720000.0
2182.0,5696494600.0,7039120400.0,7556746000.0,5010978000.0
2183.0,6010976000.0,8843032000.0,7873182000.0,5494612500.0
2184.0,5903564000.0,7570780700.0,7861925400.0,5254660000.0
2185.0,6210999000.0,7511503000.0,7562954000.0,5517566500.0
2186.0,5808327700.0,7900391000.0,7501619000.0,5162887000.0
2187.0,6432978400.0,7499784000.0,7612899000.0,5120356400.0
2188.0,6009651000.0,7353372700.0,7636544500.0,5189695000.0
2189.0,6595135000.0,7313261600.0,7759758000.0,5566178300.0
2190.0,6566506500.0,7614880300.0,7560952300.0,5249108000.0
2191.0,6535811000.0,9228028000.0,7795749400.0,5050173400.0
2192.0,6235593000.0,7798128600.0,7768489500.0,5005525000.0
2193.0,6182263300.0,7595642000.0,8212512000.0,5029085000.0
2194.0,6167943000.0,7730676000.0,8530173400.0,4983646000.0
2195.0,6088958500.0,8395044000.0,8433275400.0,4979335700.0
2196.0,6200361500.0,7578233300.0,8250217500.0,5104393700.0
2197.0,6133017600.0,7734545000.0,8244548000.0,4937304000.0
2198.0,6175196700.0,7587161000.0,7959873000.0,4923152400.0
2199.0,6181055500.0,7439058000.0,8288220000.0,4889300000.0
2200.0,6146960000.0,7571898000.0,8054350300.0,5191102500.0
2201.0,6370379300.0,7414465500.0,7927007700.0,5174758000.0
2202.0,6102546400.0,7477634000.0,7942733300.0,4885293600.0
2203.0,6062974000.0,7395378000.0,7949589000.0,4913602000.0
2204.0,6167395000.0,7442450400.0,7954382300.0,4848238600.0
2205.0,6171018000.0,7292452400.0,8256470500.0,4790569000.0
2206.0,6146238500.0,7155574000.0,7961278000.0,4781647000.0
2207.0,6034542000.0,7174630000.0,7835921000.0,4762371600.0
2208.0,6426691000.0,7099621000.0,7779688400.0,4783728000.0
2209.0,6389925400.0,7442363000.0,8306985000.0,4819027000.0
2210.0,6175739000.0,7121299500.0,8305481000.0,4718760000.0
2211.0,6504007700.0,7080381000.0,7794175500.0,4757148000.0
2212.0,7168203300.0,7167286300.0,7857924000.0,4806796000.0
2213.0,6995563000.0,7722893300.0,8855774000.0,4753530400.0
2214.0,6474653700.0,7025252400.0,8201772500.0,5194038300.0
2215.0,6320919000.0,7042022400.0,7910635500.0,5181623000.0
2216.0,6210499000.0,7226575000.0,7837104600.0,4762900000.0
2217.0,6455167000.0,8201712600.0,7757838000.0,5096983600.0
2218.0,6341220400.0,7191066000.0,7756752000.0,4800460000.0
2219.0,6419021300.0,7008317000.0,7792713700.0,4727223000.0
2220.0,6800965000.0,6897179600.0,8242363400.0,4996752000.0
2221.0,6320945700.0,6930258400.0,7809375700.0,5095182300.0
2222.0,6461364000.0,7504001500.0,8000715000.0,4805442600.0
2223.0,6402907600.0,7842432500.0,7705268700.0,4731108000.0
2224.0,6539908000.0,7413479400.0,7803140000.0,4750054400.0
2225.0,6394669600.0,7111785500.0,7689442300.0,4767479000.0
2226.0,6309127000.0,8324669000.0,7931334700.0,4711504400.0
2227.0,6938896000.0,7762331600.0,8091465700.0,4703079400.0
2228.0,6575696000.0,7344948700.0,8035891700.0,4680537600.0
2229.0,6467152400.0,7213042000.0,8196805000.0,5010139600.0
2230.0,6401971000.0,7282733000.0,7802562000.0,4836207000.0
2231.0,6425810400.0,7353036300.0,7847838700.0,4776919600.0
2232.0,6500198000.0,7456023000.0,8526826500.0,5186013000.0
2233.0,7253768000.0,8370625500.0,7746605000.0,4813716000.0
2234.0,6665910300.0,8014445000.0,7964296700.0,4730153500.0
2235.0,6711730700.0,7551494000.0,8532911000.0,4699112000.0
2236.0,6704862000.0,7424312300.0,8217211000.0,4670898700.0
2237.0,6480131000.0,7441840600.0,8361028000.0,4768124400.0
2238.0,6409721000.0,7288147000.0,7883469300.0,4887760000.0
2239.0,6378422300.0,7275760600.0,7966281700.0,4667750400.0
2240.0,6355662300.0,7461756000.0,7930312000.0,5029321000.0
2241.0,6337922600.0,7563672600.0,7980357600.0,4737886700.0
2242.0,6650978000.0,7403383300.0,7821562400.0,5015731000.0
2243.0,6771176000.0,7589195300.0,8204974600.0,4798469600.0
2244.0,6498476500.0,7503136000.0,8136747500.0,4760702000.0
2245.0,6627954700.0,7477336000.0,7934028300.0,4702748000.0
2246.0,6412970000.0,7683540000.0,7956975000.0,4780174000.0
2247.0,7012329500.0,7471931000.0,7961705000.0,4778660400.0
2248.0,6605553000.0,7431494700.0,8018321000.0,4725792300.0
2249.0,6542554600.0,7385883600.0,8760544000.0,4685533000.0
2250.0,6573505500.0,7407089000.0,8796442000.0,4690925000.0
2251.0,6430015000.0,7399487000.0,9045365000.0,5012568600.0
2252.0,7380474400.0,7621338600.0,8423149600.0,5174816000.0
2253.0,6684956000.0,7601148400.0,9174455000.0,4810925600.0
2254.0,6465051600.0,8023065000.0,8646212000.0,4715374000.0
2255.0,6429922000.0,7829660700.0,8395714600.0,4836284400.0
2256.0,6508826000.0,7654957600.0,9347987000.0,4815106000.0
2257.0,6458638000.0,7790569500.0,9002247000.0,4816918000.0
2258.0,6404235000.0,8219540500.0,8699463000.0,4724352000.0
2259.0,6384482300.0,7695869400.0,8799162000.0,4763819500.0
2260.0,6502827500.0,8042449400.0,10380732000.0,4629049000.0
2261.0,6409942500.0,7814418400.0,9042247000.0,4613874700.0
2262.0,6312516600.0,7690811000.0,9741478000.0,4601836500.0
2263.0,6450242600.0,8380598300.0,9035789000.0,4556805600.0
2264.0,6268733000.0,7886919700.0,8824990000.0,4563882000.0
2265.0,6243684000.0,7778347000.0,8722260000.0,4530831400.0
2266.0,6302420500.0,7890258000.0,8942472000.0,4525292000.0
2267.0,6286603300.0,9561745000.0,8793163000.0,4518495700.0
2268.0,6172309500.0,8340335600.0,8847871000.0,4469305000.0
2269.0,6246038000.0,8019198500.0,8717930000.0,4450758000.0
2270.0,6238463000.0,8077879300.0,8879848000.0,4505997300.0
2271.0,6203478500.0,8554346500.0,9271185000.0,4427273700.0
2272.0,6092571000.0,8042910700.0,9172292000.0,4394488300.0
2273.0,6614879700.0,8126188000.0,8857850000.0,4373260300.0
2274.0,6190692000.0,7959210500.0,8890297000.0,4372792300.0
2275.0,6139717000.0,7918251000.0,9008313000.0,4364882400.0
2276.0,6101533000.0,7915423000.0,8838440000.0,4322908000.0
2277.0,6244324000.0,7858987500.0,9634412000.0,4341890000.0
2278.0,6119796700.0,7791010300.0,9120583000.0,4710101500.0
2279.0,6093976600.0,7788710400.0,8878867000.0,4422930000.0
2280.0,6679191600.0,7987118000.0,8778281000.0,4402361300.0
2281.0,6674129000.0,8010028500.0,8815131000.0,4333428000.0
2282.0,6312203300.0,8521107500.0,8789093000.0,5007894000.0
2283.0,6714781000.0,8232048000.0,8736983000.0,4370399000.0
2284.0,6411677700.0,8714580000.0,9204703000.0,4382194700.0
2285.0,6257439000.0,8678919000.0,8812402000.0,4431581700.0
2286.0,6292871700.0,8374009000.0,8656711000.0,4407645700.0
2287.0,6320931000.0,8137716000.0,8620241000.0,4405986300.0
2288.0,6194059300.0,8103649300.0,8640437000.0,4331316700.0
2289.0,6193872000.0,8246264000.0,9075314000.0,4297875000.0
2290.0,6245824500.0,8274409500.0,8821933000.0,4375151000.0
2291.0,6148983300.0,9207512000.0,8779247000.0,4271328800.0
2292.0,6324609000.0,8518067000.0,8596890000.0,4243793700.0
2293.0,6527421400.0,8242219500.0,8538193000.0,4455448000.0
2294.0,7036489000.0,8222707000.0,8531809000.0,4524636700.0
2295.0,6461953000.0,8225869300.0,8465457700.0,4299935000.0
2296.0,6957984000.0,8335110700.0,8442815500.0,4222644700.0
2297.0,6596722000.0,8298517500.0,8370822700.0,4281564200.0
2298.0,6673654300.0,8383303700.0,8386867000.0,4256451300.0
2299.0,6435481600.0,8186694000.0,8457845000.0,4246388700.0
2300.0,6935542300.0,8521691600.0,8231354000.0,4208162600.0
