time,CANESM5,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-CM2,CESM2-WACCM
2039.0,10028156000.0,10091948000.0,11011579000.0,9795778000.0,10938990000.0,10403336000.0
2040.0,10012751000.0,9841640000.0,10826312000.0,9533985000.0,10618000000.0,10222903000.0
2041.0,9779212000.0,9633323000.0,10587355000.0,9196374000.0,10342274000.0,10031884000.0
2042.0,9467864000.0,9395564000.0,10366909000.0,8985222000.0,10063131000.0,9870777000.0
2043.0,9102742000.0,9126743000.0,10132985000.0,8698313000.0,9759412000.0,9699642000.0
2044.0,8847034000.0,8895686000.0,9934700000.0,8398175700.0,9448903000.0,9477324000.0
2045.0,8601061000.0,8652460000.0,9702798000.0,8137727000.0,9158467000.0,9254046000.0
2046.0,8378945000.0,8424761000.0,9494553000.0,7864627000.0,8898789000.0,9066047000.0
2047.0,8017856000.0,8229263000.0,9279260000.0,7596248000.0,8530910700.0,8789229000.0
2048.0,7703874000.0,7938947000.0,9042507000.0,7279293400.0,8181020000.0,8576373000.0
2049.0,7345214000.0,7689073000.0,8810101000.0,7020103700.0,7871387600.0,8406279700.0
2050.0,7051750400.0,7485505500.0,8555381000.0,6835093500.0,7540624400.0,8222384000.0
2051.0,6717031400.0,7232986000.0,8319781400.0,6626112500.0,7188991500.0,8005648400.0
2052.0,6386857500.0,7041236000.0,8090717000.0,6370932700.0,6927773700.0,7766451700.0
2053.0,6065363000.0,6804512300.0,7813422600.0,6119948000.0,6697592000.0,7525487600.0
2054.0,5748143000.0,6597713000.0,7573729000.0,5932395000.0,6477364000.0,7354568000.0
2055.0,5448725500.0,6400432600.0,7373037600.0,5734540000.0,6169566700.0,7198970400.0
2056.0,5225677300.0,6218086400.0,7116260400.0,5503599600.0,5924912600.0,6917048000.0
2057.0,5037456400.0,6000295000.0,6874473000.0,5336492000.0,5706021000.0,6717848600.0
2058.0,4787080000.0,5828349400.0,6615557600.0,5149497000.0,5515092000.0,6545883600.0
2059.0,4613085700.0,5618640000.0,6438150000.0,5134406000.0,5312867300.0,6322256400.0
2060.0,4366230000.0,5481876500.0,6173876000.0,5000788000.0,5052518000.0,6084882000.0
2061.0,4180364500.0,5300521000.0,5999638500.0,4804755500.0,4920869000.0,5838127600.0
2062.0,4012373500.0,5117278700.0,5839961000.0,4663091700.0,4753854500.0,5637348000.0
2063.0,3851542800.0,4980090400.0,5660971000.0,4551492600.0,4605008400.0,5600509400.0
2064.0,3678838000.0,4830606300.0,5420422700.0,4612523500.0,4448794000.0,5369353700.0
2065.0,3499844600.0,4695886000.0,5167095000.0,4318368000.0,4287309600.0,5231469600.0
2066.0,3332663800.0,4584868400.0,4828195000.0,4193615400.0,4119364400.0,5024324600.0
2067.0,3197661700.0,4391734000.0,4412498400.0,4079009000.0,3999358000.0,4832447500.0
2068.0,3071272200.0,4270744800.0,4049106400.0,4004147200.0,3852427000.0,4625418000.0
2069.0,2946071300.0,4137876700.0,3660476700.0,3884572200.0,3803439600.0,4524373000.0
2070.0,2811267000.0,3996333000.0,3465479200.0,3757934300.0,3622825200.0,4359256600.0
2071.0,2644360000.0,3839382300.0,3328102000.0,3683787300.0,3499365000.0,4187050800.0
2072.0,2524120600.0,3697462000.0,3120172300.0,3554854400.0,3373326300.0,4016448500.0
2073.0,2388722400.0,3574103300.0,2842816500.0,3464662800.0,3303852800.0,3865882600.0
2074.0,2273685200.0,3440889300.0,2690849300.0,3345087700.0,3163294700.0,3719307300.0
2075.0,2163087600.0,3330384400.0,2440597200.0,3247510800.0,3037638000.0,3643922000.0
2076.0,2083754000.0,3206330000.0,2595388700.0,3174667500.0,2918113800.0,3506741000.0
2077.0,2026300300.0,3086160600.0,2114012400.0,3069726500.0,2784891000.0,3343991800.0
2078.0,1942673000.0,3001946000.0,1963184500.0,2988889300.0,2686538800.0,3187315500.0
2079.0,1895842800.0,2895857200.0,1819521900.0,2873379600.0,2591026700.0,3043641900.0
2080.0,1828944300.0,2797139500.0,1714855200.0,2777486000.0,2509232600.0,2931802400.0
2081.0,1726413700.0,2686312400.0,1609819100.0,2690546200.0,2406988300.0,2849484800.0
2082.0,1653074800.0,2613724000.0,1454108300.0,2610620400.0,2339104800.0,2750486500.0
2083.0,1580008700.0,2530018300.0,1514724700.0,2525193500.0,2288501000.0,2622951000.0
2084.0,1507418900.0,2430943200.0,1301125600.0,2430998000.0,2206963700.0,2544671700.0
2085.0,1439008600.0,2360693200.0,1193776800.0,2353972000.0,2133774600.0,2454411500.0
2086.0,1383343700.0,2289723600.0,1280746500.0,2283544000.0,2049060600.0,2380572700.0
2087.0,1309182500.0,2236878000.0,1089178500.0,2231660300.0,1986191500.0,2289955300.0
2088.0,1268314600.0,2163103500.0,990592830.0,2159373800.0,1967560400.0,2199486000.0
2089.0,1199805200.0,2072005100.0,925252600.0,2097605800.0,1882965100.0,2127955700.0
2090.0,1133223600.0,2013568900.0,935861060.0,2028053500.0,1821624600.0,2086249000.0
2091.0,1089592700.0,1943270300.0,812359600.0,1977817100.0,1774869900.0,1991837400.0
2092.0,1036512800.0,1875289200.0,777246200.0,1943137700.0,1723705200.0,1930505600.0
2093.0,1009146100.0,1824042200.0,738029900.0,1889274100.0,1628922600.0,1821229300.0
2094.0,937981060.0,1770416400.0,704471040.0,1851658500.0,1597317500.0,1759719600.0
2095.0,875162800.0,1715946900.0,662256400.0,1811904300.0,1560872400.0,1688140000.0
2096.0,849075460.0,1677796900.0,624820160.0,1787783200.0,1500348900.0,1617618600.0
2097.0,812732300.0,1628118400.0,590777000.0,1741902800.0,1436809500.0,1563040800.0
2098.0,781732400.0,1590212500.0,785564800.0,1688844400.0,1369293300.0,1518363900.0
2099.0,754507260.0,1558122800.0,554747500.0,1640479000.0,1337070200.0,1458211700.0
2100.0,715825200.0,1521646100.0,519865900.0,1589683200.0,1330322800.0,1415444500.0
2101.0,690900540.0,1470487400.0,495594900.0,1548877200.0,1274919200.0,1368602600.0
2102.0,664103550.0,1427308500.0,469397980.0,1513638400.0,1223232100.0,1309391700.0
2103.0,626379600.0,1389168500.0,443674780.0,1479817300.0,1189584100.0,1230054100.0
2104.0,601151170.0,1366849200.0,426598430.0,1436896000.0,1133716600.0,1189200100.0
2105.0,573877440.0,1340382200.0,407712130.0,1384627200.0,1077837300.0,1148417800.0
2106.0,548648800.0,1318791400.0,368527600.0,1337643100.0,1036911170.0,1123914800.0
2107.0,532175870.0,1287518200.0,347628500.0,1298339300.0,988395000.0,1084426500.0
2108.0,513740400.0,1251026200.0,328166560.0,1251783200.0,929325800.0,1052875260.0
2109.0,482433660.0,1232374300.0,309187400.0,1204923000.0,902836030.0,1030662300.0
2110.0,609285760.0,1211956500.0,289963840.0,1174121100.0,853652540.0,988536300.0
2111.0,454833200.0,1188113200.0,274242750.0,1129020700.0,824868600.0,959703100.0
2112.0,402292540.0,1149674200.0,260713360.0,1084173200.0,795486000.0,938626240.0
2113.0,511679330.0,1111177000.0,245740930.0,1049037300.0,755884160.0,910729340.0
2114.0,468163520.0,1082054400.0,233954660.0,1025214500.0,716155650.0,877273660.0
2115.0,396591040.0,1066523650.0,213873070.0,994776770.0,695227200.0,848337150.0
2116.0,382945760.0,1032152900.0,199549150.0,964934850.0,657739140.0,833019700.0
2117.0,380868930.0,1006218240.0,200283420.0,958449800.0,640129540.0,819837250.0
2118.0,346748320.0,988800700.0,183575460.0,931021400.0,638055740.0,799235460.0
2119.0,324482900.0,959706240.0,167160800.0,900522200.0,604866940.0,768397500.0
2120.0,311097920.0,926362940.0,149598980.0,882980600.0,581442900.0,741517630.0
2121.0,311600000.0,901701060.0,146880720.0,895104960.0,567003700.0,706791200.0
2122.0,286846660.0,873921100.0,132364936.0,870972800.0,533391100.0,691687300.0
2123.0,281147700.0,854772700.0,123376070.0,907909500.0,508582750.0,672167100.0
2124.0,285458560.0,830148030.0,114570264.0,859485300.0,495600300.0,653906370.0
2125.0,259266370.0,807185340.0,109899870.0,838894200.0,517119300.0,639326900.0
2126.0,248108910.0,779559550.0,109193490.0,823344200.0,487326180.0,602070460.0
2127.0,245558860.0,759061400.0,115991150.0,797648800.0,471947230.0,590026000.0
2128.0,242823860.0,749828600.0,101636310.0,771871600.0,462177660.0,566931200.0
2129.0,239568370.0,732742800.0,97036910.0,755228800.0,448579040.0,549035500.0
2130.0,230125950.0,713487360.0,94102330.0,740546560.0,453554700.0,544359740.0
2131.0,220731150.0,701900740.0,87977660.0,717223230.0,433137820.0,533503070.0
2132.0,211969280.0,683486800.0,86668080.0,703958460.0,424943800.0,509281860.0
2133.0,282372930.0,665065300.0,80892160.0,679744300.0,409209380.0,492663000.0
2134.0,230441010.0,650367800.0,76670290.0,672744600.0,389504640.0,493680930.0
2135.0,214821630.0,641809150.0,73960456.0,662564860.0,375738800.0,478021980.0
2136.0,205140590.0,632714100.0,69063470.0,643946560.0,357804450.0,466457570.0
2137.0,192556780.0,622145200.0,65773452.0,628539400.0,346077920.0,469513020.0
2138.0,182736600.0,610032100.0,63008624.0,619297200.0,348110900.0,450940540.0
2139.0,177129890.0,596393660.0,61869420.0,600647300.0,345518080.0,436907870.0
2140.0,171885540.0,585374500.0,59007976.0,591581300.0,404188930.0,428770400.0
2141.0,163026420.0,580157900.0,57545640.0,570761600.0,363446560.0,414777820.0
2142.0,152569140.0,570112900.0,57211788.0,550906750.0,348708480.0,407873700.0
2143.0,151511200.0,554322400.0,54374030.0,537499000.0,332927000.0,397509020.0
2144.0,142762420.0,546841300.0,51334200.0,520514460.0,318165100.0,385858720.0
2145.0,135616220.0,535447680.0,48268084.0,518169630.0,300775780.0,379279400.0
2146.0,129498110.0,521905630.0,44014884.0,510434500.0,287135100.0,376949600.0
2147.0,120188010.0,520210700.0,46665056.0,488364930.0,277416580.0,366369400.0
2148.0,115408664.0,507238500.0,46953756.0,484555550.0,259297260.0,346112320.0
2149.0,107971360.0,494760770.0,43880770.0,474523680.0,252451230.0,344107200.0
2150.0,101949990.0,487085500.0,40262796.0,455782750.0,242273460.0,334199680.0
2151.0,96532970.0,479360860.0,37880444.0,451383460.0,232015800.0,329840160.0
2152.0,92285976.0,468658940.0,36349228.0,453198200.0,240683220.0,323826900.0
2153.0,86253150.0,470613980.0,35620016.0,438934400.0,230304140.0,315816640.0
2154.0,86251380.0,466490940.0,33466734.0,438645860.0,214603470.0,307841820.0
2155.0,84428650.0,455606530.0,31954804.0,428398850.0,209474560.0,304498780.0
2156.0,81349450.0,441796500.0,31413082.0,421231800.0,210880770.0,294301730.0
2157.0,77551030.0,441311580.0,34334984.0,430043400.0,199193400.0,289682400.0
2158.0,76925190.0,431897400.0,30248086.0,420631400.0,190931420.0,290561150.0
2159.0,84511370.0,429223680.0,27909532.0,409823800.0,190519300.0,282359420.0
2160.0,71076410.0,420782560.0,27788070.0,407336450.0,179723300.0,267329820.0
2161.0,68408060.0,416481150.0,27307286.0,407022850.0,178558900.0,263614500.0
2162.0,66042196.0,413890800.0,25959024.0,390330300.0,174243260.0,258034200.0
2163.0,64651980.0,408813220.0,25967266.0,389712160.0,170600180.0,255038000.0
2164.0,64217000.0,399660220.0,25963330.0,388733150.0,167626260.0,250904540.0
2165.0,60021280.0,391874020.0,25344532.0,382789570.0,157033900.0,242471710.0
2166.0,58645940.0,386650700.0,23715900.0,366978270.0,153993950.0,236309090.0
2167.0,58073788.0,381939070.0,22736166.0,362996300.0,149888080.0,223214030.0
2168.0,62495576.0,381264300.0,21941290.0,361203230.0,143103460.0,217141280.0
2169.0,56527296.0,369495360.0,21821102.0,355173280.0,140767280.0,210780300.0
2170.0,60009120.0,367064800.0,21778230.0,351554600.0,137331170.0,209388900.0
2171.0,50598090.0,361512300.0,20855048.0,342192640.0,141265090.0,206579900.0
2172.0,47657590.0,359165440.0,19330840.0,339064220.0,134422930.0,201453040.0
2173.0,50003244.0,351657400.0,18505516.0,367193600.0,129510480.0,196552270.0
2174.0,53901276.0,339798400.0,15672216.0,346818700.0,125095220.0,197410080.0
2175.0,47408296.0,336579520.0,15542573.0,338452770.0,123541200.0,193990300.0
2176.0,41633810.0,328999070.0,13997032.0,333167900.0,121859780.0,187630370.0
2177.0,37549004.0,324180540.0,17011158.0,335633700.0,120606504.0,183214910.0
2178.0,39127396.0,315354720.0,12324101.0,325032540.0,126506850.0,178732720.0
2179.0,38338190.0,304178080.0,11596273.0,326672260.0,119249144.0,176237120.0
2180.0,36887996.0,302643940.0,10763390.0,318472500.0,113931304.0,171545550.0
2181.0,36826144.0,299328220.0,10763469.0,313174500.0,110348184.0,168654400.0
2182.0,35909732.0,296963520.0,10276284.0,307837250.0,106645400.0,166378140.0
2183.0,45352950.0,290561540.0,10234311.0,304726880.0,102796790.0,161588910.0
2184.0,40495220.0,291440220.0,9656616.0,324716400.0,99848120.0,156907580.0
2185.0,37845444.0,287892500.0,9264590.0,310609570.0,97094790.0,158438800.0
2186.0,36649308.0,289478750.0,9079615.0,301331800.0,93840856.0,156543420.0
2187.0,38199640.0,287444700.0,8953337.0,293891230.0,87334060.0,155759700.0
2188.0,34882508.0,286054240.0,9143515.0,295996300.0,115007640.0,154088670.0
2189.0,38581440.0,279329100.0,8156017.5,295989540.0,92322250.0,152498910.0
2190.0,41075100.0,277955700.0,7638292.5,291133860.0,89620920.0,149362670.0
2191.0,41008784.0,264418800.0,7662454.5,287146980.0,88664700.0,149147380.0
2192.0,35661950.0,262473710.0,7698361.0,275927170.0,88984760.0,147553490.0
2193.0,31688438.0,254242580.0,7899377.0,282330560.0,84501310.0,144506380.0
2194.0,29068776.0,253870320.0,6724263.0,277313660.0,84237260.0,140925310.0
2195.0,27825868.0,260685360.0,5803867.0,283012380.0,83014380.0,142779090.0
2196.0,28587602.0,256357980.0,6236649.0,274379360.0,81722696.0,141062190.0
2197.0,29258540.0,250064540.0,6090614.0,265879630.0,80112630.0,138824980.0
2198.0,29897032.0,244503630.0,6312181.0,253240620.0,81071704.0,137092780.0
2199.0,27534342.0,242523250.0,5706681.5,251670140.0,78356710.0,137364080.0
2200.0,23370150.0,237130850.0,5694415.0,244507980.0,73903290.0,134156680.0
2201.0,22698898.0,243222320.0,5468611.5,244138020.0,72407880.0,134790420.0
2202.0,22458208.0,241883360.0,7526849.5,237714640.0,71811380.0,132674584.0
2203.0,20711452.0,243662850.0,6839395.0,231733940.0,70606630.0,134062810.0
2204.0,21298570.0,237441390.0,5559027.5,226741090.0,68238936.0,138235740.0
2205.0,21417004.0,235589000.0,5467738.0,221040220.0,67190936.0,135114240.0
2206.0,19424180.0,232872210.0,5456727.0,219624290.0,64220852.0,129306250.0
2207.0,21113032.0,233442900.0,5422398.5,216369330.0,60258084.0,128550010.0
2208.0,18175254.0,227877820.0,5214093.5,210527840.0,65257760.0,124963960.0
2209.0,16972744.0,231935760.0,5267533.0,210478880.0,65378290.0,122822470.0
2210.0,18762092.0,231758290.0,4835804.5,210899870.0,64420344.0,121928910.0
2211.0,19319108.0,232984980.0,4839845.5,209926380.0,66483664.0,119887760.0
2212.0,18890024.0,227739180.0,4830623.0,212823060.0,66151892.0,119116230.0
2213.0,17465100.0,224345570.0,4397414.0,217232600.0,64906370.0,118361840.0
2214.0,17050698.0,217540060.0,4395699.0,208871740.0,67553944.0,114391150.0
2215.0,16661868.0,217344050.0,4061494.2,206428180.0,65282108.0,115079736.0
2216.0,15696452.0,216248100.0,4043090.2,206411900.0,62744190.0,110214480.0
2217.0,13857370.0,215381500.0,3992746.0,207173260.0,70415980.0,109000830.0
2218.0,13548211.0,213275970.0,4016185.0,200625780.0,66254256.0,107826150.0
2219.0,14079362.0,209590380.0,3805077.8,197997890.0,76929150.0,106234840.0
2220.0,13536845.0,203456910.0,3774036.8,200413810.0,76620090.0,105831460.0
2221.0,13294586.0,204254740.0,3608385.5,197938820.0,75166720.0,104361896.0
2222.0,13293382.0,202684620.0,3570338.0,200426350.0,75804360.0,105304856.0
2223.0,13562128.0,199349740.0,3465120.8,202052600.0,73944710.0,104512260.0
2224.0,13773514.0,199666620.0,3460055.8,197751140.0,73783470.0,104222744.0
2225.0,13132822.0,195578690.0,3439689.2,196736260.0,71985710.0,103692984.0
2226.0,12918154.0,194022140.0,3627898.2,205186220.0,70939610.0,102398160.0
2227.0,11898839.0,189046910.0,3370931.8,195946080.0,70148640.0,100024570.0
2228.0,11947388.0,194933980.0,2963025.8,197776770.0,63746948.0,102845100.0
2229.0,15983814.0,194655250.0,2805597.8,193472940.0,59893410.0,99552520.0
2230.0,13242810.0,195176300.0,2807651.8,190916380.0,58564270.0,101360150.0
2231.0,12510814.0,189858460.0,2824769.2,201744340.0,58033624.0,98599130.0
2232.0,11073127.0,187074270.0,1984220.0,193992350.0,56602096.0,98128104.0
2233.0,10855916.0,183676060.0,1975312.2,203492400.0,55477820.0,97059630.0
2234.0,9465150.0,180189390.0,1776851.2,201987500.0,54799212.0,97107740.0
2235.0,9037383.0,172512300.0,2066929.2,194130050.0,53832030.0,96732970.0
2236.0,9044813.0,174364140.0,2075329.2,189019970.0,53123304.0,93914136.0
2237.0,8941483.0,175510480.0,1812315.6,190519120.0,52039652.0,93574360.0
2238.0,8681152.0,171838060.0,2128376.5,189071180.0,51443284.0,91121710.0
2239.0,8737548.0,169618990.0,3046456.2,190750600.0,50686784.0,89653120.0
2240.0,10550045.0,169033420.0,3101975.8,182072530.0,50284310.0,88281020.0
2241.0,10553586.0,162965810.0,2934155.5,186972200.0,48287788.0,87382090.0
2242.0,10088006.0,161097600.0,2260364.5,195890750.0,48244844.0,86322300.0
2243.0,10102060.0,161110800.0,2256034.5,199602830.0,47805200.0,85830090.0
2244.0,8236803.5,164323900.0,2772285.2,189579870.0,51272252.0,85482740.0
2245.0,8106183.0,164399070.0,2775188.8,193016750.0,48023332.0,86403860.0
2246.0,8015788.0,162006460.0,2141662.5,191132160.0,47754420.0,84734620.0
2247.0,7746825.0,159111950.0,2128709.2,186411650.0,46107028.0,83682570.0
2248.0,7323755.0,153562240.0,2255175.2,203261680.0,45662870.0,83690210.0
2249.0,7188756.0,153813260.0,1995661.2,189409630.0,43239724.0,83218420.0
2250.0,7193400.5,153659090.0,2384969.8,190168670.0,46021252.0,82796936.0
2251.0,7166472.5,151748240.0,1872209.0,189885170.0,44609052.0,82332664.0
2252.0,7142840.0,144919620.0,1869223.5,186543600.0,43568736.0,82348860.0
2253.0,7160483.5,144170530.0,1911004.0,186568750.0,43499380.0,80390590.0
2254.0,7527517.0,145557300.0,1852870.2,182006820.0,46097440.0,80461240.0
2255.0,7858401.0,143098930.0,1851763.0,185503550.0,45664924.0,80292850.0
2256.0,7837742.0,138663170.0,1762789.6,180145250.0,45530720.0,82225250.0
2257.0,7112004.5,133278900.0,1736523.2,179965660.0,45459196.0,81046750.0
2258.0,7131662.5,133298610.0,1738137.4,179843860.0,44061092.0,80544410.0
2259.0,7029341.0,134534460.0,1858318.9,184078910.0,43662770.0,79291780.0
2260.0,7006285.0,136397810.0,2375632.5,195166350.0,40516816.0,79239350.0
2261.0,7005424.0,138431580.0,1845869.4,197047630.0,40990280.0,79401540.0
2262.0,6916799.5,142932580.0,1740176.2,191597710.0,44029650.0,79615570.0
2263.0,6756127.0,137037150.0,1740401.0,187683040.0,43995252.0,80096344.0
2264.0,6756034.5,143139540.0,1779560.4,186047710.0,43519412.0,78583140.0
2265.0,6652033.0,145133020.0,1733778.8,178954540.0,43486084.0,78372170.0
2266.0,6637816.0,143205840.0,1736537.6,192298270.0,40286630.0,78041380.0
2267.0,6605281.5,146053360.0,1863347.8,198738370.0,37664548.0,76763064.0
2268.0,4985707.0,144056220.0,1741570.4,196993140.0,43709380.0,72200400.0
2269.0,5002446.0,142467630.0,1734200.6,193650350.0,44879500.0,70937820.0
2270.0,6652344.0,139081950.0,1723301.1,198658800.0,42559410.0,72687620.0
2271.0,6783086.0,134726190.0,1718126.5,199110780.0,42658436.0,73604536.0
2272.0,6688949.0,133093140.0,1706547.5,191372290.0,42063172.0,73578664.0
2273.0,5205827.0,138086670.0,1712168.2,182047600.0,43259170.0,71381410.0
2274.0,4861972.5,136896130.0,1826342.5,182297260.0,40786860.0,71671410.0
2275.0,4862863.0,138415700.0,1641285.9,180546430.0,37794500.0,73820370.0
2276.0,4866622.5,134617140.0,1539912.0,191546240.0,41145468.0,75533210.0
2277.0,6133165.0,139102750.0,1350581.6,190613440.0,42499584.0,71804540.0
2278.0,5826637.0,136968510.0,1353782.2,181842190.0,43419572.0,70993256.0
2279.0,4865765.0,141807800.0,1344943.6,179997040.0,37314572.0,76795110.0
2280.0,4995791.0,133548664.0,1349423.4,180003330.0,37326160.0,76870880.0
2281.0,5023459.0,130807880.0,1345047.8,177042770.0,44395416.0,74354490.0
2282.0,5370127.0,127698180.0,1341766.0,180559440.0,43233188.0,76469930.0
2283.0,5305979.0,124577190.0,1347504.4,186665140.0,46248196.0,77300744.0
2284.0,5255072.5,128715520.0,1424016.4,181979790.0,46231948.0,74541600.0
2285.0,5230866.0,127979730.0,1422356.2,181857280.0,47466960.0,75052580.0
2286.0,5265679.0,135568740.0,1347570.6,184396350.0,48213456.0,72055910.0
2287.0,6708049.0,135077710.0,1513751.0,188354820.0,49795564.0,71293016.0
2288.0,5067329.5,128449650.0,1514894.5,195370910.0,46724076.0,71208824.0
2289.0,4809777.0,123747400.0,1342026.8,191388200.0,46064108.0,72361730.0
2290.0,4808709.5,121914780.0,1342356.0,185044770.0,45821188.0,73771520.0
2291.0,6432002.0,120768090.0,1428228.1,179458830.0,45852012.0,74171620.0
2292.0,6406753.0,119922456.0,1626418.0,205139360.0,50352716.0,70849656.0
2293.0,4402076.5,119187910.0,1713888.1,189967570.0,50193948.0,72694620.0
2294.0,4436075.0,117593170.0,1352034.1,181824620.0,48325948.0,70396610.0
2295.0,6137472.0,127258270.0,1342525.6,178756270.0,47925144.0,71446830.0
2296.0,6121176.0,130192480.0,1246102.6,181618980.0,50311240.0,70421096.0
2297.0,6018887.0,132330744.0,1244045.1,180546100.0,46800268.0,74987810.0
2298.0,6001124.0,132705210.0,1235942.9,176883790.0,46274070.0,72110790.0
2299.0,6082158.5,133873280.0,1234996.9,173320750.0,46485050.0,76721660.0
2300.0,6052068.0,137229800.0,1313362.1,172575300.0,45361390.0,71737170.0
