time,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,CNRM-CM6-1,EC-EARTH3,TAIESM1,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,IITM-ESM
2027.0,32989948000.0,33062961000.0,32586174000.0,32229460000.0,33190429000.0,32125223000.0,33084406000.0,33212275000.0,33805201000.0,33447688000.0,33641558000.0,32901399000.0,32968310000.0,33690792000.0
2028.0,32840806000.0,32879444000.0,32376496000.0,31992895000.0,32853373000.0,31694115000.0,32983058000.0,32995810000.0,33040060000.0,33311658000.0,35553350000.0,32704123000.0,32806615000.0,33456454000.0
2029.0,32707211000.0,32665991000.0,32684632000.0,31711293000.0,32740344000.0,31351034000.0,32991216000.0,32821613000.0,33210657000.0,33175665000.0,35057890000.0,32528466000.0,32722713000.0,33435054000.0
2030.0,32597300000.0,32533530000.0,31950270000.0,31273976000.0,33010246000.0,30949010000.0,32690692000.0,32705933000.0,33481925000.0,33076550000.0,33545202000.0,32665987000.0,32572710000.0,33402310000.0
2031.0,33209510000.0,32356549000.0,31734139000.0,31141007000.0,32678690000.0,30446320000.0,32508824000.0,32540486000.0,33206995000.0,32952187000.0,33353296000.0,32364364000.0,32494217000.0,33340370000.0
2032.0,32419080000.0,33333217000.0,31536350000.0,31223998000.0,32553085000.0,29894367000.0,32412041000.0,32362779000.0,32709814000.0,32849768000.0,33071770000.0,32257716000.0,32236749000.0,34978720000.0
2033.0,32442186000.0,32290950000.0,31187830000.0,30685518000.0,32422500000.0,29411463000.0,32149970000.0,32310288000.0,32308800000.0,32749300000.0,32756797000.0,32001990000.0,32588517000.0,33981380000.0
2034.0,32463796000.0,32104915000.0,30853403000.0,30352144000.0,32051898000.0,29206469000.0,31984017000.0,32132858000.0,32085668000.0,32720190000.0,32701188000.0,31992492000.0,32093936000.0,33603224000.0
2035.0,32107473000.0,31992201000.0,30599230000.0,29909795000.0,31881484000.0,28464894000.0,31914370000.0,31792120000.0,31767984000.0,32742035000.0,32679158000.0,31725892000.0,32074238000.0,33480833000.0
2036.0,31861211000.0,31750960000.0,30331728000.0,29379267000.0,31680606000.0,27946590000.0,31480764000.0,31430926000.0,31490814000.0,35237057000.0,32402424000.0,31329560000.0,31793482000.0,33231362000.0
2037.0,31922727000.0,31496856000.0,29971500000.0,29304304000.0,31501357000.0,27469183000.0,31273314000.0,31674450000.0,31395815000.0,33077721000.0,32419766000.0,31212218000.0,32343710000.0,33455913000.0
2038.0,31941325000.0,31692558000.0,29651145000.0,28395246000.0,31266963000.0,27009688000.0,31214210000.0,31116265000.0,31784495000.0,32593682000.0,32058284000.0,30879492000.0,31593073000.0,33305858000.0
2039.0,31554114000.0,31374803000.0,29187357000.0,28141476000.0,31025314000.0,26367937000.0,30874868000.0,31455980000.0,30868990000.0,32354433000.0,31811607000.0,31021531000.0,31608984000.0,33188202000.0
2040.0,31313107000.0,31158333000.0,28815006000.0,27501881000.0,30859473000.0,25621162000.0,30504225000.0,30702754000.0,30569170000.0,32317960000.0,31586955000.0,30294626000.0,31221686000.0,33229540000.0
2041.0,31337775000.0,31017007000.0,28334168000.0,26963988000.0,31487244000.0,25102776000.0,30325280000.0,30563540000.0,30395930000.0,33202133000.0,31366394000.0,29912084000.0,30956374000.0,33850284000.0
2042.0,34064826000.0,30930348000.0,27890188000.0,26444165000.0,31275837000.0,24366754000.0,29946378000.0,30705850000.0,30573930000.0,32486898000.0,31909830000.0,29707071000.0,31774130000.0,33238980000.0
2043.0,32738122000.0,31271916000.0,27521268000.0,25860678000.0,30430660000.0,23686494000.0,29657846000.0,30090482000.0,30696024000.0,32074764000.0,31022385000.0,32886786000.0,30584461000.0,33114139000.0
2044.0,31690699000.0,30996842000.0,27496585000.0,25318463000.0,30164349000.0,23324357000.0,29439885000.0,29972406000.0,29953204000.0,31963277000.0,30545640000.0,31292238000.0,30411602000.0,33008710000.0
2045.0,31557695000.0,30948057000.0,26998647000.0,24604105000.0,29899459000.0,22707835000.0,29257116000.0,29561807000.0,29540330000.0,32130690000.0,30183537000.0,29751100000.0,30435508000.0,32854434000.0
2046.0,30929721000.0,30093156000.0,26463173000.0,24089827000.0,29541851000.0,21914864000.0,28878764000.0,29544378000.0,29165074000.0,32009114000.0,30527312000.0,29285097000.0,29920320000.0,32676336000.0
2047.0,30409202000.0,30089382000.0,26310371000.0,23681452000.0,29329338000.0,21396770000.0,28328880000.0,29197138000.0,32206447000.0,32378415000.0,29801148000.0,28823046000.0,29827566000.0,33562655000.0
2048.0,30216204000.0,29610498000.0,25894298000.0,23153428000.0,29288540000.0,20791165000.0,28028254000.0,28957180000.0,29729878000.0,31510350000.0,29947620000.0,28558459000.0,29488652000.0,32881240000.0
2049.0,30260797000.0,29329280000.0,25319467000.0,22686260000.0,28847970000.0,20115700000.0,28378962000.0,28626672000.0,28783772000.0,31292320000.0,29594730000.0,28287502000.0,29275578000.0,32790684000.0
2050.0,31043130000.0,29086235000.0,24816732000.0,22871196000.0,28827857000.0,19961147000.0,27450212000.0,28220338000.0,28414329000.0,31149881000.0,30314410000.0,27975442000.0,29235743000.0,32796004000.0
2051.0,29642050000.0,28818790000.0,24364399000.0,22078233000.0,28266742000.0,19728806000.0,27078600000.0,27819045000.0,29948203000.0,30985650000.0,29183304000.0,27670112000.0,29361146000.0,32497928000.0
2052.0,29438652000.0,28739684000.0,24481692000.0,21682830000.0,27977742000.0,19368542000.0,26860818000.0,28196819000.0,28421761000.0,31133583000.0,28884513000.0,27319980000.0,28896274000.0,32362900000.0
2053.0,29680896000.0,28437813000.0,23772434000.0,21420530000.0,27757664000.0,18685815000.0,26468346000.0,27471137000.0,27432094000.0,30822935000.0,28505424000.0,26947238000.0,28546073000.0,32237610000.0
2054.0,28906602000.0,28267835000.0,23468634000.0,20950424000.0,27563274000.0,18072410000.0,26410860000.0,27374060000.0,26887873000.0,31199257000.0,27987778000.0,26853233000.0,28292893000.0,32141947000.0
2055.0,28591854000.0,28306326000.0,23033480000.0,20519293000.0,27281074000.0,17705760000.0,25933912000.0,27036330000.0,26716324000.0,30416374000.0,27658598000.0,26399562000.0,28115510000.0,33095220000.0
2056.0,28487602000.0,27842200000.0,22679920000.0,20192119000.0,27060652000.0,17218677000.0,25674275000.0,27807853000.0,26374377000.0,30407098000.0,28438876000.0,26334904000.0,27917795000.0,31985777000.0
2057.0,28311632000.0,27842849000.0,22397899000.0,19889285000.0,26627977000.0,16763837000.0,25149030000.0,26695209000.0,26286942000.0,30232705000.0,27741276000.0,26049747000.0,27523600000.0,31888122000.0
2058.0,27970920000.0,27502340000.0,21904368000.0,20097944000.0,26301964000.0,16635439000.0,24823302000.0,26153945000.0,25800927000.0,30016025000.0,27182522000.0,25689320000.0,27350411000.0,31853259000.0
2059.0,27696978000.0,27206777000.0,21774710000.0,19347825000.0,26372878000.0,16041116000.0,24675530000.0,27926039000.0,25547635000.0,29679874000.0,26870774000.0,26020016000.0,27021793000.0,32487578000.0
2060.0,28089793000.0,27071437000.0,21670350000.0,18956546000.0,26304539000.0,15696196000.0,29251650000.0,26160912000.0,25204550000.0,30998133000.0,26518870000.0,25257690000.0,26540358000.0,31965794000.0
2061.0,27212118000.0,26750956000.0,20906172000.0,19319460000.0,26225605000.0,15287683000.0,24936670000.0,25450365000.0,24927044000.0,29565530000.0,26222445000.0,24927246000.0,26360146000.0,32008151000.0
2062.0,27222493000.0,26456232000.0,20342570000.0,18720872000.0,25548163000.0,14918050000.0,24276845000.0,25222439000.0,26160144000.0,29173977000.0,26028263000.0,27544754000.0,26145466000.0,31542868000.0
2063.0,26660880000.0,26335588000.0,19956945000.0,18217998000.0,25182839000.0,14425535000.0,24000911000.0,24995375000.0,24639201000.0,28996315000.0,25495347000.0,24942838000.0,25828057000.0,31425098000.0
2064.0,26427367000.0,26163579000.0,20122440000.0,17886216000.0,25065988000.0,14238422000.0,23516248000.0,24516841000.0,24140415000.0,29153251000.0,25098543000.0,24603290000.0,26090203000.0,31246813000.0
2065.0,26237309000.0,26043892000.0,19416785000.0,17618903000.0,26704701000.0,15325901000.0,23272507000.0,24819337000.0,23574614000.0,28949350000.0,24889940000.0,24400785000.0,25663711000.0,31371457000.0
2066.0,25842006000.0,25955971000.0,19757566000.0,17423542000.0,24761266000.0,14698728000.0,23208253000.0,24039730000.0,23105389000.0,28778330000.0,24505460000.0,24360340000.0,25871383000.0,31651084000.0
2067.0,25579807000.0,25524853000.0,19868432000.0,17230023000.0,24340167000.0,13835319000.0,22723074000.0,23697002000.0,22601794000.0,29109266000.0,24809535000.0,23889699000.0,25109246000.0,31052597000.0
2068.0,25912082000.0,25300310000.0,18780955000.0,16937528000.0,24215409000.0,13857311000.0,22243492000.0,23502746000.0,22675945000.0,28588186000.0,24184350000.0,24344410000.0,25098540000.0,30977400000.0
2069.0,25359407000.0,25010870000.0,18528813000.0,16739015000.0,23790391000.0,13228432000.0,22328918000.0,23722172000.0,21959600000.0,29453236000.0,23777616000.0,25776603000.0,25203860000.0,31062810000.0
2070.0,24911710000.0,25024487000.0,18604233000.0,16783324000.0,23718461000.0,12956013000.0,22078913000.0,23682247000.0,21338982000.0,28595659000.0,23511556000.0,23902294000.0,24782285000.0,30743560000.0
2071.0,24641448000.0,24689412000.0,18450835000.0,18203822000.0,23655432000.0,12935245000.0,21589303000.0,23442401000.0,20895814000.0,28195133000.0,23180573000.0,23441844000.0,24325175000.0,30709551000.0
2072.0,24303065000.0,25035336000.0,17822760000.0,16357254000.0,23214897000.0,12529396000.0,21123404000.0,22785217000.0,20644067000.0,28411707000.0,22955465000.0,23883528000.0,24070896000.0,30836600000.0
2073.0,24142567000.0,24335548000.0,17427182000.0,15988956000.0,22959895000.0,12175230000.0,20878348000.0,22499527000.0,20274354000.0,28550314000.0,23695444000.0,23192840000.0,25528087000.0,30514708000.0
2074.0,23651557000.0,24283855000.0,17093449000.0,15927070000.0,22746493000.0,11942250000.0,22814986000.0,22215682000.0,20110164000.0,28030818000.0,22702854000.0,23188080000.0,23764838000.0,30587427000.0
2075.0,23644891000.0,23939305000.0,16826805000.0,16521605000.0,22998338000.0,13454454000.0,20747467000.0,21987187000.0,19696850000.0,28802017000.0,22404745000.0,22744041000.0,23586185000.0,30378883000.0
2076.0,23192984000.0,23739791000.0,16738425000.0,15530115000.0,22303600000.0,11999711000.0,20165360000.0,21721608000.0,19405404000.0,27727673000.0,22606277000.0,22388038000.0,23297307000.0,30356759000.0
2077.0,24546738000.0,23559705000.0,16352785000.0,15387141000.0,22029950000.0,11547636000.0,19797969000.0,21627095000.0,20169036000.0,27624760000.0,22032560000.0,22260519000.0,23386718000.0,30257644000.0
2078.0,26496627000.0,23434932000.0,16120813000.0,15185249000.0,21770846000.0,11224520000.0,20431434000.0,21317167000.0,24799240000.0,27361982000.0,21721330000.0,22006993000.0,23101313000.0,30024501000.0
2079.0,27190866000.0,23173394000.0,15880684000.0,14981121000.0,21766156000.0,11676959000.0,19576838000.0,21081594000.0,21767950000.0,27781247000.0,22258727000.0,22330446000.0,22792298000.0,29987480000.0
2080.0,24482447000.0,23413797000.0,15587553000.0,14743428000.0,21615084000.0,11498396000.0,19145236000.0,21017580000.0,20576401000.0,27276747000.0,21293527000.0,21730232000.0,23131419000.0,30050828000.0
2081.0,28797843000.0,22753704000.0,15341087000.0,14588121000.0,22292838000.0,10805038000.0,20396430000.0,20758020000.0,18898534000.0,26965584000.0,21614820000.0,22270956000.0,22457995000.0,29732135000.0
2082.0,24541727000.0,23923230000.0,15247540000.0,15000875000.0,23190366000.0,10599776000.0,22317386000.0,20478180000.0,18316354000.0,26894200000.0,20898333000.0,21348055000.0,22223102000.0,29526145000.0
2083.0,23976710000.0,22814507000.0,14964533000.0,14373066000.0,21442783000.0,12833945000.0,19131972000.0,20261790000.0,18561892000.0,26635805000.0,21222863000.0,21162426000.0,21973582000.0,29497778000.0
2084.0,23171176000.0,22357459000.0,14819795000.0,14063919000.0,21021426000.0,12699174000.0,18718386000.0,22044540000.0,18077774000.0,26508591000.0,20587831000.0,21259848000.0,23038296000.0,29510924000.0
2085.0,22307185000.0,22086068000.0,14651603000.0,14444174000.0,20753267000.0,10478646000.0,18809115000.0,20164110000.0,17788586000.0,26378306000.0,21629112000.0,23051375000.0,22025230000.0,29515130000.0
2086.0,22089170000.0,22375207000.0,14550949000.0,14738830000.0,21133652000.0,10098833000.0,18597294000.0,19925721000.0,18249490000.0,27789840000.0,21810893000.0,22096150000.0,21978500000.0,30287790000.0
2087.0,21798460000.0,21920936000.0,14679094000.0,14718579000.0,21048973000.0,9988334000.0,18117300000.0,19647277000.0,20399907000.0,26679804000.0,20209828000.0,21348880000.0,21698770000.0,29904378000.0
2088.0,22943090000.0,21974766000.0,14107784000.0,13823740000.0,20529000000.0,9936039000.0,17812355000.0,19699874000.0,17777463000.0,26385496000.0,20450880000.0,20815536000.0,21519575000.0,29566798000.0
2089.0,22702969000.0,21514088000.0,13820544000.0,13761501000.0,20212255000.0,13805713000.0,17752836000.0,19448246000.0,17181118000.0,26053077000.0,19752882000.0,20800635000.0,21191516000.0,29593424000.0
2090.0,23246270000.0,21326180000.0,13752875000.0,13893695000.0,19990970000.0,11696463000.0,17455155000.0,19300106000.0,17033723000.0,26534800000.0,19464743000.0,22150973000.0,21971524000.0,29466845000.0
2091.0,21974827000.0,21366788000.0,13473882000.0,13434053000.0,19741501000.0,10456238000.0,17302438000.0,20565189000.0,16730434000.0,27086744000.0,19445019000.0,21447864000.0,20894771000.0,29503470000.0
2092.0,21227426000.0,20993094000.0,13263387000.0,13335386000.0,20336490000.0,10108677000.0,18196430000.0,18854502000.0,16450010000.0,25832415000.0,19074763000.0,22637167000.0,21417810000.0,30988341000.0
2093.0,21474339000.0,20791044000.0,13640075000.0,13168807000.0,19578665000.0,9657499000.0,17333604000.0,18712648000.0,16487742000.0,25731484000.0,19687703000.0,20483404000.0,21186824000.0,30676433000.0
2094.0,21114100000.0,20568148000.0,13214090000.0,14158267000.0,19342858000.0,9392797000.0,16979683000.0,18779103000.0,17611926000.0,25537366000.0,18766352000.0,20386214000.0,20647725000.0,29975904000.0
2095.0,20719300000.0,20348858000.0,13287946000.0,13180499000.0,19100043000.0,9185149000.0,21282351000.0,19083401000.0,16005561000.0,27458180000.0,18783089000.0,20197067000.0,22167413000.0,29781735000.0
2096.0,20653355000.0,20168462000.0,13734610000.0,14231857000.0,19125787000.0,12744389000.0,19149832000.0,18400504000.0,15940187000.0,26352861000.0,18656602000.0,22454876000.0,20391449000.0,29552738000.0
2097.0,22290053000.0,20879256000.0,13123023000.0,13689700000.0,19199093000.0,9851487000.0,17752052000.0,18114142000.0,15788361000.0,26135140000.0,18312040000.0,21702185000.0,20138502000.0,29407058000.0
2098.0,20297077000.0,20533486000.0,12519569000.0,12960957000.0,19789548000.0,9657194000.0,17462376000.0,18984583000.0,21246770000.0,25306905000.0,18108994000.0,21024731000.0,21331067000.0,29139595000.0
2099.0,20147612000.0,19776063000.0,12435118000.0,12783967000.0,18867444000.0,9003808000.0,16764283000.0,18623126000.0,18178433000.0,25172718000.0,18649524000.0,20176218000.0,19845890000.0,28910733000.0
2100.0,20247802000.0,19516576000.0,12697895000.0,13704528000.0,18544368000.0,10556715000.0,16490188000.0,18074622000.0,17419807000.0,25078819000.0,18678555000.0,23723460000.0,19822260000.0,28772383000.0
