time,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0
2056.0,27952824000.0,23187970000.0,25464791000.0,27912833000.0
2057.0,27620241000.0,22863172000.0,25146225000.0,27627190000.0
2058.0,27399664000.0,22360940000.0,25033802000.0,27406074000.0
2059.0,27124842000.0,22026902000.0,25053670000.0,27090047000.0
2060.0,27159302000.0,21620222000.0,24374640000.0,26755832000.0
2061.0,27335948000.0,21307159000.0,24421644000.0,26515915000.0
2062.0,26607618000.0,21002301000.0,23829848000.0,26326075000.0
2063.0,27051248000.0,20639980000.0,23686620000.0,26342450000.0
2064.0,26218265000.0,20335806000.0,23883602000.0,26324100000.0
2065.0,25976674000.0,19929336000.0,23597887000.0,25920874000.0
2066.0,25793980000.0,20304440000.0,27590855000.0,26015498000.0
2067.0,25534007000.0,19372227000.0,23788000000.0,25827535000.0
2068.0,28008045000.0,19305550000.0,23072928000.0,25498760000.0
2069.0,27131816000.0,19009606000.0,23256787000.0,25475797000.0
2070.0,25893850000.0,18725628000.0,22730770000.0,25346703000.0
2071.0,25524308000.0,24399751000.0,22379213000.0,25261027000.0
2072.0,24752028000.0,19019336000.0,22336383000.0,25260149000.0
2073.0,24336943000.0,18267590000.0,23783836000.0,25007920000.0
2074.0,24879028000.0,17876589000.0,22415532000.0,25888055000.0
2075.0,24249730000.0,17642942000.0,23071060000.0,24784530000.0
2076.0,23858110000.0,18451038000.0,22773678000.0,24775168000.0
2077.0,23695958000.0,17792719000.0,23659663000.0,25236883000.0
2078.0,23974810000.0,17070854000.0,22006612000.0,24644635000.0
2079.0,25689975000.0,16796822000.0,21493586000.0,24189979000.0
2080.0,26676865000.0,17022541000.0,21260620000.0,25050896000.0
2081.0,27907613000.0,16483131000.0,21002127000.0,24036506000.0
2082.0,25488753000.0,16211635000.0,24010922000.0,23716035000.0
2083.0,25243107000.0,16080742000.0,22351800000.0,23555156000.0
2084.0,23797811000.0,16193707000.0,21860782000.0,23768087000.0
2085.0,24184756000.0,15862275000.0,21368529000.0,23306854000.0
2086.0,23672293000.0,15568472000.0,20809857000.0,23254286000.0
2087.0,23326611000.0,15371429000.0,20618828000.0,23070872000.0
2088.0,23488442000.0,15191007000.0,22052956000.0,23922348000.0
2089.0,26126363000.0,15184368000.0,21040376000.0,23266020000.0
2090.0,23485860000.0,14823774000.0,21146868000.0,22936560000.0
2091.0,22905651000.0,15697474000.0,20459651000.0,23690197000.0
2092.0,23685749000.0,15925782000.0,20514630000.0,24493420000.0
2093.0,22948205000.0,15072631000.0,19914080000.0,22990305000.0
2094.0,22359933000.0,14606935000.0,19798440000.0,22793310000.0
2095.0,22466238000.0,14382639000.0,21173942000.0,22501282000.0
2096.0,22054228000.0,14029066000.0,21227100000.0,23015072000.0
2097.0,21902678000.0,13904338000.0,20255967000.0,23029821000.0
2098.0,21890044000.0,15031408000.0,23075340000.0,24112185000.0
2099.0,23327652000.0,13977457000.0,20072065000.0,25576366000.0
2100.0,22325703000.0,13693125000.0,19513390000.0,23412726000.0
