time,EC-EARTH3,TAIESM1,CNRM-CM6-1,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,GFDL-ESM4,IITM-ESM,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR
2027.0,32272943000.0,33241614000.0,32977130000.0,33401983000.0,32726230000.0,32407335000.0,33142815000.0,33320813000.0,32909115000.0,33359830000.0,32841687000.0,33119720000.0,37084463000.0,32911964000.0
2028.0,32006162000.0,32967827000.0,32870662000.0,33145278000.0,32620737000.0,31717505000.0,32886360000.0,33451210000.0,32677010000.0,32871236000.0,32695654000.0,33018104000.0,34401845000.0,32872479000.0
2029.0,31602070000.0,33261701000.0,32644297000.0,32993130000.0,32431309000.0,31358925000.0,33304439000.0,33599554000.0,33101162000.0,32788376000.0,32696893000.0,32806450000.0,34249718000.0,32766706000.0
2030.0,30982780000.0,32667200000.0,32540240000.0,33614496000.0,32140136000.0,30792935000.0,32614406000.0,33610572000.0,32415494000.0,33216338000.0,32636434000.0,32795623000.0,33624838000.0,32583713000.0
2031.0,30409716000.0,32476748000.0,32360649000.0,32866480000.0,32006435000.0,30236750000.0,32529512000.0,33176973000.0,32354177000.0,32855753000.0,32410704000.0,32696695000.0,33457258000.0,33999143000.0
2032.0,29899137000.0,32231860000.0,32206414000.0,32711358000.0,31740310000.0,29743167000.0,32404742000.0,34070320000.0,32203311000.0,32548508000.0,32534810000.0,32520075000.0,33351907000.0,32769182000.0
2033.0,29707450000.0,31929858000.0,32066810000.0,32561938000.0,31437830000.0,29085587000.0,32251054000.0,33742256000.0,31895157000.0,32353230000.0,32095721000.0,32342634000.0,33083236000.0,32440332000.0
2034.0,29211826000.0,31720808000.0,31807277000.0,32308242000.0,31105817000.0,28586312000.0,33416323000.0,33383895000.0,31763114000.0,32251710000.0,31862567000.0,32118946000.0,33187290000.0,32269380000.0
2035.0,28435163000.0,31990942000.0,31705496000.0,32010762000.0,30811945000.0,27682030000.0,32058968000.0,33227086000.0,32842721000.0,31863300000.0,31681750000.0,31905096000.0,32763600000.0,32362314000.0
2036.0,27723663000.0,31239236000.0,31524990000.0,32027820000.0,30430077000.0,27079897000.0,31755295000.0,33104990000.0,32359629000.0,31636812000.0,31518480000.0,31853531000.0,32557150000.0,32195869000.0
2037.0,27238105000.0,30796962000.0,31363226000.0,31784286000.0,29991890000.0,26449342000.0,31582233000.0,33389584000.0,31723063000.0,31772457000.0,31284480000.0,31719880000.0,32586715000.0,31954040000.0
2038.0,26417390000.0,30326358000.0,31073659000.0,32331434000.0,29658583000.0,25782743000.0,31722519000.0,33093614000.0,31375694000.0,31324340000.0,30883700000.0,31627400000.0,32268360000.0,31680540000.0
2039.0,25780537000.0,29951732000.0,30741477000.0,31626017000.0,29466886000.0,24926740000.0,31110838000.0,33057434000.0,31066919000.0,30882683000.0,30493362000.0,31239688000.0,31842265000.0,31723660000.0
2040.0,24956086000.0,29553605000.0,30500790000.0,32177594000.0,29188340000.0,25390010000.0,30910513000.0,32915420000.0,30687947000.0,30802362000.0,30470588000.0,30917087000.0,31464081000.0,31281633000.0
2041.0,24567298000.0,29363007000.0,30094560000.0,31893500000.0,28802849000.0,24375382000.0,30649270000.0,32667310000.0,30244665000.0,30355376000.0,29971016000.0,30470693000.0,31741813000.0,31020580000.0
2042.0,24638132000.0,29426061000.0,29934551000.0,31198330000.0,28190075000.0,23528900000.0,30433147000.0,32737153000.0,30097060000.0,29943720000.0,29677656000.0,30098862000.0,31268342000.0,31014175000.0
2043.0,23200907000.0,28801080000.0,29492742000.0,30919889000.0,27514495000.0,22851127000.0,30132940000.0,32976210000.0,29732637000.0,31924662000.0,29406239000.0,29720898000.0,30946994000.0,30750284000.0
2044.0,22392785000.0,28310227000.0,29114270000.0,30589454000.0,27094366000.0,22298702000.0,29808310000.0,33343926000.0,29375087000.0,29538173000.0,29084430000.0,29598093000.0,30576490000.0,30490708000.0
2045.0,21709525000.0,27823710000.0,28680223000.0,31325790000.0,26555648000.0,22664862000.0,29942200000.0,32466727000.0,28954421000.0,29283297000.0,28642169000.0,29076287000.0,30166147000.0,30190526000.0
2046.0,21757528000.0,27512975000.0,28356070000.0,30427520000.0,25956518000.0,22268652000.0,29427173000.0,32295688000.0,28725836000.0,28921868000.0,28153534000.0,28784957000.0,29859125000.0,29917817000.0
2047.0,20695423000.0,26908076000.0,27839093000.0,29901107000.0,25450488000.0,21015908000.0,29223154000.0,32133240000.0,28303952000.0,28497492000.0,27709753000.0,28339520000.0,29435863000.0,29643028000.0
2048.0,20322103000.0,26362757000.0,27376798000.0,29978862000.0,25157220000.0,20458100000.0,28981130000.0,31900470000.0,28004915000.0,28173339000.0,27330280000.0,27906280000.0,29081674000.0,29289062000.0
2049.0,19635080000.0,25987940000.0,26823617000.0,29454492000.0,24582617000.0,19863083000.0,28864147000.0,31886551000.0,27710310000.0,27805086000.0,26784730000.0,27554284000.0,28519584000.0,29009576000.0
2050.0,18937120000.0,26185597000.0,26891166000.0,29116246000.0,23862070000.0,19390327000.0,28463671000.0,31659420000.0,27444732000.0,27544890000.0,26408319000.0,27097850000.0,28236945000.0,28683070000.0
2051.0,18453973000.0,25258131000.0,26426665000.0,28611166000.0,23157383000.0,18901070000.0,28080670000.0,31627570000.0,27066778000.0,26872439000.0,26048995000.0,26499140000.0,27874937000.0,28257116000.0
2052.0,17747454000.0,24778300000.0,25664934000.0,28368278000.0,22528752000.0,18374724000.0,27701463000.0,31409375000.0,26537114000.0,26311498000.0,25689848000.0,26083215000.0,27139686000.0,27865332000.0
2053.0,17460520000.0,24490230000.0,25575426000.0,27953928000.0,21698380000.0,17832903000.0,27296140000.0,31350410000.0,25982716000.0,25962684000.0,25013813000.0,25559747000.0,26464230000.0,27448103000.0
2054.0,16874972000.0,23876338000.0,24785205000.0,27524397000.0,20724281000.0,17175058000.0,27163329000.0,31463530000.0,25857880000.0,25518920000.0,25016650000.0,24954565000.0,25769476000.0,27100060000.0
2055.0,16131202000.0,23467127000.0,24216290000.0,27169272000.0,19909710000.0,16606753000.0,26718314000.0,31223605000.0,25297322000.0,25519170000.0,24206168000.0,24445934000.0,25558968000.0,27068602000.0
2056.0,15506841000.0,23723684000.0,23686021000.0,26862793000.0,19177690000.0,16076184000.0,26432061000.0,31206350000.0,24754315000.0,24896270000.0,23704906000.0,23947645000.0,24937419000.0,26463437000.0
2057.0,15573964000.0,22629673000.0,23227972000.0,26417480000.0,18471186000.0,15546556000.0,26115723000.0,30938024000.0,24819614000.0,24918387000.0,23324086000.0,23542352000.0,24256280000.0,26069115000.0
2058.0,14657360000.0,22063712000.0,22704320000.0,25856540000.0,17821315000.0,15112124000.0,25949510000.0,30822540000.0,24148353000.0,24279394000.0,22891868000.0,22921875000.0,23638733000.0,25907704000.0
2059.0,14255384000.0,21497565000.0,22106380000.0,25498673000.0,17043891000.0,14711110000.0,25282361000.0,30854658000.0,23674677000.0,23776092000.0,22441361000.0,22302710000.0,23104119000.0,25543397000.0
2060.0,13692653000.0,20974156000.0,21766093000.0,25027230000.0,16627823000.0,14205476000.0,24783640000.0,30424766000.0,23282055000.0,23164226000.0,22021945000.0,21689340000.0,22546287000.0,25336870000.0
2061.0,13202192000.0,20426680000.0,21285930000.0,24517622000.0,16098371000.0,13774874000.0,24269474000.0,30214617000.0,22799938000.0,22722701000.0,21588193000.0,21369623000.0,21703836000.0,25111366000.0
2062.0,12607549000.0,20014404000.0,20745190000.0,24091836000.0,15964209000.0,13363122000.0,24027814000.0,30139894000.0,22493004000.0,22174286000.0,21076156000.0,20839740000.0,20802000000.0,24670607000.0
2063.0,12151636000.0,19577436000.0,20183388000.0,23624065000.0,15414352000.0,13093763000.0,23859892000.0,30055424000.0,22332877000.0,22013760000.0,20567724000.0,20402303000.0,20497926000.0,24238490000.0
2064.0,11782997000.0,19020083000.0,19704080000.0,23206427000.0,14926448000.0,12591135000.0,23403844000.0,29759678000.0,21779524000.0,21195920000.0,19883663000.0,19943900000.0,20193016000.0,23878334000.0
2065.0,11351425000.0,18419341000.0,19272160000.0,22602981000.0,14421967000.0,12206743000.0,23168797000.0,30567854000.0,21384990000.0,20918245000.0,19698990000.0,19378278000.0,19186805000.0,23375840000.0
2066.0,10958161000.0,17998477000.0,18564278000.0,22100519000.0,14171521000.0,11650272000.0,22885690000.0,30253318000.0,21070586000.0,20435964000.0,19485637000.0,18904035000.0,18768583000.0,23740074000.0
2067.0,10478453000.0,17475777000.0,18093238000.0,21845672000.0,13694768000.0,11263593000.0,22561921000.0,29614832000.0,20636107000.0,20042232000.0,18976825000.0,18593140000.0,18067943000.0,22943255000.0
2068.0,10475748000.0,16803898000.0,17543651000.0,21200634000.0,13293311000.0,10953190000.0,22068562000.0,29379461000.0,20070430000.0,19611680000.0,18472830000.0,18020817000.0,17722143000.0,22519435000.0
2069.0,9837674000.0,16362822000.0,16973093000.0,20528566000.0,12793592000.0,10601654000.0,21557950000.0,29107124000.0,19728386000.0,19138507000.0,18252737000.0,17691509000.0,17186636000.0,22439217000.0
2070.0,9548982000.0,15986826000.0,16405556000.0,20036250000.0,12667227000.0,10373067000.0,21250793000.0,28945934000.0,19263830000.0,18637603000.0,17921763000.0,17197801000.0,16736248000.0,22033512000.0
2071.0,9161309000.0,15591247000.0,15939186000.0,19670200000.0,12098236000.0,10109752000.0,20890671000.0,28750148000.0,18889796000.0,18171320000.0,17463955000.0,16770035000.0,16189214000.0,22006098000.0
2072.0,8895918000.0,15288344000.0,16265252000.0,19367414000.0,12912963000.0,9901541000.0,21011913000.0,28541380000.0,18469968000.0,17790159000.0,17091846000.0,16370237000.0,15704264000.0,21309985000.0
2073.0,8430833000.0,14749193000.0,15258383000.0,19255837000.0,11802232000.0,9570282000.0,20307850000.0,28153320000.0,18039011000.0,17165122000.0,17310855000.0,15828959000.0,15330785000.0,20917651000.0
2074.0,7993078000.0,14361315000.0,14732373000.0,18657915000.0,11186199000.0,9386205000.0,20091520000.0,28037792000.0,17608403000.0,16447303000.0,17091325000.0,15388689000.0,15057079000.0,20635290000.0
2075.0,7621605000.0,14138210000.0,14337749000.0,18270054000.0,10724739000.0,9077212000.0,19926760000.0,27806972000.0,17234653000.0,16120373000.0,16434796000.0,15062211000.0,14570541000.0,20150000000.0
2076.0,7290349000.0,13674735000.0,13912943000.0,17904978000.0,10415239000.0,8726706000.0,19385290000.0,27531174000.0,16987033000.0,15736847000.0,15959004000.0,14648931000.0,14266578000.0,19649270000.0
2077.0,7034986000.0,13215752000.0,13302815000.0,17445147000.0,10024483000.0,8426776000.0,19032306000.0,27383640000.0,16516261000.0,15330308000.0,15654232000.0,14210983000.0,13739913000.0,19256984000.0
2078.0,6762599400.0,12833662000.0,12897732000.0,17187174000.0,9884815000.0,8204991000.0,18693052000.0,27244984000.0,16083210000.0,14920154000.0,15306968000.0,13838495000.0,13211313000.0,18957530000.0
2079.0,6530320000.0,12534226000.0,12479554000.0,16637315000.0,9471627000.0,7961943600.0,18252704000.0,26977874000.0,15648160000.0,14570321000.0,14843978000.0,13405863000.0,12607607000.0,18544177000.0
2080.0,6401506000.0,12290034000.0,12098770000.0,16291593000.0,9194425000.0,7756171300.0,17772995000.0,27040356000.0,15342830000.0,14334651000.0,14523149000.0,12895358000.0,12142219000.0,18056927000.0
2081.0,6088550000.0,11937176000.0,11725522000.0,15972578000.0,8815681000.0,7596603400.0,17331094000.0,26736226000.0,15289832000.0,13941009000.0,14333918000.0,12559963000.0,11858482000.0,17736290000.0
2082.0,5725264400.0,11676241000.0,11398152000.0,16779973000.0,8519256600.0,7312704000.0,16966651000.0,26551853000.0,14695740000.0,13673610000.0,13979448000.0,12091562000.0,11432823000.0,17589318000.0
2083.0,5630380500.0,11271195000.0,10923729000.0,15395941000.0,8252434000.0,6948510000.0,16665175000.0,26316669000.0,14244138000.0,13403315000.0,14001905000.0,11677736000.0,10934318000.0,17139867000.0
2084.0,5388074000.0,10895358000.0,10574965000.0,14980872000.0,8038916000.0,6764178000.0,16203789000.0,26071650000.0,13899771000.0,13257503000.0,13321268000.0,11361703000.0,10530687000.0,16687974000.0
2085.0,5102308400.0,10499608000.0,10309620000.0,14634967000.0,7841851400.0,6578507300.0,15853103000.0,25813088000.0,13597354000.0,12865146000.0,13084620000.0,10991089000.0,10329361000.0,16528759000.0
2086.0,4826445300.0,10169140000.0,9978785000.0,14220742000.0,7569510000.0,6315276000.0,15524149000.0,25594001000.0,13311368000.0,12502286000.0,12793647000.0,10508497000.0,9975905000.0,16018385000.0
2087.0,4607218700.0,9880581000.0,9694517000.0,13833982000.0,7249370000.0,5985277400.0,15201794000.0,25357466000.0,12995589000.0,12182934000.0,12538028000.0,10194060000.0,9925888000.0,15772912000.0
2088.0,4245467600.0,9576138000.0,9414874000.0,13474913000.0,6964185000.0,5824569300.0,14808938000.0,25344280000.0,12711947000.0,11920297000.0,12322425000.0,9769764000.0,9573016000.0,15318151000.0
2089.0,4081390800.0,9305142000.0,9155982000.0,13049353000.0,6742775000.0,5640912000.0,14442098000.0,25003934000.0,12466883000.0,12757489000.0,12087754000.0,9476643000.0,9343458000.0,14911020000.0
2090.0,3913980000.0,8983880000.0,8861939000.0,12682681000.0,6480758000.0,5378072600.0,14122798000.0,24752505000.0,12229171000.0,11991870000.0,11865999000.0,9221601000.0,9125813000.0,14545906000.0
2091.0,3645980200.0,8791588000.0,8602053000.0,12277124000.0,6226852000.0,5251089400.0,13764457000.0,24437064000.0,11870969000.0,11334500000.0,11657254000.0,8759283000.0,8889669000.0,14211263000.0
2092.0,3561690000.0,8453591000.0,8329057300.0,11872891000.0,5955822000.0,5134416000.0,13529186000.0,24149586000.0,11524083000.0,10798305000.0,11469149000.0,8404814000.0,8613398000.0,13922927000.0
2093.0,3395654100.0,8193888000.0,8069678600.0,11572876000.0,5671889000.0,4926331400.0,13167387000.0,23925690000.0,11189444000.0,10329902000.0,11277797000.0,8047938600.0,8247174700.0,13494520000.0
2094.0,3202031600.0,8038461000.0,7794751000.0,11236779000.0,5428840000.0,4787099000.0,12729069000.0,23611329000.0,10906352000.0,9928963000.0,11052220000.0,7759659000.0,7908979000.0,13093890000.0
2095.0,3053087700.0,7812041700.0,7464966000.0,10880522000.0,5204387000.0,4665131500.0,13169986000.0,23545467000.0,10757398000.0,9838508000.0,10892490000.0,7547805700.0,7551361000.0,12733601000.0
2096.0,2975041000.0,7549666300.0,7188152000.0,10631936000.0,5035827000.0,4449038000.0,12542099000.0,23179250000.0,10479782000.0,9489562000.0,10606018000.0,7288021000.0,7334267000.0,12476336000.0
2097.0,2807379000.0,7294837000.0,6764307500.0,10187162000.0,4789077000.0,4257287000.0,12069690000.0,22855860000.0,10235000000.0,9327158000.0,10400595000.0,7046519000.0,7029025000.0,12153827000.0
2098.0,2646520300.0,7034276000.0,6602799000.0,9791895000.0,4596599000.0,4149425700.0,11632768000.0,22580175000.0,9915783000.0,9070723000.0,10159796000.0,6866943000.0,6805868000.0,11947108000.0
2099.0,2405007000.0,6771611000.0,6342617000.0,9545291000.0,4473229300.0,3921537500.0,11253968000.0,22451081000.0,9631566000.0,8790890000.0,9897404000.0,6701930000.0,6585640000.0,11738588000.0
2100.0,2206094000.0,6493407000.0,6139442700.0,9144462000.0,4247328800.0,3752699600.0,10948428000.0,22185830000.0,9309065000.0,9131724000.0,9711794000.0,6474611000.0,6326850600.0,11466745000.0
