time,TAIESM1,UKESM1-0-LL,GFDL-ESM4,IITM-ESM,CESM2-WACCM,MRI-ESM2-0,KACE-1-0-G,MPI-ESM1-2-HR,IPSL-CM6A-LR
2000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0
2001.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0
2002.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0
2003.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0
2004.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0
2005.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0
2006.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0
2007.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0
2008.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0
2009.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0
2010.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0
2011.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0
2012.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0
2013.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0
2014.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0
2015.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0
2016.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0
2017.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0
2018.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0
2019.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0
2020.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0
2021.0,33467857000.0,33561332000.0,33432314000.0,33728620000.0,33609060000.0,33779610000.0,33517971000.0,33642945000.0,34145217000.0
2022.0,33949760000.0,33334907000.0,33300193000.0,33776124000.0,33943690000.0,33460703000.0,33536557000.0,33671188000.0,33617134000.0
2023.0,33334217000.0,33254373000.0,33165920000.0,33544851000.0,33593192000.0,33398016000.0,33863280000.0,33424306000.0,33393750000.0
2024.0,33509935000.0,33024627000.0,33179300000.0,33903170000.0,33384493000.0,33273496000.0,33305063000.0,33343842000.0,33209627000.0
2025.0,34311465000.0,32763564000.0,33145098000.0,34068576000.0,33261498000.0,33127508000.0,33423030000.0,33548743000.0,33111425000.0
2026.0,33264140000.0,32531677000.0,32811667000.0,33530761000.0,33309680000.0,33053753000.0,34131770000.0,33369230000.0,32980552000.0
2027.0,33130340000.0,32447250000.0,32683086000.0,33387524000.0,33144260000.0,33479823000.0,33040544000.0,33158246000.0,32844673000.0
2028.0,33134316000.0,32295856000.0,32703715000.0,33322734000.0,33022435000.0,33009836000.0,32882096000.0,33325339000.0,32787282000.0
2029.0,32888097000.0,32064377000.0,32808835000.0,33272832000.0,33363452000.0,32796820000.0,32738935000.0,33348950000.0,32630573000.0
2030.0,32840554000.0,32144771000.0,32386773000.0,33509523000.0,33016355000.0,34520437000.0,32616872000.0,33173357000.0,32489576000.0
2031.0,33712079000.0,32031547000.0,36545642000.0,33172810000.0,32819728000.0,32835725000.0,32418955000.0,32952592000.0,32365588000.0
2032.0,32594030000.0,31633076000.0,34713720000.0,33134910000.0,32693162000.0,32590285000.0,33104372000.0,32924000000.0,32078450000.0
2033.0,32398873000.0,31337091000.0,33703838000.0,33293440000.0,32668328000.0,32671920000.0,32289423000.0,32944218000.0,31885345000.0
2034.0,32568705000.0,30881820000.0,32516174000.0,33051441000.0,32379542000.0,32281231000.0,31841032000.0,32819165000.0,31583111000.0
2035.0,32152020000.0,30401569000.0,34564470000.0,33010420000.0,32522412000.0,32803009000.0,31589340000.0,33050350000.0,31170466000.0
2036.0,31943590000.0,29975677000.0,33426416000.0,33095258000.0,32287515000.0,32317065000.0,31371039000.0,32619735000.0,31364694000.0
2037.0,31862796000.0,30102604000.0,32370610000.0,32986878000.0,31938458000.0,31822166000.0,34019324000.0,32368554000.0,30855629000.0
2038.0,31969376000.0,29432232000.0,32201791000.0,33038180000.0,31679537000.0,31645380000.0,31819647000.0,32126398000.0,30313960000.0
2039.0,31474010000.0,29020717000.0,31923126000.0,32872681000.0,32265680000.0,31511456000.0,30990586000.0,31959546000.0,29941717000.0
2040.0,31173425000.0,28768072000.0,31652950000.0,32853488000.0,31434723000.0,31296735000.0,30602279000.0,32093923000.0,29709418000.0
2041.0,30936422000.0,28290025000.0,31431098000.0,32894850000.0,31560077000.0,30945047000.0,30331443000.0,31874972000.0,29517705000.0
2042.0,31817500000.0,27703624000.0,31229088000.0,32553839000.0,31204446000.0,30628573000.0,30192280000.0,32187015000.0,29156436000.0
2043.0,31281460000.0,27263506000.0,32365867000.0,32539660000.0,30977858000.0,30591955000.0,29957034000.0,31884165000.0,28566002000.0
2044.0,30490958000.0,26749490000.0,31449130000.0,32521351000.0,30818312000.0,30395218000.0,29841748000.0,31331834000.0,28222136000.0
2045.0,30022930000.0,26398341000.0,31127515000.0,32630300000.0,30717807000.0,30051795000.0,29668727000.0,30957801000.0,27823813000.0
2046.0,29708655000.0,25843510000.0,30761770000.0,32262076000.0,30347750000.0,29807999000.0,28963684000.0,30859493000.0,27516514000.0
2047.0,29555075000.0,25244050000.0,30371960000.0,32166963000.0,30096185000.0,29548603000.0,28935246000.0,31769704000.0,27011412000.0
2048.0,29487980000.0,24781896000.0,30390714000.0,31984440000.0,29776996000.0,29168310000.0,28378434000.0,30916248000.0,26557130000.0
2049.0,28970390000.0,24288004000.0,30550389000.0,32322404000.0,29540671000.0,29012924000.0,28314264000.0,30298403000.0,26210783000.0
2050.0,28619532000.0,23670240000.0,30096271000.0,31982946000.0,29240095000.0,28675592000.0,27807717000.0,30760235000.0,25829616000.0
2051.0,28270450000.0,23122158000.0,29771956000.0,32126667000.0,29027383000.0,28254138000.0,27404483000.0,30056358000.0,25694808000.0
2052.0,27969999000.0,22565917000.0,29497803000.0,31852597000.0,29039274000.0,27926956000.0,27026002000.0,30497124000.0,25150540000.0
2053.0,27717655000.0,23029373000.0,29326627000.0,31720643000.0,28505637000.0,27470062000.0,26540913000.0,29772993000.0,24845373000.0
2054.0,27322999000.0,21828071000.0,29335316000.0,31530174000.0,28162939000.0,27057883000.0,26095714000.0,29447115000.0,24712053000.0
2055.0,26837810000.0,21550143000.0,28920795000.0,31331983000.0,27762610000.0,26729712000.0,25617107000.0,29132470000.0,24946047000.0
2056.0,26543077000.0,21254072000.0,29429810000.0,31196604000.0,27665316000.0,26599526000.0,25251043000.0,28883028000.0,25132622000.0
2057.0,26213951000.0,21063719000.0,28837607000.0,31047086000.0,27604382000.0,26882773000.0,24896446000.0,28563628000.0,23952940000.0
2058.0,25795963000.0,20479275000.0,28326623000.0,31129704000.0,27128370000.0,27096488000.0,25771780000.0,28401152000.0,23566217000.0
2059.0,25469643000.0,19885322000.0,28084670000.0,31248060000.0,26741082000.0,25880177000.0,24341856000.0,28152680000.0,23358890000.0
2060.0,25268986000.0,19511976000.0,27783965000.0,30796216000.0,26521412000.0,25403202000.0,23902704000.0,28384043000.0,22895837000.0
2061.0,25695875000.0,19342889000.0,27521053000.0,30611812000.0,26318561000.0,25060807000.0,23540044000.0,27757280000.0,22494003000.0
2062.0,24916589000.0,18890887000.0,27128996000.0,30607843000.0,26015943000.0,24925653000.0,23211127000.0,27360063000.0,22211594000.0
2063.0,24309778000.0,18422835000.0,26814564000.0,30349498000.0,25723214000.0,24652708000.0,23628470000.0,26917690000.0,22035327000.0
2064.0,24117203000.0,17954486000.0,26506572000.0,30146839000.0,25321410000.0,24020440000.0,22621612000.0,26753530000.0,22848481000.0
2065.0,24252488000.0,17589395000.0,26195886000.0,29974534000.0,25087990000.0,23605300000.0,22264037000.0,26511614000.0,21679362000.0
2066.0,23683514000.0,17285282000.0,25895330000.0,29855740000.0,24801729000.0,23187014000.0,21976211000.0,29498317000.0,21258277000.0
