time,TAIESM1,UKESM1-0-LL,GFDL-ESM4,IITM-ESM,CESM2-WACCM,MRI-ESM2-0,KACE-1-0-G,MPI-ESM1-2-HR,IPSL-CM6A-LR
2067.0,23476343000.0,16947807000.0,25703240000.0,29789495000.0,24324215000.0,22848086000.0,21442093000.0,26842225000.0,21060370000.0
2068.0,23169923000.0,17946739000.0,25237686000.0,29898322000.0,24165628000.0,22470030000.0,21316428000.0,26070979000.0,20738456000.0
2069.0,23906398000.0,16396544000.0,24974710000.0,29432807000.0,23912962000.0,22215645000.0,20949150000.0,25650920000.0,20404244000.0
2070.0,22926787000.0,16253916000.0,24575185000.0,29238432000.0,23603120000.0,21867530000.0,21234725000.0,25298997000.0,20080998000.0
2071.0,22495873000.0,17327634000.0,24284486000.0,29461203000.0,23443034000.0,21391776000.0,20478310000.0,24968217000.0,19839537000.0
2072.0,22215866000.0,15769790000.0,24015430000.0,29009916000.0,24836657000.0,21187482000.0,20166902000.0,27100050000.0,19627915000.0
2073.0,21929490000.0,15269062000.0,23700517000.0,28857820000.0,23051254000.0,20802330000.0,19864977000.0,25141234000.0,19269147000.0
2074.0,21463454000.0,14998247000.0,23445987000.0,28670026000.0,22744185000.0,20633840000.0,19891610000.0,24855097000.0,18962622000.0
2075.0,21232849000.0,14656588000.0,23051956000.0,28619053000.0,22777555000.0,20360944000.0,19290642000.0,24298095000.0,18595254000.0
2076.0,22546827000.0,14349513000.0,22831694000.0,28624308000.0,22394270000.0,21092844000.0,19335756000.0,23991663000.0,18318895000.0
2077.0,20648942000.0,14036782000.0,22534478000.0,28327220000.0,22293380000.0,20174694000.0,18945475000.0,23608440000.0,18227560000.0
2078.0,20238176000.0,13765249000.0,22312740000.0,28077949000.0,22088907000.0,19659827000.0,19759038000.0,23110924000.0,17780937000.0
2079.0,19941286000.0,13442231000.0,21899727000.0,28207475000.0,21773600000.0,19365335000.0,18382660000.0,22777070000.0,17591966000.0
2080.0,19622588000.0,13085400000.0,22355931000.0,27895425000.0,21526330000.0,19601478000.0,18372078000.0,22450405000.0,17299452000.0
2081.0,19544630000.0,13052853000.0,21520855000.0,27893620000.0,21284180000.0,19039183000.0,18049954000.0,22088143000.0,17073761000.0
2082.0,19033750000.0,12871743000.0,21186666000.0,27820230000.0,21492695000.0,19277550000.0,17636598000.0,21847677000.0,16819193000.0
2083.0,18698940000.0,12478246000.0,20783876000.0,27528122000.0,20935817000.0,18706223000.0,18128708000.0,21646103000.0,16636379000.0
2084.0,18404805000.0,12167631000.0,20469820000.0,27370600000.0,22087470000.0,18453076000.0,17277288000.0,21202502000.0,16351077000.0
2085.0,18366034000.0,11889381000.0,20129847000.0,27221058000.0,20494948000.0,18254973000.0,17034272000.0,21016578000.0,16101694000.0
2086.0,17902800000.0,11653985000.0,19828180000.0,27438070000.0,20169310000.0,18140432000.0,16840431000.0,20721078000.0,15867084000.0
2087.0,17595190000.0,11411664000.0,19515034000.0,27052591000.0,20006904000.0,17851105000.0,17628094000.0,20778050000.0,15584640000.0
2088.0,17577267000.0,11159880000.0,19257270000.0,26871876000.0,20095713000.0,18406980000.0,16660718000.0,20351265000.0,15391954000.0
2089.0,17057011000.0,10934006000.0,19199740000.0,26669074000.0,19885507000.0,17567592000.0,16328522000.0,20028727000.0,15319229000.0
2090.0,16799927000.0,10708628000.0,18700829000.0,26533382000.0,19570280000.0,17381171000.0,16128564000.0,20799492000.0,14945438000.0
2091.0,16562109000.0,10519695000.0,18589460000.0,26809815000.0,19326687000.0,17078790000.0,16705162000.0,19948683000.0,14710947000.0
2092.0,16242910000.0,10318614000.0,19013292000.0,26791800000.0,19030616000.0,16780346000.0,16201035000.0,19569790000.0,14512829000.0
2093.0,15901677000.0,10477645000.0,18315074000.0,26270437000.0,19083720000.0,16548102000.0,15720241000.0,19237612000.0,14308442000.0
2094.0,15747422000.0,10107130000.0,17776900000.0,26572882000.0,18903273000.0,17937285000.0,15549428000.0,19005895000.0,14218309000.0
2095.0,15342750000.0,9896908000.0,17465887000.0,25967624000.0,18506576000.0,16347514000.0,15353633000.0,18731983000.0,13901620000.0
2096.0,14998385000.0,9685598000.0,17205443000.0,25942479000.0,18746993000.0,16051097000.0,15374254000.0,18474332000.0,13684088000.0
2097.0,14657838000.0,9841874000.0,16898072000.0,25670822000.0,18165494000.0,16895180000.0,15160638000.0,18285767000.0,13466064000.0
2098.0,14395416000.0,9367503000.0,16653361000.0,25570777000.0,17961034000.0,16085704000.0,14961968000.0,18412767000.0,13775079000.0
2099.0,14204559000.0,9188028000.0,16385514000.0,25346122000.0,17768999000.0,15847761000.0,14806752000.0,18148428000.0,13095433000.0
2100.0,13996245000.0,8983542000.0,16120289000.0,25259050000.0,17777385000.0,15658184000.0,14835654000.0,18581905000.0,12944175000.0
