time,MRI-ESM2-0,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4
2067.0,7784288000.0,8591740000.0,9534322000.0,6762655000.0,9556564000.0
2068.0,7754937300.0,8521908000.0,9463981000.0,6579434500.0,9481441000.0
2069.0,7618180600.0,8425285600.0,9412665000.0,6430256600.0,9413304000.0
2070.0,7514678300.0,8337652700.0,9351406000.0,6193825000.0,9346832000.0
2071.0,7431417000.0,8227901000.0,9317569000.0,6024078300.0,9291981000.0
2072.0,7369008600.0,8124429300.0,9238613000.0,5878188500.0,9226896000.0
2073.0,7313632000.0,8041564700.0,9199804000.0,5744184300.0,9157088000.0
2074.0,7264504000.0,7924274000.0,9115812000.0,5544067600.0,9106042000.0
2075.0,7216473000.0,7817340400.0,9071819000.0,5401064000.0,9067414000.0
2076.0,7153430500.0,7673388000.0,9034068000.0,5276585000.0,9008853000.0
2077.0,7112733700.0,7538213000.0,8975905000.0,5144907300.0,8955278000.0
2078.0,7049577000.0,7450419000.0,8911358000.0,5055015400.0,8908233000.0
2079.0,6994542000.0,7322126000.0,8859898000.0,4940636000.0,8848979000.0
2080.0,6941097500.0,7198242000.0,8813352000.0,4793697000.0,8801794000.0
2081.0,6914195000.0,7052035600.0,8755950000.0,4674684000.0,8726574000.0
2082.0,6833359400.0,6901567000.0,8697014000.0,4482564000.0,8682160000.0
2083.0,6787607000.0,6754433000.0,8597866000.0,4310465500.0,8628023000.0
2084.0,6736252000.0,6634548700.0,8533805600.0,4220941000.0,8573058000.0
2085.0,6720088600.0,6502458000.0,8487613400.0,4103346000.0,8493080600.0
2086.0,6634152000.0,6432960000.0,8439485000.0,3925373000.0,8418407000.0
2087.0,6595141600.0,6294603000.0,8379864000.0,3667019300.0,8362782000.0
2088.0,6515273000.0,6214638000.0,8297996300.0,3531276000.0,8324370400.0
2089.0,6441052700.0,6097745400.0,8229818000.0,3406797800.0,8264194600.0
2090.0,6372580400.0,5985853400.0,8183039500.0,3186272800.0,8228552700.0
2091.0,6339872300.0,5873840600.0,8106268700.0,3020112100.0,8139854000.0
2092.0,6253386000.0,5749428000.0,8039498000.0,2835473400.0,8080107000.0
2093.0,6198293000.0,5617536500.0,7973509000.0,2577949000.0,8009801700.0
2094.0,6169804300.0,5509166600.0,7923240400.0,2408302600.0,7927559700.0
2095.0,6095761400.0,5399101400.0,7874614300.0,2197267700.0,7887980500.0
2096.0,6042796000.0,5293132300.0,7816024600.0,2074094000.0,7829929000.0
2097.0,5996418000.0,5190498000.0,7765938000.0,1926228600.0,7758072300.0
2098.0,5916993500.0,5091628500.0,7707275000.0,1742752600.0,7679023600.0
2099.0,5893099500.0,4998076000.0,7659027500.0,1642803600.0,7572560000.0
2100.0,5826542000.0,4876958700.0,7558829600.0,1544168600.0,7499841500.0
