time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4
2067.0,9732973000.0,6437091300.0,9183888000.0,8095849000.0,9497443000.0
2068.0,9683970000.0,6309997600.0,9066436000.0,7993733000.0,9446721000.0
2069.0,9610831000.0,6189897000.0,8999478000.0,7897535500.0,9355545000.0
2070.0,9563566000.0,6025875500.0,8922103000.0,7825747500.0,9287036000.0
2071.0,9497225000.0,5902876700.0,8841416000.0,7729130500.0,9227921000.0
2072.0,9449595000.0,5786778600.0,8767243000.0,7652121000.0,9140712000.0
2073.0,9415562000.0,5640453600.0,8661071000.0,7583464400.0,9084982000.0
2074.0,9360150000.0,5548592000.0,8586968600.0,7505706000.0,8998653000.0
2075.0,9312441000.0,5416582700.0,8505497600.0,7480282600.0,8917073000.0
2076.0,9293770000.0,5297652700.0,8406822000.0,7402274000.0,8839056000.0
2077.0,9227608000.0,5193057300.0,8322839000.0,7346401000.0,8777309000.0
2078.0,9180884000.0,5078988300.0,8220192000.0,7295394000.0,8702542000.0
2079.0,9144835000.0,5012837400.0,8125991000.0,7262693400.0,8646406000.0
2080.0,9087987000.0,4882329600.0,8065370000.0,7194758000.0,8592603000.0
2081.0,9060348000.0,4766237700.0,7997645000.0,7159174700.0,8501669400.0
2082.0,9036317000.0,4639251000.0,7899010000.0,7094674400.0,8419983400.0
2083.0,8986805000.0,4497911000.0,7784251400.0,7051869000.0,8355568600.0
2084.0,8918184000.0,4374324700.0,7713133000.0,6996439600.0,8292948000.0
2085.0,8882810000.0,4281201700.0,7626852000.0,6952713000.0,8247281700.0
2086.0,8833723000.0,4167362300.0,7541601300.0,6919416300.0,8158709000.0
2087.0,8767760000.0,4055709400.0,7438695000.0,6864678000.0,8084528600.0
2088.0,8687874000.0,3918550300.0,7321368600.0,6813584000.0,7984885000.0
2089.0,8648697000.0,3813940500.0,7159701500.0,6761476000.0,7893336000.0
2090.0,8576711000.0,3653670100.0,7025616400.0,6703987000.0,7839336000.0
2091.0,8530214000.0,3565940000.0,6909961000.0,6649475000.0,7748269000.0
2092.0,8481622000.0,3459417600.0,6788726300.0,6608545000.0,7687525000.0
2093.0,8365521000.0,3235323400.0,6733306400.0,6542767600.0,7606743600.0
2094.0,8326951400.0,3125747200.0,6633120300.0,6501719000.0,7553477000.0
2095.0,8278248400.0,2889297000.0,6542465000.0,6452693500.0,7482247700.0
2096.0,8216675300.0,2737770500.0,6456472600.0,6399958000.0,7435577300.0
2097.0,8156245000.0,2628664800.0,6351095300.0,6358487000.0,7378139000.0
2098.0,8100965000.0,2456918800.0,6286016000.0,6313145300.0,7296298500.0
2099.0,8026658000.0,2332888000.0,6172873000.0,6247612400.0,7234078000.0
2100.0,7992503000.0,2189062400.0,6056814000.0,6190466000.0,7163170300.0
