time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,51698606000.0,51698606000.0
2001.0,51718270000.0,51718270000.0
2002.0,51699010000.0,51699010000.0
2003.0,51678550000.0,51678550000.0
2004.0,51658387000.0,51658387000.0
2005.0,51747754000.0,51747754000.0
2006.0,51633394000.0,51633394000.0
2007.0,51634340000.0,51634340000.0
2008.0,51698680000.0,51698680000.0
2009.0,52219974000.0,52219974000.0
2010.0,51651250000.0,51651250000.0
2011.0,51634115000.0,51634115000.0
2012.0,51669510000.0,51669510000.0
2013.0,51613540000.0,51613540000.0
2014.0,51588130000.0,51588130000.0
2015.0,51609880000.0,51609880000.0
2016.0,51604218000.0,51604218000.0
2017.0,51556225000.0,51556225000.0
2018.0,51552620000.0,51552620000.0
2019.0,51537334000.0,51537334000.0
2020.0,51519840000.0,51519840000.0
2021.0,51497960000.0,51505370000.0
2022.0,51579400000.0,51421270000.0
2023.0,51457364000.0,51858985000.0
2024.0,51855806000.0,51437760000.0
2025.0,51371393000.0,51369070000.0
2026.0,51328150000.0,51317800000.0
2027.0,51338750000.0,51271238000.0
2028.0,51294620000.0,51241460000.0
2029.0,51250184000.0,51224950000.0
2030.0,51231494000.0,51143254000.0
2031.0,51193033000.0,51157185000.0
2032.0,51144466000.0,51089314000.0
2033.0,51179373000.0,51020902000.0
2034.0,51049677000.0,50900673000.0
2035.0,50988560000.0,50832675000.0
2036.0,50964790000.0,50990280000.0
2037.0,50896404000.0,50757726000.0
2038.0,50817340000.0,51188036000.0
2039.0,50713750000.0,50748100000.0
2040.0,50590310000.0,50648580000.0
2041.0,50560130000.0,50562570000.0
2042.0,50463437000.0,50432705000.0
2043.0,50379452000.0,50318090000.0
2044.0,50261670000.0,50181087000.0
2045.0,50218324000.0,50121703000.0
2046.0,50118780000.0,50059186000.0
2047.0,50036863000.0,49889284000.0
2048.0,49975800000.0,49744306000.0
2049.0,49845293000.0,49514280000.0
2050.0,49728287000.0,49320677000.0
2051.0,49598243000.0,49093010000.0
2052.0,49446564000.0,48902730000.0
2053.0,49316545000.0,48680055000.0
2054.0,49203556000.0,48471610000.0
2055.0,49065832000.0,48226120000.0
2056.0,48795185000.0,48000238000.0
2057.0,48591356000.0,47758810000.0
2058.0,48419164000.0,47624294000.0
2059.0,48194646000.0,47343333000.0
2060.0,47985700000.0,47027606000.0
2061.0,47798903000.0,46538174000.0
2062.0,47607353000.0,46210097000.0
2063.0,47399334000.0,45884936000.0
2064.0,47155614000.0,45596310000.0
2065.0,46978770000.0,45202407000.0
2066.0,46815027000.0,44878980000.0
2067.0,46565114000.0,44518113000.0
2068.0,46541290000.0,44219236000.0
2069.0,46241850000.0,43795382000.0
2070.0,46083050000.0,43379270000.0
2071.0,45939974000.0,43031605000.0
2072.0,45717565000.0,42630988000.0
2073.0,45521113000.0,42227773000.0
2074.0,45312442000.0,41929736000.0
2075.0,45106196000.0,41566847000.0
2076.0,44840020000.0,41294810000.0
2077.0,44557844000.0,40866380000.0
2078.0,44349366000.0,40369990000.0
2079.0,44172616000.0,39896230000.0
2080.0,44001608000.0,39469363000.0
2081.0,43783330000.0,39016170000.0
2082.0,43678884000.0,38591623000.0
2083.0,43474977000.0,38100177000.0
2084.0,43340677000.0,37772083000.0
2085.0,43222950000.0,37229400000.0
2086.0,43034890000.0,36793463000.0
2087.0,42751336000.0,36468556000.0
2088.0,42523754000.0,36085750000.0
2089.0,42321744000.0,35537478000.0
2090.0,42153923000.0,35106136000.0
2091.0,41921840000.0,34692620000.0
2092.0,41747382000.0,34248673000.0
2093.0,41514865000.0,33783120000.0
2094.0,41330905000.0,33442790000.0
2095.0,41067684000.0,33031072000.0
2096.0,40840114000.0,32634650000.0
2097.0,40506940000.0,32310520000.0
2098.0,40306885000.0,31955112000.0
2099.0,40099295000.0,31549993000.0
2100.0,39999810000.0,31199357000.0
