time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,60619620000.0,60619620000.0
2001.0,59518980000.0,59518980000.0
2002.0,59499454000.0,59499454000.0
2003.0,59593515000.0,59593515000.0
2004.0,59904060000.0,59904060000.0
2005.0,60650810000.0,60650810000.0
2006.0,61430410000.0,61430410000.0
2007.0,60907086000.0,60907086000.0
2008.0,60056863000.0,60056863000.0
2009.0,59567997000.0,59567997000.0
2010.0,60187394000.0,60187394000.0
2011.0,58277490000.0,58277490000.0
2012.0,57519477000.0,57519477000.0
2013.0,55966710000.0,55966710000.0
2014.0,55472150000.0,55472150000.0
2015.0,53971866000.0,53971866000.0
2016.0,52334450000.0,52334450000.0
2017.0,51847790000.0,51847790000.0
2018.0,50600063000.0,50600063000.0
2019.0,49024760000.0,49024760000.0
2020.0,47483860000.0,47483860000.0
2021.0,45868040000.0,44865176000.0
2022.0,44297710000.0,44032918000.0
2023.0,43005755000.0,42683978000.0
2024.0,41430430000.0,41262240000.0
2025.0,40607797000.0,40429834000.0
2026.0,38686233000.0,39035855000.0
2027.0,36690534000.0,37590004000.0
2028.0,35740680000.0,37603373000.0
2029.0,35294126000.0,35267314000.0
2030.0,35527975000.0,34052520000.0
2031.0,35600380000.0,32824090000.0
2032.0,35027857000.0,31574780000.0
2033.0,33631040000.0,31393817000.0
2034.0,32693705000.0,31186300000.0
2035.0,31057811000.0,29862846000.0
2036.0,30123016000.0,28031136000.0
2037.0,29790448000.0,26894998000.0
2038.0,29572762000.0,26358043000.0
2039.0,28594778000.0,25793770000.0
2040.0,26892569000.0,26428078000.0
2041.0,25528429000.0,25199948000.0
2042.0,25305573000.0,25345716000.0
2043.0,25643334000.0,24846328000.0
2044.0,24835322000.0,23724460000.0
2045.0,23692777000.0,23236299000.0
2046.0,22719285000.0,22974937000.0
2047.0,22350748000.0,22257535000.0
2048.0,22143224000.0,21517453000.0
2049.0,21193840000.0,20897847000.0
2050.0,20580100000.0,20570140000.0
2051.0,19847354000.0,20130140000.0
2052.0,18757212000.0,20125870000.0
2053.0,17538013000.0,19415669000.0
2054.0,17193075000.0,18625085000.0
2055.0,16374288000.0,18506158000.0
2056.0,15717941000.0,17902438000.0
2057.0,15275652000.0,17777623000.0
2058.0,14839901000.0,17034033000.0
2059.0,14273833000.0,16189233000.0
2060.0,13753454000.0,15978682000.0
2061.0,13548822000.0,15420187000.0
2062.0,13130801000.0,14943320000.0
2063.0,12819684000.0,14637764000.0
2064.0,12107961000.0,14273550000.0
2065.0,11131548000.0,14243140000.0
2066.0,10754782000.0,13956832000.0
2067.0,10406607000.0,13748422000.0
2068.0,9977847000.0,13588450000.0
2069.0,9843543000.0,13282975000.0
2070.0,9228373000.0,12886836000.0
2071.0,9042000000.0,13151758000.0
2072.0,9066226000.0,13213131000.0
2073.0,8833406000.0,12688603000.0
2074.0,8629251000.0,12716418000.0
2075.0,8373725700.0,12553111000.0
2076.0,8037656000.0,11825917000.0
2077.0,7824768000.0,11496079000.0
2078.0,7635987500.0,11086652000.0
2079.0,7253745000.0,11216393000.0
2080.0,6954420700.0,11096258000.0
2081.0,6717596700.0,10653905000.0
2082.0,6731503000.0,10495501000.0
2083.0,6575729700.0,10098042000.0
2084.0,6370489000.0,10044427000.0
2085.0,5996416000.0,9979852000.0
2086.0,5762405400.0,9665930000.0
2087.0,5612353500.0,9386610000.0
2088.0,5281207300.0,8870929000.0
2089.0,4969404400.0,8735200000.0
2090.0,4755717000.0,8594566000.0
2091.0,4502606300.0,8680808000.0
2092.0,4395299300.0,8496171500.0
2093.0,4214732500.0,8298174500.0
2094.0,4099254800.0,7906258000.0
2095.0,3896983300.0,7830323700.0
2096.0,3820673000.0,7650951000.0
2097.0,3565239800.0,7608121000.0
2098.0,3480076800.0,7578408400.0
2099.0,3316480800.0,7290338300.0
2100.0,3189422000.0,7064272000.0
