time,CESM1-CAM5,MPI-ESM-LR,CANESM2
2000.0,60619620000.0,60619620000.0,60619620000.0
2001.0,59518980000.0,59518980000.0,59518980000.0
2002.0,59499454000.0,59499454000.0,59499454000.0
2003.0,59593515000.0,59593515000.0,59593515000.0
2004.0,59904060000.0,59904060000.0,59904060000.0
2005.0,60650810000.0,60650810000.0,60650810000.0
2006.0,61430410000.0,61430410000.0,61430410000.0
2007.0,60907086000.0,60907086000.0,60907086000.0
2008.0,60056863000.0,60056863000.0,60056863000.0
2009.0,59567997000.0,59567997000.0,59567997000.0
2010.0,60187394000.0,60187394000.0,60187394000.0
2011.0,58277490000.0,58277490000.0,58277490000.0
2012.0,57519477000.0,57519477000.0,57519477000.0
2013.0,55966710000.0,55966710000.0,55966710000.0
2014.0,55472150000.0,55472150000.0,55472150000.0
2015.0,53971866000.0,53971866000.0,53971866000.0
2016.0,52334450000.0,52334450000.0,52334450000.0
2017.0,51847790000.0,51847790000.0,51847790000.0
2018.0,50600063000.0,50600063000.0,50600063000.0
2019.0,49024760000.0,49024760000.0,49024760000.0
2020.0,47483860000.0,47483860000.0,47483860000.0
2021.0,46320587000.0,47130636000.0,47581690000.0
2022.0,43204700000.0,45285843000.0,46738076000.0
2023.0,41229390000.0,43089270000.0,44075364000.0
2024.0,40028586000.0,41199200000.0,43519970000.0
2025.0,40075694000.0,38894130000.0,43269886000.0
2026.0,40507056000.0,36289516000.0,40956720000.0
2027.0,39459496000.0,36776415000.0,39112110000.0
2028.0,37771547000.0,35598983000.0,37795280000.0
2029.0,37359096000.0,34806320000.0,36773413000.0
2030.0,37665735000.0,33809543000.0,36503732000.0
2031.0,37089686000.0,32133532000.0,35387056000.0
2032.0,36067170000.0,31045159000.0,34125390000.0
2033.0,34683843000.0,30070490000.0,32081971000.0
2034.0,33970379000.0,29710197000.0,32757658000.0
2035.0,32042000000.0,29229085000.0,31747297000.0
2036.0,31019655000.0,28663323000.0,31085820000.0
2037.0,30314019000.0,29129466000.0,29883394000.0
2038.0,29658692000.0,28642546000.0,29383640000.0
2039.0,29155797000.0,28151142000.0,27778950000.0
2040.0,28643822000.0,28834888000.0,27243598000.0
2041.0,28015167000.0,28184031000.0,27757519000.0
2042.0,27509557000.0,27168640000.0,27058194000.0
2043.0,26690548000.0,25910047000.0,25787351000.0
2044.0,27364893000.0,25502986000.0,25577112000.0
2045.0,26941802000.0,25625360000.0,24665203000.0
2046.0,26227302000.0,26074376000.0,24560611000.0
2047.0,26148870000.0,25143142000.0,24159093000.0
2048.0,25422402000.0,24922286000.0,24411832000.0
2049.0,24897616000.0,25397522000.0,24589300000.0
2050.0,23904414000.0,25082464000.0,24182743000.0
2051.0,22599207000.0,25088815000.0,24124652000.0
2052.0,23225573000.0,25125250000.0,23624600000.0
2053.0,22584637000.0,25264312000.0,22944430000.0
2054.0,22320202000.0,25376555000.0,23432290000.0
2055.0,22370986000.0,25399870000.0,23201587000.0
2056.0,21983490000.0,24792965000.0,23136830000.0
2057.0,21551446000.0,24429550000.0,23227165000.0
2058.0,21208152000.0,23824830000.0,23095919000.0
2059.0,20918983000.0,23734966000.0,24253913000.0
2060.0,20636914000.0,23568345000.0,24144142000.0
2061.0,20341015000.0,24070003000.0,24280988000.0
2062.0,20435090000.0,24649390000.0,24407726000.0
2063.0,20835547000.0,25563505000.0,23961778000.0
2064.0,19999280000.0,25624201000.0,24367210000.0
2065.0,19784500000.0,26180980000.0,24004962000.0
2066.0,20007268000.0,26721042000.0,24154530000.0
2067.0,19882980000.0,27317074000.0,24853338000.0
2068.0,19927800000.0,28425454000.0,25237895000.0
2069.0,19702909000.0,28798843000.0,24344285000.0
