time,GFDL-ESM4,MRI-ESM2-0,CESM2,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,IPSL-CM6A-LR,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,INM-CM4-8,EC-EARTH3-VEG,CANESM5,EC-EARTH3,ACCESS-CM2,ACCESS-ESM1-5
2027.0,27811950000.0,27567580000.0,27468122000.0,27547230000.0,27492377000.0,27760191000.0,27590052000.0,27740766000.0,27725394000.0,27546198000.0,27573620000.0,27662887000.0,27676846000.0,27704890000.0,27557990000.0,27355836000.0,27681305000.0
2028.0,27673416000.0,27448510000.0,27253236000.0,27357637000.0,27311147000.0,27632760000.0,27371282000.0,27456119000.0,27590541000.0,27374787000.0,27557138000.0,27608414000.0,27332911000.0,27504392000.0,27695352000.0,27116458000.0,27602045000.0
2029.0,27496905000.0,27290020000.0,27429005000.0,27251438000.0,27164047000.0,27502152000.0,27253713000.0,27272288000.0,27411935000.0,27181873000.0,27302377000.0,27502963000.0,27159538000.0,27395443000.0,27287962000.0,27106644000.0,27402154000.0
2030.0,27406793000.0,27197098000.0,26919637000.0,27084202000.0,26966995000.0,27333160000.0,27111608000.0,27115936000.0,27331041000.0,26992437000.0,27185445000.0,27252965000.0,27081648000.0,27307158000.0,27063558000.0,26825984000.0,27245128000.0
2031.0,27286809000.0,27016890000.0,26595301000.0,26900908000.0,26732917000.0,27203224000.0,26932490000.0,26987366000.0,27334396000.0,26802858000.0,27040698000.0,27110093000.0,26879138000.0,27107467000.0,27068164000.0,26574170000.0,27119323000.0
2032.0,27217906000.0,26879830000.0,26385121000.0,26720018000.0,26603141000.0,27027784000.0,26724923000.0,26815540000.0,27076690000.0,26924737000.0,26979035000.0,26912395000.0,27074705000.0,26932048000.0,26939736000.0,26410131000.0,27289709000.0
2033.0,27060546000.0,26676281000.0,26173544000.0,26507512000.0,26434114000.0,26867593000.0,26450985000.0,26643945000.0,26940670000.0,26453015000.0,26754288000.0,26737484000.0,26636294000.0,26621379000.0,26852237000.0,26320194000.0,27163834000.0
2034.0,27140905000.0,26528418000.0,25903092000.0,26264203000.0,26184782000.0,26653200000.0,26156077000.0,26655950000.0,26820196000.0,26309204000.0,26563942000.0,26612738000.0,26550878000.0,26428602000.0,26524848000.0,25992280000.0,26898751000.0
2035.0,26848977000.0,26284567000.0,25673542000.0,26005385000.0,25891050000.0,26445158000.0,25944127000.0,26281060000.0,26828675000.0,26162684000.0,26350985000.0,26571428000.0,26282838000.0,26166522000.0,26263515000.0,25752621000.0,26701195000.0
2036.0,26621790000.0,26169713000.0,25415006000.0,25864237000.0,25601944000.0,26628830000.0,25727906000.0,26036482000.0,26601507000.0,25940537000.0,26234933000.0,26349097000.0,26069869000.0,26023377000.0,26016594000.0,25477954000.0,26669363000.0
2037.0,26489625000.0,26137457000.0,25157784000.0,25659644000.0,25533487000.0,26150806000.0,25478240000.0,25805824000.0,26467555000.0,25800518000.0,26174740000.0,26204550000.0,25896888000.0,25843263000.0,25868935000.0,25318117000.0,26501773000.0
2038.0,26303881000.0,25904994000.0,25021252000.0,25486529000.0,25203593000.0,26072280000.0,25197396000.0,25567590000.0,26266341000.0,25651230000.0,26039376000.0,26025250000.0,25814446000.0,25649154000.0,25720482000.0,24997982000.0,26308024000.0
2039.0,26138634000.0,25834824000.0,24732666000.0,25352032000.0,24964280000.0,25957420000.0,24955023000.0,25408550000.0,26134010000.0,25411420000.0,25805599000.0,25889610000.0,25605945000.0,25464797000.0,25551354000.0,24785805000.0,26225482000.0
2040.0,26022463000.0,25832440000.0,24517050000.0,25106272000.0,24792662000.0,25762450000.0,24722608000.0,25216200000.0,25983416000.0,25127459000.0,25764755000.0,25785768000.0,25432023000.0,25201742000.0,25572514000.0,24602395000.0,26010497000.0
2041.0,25937027000.0,25529928000.0,24292522000.0,25174400000.0,24531646000.0,25693084000.0,24542683000.0,25041887000.0,25838426000.0,25341944000.0,25632650000.0,25593027000.0,25247621000.0,25021123000.0,25226095000.0,24441379000.0,25927540000.0
2042.0,25851367000.0,25400775000.0,24010179000.0,24857215000.0,24806380000.0,25449697000.0,24305928000.0,24821303000.0,25647036000.0,25014923000.0,25533430000.0,25454670000.0,25119576000.0,24830083000.0,25013178000.0,24187994000.0,25764606000.0
2043.0,25693925000.0,25238400000.0,23874437000.0,24647594000.0,24422347000.0,25356497000.0,24037736000.0,24554752000.0,25744937000.0,24673866000.0,25354103000.0,25344620000.0,25034680000.0,24807873000.0,25103820000.0,24009669000.0,25703395000.0
2044.0,25583354000.0,25140046000.0,23664548000.0,24490152000.0,24120367000.0,25206813000.0,23906925000.0,24371866000.0,25461543000.0,24675580000.0,25371914000.0,25202436000.0,24808560000.0,24487700000.0,24884519000.0,23766071000.0,25495747000.0
2045.0,25417599000.0,25074342000.0,23706776000.0,24344810000.0,23902372000.0,25132980000.0,23786568000.0,24211042000.0,25814465000.0,24391903000.0,25263174000.0,25073525000.0,24635955000.0,24161956000.0,24700043000.0,23602874000.0,25347160000.0
2046.0,25300711000.0,24892120000.0,23319722000.0,24100633000.0,23662758000.0,25369055000.0,23593892000.0,23991337000.0,25407607000.0,24201740000.0,25054138000.0,25176410000.0,24440179000.0,24010650000.0,24569618000.0,23304264000.0,26038895000.0
2047.0,25166390000.0,24761060000.0,23041227000.0,23928605000.0,23546220000.0,25213143000.0,23371217000.0,23966417000.0,25168605000.0,24220350000.0,24898451000.0,24870816000.0,24266097000.0,23680498000.0,24428480000.0,23142898000.0,25223995000.0
2048.0,25038529000.0,24562072000.0,22825437000.0,23844116000.0,23246220000.0,24834832000.0,23266656000.0,23715916000.0,25119562000.0,24348518000.0,24753260000.0,24787487000.0,24026110000.0,23526218000.0,24168315000.0,22912653000.0,25082110000.0
2049.0,24917660000.0,24745290000.0,22615237000.0,23515769000.0,22926911000.0,24696596000.0,22990920000.0,23586413000.0,24851670000.0,23731888000.0,24595153000.0,24699965000.0,23847195000.0,23356650000.0,23920617000.0,22685469000.0,24929407000.0
2050.0,24957647000.0,24327010000.0,22395234000.0,23365351000.0,22787944000.0,24676580000.0,22745221000.0,23333665000.0,24822559000.0,23536783000.0,24467495000.0,24606910000.0,23859534000.0,23245464000.0,23995711000.0,22427613000.0,24828054000.0
2051.0,24693133000.0,24326404000.0,22269053000.0,23318397000.0,22563883000.0,24498440000.0,22660233000.0,23131537000.0,24716462000.0,23789939000.0,24362324000.0,24468656000.0,23527094000.0,22966213000.0,23989783000.0,22258098000.0,24771780000.0
2052.0,24559910000.0,24088388000.0,21983610000.0,23220079000.0,22432027000.0,24284912000.0,22442772000.0,23097194000.0,24593482000.0,23246453000.0,24329073000.0,24342405000.0,23400255000.0,22828850000.0,23619844000.0,22080575000.0,24501676000.0
2053.0,24390502000.0,23947303000.0,21749354000.0,23005258000.0,22135910000.0,24305498000.0,22346643000.0,22852889000.0,24534008000.0,23182873000.0,24221288000.0,24379110000.0,23232467000.0,22612367000.0,23440368000.0,21888995000.0,24379530000.0
2054.0,24307251000.0,23799069000.0,21544876000.0,23168764000.0,21947527000.0,24083223000.0,22323808000.0,22596276000.0,24356401000.0,23106927000.0,24239866000.0,24252105000.0,23080430000.0,22515825000.0,23295132000.0,21689762000.0,24740903000.0
2055.0,24172354000.0,23716223000.0,21341217000.0,22714960000.0,21778321000.0,24046328000.0,22580384000.0,22686560000.0,25149123000.0,22905370000.0,24148722000.0,24110119000.0,22920452000.0,22288816000.0,23103121000.0,21490889000.0,24518767000.0
2056.0,24165910000.0,23591717000.0,21154670000.0,22504505000.0,21565522000.0,24192780000.0,22270320000.0,22215240000.0,24337465000.0,23796204000.0,24262488000.0,24044257000.0,22732732000.0,22123524000.0,23158284000.0,21314513000.0,24263926000.0
2057.0,24075813000.0,23472216000.0,21057804000.0,22714040000.0,21402980000.0,24047587000.0,22019074000.0,21906520000.0,24357974000.0,22802475000.0,23881691000.0,23896200000.0,22691598000.0,21884965000.0,22970055000.0,21073414000.0,24073558000.0
2058.0,23876215000.0,23345617000.0,20942103000.0,22274089000.0,21166764000.0,23942480000.0,21897144000.0,21719943000.0,24042285000.0,22526335000.0,23842796000.0,23904258000.0,22402224000.0,21701876000.0,22689653000.0,20929335000.0,23969870000.0
2059.0,23876377000.0,23230708000.0,20697047000.0,22881319000.0,21004490000.0,23793934000.0,21717924000.0,21545888000.0,23950131000.0,22357004000.0,23751842000.0,23747768000.0,22277515000.0,21505204000.0,22581258000.0,20654445000.0,23773184000.0
2060.0,23779578000.0,23547451000.0,20551010000.0,22105934000.0,20852552000.0,24000137000.0,21690700000.0,21416160000.0,23908143000.0,22322676000.0,23630991000.0,23604533000.0,22251055000.0,21358279000.0,22480167000.0,20443320000.0,23608304000.0
2061.0,23687565000.0,23145525000.0,20378094000.0,21843157000.0,20630710000.0,23699773000.0,21529481000.0,21147845000.0,23769063000.0,22128640000.0,23538434000.0,23529687000.0,21933370000.0,21213972000.0,22270900000.0,20279142000.0,23749517000.0
2062.0,23512380000.0,23583023000.0,20218620000.0,21718706000.0,20482600000.0,23514943000.0,21403079000.0,20928250000.0,23658371000.0,22214136000.0,23440521000.0,24129372000.0,21839956000.0,21026443000.0,22115627000.0,20148118000.0,23423370000.0
2063.0,23461913000.0,23544530000.0,20056340000.0,21731117000.0,20324745000.0,23371332000.0,21288466000.0,20785717000.0,23728335000.0,21932923000.0,23332782000.0,23715858000.0,21687783000.0,20856865000.0,21944533000.0,19997395000.0,23193260000.0
2064.0,23294538000.0,22927503000.0,19895306000.0,21349102000.0,20168448000.0,23286487000.0,21141880000.0,20556106000.0,23417928000.0,21879220000.0,23539160000.0,23506065000.0,21526467000.0,20787638000.0,21798142000.0,19816378000.0,23143254000.0
2065.0,23187659000.0,22779701000.0,19762120000.0,21216354000.0,20014250000.0,23207910000.0,21050972000.0,20380875000.0,23269984000.0,21648136000.0,23396166000.0,23736447000.0,21369831000.0,20653710000.0,21748863000.0,19642268000.0,23059745000.0
2066.0,23139127000.0,22770522000.0,19635680000.0,21152930000.0,19781925000.0,23102003000.0,20974980000.0,20253532000.0,23178123000.0,21478758000.0,23243907000.0,23554306000.0,21250597000.0,20507620000.0,21577226000.0,19455928000.0,22915594000.0
2067.0,23357160000.0,22578366000.0,19924822000.0,21025047000.0,19725390000.0,23191243000.0,22135160000.0,20055986000.0,23391916000.0,21415143000.0,23272835000.0,23396840000.0,21439791000.0,20338150000.0,21438937000.0,19276257000.0,22958617000.0
2068.0,23029807000.0,22523382000.0,20063287000.0,20782301000.0,19586533000.0,23199228000.0,21471260000.0,19892718000.0,22979604000.0,21371357000.0,23048233000.0,23338488000.0,21066162000.0,20247542000.0,21308615000.0,19186760000.0,22670838000.0
2069.0,22946146000.0,22406644000.0,19417125000.0,20688476000.0,19355621000.0,22902673000.0,20976378000.0,19734702000.0,23435110000.0,21164055000.0,22994893000.0,23288076000.0,20913758000.0,20093782000.0,21245067000.0,19086866000.0,22526419000.0
2070.0,22789652000.0,22311076000.0,19317870000.0,20550496000.0,19368219000.0,22889790000.0,21398395000.0,19564454000.0,23029443000.0,21144037000.0,22892898000.0,23204938000.0,20791177000.0,19930423000.0,21063200000.0,18768654000.0,22441136000.0
2071.0,23214215000.0,22643116000.0,19220064000.0,20477815000.0,19161756000.0,22796954000.0,20743672000.0,19451544000.0,22821353000.0,21014274000.0,22833576000.0,23152718000.0,20704990000.0,19811074000.0,21196655000.0,18626583000.0,22338306000.0
2072.0,22700970000.0,22316145000.0,19102781000.0,20302068000.0,19019490000.0,22652244000.0,20629408000.0,19309935000.0,22808320000.0,20926417000.0,22894737000.0,23462537000.0,20723390000.0,19651283000.0,20889160000.0,18619994000.0,22140996000.0
2073.0,22622886000.0,22100700000.0,19000302000.0,20129634000.0,18890078000.0,22686958000.0,20492788000.0,19068875000.0,22684100000.0,20844478000.0,22847924000.0,23156617000.0,20482730000.0,19538657000.0,20766919000.0,18369501000.0,22093386000.0
2074.0,22624720000.0,22205334000.0,18904506000.0,20034513000.0,18739296000.0,22502636000.0,20377200000.0,18931976000.0,22662083000.0,21004458000.0,23109888000.0,23002331000.0,20461642000.0,19397923000.0,21437848000.0,18199644000.0,21977506000.0
2075.0,22601398000.0,21997345000.0,18874786000.0,19904004000.0,18620373000.0,22422020000.0,20358052000.0,18746763000.0,22576017000.0,20992410000.0,22663762000.0,22991436000.0,20244318000.0,19257225000.0,20548712000.0,18135376000.0,21853680000.0
2076.0,22534310000.0,21878737000.0,18767077000.0,19748610000.0,18498930000.0,22350608000.0,20285643000.0,18556200000.0,22573590000.0,20765223000.0,23062063000.0,22925476000.0,20197788000.0,19217684000.0,20449585000.0,18039200000.0,21675964000.0
2077.0,22510210000.0,21799084000.0,18562494000.0,19653347000.0,18435830000.0,22415032000.0,20162974000.0,18437830000.0,22510287000.0,20623354000.0,22928546000.0,23416270000.0,20068655000.0,19006876000.0,20373045000.0,17839294000.0,21582547000.0
2078.0,22440815000.0,21695494000.0,18521227000.0,19638280000.0,18217060000.0,22299836000.0,20274776000.0,18257986000.0,22351872000.0,20593338000.0,22807802000.0,22930050000.0,19930102000.0,18963630000.0,20148406000.0,17708147000.0,21670367000.0
2079.0,22225342000.0,21676360000.0,18403766000.0,19383728000.0,18115455000.0,22121226000.0,20002576000.0,18335609000.0,22256069000.0,20785959000.0,22751630000.0,22952614000.0,19874476000.0,18840936000.0,19986883000.0,17653402000.0,21390950000.0
2080.0,22147527000.0,21540290000.0,18327360000.0,19280853000.0,18139850000.0,22024325000.0,20029338000.0,18205452000.0,22213183000.0,21268613000.0,22673506000.0,22860070000.0,20059212000.0,18662085000.0,20949580000.0,17497315000.0,21376864000.0
2081.0,22139296000.0,21499090000.0,18218377000.0,19185281000.0,17940146000.0,21985333000.0,19868540000.0,17889920000.0,22146746000.0,20481413000.0,22638830000.0,23436740000.0,19734004000.0,18906740000.0,19967568000.0,17383080000.0,21260036000.0
2082.0,22016903000.0,21495261000.0,18112596000.0,18997680000.0,17944162000.0,21843935000.0,19721294000.0,18697558000.0,22105278000.0,20204171000.0,22470617000.0,23511190000.0,19868264000.0,18490480000.0,19748768000.0,17346298000.0,21157628000.0
2083.0,22316216000.0,21764383000.0,18068170000.0,19318434000.0,17743819000.0,21742645000.0,19641504000.0,18000420000.0,22103286000.0,20120906000.0,22554500000.0,23105466000.0,19564845000.0,18901385000.0,19997890000.0,17178929000.0,21018591000.0
2084.0,21885813000.0,21475502000.0,17953786000.0,18863469000.0,17754620000.0,21695902000.0,19542696000.0,17834646000.0,21906340000.0,20028557000.0,22654960000.0,23071519000.0,19497228000.0,18338918000.0,19510632000.0,17125730000.0,20988514000.0
2085.0,22564057000.0,21253704000.0,18648388000.0,19156343000.0,17589578000.0,21717168000.0,19469316000.0,17523763000.0,21955647000.0,20102494000.0,22695897000.0,22823940000.0,19400403000.0,18348171000.0,19452789000.0,17035273000.0,21019148000.0
2086.0,21812780000.0,21171474000.0,17988680000.0,18733902000.0,17727252000.0,21573933000.0,19636390000.0,17489197000.0,21696084000.0,19934716000.0,22411670000.0,22897283000.0,19268573000.0,18391568000.0,19358276000.0,16930294000.0,21258146000.0
2087.0,21660510000.0,21024911000.0,18049868000.0,18604376000.0,17836010000.0,21546810000.0,19625849000.0,17307017000.0,21893380000.0,19817066000.0,22719400000.0,22869890000.0,19134966000.0,18364670000.0,19457760000.0,16868341000.0,20873617000.0
2088.0,21574290000.0,20896680000.0,17787945000.0,19048320000.0,17587984000.0,21540810000.0,19338555000.0,17101642000.0,21669550000.0,19925248000.0,22354657000.0,23041229000.0,19080450000.0,18149890000.0,19202836000.0,16684940000.0,20697424000.0
2089.0,21887859000.0,20827101000.0,17695787000.0,19401288000.0,17473915000.0,21380727000.0,19167265000.0,16967290000.0,21613754000.0,20160385000.0,22243674000.0,22669996000.0,18867198000.0,17970000000.0,18988952000.0,16535891000.0,20588466000.0
2090.0,21441090000.0,20903817000.0,17514740000.0,18411512000.0,17288086000.0,21323057000.0,19109083000.0,16830629000.0,21541894000.0,19906410000.0,22557830000.0,22732507000.0,18840697000.0,17729847000.0,19436210000.0,16840648000.0,21512272000.0
2091.0,21373274000.0,20652378000.0,17425947000.0,18272123000.0,17894201000.0,21558780000.0,19034905000.0,16704555000.0,21480827000.0,19739675000.0,22276198000.0,22699637000.0,18738463000.0,17559153000.0,18841965000.0,16361023000.0,20904745000.0
2092.0,21304893000.0,20606423000.0,17340725000.0,18350658000.0,18480294000.0,21260773000.0,18918715000.0,16796382000.0,21398313000.0,19547759000.0,22214887000.0,22688799000.0,18681297000.0,17389543000.0,18739585000.0,16243688000.0,20533357000.0
2093.0,21866095000.0,20471630000.0,17297811000.0,18136312000.0,18084616000.0,21116326000.0,18847977000.0,16524180000.0,21374420000.0,19458552000.0,22442703000.0,22706490000.0,18573156000.0,17801204000.0,18713907000.0,16475763000.0,20765587000.0
2094.0,21248117000.0,20530465000.0,17153989000.0,18018032000.0,17423684000.0,21102072000.0,18767354000.0,16744132000.0,21251125000.0,19317713000.0,22398745000.0,22945778000.0,18593516000.0,17859750000.0,18807691000.0,16233269000.0,20336261000.0
2095.0,22176205000.0,20642056000.0,17123510000.0,17996812000.0,17538388000.0,21107070000.0,19077106000.0,16385786000.0,21160950000.0,19302633000.0,22241894000.0,22760190000.0,18599735000.0,17956182000.0,18970909000.0,16026929000.0,20234893000.0
2096.0,21298903000.0,20303475000.0,16996913000.0,18128964000.0,17281080000.0,21255778000.0,19345697000.0,16239523000.0,21085049000.0,19399162000.0,22061490000.0,22659658000.0,18538350000.0,17580423000.0,18614206000.0,15989125000.0,20562113000.0
2097.0,21206252000.0,20182987000.0,16992502000.0,18040234000.0,17240994000.0,20868830000.0,18676883000.0,16121802000.0,21127131000.0,19240434000.0,22192478000.0,22546055000.0,18511968000.0,17232335000.0,18717671000.0,15878814000.0,20379724000.0
2098.0,20975530000.0,20215180000.0,16903778000.0,17935636000.0,17002472000.0,20720353000.0,18701378000.0,16026863000.0,20997016000.0,19306162000.0,22052960000.0,22441167000.0,18279690000.0,17123858000.0,18482729000.0,15782523000.0,20387248000.0
2099.0,20950645000.0,20607310000.0,16703832000.0,17966242000.0,17055571000.0,20661336000.0,18580070000.0,16239294000.0,20845232000.0,19082654000.0,22028016000.0,22396115000.0,18202829000.0,17240222000.0,18396801000.0,16073115000.0,20564720000.0
2100.0,21575903000.0,20094826000.0,16632163000.0,17682078000.0,17106308000.0,20797139000.0,18475270000.0,16315190000.0,20789156000.0,19512336000.0,22123702000.0,22475405000.0,18207148000.0,17272998000.0,19151903000.0,15779396000.0,20126843000.0
