time,MPI-ESM1-2-HR,TAIESM1,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,CESM2,BCC-CSM2-MR,FGOALS-F3-L,INM-CM5-0,INM-CM4-8,EC-EARTH3,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,ACCESS-CM2,CAMS-CSM1-0,CESM2-WACCM,CMCC-CM2-SR5,NORESM2-MM
2032.0,27181662000.0,26190300000.0,26649022000.0,26437007000.0,27111890000.0,26926158000.0,26475784000.0,26036210000.0,27165899000.0,26865428000.0,26566447000.0,26642690000.0,26875306000.0,26718292000.0,26278732000.0,26850206000.0,26327024000.0,27117443000.0,26698555000.0
2033.0,27055151000.0,25958080000.0,26426161000.0,26193062000.0,27099822000.0,26733046000.0,26249620000.0,25771733000.0,26948665000.0,26699729000.0,26291976000.0,26464117000.0,26714170000.0,26538824000.0,25964964000.0,26668456000.0,26130414000.0,27167875000.0,26507090000.0
2034.0,26967824000.0,25481863000.0,26271775000.0,25898541000.0,26889904000.0,26700153000.0,26019390000.0,25597700000.0,26905954000.0,26525735000.0,26011498000.0,26423128000.0,26558450000.0,26417678000.0,25667017000.0,26447354000.0,25874573000.0,27099027000.0,26388797000.0
2035.0,26924270000.0,25012593000.0,26044262000.0,25724516000.0,26775908000.0,26449230000.0,25700456000.0,25265736000.0,26675407000.0,26525550000.0,26022697000.0,26114400000.0,26376370000.0,26223356000.0,25390090000.0,26267249000.0,25695197000.0,26912528000.0,26163184000.0
2036.0,26760720000.0,24771340000.0,25824430000.0,25616026000.0,26628620000.0,26230983000.0,25438296000.0,24977437000.0,26497853000.0,26304967000.0,25642004000.0,25922300000.0,26175695000.0,26023537000.0,25136540000.0,26101547000.0,25399564000.0,26720137000.0,25985837000.0
2037.0,26652318000.0,24487295000.0,25672444000.0,25329807000.0,26490049000.0,26074580000.0,25311121000.0,24740065000.0,26343166000.0,26145070000.0,25447006000.0,25742373000.0,26019946000.0,26041823000.0,25001572000.0,25969562000.0,25203266000.0,26492190000.0,25840570000.0
2038.0,26488451000.0,24167301000.0,25427974000.0,25107456000.0,26356320000.0,25965850000.0,24767869000.0,24502196000.0,26323175000.0,25983670000.0,25304926000.0,25507176000.0,25847376000.0,25755124000.0,24698450000.0,25766324000.0,24892200000.0,26343390000.0,25803979000.0
2039.0,26379930000.0,23848854000.0,25235930000.0,24864199000.0,26201231000.0,25737658000.0,24583856000.0,24127822000.0,26208455000.0,25796184000.0,25097660000.0,25280942000.0,25690966000.0,25899262000.0,24434547000.0,25547411000.0,24711694000.0,26321152000.0,25519122000.0
2040.0,26275756000.0,23510147000.0,25101378000.0,24656132000.0,26033175000.0,25530118000.0,24161940000.0,23914328000.0,25987824000.0,25598206000.0,24916924000.0,25078643000.0,25524146000.0,25457009000.0,24142650000.0,25384667000.0,24442446000.0,26103515000.0,25370376000.0
2041.0,26105246000.0,23214324000.0,24925413000.0,24444790000.0,25883486000.0,25324157000.0,23889994000.0,23724059000.0,25777605000.0,25429127000.0,24796852000.0,24837610000.0,25328250000.0,25266140000.0,23919910000.0,25341320000.0,24256390000.0,25973037000.0,25206309000.0
2042.0,26020692000.0,23024042000.0,24633324000.0,24199520000.0,25642004000.0,25182745000.0,23610513000.0,23393317000.0,25556780000.0,25249920000.0,24448033000.0,24644973000.0,25077387000.0,25064466000.0,23659725000.0,25081088000.0,24011504000.0,25822396000.0,24986466000.0
2043.0,25897382000.0,22667842000.0,24372074000.0,23979006000.0,25435961000.0,24760308000.0,23424809000.0,23205351000.0,25403298000.0,25080353000.0,24183484000.0,24402141000.0,24963031000.0,24877240000.0,23391519000.0,24872378000.0,23753155000.0,25611555000.0,24821103000.0
2044.0,25780950000.0,22390410000.0,24146006000.0,23736527000.0,25240180000.0,24756795000.0,23222591000.0,22956354000.0,25277120000.0,24903821000.0,24044356000.0,24185956000.0,24862218000.0,24698139000.0,23184656000.0,24764406000.0,23561906000.0,25364361000.0,24704162000.0
2045.0,25695615000.0,22097179000.0,23778998000.0,23553569000.0,25072976000.0,24395284000.0,22941043000.0,22570844000.0,25124809000.0,24742308000.0,23868277000.0,23797720000.0,24532580000.0,24537928000.0,22855213000.0,24485118000.0,23322495000.0,25212617000.0,24434113000.0
2046.0,25571795000.0,21827780000.0,23512830000.0,23265710000.0,24842924000.0,24064408000.0,22713970000.0,22289967000.0,24985483000.0,24590215000.0,23675302000.0,23457133000.0,24308430000.0,24373359000.0,22555340000.0,24291822000.0,23070577000.0,25141912000.0,24316375000.0
2047.0,25416700000.0,21508147000.0,23280093000.0,23054545000.0,24635240000.0,23793512000.0,22394210000.0,22058064000.0,24859370000.0,24435585000.0,23456350000.0,23130982000.0,24124613000.0,24147818000.0,22307072000.0,24026450000.0,22841029000.0,24894150000.0,24151771000.0
2048.0,25304465000.0,21230043000.0,23051350000.0,22825355000.0,24388397000.0,23369974000.0,22079564000.0,21737165000.0,24665432000.0,24353868000.0,23045736000.0,22780735000.0,23833571000.0,24007303000.0,22317791000.0,23782451000.0,22605707000.0,24753020000.0,23937182000.0
2049.0,25155586000.0,20873347000.0,22782749000.0,22591255000.0,24111700000.0,23027436000.0,21802295000.0,21482807000.0,24505883000.0,24101048000.0,22902307000.0,22507334000.0,23600144000.0,24078350000.0,21982575000.0,23592819000.0,22328500000.0,24528079000.0,23583912000.0
2050.0,25113000000.0,20505948000.0,22629560000.0,22368612000.0,23784160000.0,22785868000.0,21498423000.0,21304523000.0,24372437000.0,23923497000.0,22794748000.0,22203107000.0,23387120000.0,23841843000.0,21880840000.0,23474481000.0,22006010000.0,24312402000.0,23285563000.0
2051.0,24820746000.0,20191430000.0,22462075000.0,22415450000.0,23478303000.0,22474439000.0,21112322000.0,21149954000.0,24101108000.0,23734497000.0,22541480000.0,21919916000.0,23086492000.0,23631626000.0,21554876000.0,23136502000.0,22017196000.0,24091902000.0,23093524000.0
2052.0,24678642000.0,20024285000.0,22201770000.0,22062322000.0,23380752000.0,22206915000.0,20816120000.0,20913439000.0,23840991000.0,23541918000.0,22256069000.0,21674330000.0,22728854000.0,23545917000.0,21388149000.0,22978380000.0,21676634000.0,23862909000.0,23103308000.0
2053.0,24464830000.0,19737467000.0,21911530000.0,21833296000.0,23146170000.0,21959965000.0,20628107000.0,20629300000.0,23639247000.0,23344540000.0,21966370000.0,21351864000.0,22467777000.0,23382184000.0,21114466000.0,22754773000.0,21405424000.0,23640230000.0,22911791000.0
2054.0,24303573000.0,19530183000.0,21651460000.0,21677068000.0,22833736000.0,21622143000.0,20462537000.0,20391948000.0,23453673000.0,23129119000.0,21781140000.0,21142292000.0,22125840000.0,23165684000.0,20837880000.0,22525706000.0,21187467000.0,23545592000.0,22452406000.0
2055.0,24107117000.0,19198925000.0,21414541000.0,21548134000.0,22668153000.0,21344790000.0,20203380000.0,20168202000.0,23287202000.0,22938882000.0,21510574000.0,20784898000.0,21859795000.0,22936920000.0,20582430000.0,22330150000.0,20847157000.0,23251614000.0,22287560000.0
2056.0,23919466000.0,18892898000.0,21175300000.0,21398104000.0,22453290000.0,21008335000.0,19995988000.0,19923730000.0,23242426000.0,22723377000.0,21373635000.0,20388706000.0,21660060000.0,22824260000.0,20311024000.0,22176856000.0,20628961000.0,23003660000.0,22137430000.0
2057.0,23659821000.0,18634097000.0,20930701000.0,21085870000.0,22191696000.0,20782230000.0,19792667000.0,19692710000.0,22963278000.0,22578657000.0,21129685000.0,20044722000.0,21300249000.0,22732493000.0,20085580000.0,21981741000.0,20322265000.0,22610391000.0,22298081000.0
2058.0,23521948000.0,18376680000.0,20600162000.0,20887681000.0,21968770000.0,20519434000.0,19639734000.0,19547386000.0,22789515000.0,22393686000.0,20877496000.0,19694651000.0,21069361000.0,22458812000.0,19888955000.0,21762124000.0,20038070000.0,22355920000.0,21892256000.0
2059.0,23276972000.0,18191841000.0,20375792000.0,20692122000.0,21737886000.0,20196065000.0,19379077000.0,19334880000.0,22645182000.0,22210202000.0,20594960000.0,19512013000.0,20720710000.0,22235066000.0,19596743000.0,21694771000.0,19889320000.0,22057038000.0,21559228000.0
2060.0,23127171000.0,17927150000.0,20163590000.0,20518103000.0,21537278000.0,19906605000.0,19129266000.0,19026250000.0,22441075000.0,22072914000.0,20448598000.0,19205478000.0,20400530000.0,22000005000.0,19359562000.0,21429620000.0,19665950000.0,21804712000.0,21283183000.0
2061.0,22982621000.0,17700155000.0,19856190000.0,20364528000.0,21311842000.0,19608324000.0,18856495000.0,18830230000.0,22260152000.0,21865812000.0,20092862000.0,18949390000.0,20075586000.0,21828321000.0,19147327000.0,21288382000.0,19362195000.0,21625793000.0,21060547000.0
2062.0,22819652000.0,17484696000.0,19695673000.0,20196835000.0,21185219000.0,19261055000.0,18621514000.0,18648998000.0,22055570000.0,21672309000.0,19833027000.0,18713470000.0,19803259000.0,21565766000.0,18874425000.0,21072196000.0,19077300000.0,21306503000.0,20784712000.0
2063.0,22556058000.0,17204451000.0,19443968000.0,20034914000.0,20979350000.0,18959618000.0,18479735000.0,18456715000.0,21848646000.0,21446500000.0,19601484000.0,18435332000.0,19521143000.0,21340470000.0,18628346000.0,20855863000.0,18820622000.0,21145460000.0,20591000000.0
2064.0,22336310000.0,16997256000.0,19232274000.0,19886365000.0,20790022000.0,18665355000.0,18312462000.0,18244694000.0,21691470000.0,21238096000.0,19602973000.0,18220182000.0,19334887000.0,21127641000.0,18466644000.0,20680364000.0,18539310000.0,20700660000.0,20455619000.0
2065.0,22210860000.0,16772779000.0,18965047000.0,19707605000.0,20590137000.0,18528707000.0,18113990000.0,18086355000.0,21482236000.0,21080728000.0,19084260000.0,17991776000.0,19045510000.0,20910262000.0,18137050000.0,20576528000.0,18363770000.0,20407722000.0,20314140000.0
2066.0,22022705000.0,16570264000.0,18778532000.0,19566340000.0,20273342000.0,18279225000.0,17920063000.0,17817674000.0,21348174000.0,20938130000.0,19006077000.0,17774449000.0,18800808000.0,20649300000.0,17848041000.0,20362605000.0,18005540000.0,20278827000.0,20150569000.0
2067.0,21754280000.0,16329671000.0,18535494000.0,19398700000.0,20049959000.0,17967825000.0,17715364000.0,17526514000.0,21226467000.0,20787450000.0,18726160000.0,17516227000.0,18541371000.0,20390263000.0,17620115000.0,20220518000.0,17738934000.0,20028130000.0,19997090000.0
2068.0,21538367000.0,16061665000.0,18292025000.0,19280800000.0,19857377000.0,17687077000.0,17568120000.0,17388585000.0,21037090000.0,20628333000.0,18473533000.0,17241246000.0,18237915000.0,20220776000.0,17321693000.0,20064184000.0,17540377000.0,19811594000.0,19791022000.0
2069.0,21332324000.0,15826606000.0,18070555000.0,19172334000.0,19642927000.0,17470410000.0,17411738000.0,17199604000.0,20937900000.0,20452116000.0,18150365000.0,16990872000.0,17982292000.0,19924806000.0,17148734000.0,20074770000.0,17245671000.0,19505350000.0,19664583000.0
2070.0,21194020000.0,15616154000.0,17866263000.0,19025127000.0,19473000000.0,17247164000.0,17236177000.0,16925249000.0,20815235000.0,20298017000.0,17935116000.0,16809772000.0,17605018000.0,19560450000.0,16911742000.0,19837581000.0,16979150000.0,19349820000.0,19473957000.0
2071.0,20973355000.0,15361375000.0,17655270000.0,18883318000.0,19305190000.0,16996291000.0,17050568000.0,16696281000.0,20694434000.0,20147042000.0,17766190000.0,16538275000.0,17295012000.0,19365605000.0,16590367000.0,19612620000.0,16653912000.0,19163718000.0,19249090000.0
2072.0,20767087000.0,15069882000.0,17434294000.0,18691246000.0,19162042000.0,16779303000.0,16888421000.0,16489914000.0,20516870000.0,19953476000.0,17472098000.0,16283177000.0,17046297000.0,19164594000.0,16354412000.0,19510555000.0,16387874000.0,18952045000.0,19102968000.0
2073.0,20578587000.0,14848225000.0,17239914000.0,18640574000.0,18983029000.0,16531584000.0,16664601000.0,16269350000.0,20362678000.0,19786357000.0,17151221000.0,16062929000.0,16795392000.0,18962053000.0,16084111000.0,19303424000.0,16037386000.0,18731500000.0,18913028000.0
2074.0,20376031000.0,14636712000.0,16961936000.0,18696511000.0,18856333000.0,16285848000.0,16459326000.0,15919846000.0,20216615000.0,19662332000.0,16956999000.0,15867420000.0,16446217000.0,18757124000.0,15827615000.0,19233171000.0,15769286000.0,18477734000.0,18742524000.0
2075.0,20171162000.0,14386179000.0,16737081000.0,18399134000.0,18652557000.0,16029649000.0,16269867000.0,15699866000.0,20107180000.0,19462398000.0,16673919000.0,15592504000.0,16128922000.0,18465538000.0,15575199000.0,19067062000.0,15499917000.0,18328406000.0,18584211000.0
2076.0,20000920000.0,14142860000.0,16519182000.0,18250007000.0,18358305000.0,15703109000.0,16026108000.0,15452077000.0,19942218000.0,19446480000.0,16416228000.0,15304522000.0,15843109000.0,18286959000.0,15305124000.0,18979320000.0,15208174000.0,18119830000.0,18430341000.0
2077.0,19814578000.0,13893584000.0,16290887000.0,18132318000.0,18170847000.0,15499838000.0,15831668000.0,15197653000.0,19828785000.0,19299445000.0,16118085000.0,15058785000.0,15532060000.0,18092660000.0,15007638000.0,19043142000.0,14922615000.0,17939970000.0,18245294000.0
2078.0,19644246000.0,13602580000.0,16085543000.0,18129496000.0,17961814000.0,15223158000.0,15632899000.0,14950113000.0,19648200000.0,19145607000.0,15910921000.0,14765339000.0,15320431000.0,17829698000.0,14830482000.0,18839656000.0,14561633000.0,17856793000.0,17990263000.0
2079.0,19501674000.0,13355360000.0,15862914000.0,17905760000.0,17835057000.0,14982220000.0,15470147000.0,14649528000.0,19514978000.0,19005944000.0,15695118000.0,14478705000.0,15110394000.0,17633386000.0,14585804000.0,18713970000.0,14352458000.0,17652994000.0,17832028000.0
2080.0,19309183000.0,13117523000.0,15598977000.0,17744523000.0,17612384000.0,14698521000.0,15297672000.0,14379930000.0,19352576000.0,18819297000.0,15430448000.0,14286995000.0,14894543000.0,17458495000.0,14350344000.0,18560825000.0,14089776000.0,17443870000.0,17674535000.0
2081.0,19145417000.0,12933711000.0,15354480000.0,17592594000.0,17387426000.0,14443884000.0,15088877000.0,14197407000.0,19167103000.0,18630080000.0,15200945000.0,14067703000.0,14622037000.0,17229101000.0,14152414000.0,18454852000.0,13903379000.0,17190530000.0,17483667000.0
2082.0,18987907000.0,12773170000.0,15154596000.0,17441135000.0,17202094000.0,14222962000.0,14891225000.0,13952557000.0,18959874000.0,18519785000.0,14990284000.0,13861427000.0,14334540000.0,17035593000.0,13933157000.0,18347665000.0,13586722000.0,16983430000.0,17293517000.0
2083.0,18773828000.0,12600538000.0,14936471000.0,17298047000.0,17006644000.0,13945808000.0,14745683000.0,13694189000.0,18838215000.0,18371750000.0,14743344000.0,13636303000.0,14007283000.0,16781908000.0,13681046000.0,18255282000.0,13397851000.0,16847675000.0,17095875000.0
2084.0,18523943000.0,12377139000.0,14742962000.0,17143149000.0,16817178000.0,13770876000.0,14601976000.0,13453061000.0,18696118000.0,18254330000.0,14321854000.0,13321679000.0,13779879000.0,16585922000.0,13440810000.0,18095440000.0,13171885000.0,16650967000.0,16976294000.0
2085.0,18333196000.0,12193801000.0,14557444000.0,16983219000.0,16659518000.0,13562915000.0,14425059000.0,13268845000.0,18498824000.0,18107613000.0,14133590000.0,13031263000.0,13480015000.0,16400761000.0,13264462000.0,18011540000.0,12961709000.0,16388457000.0,16781904000.0
2086.0,18189885000.0,11933491000.0,14389202000.0,16863128000.0,16458449000.0,13322520000.0,14224689000.0,13070935000.0,18365470000.0,17953622000.0,13978756000.0,12768847000.0,13283612000.0,16252370000.0,13029351000.0,17799231000.0,12677738000.0,16205363000.0,16579503000.0
2087.0,17984815000.0,11740976000.0,14253016000.0,16717365000.0,16275909000.0,13079726000.0,14021032000.0,12910014000.0,18203505000.0,17803016000.0,13733894000.0,12589963000.0,13021429000.0,16017783000.0,12854485000.0,17650278000.0,12506768000.0,16054738000.0,16391704000.0
2088.0,17801284000.0,11554914000.0,14059727000.0,16569500000.0,16121581000.0,12815905000.0,13955594000.0,12778750000.0,18076041000.0,17669860000.0,13412634000.0,12353002000.0,12835993000.0,15811478000.0,12682711000.0,17551786000.0,12185692000.0,15908580000.0,16171966000.0
2089.0,17600307000.0,11351049000.0,13876042000.0,16526161000.0,15917595000.0,12561032000.0,13721291000.0,12561918000.0,17915757000.0,17478167000.0,13192919000.0,12165821000.0,12655559000.0,15677321000.0,12513086000.0,17407550000.0,12004436000.0,15743254000.0,15981301000.0
2090.0,17400912000.0,11194391000.0,13681025000.0,16160770000.0,15802730000.0,12356759000.0,13563730000.0,12338689000.0,17667062000.0,17349218000.0,13063936000.0,11935965000.0,12487664000.0,15555837000.0,12302798000.0,17311484000.0,11808854000.0,15543130000.0,15847380000.0
2091.0,17237471000.0,10889759000.0,13478950000.0,15970420000.0,15577540000.0,12153478000.0,13445116000.0,12153832000.0,17528880000.0,17239208000.0,12980298000.0,11697379000.0,12189269000.0,15396789000.0,12037339000.0,17169582000.0,11516858000.0,15322658000.0,15639389000.0
2092.0,17024968000.0,10678689000.0,13308191000.0,15823864000.0,15415205000.0,11944737000.0,13322676000.0,11962581000.0,17359755000.0,17142586000.0,12607295000.0,11492027000.0,11955961000.0,15230013000.0,11814363000.0,17019683000.0,11256157000.0,15155718000.0,15443931000.0
2093.0,16760780000.0,10450747000.0,13128615000.0,15678622000.0,15239585000.0,11655171000.0,13153168000.0,11762734000.0,17209640000.0,17017642000.0,12376615000.0,11203168000.0,11768253000.0,15097132000.0,11664445000.0,16930151000.0,10968675000.0,14989184000.0,15338016000.0
2094.0,16608330000.0,10271840000.0,12977506000.0,15528179000.0,15023830000.0,11381929000.0,13034952000.0,11590226000.0,17054438000.0,16875789000.0,12189085000.0,10994109000.0,11515041000.0,14914670000.0,11430431000.0,16803763000.0,10797778000.0,14833532000.0,15175768000.0
2095.0,16424733000.0,10041461000.0,12789971000.0,15402723000.0,14809064000.0,11105824000.0,12895990000.0,11446564000.0,16948548000.0,16740427000.0,11985468000.0,10761465000.0,11359393000.0,14688583000.0,11225596000.0,16677603000.0,10582736000.0,14687875000.0,14885926000.0
2096.0,16275981000.0,9797856000.0,12572217000.0,15470534000.0,14621666000.0,10901641000.0,12763125000.0,11276198000.0,16805692000.0,16572761000.0,11702412000.0,10528867000.0,11116442000.0,14507676000.0,10875505000.0,16585587000.0,10388274000.0,14505898000.0,14722693000.0
2097.0,16064220000.0,9456155000.0,12346330000.0,15021489000.0,14477138000.0,10686864000.0,12675170000.0,11102255000.0,16673023000.0,16420945000.0,11468506000.0,10333404000.0,10842942000.0,14340661000.0,10543891000.0,16494782000.0,9952139000.0,14335222000.0,14638227000.0
