time,EC-EARTH3-VEG,EC-EARTH3,INM-CM5-0,INM-CM4-8,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,CESM2,MRI-ESM2-0,GFDL-ESM4
2048.0,23458058000.0,23599948000.0,24387420000.0,24012591000.0,24744320000.0,23820691000.0,25062812000.0,25353736000.0,22529212000.0,22817178000.0,23263775000.0,25304520000.0,24459969000.0
2049.0,23181824000.0,23368770000.0,24245903000.0,23807134000.0,24307235000.0,23653990000.0,24881715000.0,25147015000.0,22506490000.0,22545846000.0,23130157000.0,25190300000.0,24276636000.0
2050.0,22915170000.0,23103630000.0,24138631000.0,23617315000.0,24126487000.0,23411286000.0,24730384000.0,25011612000.0,22154682000.0,22292781000.0,23001713000.0,25029743000.0,24016542000.0
2051.0,22633420000.0,22932756000.0,24005104000.0,23420676000.0,24008278000.0,23171553000.0,24738953000.0,24879470000.0,21972090000.0,22083176000.0,22797285000.0,24900508000.0,23837110000.0
2052.0,22391323000.0,22731907000.0,23858407000.0,23263724000.0,23862884000.0,22928847000.0,24458213000.0,24771985000.0,21681758000.0,21872919000.0,22537968000.0,24775082000.0,23666903000.0
2053.0,22038950000.0,22522986000.0,23837047000.0,23105671000.0,23643773000.0,22624383000.0,24298805000.0,24592871000.0,21479220000.0,21657197000.0,22323208000.0,24698247000.0,23498656000.0
2054.0,21852449000.0,22214914000.0,23630051000.0,22981427000.0,23487898000.0,22434783000.0,24206342000.0,24350300000.0,21187480000.0,21358512000.0,22070913000.0,24490056000.0,23327445000.0
2055.0,21539320000.0,21889798000.0,23475962000.0,22871464000.0,23328006000.0,22158890000.0,24062468000.0,24142662000.0,21069752000.0,21125714000.0,21737183000.0,24311337000.0,23167754000.0
2056.0,21471244000.0,21832616000.0,23348720000.0,22671165000.0,23199883000.0,21870311000.0,23865248000.0,23963224000.0,20750084000.0,20799224000.0,21594976000.0,24127998000.0,23122543000.0
2057.0,21213663000.0,21534054000.0,23204567000.0,22528700000.0,22973362000.0,21483635000.0,23783590000.0,23733248000.0,20549970000.0,20610355000.0,21277590000.0,23969380000.0,22911535000.0
2058.0,20964559000.0,21363622000.0,23113755000.0,22369700000.0,22627946000.0,21215963000.0,23631020000.0,23544875000.0,20316082000.0,20673917000.0,21067217000.0,23721937000.0,22746298000.0
2059.0,20767173000.0,21062715000.0,22994990000.0,22240880000.0,22488519000.0,20876659000.0,23464966000.0,23334300000.0,20103852000.0,20308130000.0,20768195000.0,23497170000.0,22573599000.0
2060.0,20577526000.0,20834802000.0,22829484000.0,22180450000.0,22374154000.0,20536666000.0,23274040000.0,23108143000.0,19925340000.0,20078356000.0,20500107000.0,23272841000.0,22408202000.0
2061.0,20431034000.0,20558678000.0,22702252000.0,21965683000.0,22166622000.0,20281512000.0,23280894000.0,22893650000.0,19737980000.0,19816421000.0,20284731000.0,23144081000.0,22267867000.0
2062.0,20212935000.0,20343771000.0,22566502000.0,21809342000.0,21997240000.0,19973677000.0,23010820000.0,22704759000.0,19571532000.0,19590810000.0,20068497000.0,22919131000.0,22069467000.0
2063.0,19949580000.0,20073849000.0,22474148000.0,21657823000.0,21856956000.0,19644975000.0,22820084000.0,22512515000.0,19333255000.0,19336763000.0,19897803000.0,22582966000.0,21943552000.0
2064.0,19753120000.0,19815160000.0,22350178000.0,21525002000.0,22139660000.0,19412955000.0,22653606000.0,22371970000.0,19170011000.0,19108160000.0,19608564000.0,22289100000.0,21746570000.0
2065.0,19732530000.0,19708533000.0,22209626000.0,21355570000.0,22153435000.0,19223085000.0,22463961000.0,22050630000.0,18988976000.0,18954396000.0,19444208000.0,22017085000.0,21609183000.0
2066.0,19477110000.0,19453293000.0,22137838000.0,21280225000.0,21657872000.0,19009850000.0,22283952000.0,21864133000.0,18800966000.0,18771988000.0,19135699000.0,22014687000.0,21408651000.0
2067.0,19300512000.0,19254845000.0,21986120000.0,21179812000.0,21187813000.0,18766526000.0,22065983000.0,21711137000.0,18569558000.0,18587666000.0,18973809000.0,21595212000.0,21257732000.0
2068.0,19106429000.0,19030151000.0,21903626000.0,20977467000.0,20995146000.0,18521680000.0,21850790000.0,21622893000.0,18342384000.0,18343293000.0,18764863000.0,21302585000.0,21379373000.0
2069.0,18899966000.0,18901076000.0,21849127000.0,20805716000.0,20774584000.0,18350303000.0,21715698000.0,21409188000.0,18172148000.0,18173600000.0,18592770000.0,21062873000.0,21069683000.0
2070.0,18755710000.0,18739840000.0,21757490000.0,20675484000.0,20578683000.0,18080367000.0,21573927000.0,21221026000.0,18020256000.0,17967490000.0,18429852000.0,20728689000.0,20913470000.0
2071.0,18579270000.0,18578491000.0,21839966000.0,20542067000.0,20492478000.0,17862360000.0,21427687000.0,21084533000.0,17812783000.0,17824651000.0,18180153000.0,20361300000.0,20817707000.0
2072.0,18433026000.0,18373579000.0,21684308000.0,20394953000.0,20279513000.0,17630773000.0,21262000000.0,20911057000.0,17645136000.0,17683677000.0,17910192000.0,20084017000.0,20681482000.0
2073.0,18204684000.0,18125373000.0,21519840000.0,20249993000.0,20107401000.0,17374558000.0,21083781000.0,20758720000.0,17286363000.0,17513228000.0,17657670000.0,19790598000.0,20572338000.0
2074.0,18009980000.0,17981570000.0,21401526000.0,20078627000.0,20012104000.0,17229898000.0,21031113000.0,20578673000.0,17086745000.0,17348534000.0,17428386000.0,19627807000.0,20450250000.0
2075.0,17837439000.0,17754470000.0,21285618000.0,19932824000.0,19846609000.0,16968160000.0,20757560000.0,20388327000.0,16871449000.0,17170836000.0,17227516000.0,19348214000.0,20215106000.0
2076.0,17631293000.0,17559658000.0,21169488000.0,19802750000.0,19827302000.0,16687131000.0,20548256000.0,20212355000.0,16668010000.0,17011315000.0,17116101000.0,19088665000.0,20036674000.0
2077.0,17417340000.0,17333310000.0,21073460000.0,19641990000.0,19477051000.0,16433443000.0,20431800000.0,20027159000.0,16433849000.0,16841700000.0,16768908000.0,18915064000.0,19873520000.0
2078.0,17260052000.0,17089875000.0,20977780000.0,19492966000.0,19520250000.0,16244547000.0,20306231000.0,19864812000.0,16313654000.0,16669530000.0,16539266000.0,18755045000.0,19766233000.0
2079.0,16971997000.0,16840991000.0,20886555000.0,19361690000.0,19318150000.0,16074314000.0,20158106000.0,19743293000.0,16145354000.0,16501333000.0,16344556000.0,18575630000.0,19612700000.0
2080.0,16816815000.0,16596556000.0,20854145000.0,19235027000.0,19143172000.0,15922249000.0,20036487000.0,19628548000.0,15918630000.0,16302086000.0,16131085000.0,18493647000.0,19458292000.0
2081.0,16687938000.0,16377314000.0,20675473000.0,19132543000.0,18804572000.0,15768204000.0,19868443000.0,19516137000.0,15669587000.0,16151621000.0,15947009000.0,18208063000.0,19303467000.0
2082.0,16442316000.0,16219652000.0,20565797000.0,19010017000.0,18731446000.0,15571168000.0,19670237000.0,19409353000.0,15470118000.0,16006569000.0,15758660000.0,17959076000.0,19124929000.0
2083.0,16250546000.0,16067365000.0,20420753000.0,19162804000.0,18562780000.0,15389114000.0,19535096000.0,19231152000.0,15274918000.0,15861282000.0,15445740000.0,17767528000.0,18877640000.0
2084.0,16103660000.0,15822327000.0,20331676000.0,18823485000.0,18406463000.0,15157740000.0,19329163000.0,19080479000.0,15012207000.0,15677441000.0,15273915000.0,17590166000.0,18759692000.0
2085.0,15906279000.0,15614155000.0,20187392000.0,18656922000.0,18320542000.0,14921467000.0,19177271000.0,18930840000.0,14898240000.0,15502282000.0,15015584000.0,17459952000.0,18629915000.0
2086.0,15625847000.0,15435942000.0,20044237000.0,18548744000.0,18121327000.0,14667196000.0,19072973000.0,18758950000.0,14704629000.0,15356481000.0,14867356000.0,17200275000.0,18449672000.0
2087.0,15362810000.0,15266449000.0,19902364000.0,18415096000.0,18035118000.0,14480437000.0,18921680000.0,18566433000.0,14502274000.0,15198058000.0,14643970000.0,17010223000.0,18329915000.0
2088.0,15159660000.0,15028453000.0,19721804000.0,18264986000.0,17895875000.0,14266188000.0,18828147000.0,18389570000.0,14220753000.0,15027173000.0,14435978000.0,16869313000.0,18229060000.0
2089.0,14975834000.0,14894021000.0,19576099000.0,18098092000.0,17771758000.0,14032920000.0,18668499000.0,18281531000.0,14078515000.0,14904809000.0,14195875000.0,16687784000.0,17939190000.0
2090.0,14727385000.0,14528085000.0,19388432000.0,17968206000.0,17569999000.0,13850211000.0,18526333000.0,18124392000.0,13890375000.0,14763805000.0,14130121000.0,16545258000.0,17776394000.0
2091.0,14495144000.0,14276310000.0,19296410000.0,18816410000.0,17470185000.0,13694394000.0,18339580000.0,17969195000.0,13679478000.0,14646667000.0,13834195000.0,16425435000.0,17567695000.0
2092.0,14280272000.0,14082071000.0,19150480000.0,17800247000.0,17335499000.0,13382910000.0,18212063000.0,17785358000.0,13556409000.0,14452656000.0,13604398000.0,16286000000.0,17397550000.0
2093.0,14084383000.0,13919293000.0,18904646000.0,17692580000.0,17253018000.0,13240601000.0,18074812000.0,17580990000.0,13367703000.0,14291943000.0,13380579000.0,16146792000.0,17214091000.0
2094.0,13868324000.0,13709638000.0,18738940000.0,17580386000.0,17178332000.0,13072609000.0,17911484000.0,17392925000.0,13236945000.0,14138485000.0,13167071000.0,16000771000.0,17069216000.0
2095.0,13690046000.0,13515451000.0,18580812000.0,17501594000.0,17029167000.0,12836123000.0,17808126000.0,17207521000.0,13095775000.0,13989672000.0,13002757000.0,15911384000.0,16910173000.0
2096.0,13469933000.0,13294845000.0,18440956000.0,17384538000.0,16913361000.0,12688660000.0,17714307000.0,17080818000.0,13013472000.0,13831961000.0,12749742000.0,15702138000.0,16742787000.0
2097.0,13282882000.0,13098633000.0,18245874000.0,17282347000.0,16896947000.0,12427922000.0,17558866000.0,16934672000.0,12790213000.0,13706845000.0,12566170000.0,15561924000.0,16623429000.0
2098.0,13105053000.0,12897239000.0,18078120000.0,17156325000.0,16887997000.0,12229688000.0,17433055000.0,16770976000.0,12516407000.0,13514705000.0,12395349000.0,15425474000.0,16478658000.0
2099.0,12879656000.0,12682122000.0,17886433000.0,17023225000.0,16682443000.0,12013097000.0,17314748000.0,16605510000.0,12411866000.0,13363321000.0,12195547000.0,15290776000.0,16277463000.0
2100.0,12716567000.0,12508695000.0,17740063000.0,16904838000.0,16560057000.0,11868961000.0,17184815000.0,16422297000.0,12283044000.0,13231873000.0,11926296000.0,15101721000.0,16057325000.0
