time,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4
2000.0,19611530000000.0,19611530000000.0,19611530000000.0
2001.0,19650161000000.0,19650161000000.0,19650161000000.0
2002.0,19627793000000.0,19627793000000.0,19627793000000.0
2003.0,19580989000000.0,19580989000000.0,19580989000000.0
2004.0,19518420000000.0,19518420000000.0,19518420000000.0
2005.0,19432626000000.0,19432626000000.0,19432626000000.0
2006.0,19354997000000.0,19354997000000.0,19354997000000.0
2007.0,19307510000000.0,19307510000000.0,19307510000000.0
2008.0,19223701000000.0,19223701000000.0,19223701000000.0
2009.0,19243320000000.0,19243320000000.0,19243320000000.0
2010.0,19158975000000.0,19158975000000.0,19158975000000.0
2011.0,19076307000000.0,19076307000000.0,19076307000000.0
2012.0,19031396000000.0,19031396000000.0,19031396000000.0
2013.0,18987323000000.0,18987323000000.0,18987323000000.0
2014.0,18889220000000.0,18889220000000.0,18889220000000.0
2015.0,18804443000000.0,18804443000000.0,18804443000000.0
2016.0,18727370000000.0,18727370000000.0,18727370000000.0
2017.0,18547015000000.0,18547015000000.0,18547015000000.0
2018.0,18422128000000.0,18422128000000.0,18422128000000.0
2019.0,18303521000000.0,18303521000000.0,18303521000000.0
2020.0,18122920000000.0,18122920000000.0,18122920000000.0
2021.0,17999279000000.0,17982688000000.0,18026215000000.0
2022.0,17906170000000.0,17798726000000.0,17974962000000.0
2023.0,17721520000000.0,17794790000000.0,17934464000000.0
2024.0,17559995000000.0,17773932000000.0,17748684000000.0
2025.0,17415845000000.0,17680665000000.0,17679540000000.0
2026.0,17280778000000.0,17603737000000.0,17505326000000.0
2027.0,17064470000000.0,17541917000000.0,17364212000000.0
2028.0,16930561000000.0,17466728000000.0,17141834000000.0
2029.0,16825282000000.0,17407375000000.0,16990519000000.0
2030.0,16736652000000.0,17293253000000.0,16760731000000.0
2031.0,16702694000000.0,17313557000000.0,16581159000000.0
2032.0,16654955000000.0,17213152000000.0,16474482000000.0
