time,CCSM4,CESM1-CAM5
2000.0,19611530000000.0,19611530000000.0
2001.0,19650161000000.0,19650161000000.0
2002.0,19627793000000.0,19627793000000.0
2003.0,19580989000000.0,19580989000000.0
2004.0,19518420000000.0,19518420000000.0
2005.0,19432626000000.0,19432626000000.0
2006.0,19354997000000.0,19354997000000.0
2007.0,19307510000000.0,19307510000000.0
2008.0,19223701000000.0,19223701000000.0
2009.0,19243320000000.0,19243320000000.0
2010.0,19158975000000.0,19158975000000.0
2011.0,19076307000000.0,19076307000000.0
2012.0,19031396000000.0,19031396000000.0
2013.0,18987323000000.0,18987323000000.0
2014.0,18889220000000.0,18889220000000.0
2015.0,18804443000000.0,18804443000000.0
2016.0,18727370000000.0,18727370000000.0
2017.0,18547015000000.0,18547015000000.0
2018.0,18422128000000.0,18422128000000.0
2019.0,18303521000000.0,18303521000000.0
2020.0,18122920000000.0,18122920000000.0
2021.0,18040125000000.0,17940909000000.0
2022.0,17993606000000.0,17880131000000.0
2023.0,17845667000000.0,17911815000000.0
2024.0,17783736000000.0,17789193000000.0
2025.0,17721629000000.0,17687812000000.0
2026.0,17680847000000.0,17643367000000.0
2027.0,17629924000000.0,17518779000000.0
2028.0,17577845000000.0,17375694000000.0
2029.0,17446039000000.0,17238128000000.0
2030.0,17304017000000.0,17135727000000.0
2031.0,17266915000000.0,17108567000000.0
2032.0,17166899000000.0,16912500000000.0
2033.0,17115836000000.0,16701226000000.0
2034.0,16971788000000.0,16603980000000.0
2035.0,16986622000000.0,16512590000000.0
2036.0,16868996000000.0,16462970000000.0
2037.0,16753079000000.0,16381855000000.0
2038.0,16775989000000.0,16250955000000.0
2039.0,16653715000000.0,16134430000000.0
2040.0,16560419000000.0,15961779000000.0
2041.0,16478847000000.0,15775156000000.0
2042.0,16351939000000.0,15701702000000.0
2043.0,16264626000000.0,15570440000000.0
2044.0,16126175000000.0,15422531000000.0
2045.0,16124590000000.0,15248872000000.0
2046.0,16034039000000.0,15154185000000.0
2047.0,15876528000000.0,15025053000000.0
2048.0,15738066000000.0,14966321000000.0
2049.0,15600012000000.0,14835209000000.0
2050.0,15458241000000.0,14537141000000.0
2051.0,15342211000000.0,14335921000000.0
2052.0,15173678000000.0,14206705000000.0
2053.0,15114172000000.0,14027078000000.0
2054.0,15045953000000.0,13855385000000.0
2055.0,14948920000000.0,13704711000000.0
2056.0,14817818000000.0,13523520000000.0
2057.0,14703463000000.0,13414182000000.0
2058.0,14547551000000.0,13251435000000.0
2059.0,14444552000000.0,13001269000000.0
2060.0,14355299000000.0,12793715000000.0
2061.0,14283343000000.0,12695451000000.0
2062.0,14184006000000.0,12506027000000.0
2063.0,14015966000000.0,12380636000000.0
2064.0,13885407000000.0,12139644000000.0
2065.0,13752982000000.0,11924477000000.0
2066.0,13623050000000.0,11663370000000.0
2067.0,13596185000000.0,11489346000000.0
2068.0,13507069000000.0,11339977000000.0
2069.0,13419278000000.0,11107666000000.0
2070.0,13286985000000.0,10969574000000.0
2071.0,13071433000000.0,10760256000000.0
2072.0,12924482000000.0,10539790000000.0
2073.0,12797364000000.0,10347610000000.0
2074.0,12543646000000.0,10215730000000.0
2075.0,12370278000000.0,10088736000000.0
2076.0,12167064000000.0,9866488000000.0
2077.0,12044920000000.0,9621719000000.0
2078.0,11877666000000.0,9429357000000.0
2079.0,11655517000000.0,9230347000000.0
2080.0,11513469000000.0,9073948000000.0
2081.0,11388190000000.0,8866576000000.0
2082.0,11276205000000.0,8609491600000.0
2083.0,11166163000000.0,8468043000000.0
2084.0,10988367000000.0,8315284000000.0
2085.0,10861926000000.0,8201308000000.0
2086.0,10701082000000.0,8000121000000.0
2087.0,10459212000000.0,7793690500000.0
2088.0,10281876000000.0,7568125600000.0
2089.0,10135207000000.0,7423772300000.0
2090.0,9963769000000.0,7251995700000.0
2091.0,9746399000000.0,7069830000000.0
2092.0,9601479000000.0,6944587000000.0
2093.0,9418046000000.0,6834000000000.0
2094.0,9284554000000.0,6679212000000.0
2095.0,9125558000000.0,6489652000000.0
2096.0,8967219000000.0,6358731000000.0
2097.0,8906590000000.0,6256970000000.0
2098.0,8786586000000.0,6099066400000.0
2099.0,8671551000000.0,5900235400000.0
2100.0,8556541600000.0,5790156500000.0
2101.0,8427367000000.0,5693211400000.0
2102.0,8316593000000.0,5568150000000.0
2103.0,8217637000000.0,5481916500000.0
2104.0,8051610000000.0,5348452000000.0
2105.0,7938466400000.0,5235638000000.0
2106.0,7772779300000.0,5123369000000.0
2107.0,7666314000000.0,5063629000000.0
2108.0,7602028700000.0,5010891500000.0
2109.0,7548735000000.0,4900225000000.0
2110.0,7389451000000.0,4797647000000.0
2111.0,7270606000000.0,4725622000000.0
2112.0,7180008000000.0,4673113700000.0
2113.0,7126025000000.0,4606633400000.0
2114.0,7055491500000.0,4527028000000.0
2115.0,6959564600000.0,4398331000000.0
2116.0,6879970000000.0,4336215700000.0
2117.0,6773439700000.0,4272255000000.0
2118.0,6647123500000.0,4222087900000.0
2119.0,6503126000000.0,4166243000000.0
2120.0,6379482000000.0,4080713000000.0
2121.0,6303484000000.0,4006758000000.0
2122.0,6199030000000.0,3965626400000.0
2123.0,6099027000000.0,3904632800000.0
2124.0,5980841000000.0,3823857300000.0
2125.0,5911769000000.0,3743902900000.0
2126.0,5815702400000.0,3696931400000.0
2127.0,5746572000000.0,3666985600000.0
2128.0,5606719600000.0,3600865300000.0
2129.0,5507399500000.0,3534438300000.0
2130.0,5433402600000.0,3463526000000.0
2131.0,5370052000000.0,3429789000000.0
2132.0,5330150000000.0,3378290000000.0
2133.0,5241764300000.0,3334890600000.0
2134.0,5166829000000.0,3304618700000.0
2135.0,5092821400000.0,3242003800000.0
2136.0,5045216000000.0,3199053900000.0
2137.0,5021726000000.0,3179838000000.0
2138.0,4994928500000.0,3134231200000.0
2139.0,4977135000000.0,3060142700000.0
2140.0,4923175000000.0,3003254300000.0
2141.0,4857148700000.0,2996133000000.0
2142.0,4791150000000.0,2976311700000.0
2143.0,4754848600000.0,2899029800000.0
2144.0,4667113000000.0,2861201600000.0
2145.0,4651795000000.0,2819428200000.0
2146.0,4618707000000.0,2780270200000.0
2147.0,4569308300000.0,2758304900000.0
2148.0,4552129500000.0,2740376000000.0
2149.0,4513283400000.0,2728593000000.0
2150.0,4474549600000.0,2688736300000.0
2151.0,4456013000000.0,2656451200000.0
2152.0,4423745500000.0,2656294700000.0
2153.0,4392106300000.0,2632082800000.0
2154.0,4360658000000.0,2590002600000.0
