time,NORESM1-M,CSIRO-MK3-6-0,CANESM2,GFDL-CM3,CNRM-CM5,MPI-ESM-LR,IPSL-CM5A-LR,GFDL-ESM2G,CCSM4,GISS-E2-R
2040.0,10702763000.0,11527004000.0,10651493000.0,9224638000.0,10732824000.0,11528367000.0,9872975000.0,10286151000.0,8290497500.0,11887912000.0
2041.0,10478887000.0,11267406000.0,10446033000.0,9003975000.0,10549825000.0,11356866000.0,9430383000.0,10006648000.0,7960673000.0,11660462000.0
2042.0,10180088000.0,10960991000.0,10144183000.0,8550955000.0,10364506000.0,11133115000.0,9210221000.0,9803743000.0,7697757000.0,11388556000.0
2043.0,9947893000.0,10745272000.0,9874315000.0,8292583000.0,10303809000.0,10901734000.0,8789562000.0,9633482000.0,7422186500.0,11185069000.0
2044.0,9650059000.0,10505750000.0,9569056000.0,7904699400.0,10226182000.0,10632686000.0,8436052500.0,9431268000.0,7066524700.0,11068626000.0
2045.0,9229476000.0,10468625000.0,9318899000.0,7556660700.0,10136965000.0,10438287000.0,8028495400.0,9188055000.0,6739655700.0,10866841000.0
2046.0,8933897000.0,9980638000.0,9301425000.0,7252677000.0,9875843000.0,10357842000.0,7546046500.0,8921395000.0,6360298000.0,10698608000.0
2047.0,8563818500.0,9594417000.0,8742618000.0,6889997000.0,9642886000.0,10008765000.0,7368118300.0,8729926000.0,6286405600.0,10534011000.0
2048.0,8276964400.0,9319397000.0,8365670000.0,6557484000.0,9397376000.0,9800570000.0,7029465600.0,8450010600.0,6012169700.0,10308986000.0
2049.0,7999524000.0,8928048000.0,8029395500.0,6218597000.0,9163959000.0,9684481000.0,6588210000.0,8171425000.0,5769809000.0,10042739000.0
2050.0,7672144400.0,8657327000.0,7709023700.0,5913035000.0,8985376000.0,9442070000.0,6264877000.0,8015976400.0,5481750000.0,9815842000.0
2051.0,7334346000.0,8434978000.0,7374601000.0,5566676500.0,8739071000.0,9327847000.0,5990189600.0,7857947000.0,5229907500.0,9576829000.0
2052.0,7051388400.0,8146602500.0,6981600000.0,5301175000.0,8575541000.0,9051854000.0,5750845000.0,7397149000.0,5037936600.0,9453621000.0
2053.0,6817616400.0,7741430000.0,6696890400.0,5020131300.0,8312693000.0,8867068000.0,5479085000.0,7167307000.0,4855296000.0,9188413000.0
2054.0,6452934000.0,7370565000.0,6330407400.0,4761088000.0,8172185000.0,8672379000.0,5202222000.0,7009122300.0,4701808000.0,8977128000.0
2055.0,6131464000.0,7073319400.0,6108336600.0,4602825000.0,8001514500.0,8487452000.0,4965699600.0,6754466000.0,4529648600.0,8761995000.0
2056.0,5901540400.0,6753661400.0,5811462000.0,4402176500.0,7802234400.0,8061686000.0,4707872000.0,6477992000.0,4317635600.0,8581562400.0
2057.0,5717531000.0,6445751000.0,5540605000.0,4141972200.0,7539572000.0,7816341000.0,4447543000.0,6248910000.0,4131686400.0,8308521500.0
2058.0,5526927400.0,6097318000.0,5295113000.0,3943900700.0,7272974300.0,7594480600.0,4243805000.0,6010435600.0,3988634400.0,8113183000.0
2059.0,5333162500.0,5939252000.0,5135159300.0,3709660200.0,7225396700.0,7412417000.0,4040381000.0,5820883000.0,3844218400.0,7902800000.0
2060.0,5159239000.0,5683426300.0,4805379000.0,3480734500.0,6970809000.0,7204501000.0,3888566800.0,5703968000.0,3635198500.0,7727051000.0
2061.0,4876762600.0,5387683000.0,4544470500.0,3340322000.0,6782603000.0,7029294000.0,3722623500.0,5535287300.0,3480531700.0,7487163000.0
2062.0,4630700500.0,5126988000.0,4273176300.0,3161312800.0,6634175000.0,6874534000.0,3526108700.0,5399598600.0,3274556400.0,7327883000.0
2063.0,4477937700.0,4893077500.0,4056480800.0,2950548000.0,6648453000.0,6665691600.0,3360770800.0,5233283000.0,3122655000.0,7210934000.0
2064.0,4326546000.0,4607420000.0,3857521200.0,2799760400.0,6324097000.0,6400206000.0,3188298500.0,5127618600.0,3003218200.0,6965287400.0
2065.0,4136892000.0,4505710000.0,3614970600.0,2661324300.0,6127340500.0,6250636300.0,3033463600.0,4991123000.0,2847788300.0,6932724700.0
2066.0,3851891000.0,4231766500.0,3412094200.0,2506854100.0,5885717500.0,6036864000.0,2908842500.0,4804616700.0,2690058500.0,6697117700.0
2067.0,3693537000.0,3962521300.0,3169080300.0,2366502400.0,5668519000.0,5749094400.0,2691020300.0,4663348000.0,2561969000.0,6547952000.0
2068.0,3466095900.0,3790332400.0,2966190800.0,2217039400.0,5377037300.0,5578988500.0,2534858800.0,4464250000.0,2453169200.0,6454486000.0
2069.0,3320358100.0,3617508600.0,2834565000.0,2055067000.0,5217644500.0,5347732500.0,2395015400.0,4390111700.0,2350329300.0,6580980700.0
2070.0,3159637000.0,3441477600.0,2651008000.0,1957536600.0,5004708000.0,5162886000.0,2252479500.0,4170951000.0,2201842400.0,6154729500.0
2071.0,3037111600.0,3191491000.0,2469128200.0,1829684900.0,4869846000.0,4941357600.0,2088053900.0,4083747800.0,2104252800.0,5961997000.0
2072.0,2853898200.0,3037306400.0,2344282000.0,1724857600.0,4979924500.0,4711074300.0,1959947600.0,3898638000.0,1993236200.0,5876400600.0
2073.0,2664903400.0,2843195400.0,2133731800.0,1581367700.0,4483621400.0,4565427000.0,1810347300.0,3791874300.0,1931654900.0,5716680700.0
2074.0,2492333000.0,2711993300.0,2042947100.0,1506217300.0,4159930000.0,4360719400.0,1713409200.0,3660152800.0,1809696400.0,5569907000.0
2075.0,2345939000.0,2589160000.0,1934840700.0,1407402100.0,3934617600.0,4205896200.0,1595729200.0,3546165000.0,1682890200.0,5406363600.0
2076.0,2149142500.0,2470278100.0,1817844700.0,1251094400.0,3742898400.0,4058864400.0,1438983400.0,3421083400.0,1564613100.0,5254761500.0
2077.0,2047164000.0,2372285000.0,1683867900.0,1097521200.0,3568598000.0,3853595400.0,1310034800.0,3302283000.0,1440479700.0,5122200600.0
2078.0,1956994000.0,2226567000.0,1526702300.0,993651460.0,3450913300.0,3676797200.0,1199952800.0,3159305200.0,1319457300.0,5058380000.0
2079.0,1868491600.0,2140870400.0,1384316300.0,901427700.0,3294467600.0,3657531400.0,1054036900.0,3051953400.0,1209206500.0,4917881300.0
2080.0,1763825700.0,2015167100.0,1174455200.0,846646400.0,3112004000.0,3449926100.0,997642100.0,2922068500.0,1133920900.0,4797620000.0
2081.0,1639978800.0,1872052700.0,1072137200.0,777811500.0,2920075000.0,3312326700.0,905840060.0,2782338600.0,1067206340.0,4641276000.0
2082.0,1482357800.0,1768771200.0,998483840.0,735915140.0,2788825600.0,3223446000.0,820619650.0,2695468300.0,991396400.0,4492753400.0
2083.0,1382222700.0,1645352400.0,890921300.0,661344300.0,2588452600.0,3120961300.0,728250400.0,2608430800.0,884278500.0,4359772000.0
2084.0,1201100900.0,1495511700.0,807160800.0,593097540.0,2449865700.0,3009782300.0,669394370.0,2484793000.0,815785000.0,4247782400.0
2085.0,1100915700.0,1287360400.0,700208400.0,558139650.0,2331412200.0,2908248800.0,621953400.0,2408391400.0,746362500.0,4147015000.0
2086.0,1022621060.0,1178406400.0,639997250.0,495660640.0,2188072000.0,2808505600.0,538666900.0,2291584300.0,669258430.0,3993845500.0
2087.0,952176060.0,1084179100.0,572609660.0,440858720.0,2012459000.0,2659412500.0,506358620.0,2087614600.0,627160960.0,3897148700.0
2088.0,882507970.0,1016906200.0,511800060.0,420718270.0,1830947300.0,2531396000.0,460368540.0,1958628000.0,582614500.0,3819922700.0
2089.0,783973000.0,942208200.0,456435520.0,391224060.0,1683481100.0,2392231400.0,432691840.0,1853262300.0,539217860.0,3729707300.0
2090.0,713046600.0,853103800.0,403422900.0,360850880.0,1566558800.0,2270526000.0,402797200.0,1755115600.0,489363700.0,3646526200.0
2091.0,669465600.0,804744600.0,370312420.0,325460320.0,1447920100.0,2138134000.0,373854400.0,1628709100.0,453051000.0,3532476000.0
2092.0,624075000.0,745384600.0,317267040.0,298050500.0,1324600200.0,1962984400.0,327721820.0,1541619500.0,393518940.0,3405059800.0
2093.0,570526850.0,701961000.0,284272400.0,278957950.0,1186234500.0,1832624500.0,306130700.0,1476798500.0,356403740.0,3334946600.0
2094.0,532018400.0,653836300.0,251852620.0,241893280.0,1082719900.0,1651634000.0,278970750.0,1432629500.0,331309000.0,3267406600.0
2095.0,506578980.0,610434300.0,177986770.0,229900670.0,1007421700.0,1567545700.0,245218260.0,1342707100.0,288321730.0,3190557400.0
2096.0,466901200.0,572542400.0,164929870.0,186190260.0,938277000.0,1478810100.0,229341500.0,1260251100.0,269080540.0,3103146500.0
2097.0,406903400.0,531440160.0,149417890.0,180449220.0,875240060.0,1404183000.0,192757900.0,1197868200.0,231522180.0,3003172900.0
2098.0,389004100.0,483149150.0,141284370.0,173089580.0,828374200.0,1325837200.0,183567380.0,1089355400.0,212857920.0,2932927500.0
2099.0,367748400.0,462810850.0,126588570.0,165765200.0,759698200.0,1283150000.0,161179410.0,1045431300.0,200354620.0,2845122600.0
2100.0,349388600.0,439086660.0,90416056.0,150407600.0,720591740.0,1210694100.0,153606800.0,992602100.0,183695460.0,2765737500.0
