time,CANESM2,CSIRO-MK3-6-0,GFDL-CM3,MPI-ESM-LR,CNRM-CM5,NORESM1-M,CCSM4,GISS-E2-R,CESM1-CAM5,IPSL-CM5A-LR,GFDL-ESM2G
2017.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0
2018.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0
2019.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0
2020.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0
2021.0,13862347000.0,13839445000.0,13821929000.0,13816697000.0,13883573000.0,13946258000.0,13875540000.0,13926688000.0,13792670000.0,13820172000.0,14488135000.0
2022.0,13781640000.0,13762416000.0,13692483000.0,13755248000.0,13918655000.0,13778005000.0,13790451000.0,13872892000.0,13866958000.0,13784519000.0,13972994000.0
2023.0,13583065000.0,13670179000.0,13534104000.0,13702665000.0,13726945000.0,13713077000.0,13639934000.0,13819025000.0,13886307000.0,13853630000.0,13812181000.0
2024.0,13434095000.0,13388773000.0,13427556000.0,13451059000.0,13648089000.0,13606341000.0,13436901000.0,13630496000.0,13564330000.0,13558328000.0,13648649000.0
2025.0,13386930000.0,13316228000.0,13242200000.0,13486759000.0,13544809000.0,13675153000.0,13295937000.0,13602609000.0,13468775000.0,13415630000.0,13579895000.0
2026.0,13229749000.0,13556479000.0,13093371000.0,13270342000.0,13450999000.0,13422343000.0,13157259000.0,13489743000.0,13344693000.0,13422036000.0,13421759000.0
2027.0,13062530000.0,13294726000.0,12905475000.0,13097060000.0,13317713000.0,13418769000.0,13012897000.0,13475320000.0,13171263000.0,13260831000.0,13207032000.0
2028.0,12999169000.0,13161574000.0,12646193000.0,13124502000.0,13190780000.0,13196190000.0,12978617000.0,13397683000.0,13148202000.0,13096049000.0,13078669000.0
2029.0,12855817000.0,13120887000.0,13207210000.0,12864167000.0,13013717000.0,13040015000.0,12751655000.0,13392406000.0,12830009000.0,13100489000.0,13131199000.0
2030.0,12697908000.0,12951827000.0,12596364000.0,12662128000.0,12832763000.0,12896485000.0,12448951000.0,13411692000.0,12561180000.0,12956045000.0,13104255000.0
2031.0,12475531000.0,12851451000.0,12178745000.0,12813466000.0,12701021000.0,13058083000.0,12259561000.0,13174237000.0,12343846000.0,12977674000.0,12800585000.0
2032.0,12257486000.0,12562719000.0,12031438000.0,12660618000.0,12714543000.0,12567088000.0,12254967000.0,13167284000.0,12345550000.0,12706956000.0,12593587000.0
2033.0,11960084000.0,12374807000.0,11806984000.0,12361932000.0,12708149000.0,12390126000.0,11991057000.0,13037946000.0,12078172000.0,12752734000.0,12442718000.0
2034.0,11868660000.0,12128906000.0,11602203000.0,12153319000.0,12599497000.0,12220918000.0,11790471000.0,12875406000.0,11701831000.0,12528319000.0,12210126000.0
2035.0,11329597000.0,11869978000.0,11301236000.0,11978006000.0,12271345000.0,11994785000.0,11583417000.0,13019177000.0,11431422000.0,12336670000.0,12021778000.0
2036.0,11008570000.0,11708740000.0,11004656000.0,11781263000.0,12314031000.0,11865264000.0,11356296000.0,12753823000.0,11151003000.0,12219818000.0,12139279000.0
2037.0,10787152000.0,11558540000.0,10621312000.0,11624694000.0,12124953000.0,11699950000.0,11269875000.0,12651203000.0,10941021000.0,12040168000.0,11832816000.0
2038.0,10525997000.0,11327489000.0,10284885000.0,11490609000.0,11923052000.0,12180783000.0,11025267000.0,12444784000.0,10643134000.0,12303597000.0,11577084000.0
2039.0,10221501000.0,11229716000.0,10118115000.0,11320223000.0,11706919000.0,11740917000.0,10924275000.0,12307520000.0,10352893000.0,11960602000.0,11383352000.0
2040.0,10052936000.0,10915063000.0,9874892000.0,11236731000.0,11622722000.0,11354426000.0,10812455000.0,12204955000.0,10057052000.0,11886423000.0,11071644000.0
2041.0,9607089000.0,10635633000.0,9554338000.0,10940593000.0,11503135000.0,11269388000.0,10659628000.0,12095882000.0,9675709000.0,11802170000.0,10725471000.0
2042.0,9220556000.0,10545456000.0,9251588000.0,10762323000.0,11524487000.0,11063815000.0,10557258000.0,11980307000.0,9455397000.0,11547486000.0,10600131000.0
2043.0,8920771000.0,10223575000.0,9533279000.0,10570115000.0,11230601000.0,10923377000.0,10213095000.0,11902227000.0,9096319000.0,11375628000.0,10279426000.0
2044.0,8873728000.0,10013171000.0,8916402000.0,10393823000.0,11079594000.0,10720664000.0,10140133000.0,11941259000.0,8903178000.0,11253803000.0,10225742000.0
2045.0,8715602000.0,9791873000.0,8618223000.0,10205046000.0,11667909000.0,10537607000.0,9904588000.0,11788904000.0,8459674000.0,11110605000.0,9944289000.0
2046.0,8571459000.0,9804132000.0,8310126600.0,9889686000.0,11438280000.0,10380803000.0,9813025000.0,11671714000.0,8215011000.0,11285020000.0,9770472000.0
2047.0,8147943400.0,9606203000.0,8044285000.0,9762732000.0,10949059000.0,10208269000.0,9624780000.0,11613375000.0,7991006700.0,10901510000.0,9685732000.0
2048.0,7816363000.0,10195915000.0,7818915000.0,9447704000.0,11593165000.0,10015621000.0,9441294000.0,11580119000.0,7787813400.0,10671449000.0,9552291000.0
2049.0,7618873300.0,9491305000.0,7540372000.0,9268595000.0,11235755000.0,9834318000.0,9236291000.0,11396567000.0,7588022000.0,10869905000.0,9312070000.0
2050.0,7437259000.0,9054362000.0,7304549000.0,9238862000.0,11356624000.0,9861660000.0,9144996000.0,11238968000.0,7302600000.0,10586769000.0,9352204000.0
2051.0,7233867000.0,8917716000.0,7072470000.0,8978081000.0,10838629000.0,9718055000.0,8942051000.0,11102406000.0,7089471500.0,10443298000.0,9620192000.0
2052.0,7045072400.0,8665322000.0,6841304600.0,8826461000.0,10607287000.0,9599241000.0,8903429000.0,11002159000.0,6960407600.0,10324683000.0,9050221000.0
2053.0,6953464300.0,8467212300.0,6496987000.0,8724779000.0,10540336000.0,9350325000.0,8690924000.0,10902664000.0,6558454000.0,10322531000.0,9215158000.0
2054.0,6607052300.0,8443245600.0,6277670000.0,8636167000.0,10335530000.0,9138767000.0,8675787000.0,10844906000.0,6339138600.0,10395073000.0,8954232000.0
2055.0,6933437000.0,8215850500.0,6080984000.0,8721175000.0,10187383000.0,9041809000.0,8581760000.0,10750179000.0,6234205700.0,10110482000.0,8838475000.0
2056.0,6310097400.0,7898046500.0,5802744000.0,8337540600.0,10184209000.0,9045139000.0,8331546600.0,10953847000.0,6019236400.0,9932924000.0,8575790000.0
2057.0,6180548000.0,7634957300.0,5570109000.0,8361919000.0,10167215000.0,9108682000.0,8209261000.0,10689435000.0,5886727000.0,9824587000.0,8323925500.0
2058.0,6057809000.0,7473581600.0,5355951000.0,8196965400.0,9863168000.0,8768337000.0,8098252000.0,10563297000.0,5758203000.0,9762218000.0,8179482000.0
2059.0,6051269000.0,7290251000.0,5214868000.0,8766941000.0,9809004000.0,8609554000.0,8037979600.0,10524401000.0,5551751700.0,10419198000.0,8097329000.0
2060.0,5875166000.0,7715885000.0,5087665700.0,7915953700.0,9721589000.0,8519806500.0,7901155000.0,10369507000.0,5385361000.0,9701667000.0,7993254400.0
2061.0,5731781600.0,7327848000.0,4889635000.0,7843194000.0,9525790000.0,8349967400.0,7877375500.0,10326095000.0,5157689000.0,9468201000.0,10519992000.0
2062.0,5636631600.0,7107489000.0,4807926300.0,7686616600.0,9408516000.0,8227483600.0,7595005400.0,10240984000.0,5047409700.0,9473635000.0,8787161000.0
2063.0,6223436000.0,7367114000.0,4591961600.0,7624468500.0,9305497000.0,8066060000.0,7520100000.0,10258118000.0,4934390000.0,9337222000.0,8185171000.0
2064.0,5610508300.0,6927716000.0,4440297000.0,7571517400.0,9188523000.0,7983248000.0,7666722000.0,10058545000.0,4935962000.0,9224127000.0,8330550000.0
2065.0,5398427600.0,6731057700.0,4731408000.0,7381679000.0,9104793000.0,8294954500.0,7260189000.0,10326172000.0,4694800400.0,9177089000.0,7833052000.0
2066.0,5484873000.0,6605740500.0,4475773000.0,7199293000.0,9299205000.0,7722918000.0,7245399600.0,9962499000.0,4598002000.0,9197832000.0,8132027000.0
2067.0,5374572000.0,6646250500.0,4181538000.0,7220434000.0,8933609000.0,8864272000.0,7035729000.0,9859262000.0,4487143400.0,8997855000.0,7852489700.0
2068.0,5299486700.0,6682598000.0,4032153000.0,7078041000.0,9262537000.0,7581742000.0,7157747000.0,9778515000.0,4362116600.0,8886855000.0,7915280400.0
2069.0,5108688400.0,6833215000.0,3855695000.0,7105323000.0,8906551000.0,7414888400.0,6993201000.0,9910433000.0,4291275300.0,8809476000.0,7572631600.0
2070.0,4982595000.0,6633873000.0,3790316000.0,6928757000.0,8812545000.0,7548371000.0,7084321300.0,9570636000.0,4144577000.0,8665243000.0,7607021600.0
2071.0,4994266600.0,6333090300.0,3741272600.0,6823104000.0,8608527000.0,7242502700.0,6896377300.0,9441565000.0,4007322600.0,9015361000.0,7436116000.0
2072.0,4984939500.0,6923754000.0,3562058800.0,6826966000.0,8511966700.0,7105658400.0,7102286000.0,9425491000.0,3979810600.0,8588654000.0,7275932700.0
2073.0,5119913500.0,6584876500.0,3450385400.0,6620280300.0,8392596000.0,7044464600.0,6890240500.0,10488750000.0,3791407000.0,8649824000.0,7283749000.0
2074.0,5008340500.0,6096589300.0,3364578800.0,6628547000.0,8239897000.0,6837875700.0,6638224400.0,9359581000.0,3674045700.0,8502439000.0,7279570400.0
2075.0,5141419000.0,6051818000.0,3253427200.0,6655859700.0,8223509000.0,6764217300.0,6533952500.0,9253048000.0,3659922000.0,8435891700.0,7992912400.0
2076.0,4774464000.0,5764495000.0,3163400000.0,6843783700.0,7973738500.0,6627144000.0,6871507000.0,9766603000.0,3617393400.0,8539064300.0,7528014300.0
2077.0,4711121400.0,5911015400.0,3083171800.0,6359638500.0,7801416700.0,6484320000.0,6748975600.0,10587167000.0,3424030000.0,8219762700.0,7213329000.0
2078.0,4590017000.0,5542353400.0,2984236300.0,6264460000.0,7756728300.0,6389792000.0,6615237000.0,9498110000.0,3325716200.0,8132155000.0,7556323000.0
2079.0,4512209400.0,5530684400.0,2949003300.0,6952832500.0,7802878500.0,6307927600.0,6579000300.0,9175199000.0,3397102600.0,8092759600.0,6985252000.0
2080.0,4449913000.0,5389520400.0,2823061200.0,6336242700.0,7640679000.0,6254511600.0,6271048000.0,9255544000.0,3173906700.0,8080072700.0,8022791000.0
2081.0,5055414000.0,5251855400.0,2741788200.0,6298478600.0,7499183600.0,6578636300.0,6919162000.0,9206737000.0,3247560400.0,8063037000.0,8058225700.0
2082.0,4725325300.0,5424410000.0,2726035200.0,6227344400.0,7439894500.0,6127048000.0,6181250600.0,9240543000.0,3020107000.0,8408365600.0,8180594000.0
2083.0,4529491500.0,5251756000.0,2660609000.0,6255926300.0,7382859300.0,6020590600.0,6057159700.0,9579810000.0,2923742500.0,7962670600.0,7071710000.0
2084.0,4357830000.0,5157256700.0,2621707800.0,6000877600.0,7339704300.0,6204483000.0,5955888000.0,9383228000.0,3092258000.0,7986079000.0,7505632000.0
2085.0,4233982000.0,5059174400.0,2689716200.0,5918619600.0,7099960300.0,5843773000.0,5938679000.0,8959679000.0,2828873700.0,7816054000.0,6885273000.0
2086.0,4176185600.0,4898706400.0,2472813300.0,5891116500.0,7008128000.0,5749999600.0,6008859000.0,9105292000.0,2722791400.0,7674588700.0,6666248700.0
2087.0,4027109600.0,4770933000.0,2469363200.0,5865143300.0,6857334000.0,5607386600.0,6000465400.0,8915831000.0,2572055600.0,7559677400.0,6619352000.0
2088.0,3961561300.0,4614052400.0,2725617200.0,5761452500.0,7533930000.0,5665439000.0,5790021600.0,8893000000.0,2785799200.0,7990331400.0,6753281000.0
2089.0,4021992700.0,4645831700.0,2367362600.0,5679520000.0,6750139000.0,5456451000.0,5987308500.0,8808592000.0,2593180000.0,7536347600.0,6711393000.0
2090.0,3929162800.0,5447735300.0,2254963500.0,6303557000.0,6625362400.0,5423030000.0,5824858600.0,8722829000.0,2513195800.0,7818523600.0,6579648500.0
2091.0,3904820700.0,4615639000.0,2157418500.0,6642705400.0,6499900400.0,5660443600.0,5768648000.0,8989328000.0,2609165800.0,7266647000.0,6884209000.0
2092.0,3899276500.0,4455089700.0,2090675200.0,5798582300.0,6506118700.0,5287209000.0,5684307000.0,8909979000.0,2967263000.0,7285145600.0,6604095500.0
2093.0,3818577200.0,4435064300.0,2006379400.0,5669850600.0,6626043000.0,5350195700.0,5599799300.0,8650018000.0,2706788600.0,7087083500.0,6583246000.0
2094.0,3784323000.0,4345408500.0,1907997800.0,5765891600.0,6380027400.0,5186371600.0,6017483300.0,8815566000.0,2397530400.0,7168697000.0,7984470000.0
2095.0,3647369700.0,4860779500.0,1879688200.0,5697124400.0,7881728500.0,5090088400.0,5826178600.0,8897825000.0,2510175700.0,7080903700.0,8526000000.0
2096.0,3725406700.0,4439426600.0,1836469000.0,5490859000.0,6647112700.0,5045201400.0,5629455400.0,8779938000.0,2315892700.0,6962054700.0,7012087300.0
2097.0,3567798800.0,4118415400.0,1798616700.0,5473707500.0,6269901000.0,5117527000.0,7077451300.0,8686848000.0,2708033800.0,7032106500.0,7370145300.0
2098.0,3721566500.0,4214149000.0,1760873100.0,5415506000.0,6604989000.0,5004611000.0,5483406300.0,8731902000.0,2194565600.0,6773923300.0,7036161000.0
2099.0,3514673700.0,3976315100.0,1711809800.0,5581155000.0,6561445000.0,4967363600.0,6170172000.0,8620894000.0,2169981200.0,7375469000.0,6881715700.0
2100.0,3421871600.0,3960128500.0,1673317800.0,5759594500.0,6411249700.0,4854329300.0,5478530600.0,8910799000.0,2191162000.0,6671300600.0,6706419000.0
