time,UKESM1-0-LL,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CNRM-ESM2-1
2000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0
2001.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0
2002.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0
2003.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0
2004.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0
2005.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0
2006.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0
2007.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0
2008.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0
2009.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0
2010.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0
2011.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0
2012.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0
2013.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0
2014.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0
2015.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0
2016.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0
2017.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0
2018.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0
2019.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0
2020.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0
2021.0,51542094000.0,51490128000.0,51526200000.0,51512766000.0,51607237000.0
2022.0,51499823000.0,51875267000.0,51463800000.0,51542856000.0,51430785000.0
2023.0,51420406000.0,51552700000.0,51540586000.0,51420490000.0,51508355000.0
2024.0,51475296000.0,51346200000.0,51454657000.0,51355337000.0,51434940000.0
2025.0,51351536000.0,51484975000.0,51404420000.0,51378446000.0,51460860000.0
2026.0,51295457000.0,51112645000.0,51605140000.0,51323638000.0,51376030000.0
2027.0,51236024000.0,50928693000.0,51554160000.0,51297423000.0,51478500000.0
2028.0,51196250000.0,50733244000.0,51337306000.0,51259232000.0,51416805000.0
2029.0,51226915000.0,50564110000.0,51320844000.0,51227558000.0,51411263000.0
2030.0,51651875000.0,50350390000.0,51259384000.0,51651310000.0,51293553000.0
2031.0,51028156000.0,50067170000.0,51198976000.0,51169830000.0,51359910000.0
2032.0,50887963000.0,49848740000.0,51179780000.0,51114080000.0,51466880000.0
2033.0,50453640000.0,49620804000.0,51146424000.0,51046240000.0,51307872000.0
2034.0,50163405000.0,49334630000.0,51175596000.0,50988800000.0,51276866000.0
2035.0,49950840000.0,48999936000.0,51089090000.0,50928902000.0,51191900000.0
2036.0,49941690000.0,48777052000.0,51084180000.0,50841407000.0,51154210000.0
2037.0,49445650000.0,48496165000.0,51054617000.0,50739347000.0,51131994000.0
2038.0,49432280000.0,48105726000.0,51128290000.0,50625053000.0,51070220000.0
2039.0,49023357000.0,47707566000.0,50948820000.0,50547347000.0,51618170000.0
2040.0,48648160000.0,47331230000.0,50820430000.0,50422743000.0,51042800000.0
2041.0,48385800000.0,46952178000.0,50714330000.0,50259325000.0,51042620000.0
2042.0,47940050000.0,46635966000.0,50629500000.0,50065570000.0,50944280000.0
2043.0,47540690000.0,46206030000.0,50563430000.0,49911200000.0,50869720000.0
2044.0,47501767000.0,45794963000.0,50468850000.0,49794814000.0,50827290000.0
2045.0,46761423000.0,45384176000.0,50392120000.0,49658225000.0,50794545000.0
2046.0,46690340000.0,44935960000.0,50295720000.0,49495880000.0,50726326000.0
2047.0,46046740000.0,44558250000.0,50209260000.0,49391895000.0,50910740000.0
2048.0,45554975000.0,44134110000.0,50105442000.0,49294010000.0,50690503000.0
2049.0,45050667000.0,43685986000.0,50086040000.0,49004810000.0,50603640000.0
2050.0,44491203000.0,43226120000.0,49980326000.0,48817304000.0,50773705000.0
2051.0,43974060000.0,42792636000.0,49855260000.0,48601276000.0,50500825000.0
2052.0,43491643000.0,42397670000.0,49860952000.0,48358883000.0,50453020000.0
2053.0,43036717000.0,42085028000.0,49618570000.0,48177910000.0,50531586000.0
2054.0,42371207000.0,41726200000.0,49421860000.0,47886200000.0,50324420000.0
2055.0,41916146000.0,41296000000.0,49191588000.0,47752917000.0,50200600000.0
2056.0,41457398000.0,40949090000.0,48948950000.0,47529040000.0,50162680000.0
2057.0,41003340000.0,40677750000.0,48793485000.0,47363130000.0,49944360000.0
2058.0,40654070000.0,40413260000.0,48612667000.0,47165633000.0,49920586000.0
2059.0,40246410000.0,40100250000.0,48306057000.0,47078515000.0,49731568000.0
2060.0,39796940000.0,39741104000.0,48002585000.0,47027670000.0,49619520000.0
2061.0,39449473000.0,39396240000.0,47730352000.0,46841704000.0,49477698000.0
2062.0,38974968000.0,38965416000.0,47495877000.0,46688793000.0,49314640000.0
2063.0,38469788000.0,38524180000.0,47227350000.0,46519140000.0,49180670000.0
2064.0,38005330000.0,38100386000.0,46899440000.0,46380390000.0,49008750000.0
2065.0,37558858000.0,37780850000.0,46558100000.0,46295204000.0,48906813000.0
2066.0,37090714000.0,37308970000.0,46200963000.0,45961933000.0,48699126000.0
2067.0,36656080000.0,36904590000.0,45831020000.0,45799457000.0,48794604000.0
2068.0,36290236000.0,36420620000.0,45542994000.0,45545107000.0,48424350000.0
2069.0,35796636000.0,36037630000.0,45211992000.0,45365440000.0,48382145000.0
2070.0,35289997000.0,35725005000.0,44951780000.0,45179183000.0,48212517000.0
2071.0,34912820000.0,35388408000.0,45024686000.0,44880204000.0,47959490000.0
2072.0,34491884000.0,35058490000.0,44655133000.0,44664185000.0,47638594000.0
2073.0,34105494000.0,34765554000.0,44435476000.0,44426346000.0,47392790000.0
2074.0,33627701000.0,34501880000.0,44252668000.0,44286270000.0,47508230000.0
2075.0,33173613000.0,34228666000.0,44099502000.0,44133278000.0,46977245000.0
2076.0,32681320000.0,33948756000.0,43832803000.0,43951590000.0,46715384000.0
2077.0,32120693000.0,33618657000.0,43523350000.0,43862196000.0,46361723000.0
2078.0,31686015000.0,33334098000.0,43234628000.0,43512893000.0,46111580000.0
2079.0,31166726000.0,33002594000.0,42978853000.0,43314200000.0,45726605000.0
2080.0,30573427000.0,32598559000.0,42741703000.0,43113243000.0,45360587000.0
2081.0,30164850000.0,32268860000.0,42448507000.0,43062944000.0,45176900000.0
2082.0,29721125000.0,31907684000.0,42107306000.0,42888940000.0,44948378000.0
2083.0,29278350000.0,31450317000.0,41830320000.0,42758005000.0,44604450000.0
2084.0,28907130000.0,31167336000.0,41583518000.0,43198685000.0,44264970000.0
2085.0,28546075000.0,30966303000.0,41397953000.0,42478360000.0,43948670000.0
2086.0,28180716000.0,30614604000.0,41122423000.0,42307195000.0,43715330000.0
2087.0,27842398000.0,30290592000.0,40784540000.0,42109026000.0,43462935000.0
2088.0,27346860000.0,30001035000.0,40474518000.0,41903284000.0,43159515000.0
2089.0,27009432000.0,29739432000.0,40237466000.0,41762845000.0,42946690000.0
2090.0,26627715000.0,29451475000.0,39861514000.0,41651745000.0,42747085000.0
2091.0,26292620000.0,29126290000.0,39506190000.0,41757008000.0,42562118000.0
2092.0,25991072000.0,28818903000.0,39129833000.0,41717514000.0,42256105000.0
2093.0,25682956000.0,28484387000.0,38654185000.0,41348430000.0,42112260000.0
2094.0,25418297000.0,28176982000.0,38404630000.0,41188820000.0,41856803000.0
2095.0,25090620000.0,28001313000.0,38133133000.0,41060147000.0,41644614000.0
