time,IITM-ESM,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,CESM2-WACCM,IPSL-CM6A-LR,UKESM1-0-LL,EC-EARTH3,CNRM-ESM2-1,TAIESM1,CNRM-CM6-1,GFDL-ESM4,CANESM5,MIROC6
2052.0,50573464000.0,50711593000.0,48238380000.0,49394400000.0,50770715000.0,48658575000.0,43602354000.0,44986393000.0,50305050000.0,48197997000.0,50213020000.0,50817655000.0,42399340000.0,49310843000.0
2053.0,50487090000.0,50637350000.0,47990964000.0,49174350000.0,50694906000.0,48453990000.0,42966843000.0,44659840000.0,50207756000.0,47901905000.0,50145042000.0,50728870000.0,42062820000.0,49143610000.0
2054.0,50420163000.0,50593157000.0,47877997000.0,49034076000.0,50641990000.0,48150495000.0,42294276000.0,44253192000.0,50113080000.0,47680745000.0,50038890000.0,50656707000.0,41719357000.0,48806314000.0
2055.0,50371690000.0,50530128000.0,47701393000.0,48831820000.0,50617280000.0,47887050000.0,41714184000.0,43863073000.0,50018530000.0,47378043000.0,49950120000.0,50590425000.0,41271796000.0,48382050000.0
2056.0,50318623000.0,50493034000.0,47492620000.0,48660330000.0,50536042000.0,47605002000.0,41201512000.0,43550155000.0,49948996000.0,47122166000.0,49834684000.0,50530243000.0,40977416000.0,48086550000.0
2057.0,50235208000.0,50448507000.0,47278220000.0,48420016000.0,50498610000.0,47247962000.0,40581210000.0,43299926000.0,49793995000.0,46819850000.0,49682640000.0,50506326000.0,40636410000.0,47794240000.0
2058.0,50186125000.0,50664358000.0,47106110000.0,48271140000.0,50415470000.0,46894735000.0,40088510000.0,42915398000.0,49684070000.0,46496660000.0,49558565000.0,50441052000.0,40321688000.0,47465150000.0
2059.0,50099160000.0,50303080000.0,46909575000.0,48071795000.0,50380740000.0,46579540000.0,39661244000.0,42471930000.0,49572934000.0,46138196000.0,49389120000.0,50429362000.0,39969470000.0,47244927000.0
2060.0,50039770000.0,50233848000.0,46725607000.0,47810724000.0,50293820000.0,46220296000.0,39209540000.0,41991140000.0,49482162000.0,45868840000.0,49144246000.0,50563408000.0,39633220000.0,46887903000.0
2061.0,49970670000.0,50180825000.0,46571760000.0,47552786000.0,50224380000.0,45956350000.0,38703560000.0,41610400000.0,49449763000.0,45577314000.0,48866230000.0,50310603000.0,39274190000.0,46545146000.0
2062.0,49842156000.0,50138810000.0,46240514000.0,47359894000.0,50415210000.0,45551202000.0,38071890000.0,41224380000.0,49273057000.0,45350654000.0,48594660000.0,50180907000.0,38859790000.0,46126770000.0
2063.0,49782743000.0,50366240000.0,46010073000.0,47126462000.0,50079860000.0,45198920000.0,37552714000.0,40889364000.0,49105334000.0,45089825000.0,48331055000.0,50111967000.0,38389020000.0,45782180000.0
2064.0,49686540000.0,50038948000.0,45735363000.0,46965000000.0,50009520000.0,44834513000.0,36919670000.0,40650748000.0,48956576000.0,44850885000.0,48084890000.0,50025726000.0,38003483000.0,45462800000.0
2065.0,49616314000.0,50329416000.0,45565534000.0,46607983000.0,50008752000.0,44572185000.0,36335930000.0,40363350000.0,48845670000.0,44606220000.0,47871365000.0,49898217000.0,37616470000.0,45084185000.0
2066.0,49529123000.0,49974350000.0,45144646000.0,46355694000.0,49869996000.0,44311370000.0,35770917000.0,40006066000.0,48675443000.0,44257350000.0,47573270000.0,49778692000.0,37200413000.0,44739420000.0
2067.0,49443086000.0,49847360000.0,44972134000.0,46039230000.0,49754735000.0,43955390000.0,35182453000.0,39730213000.0,48385884000.0,43996780000.0,47258743000.0,49665260000.0,36866990000.0,44431323000.0
2068.0,49323140000.0,49653390000.0,44618810000.0,45715880000.0,49660273000.0,43511435000.0,34608510000.0,39356215000.0,48193098000.0,43725210000.0,46839493000.0,49600872000.0,36439233000.0,43980280000.0
2069.0,49222170000.0,49711178000.0,44331080000.0,45407322000.0,49576290000.0,43127103000.0,34009061000.0,38974500000.0,47950365000.0,43377332000.0,46554430000.0,49484255000.0,36027570000.0,43563230000.0
2070.0,49125482000.0,49499730000.0,44096455000.0,45137945000.0,49527325000.0,42627682000.0,33339900000.0,38475330000.0,47578366000.0,42992628000.0,46145556000.0,49498830000.0,35513782000.0,43048170000.0
2071.0,49010946000.0,49389523000.0,43822137000.0,44965070000.0,49492255000.0,42172596000.0,32743240000.0,38051394000.0,47259083000.0,42605933000.0,45719855000.0,49338150000.0,35142304000.0,42553262000.0
2072.0,48900178000.0,49324323000.0,43636863000.0,44733567000.0,49353120000.0,41812046000.0,32121698000.0,37435232000.0,47057285000.0,42326483000.0,45405192000.0,49183502000.0,34697867000.0,42209460000.0
2073.0,48799550000.0,49173594000.0,43438750000.0,44518937000.0,49145890000.0,41276105000.0,31453872000.0,37124490000.0,46643460000.0,41779163000.0,44937110000.0,49648180000.0,34320531000.0,41788342000.0
2074.0,48697483000.0,48985092000.0,43200197000.0,44350693000.0,49039806000.0,40902685000.0,30807994000.0,36491870000.0,46322655000.0,41400580000.0,44523490000.0,48964390000.0,33901570000.0,41410290000.0
2075.0,48566022000.0,48828890000.0,42991833000.0,44098640000.0,48921080000.0,40350024000.0,30150312000.0,35929130000.0,46005660000.0,41038623000.0,44109510000.0,48821560000.0,33538662000.0,40946230000.0
2076.0,48420024000.0,48727814000.0,42782690000.0,43885093000.0,48856478000.0,39862395000.0,29541452000.0,35224224000.0,45733620000.0,40648606000.0,43589226000.0,48670732000.0,33129687000.0,40608928000.0
2077.0,48309540000.0,48647420000.0,42469118000.0,43589923000.0,48664076000.0,39377980000.0,28855894000.0,34640974000.0,45399355000.0,40304222000.0,43067015000.0,48549278000.0,32682291000.0,40153805000.0
2078.0,48095120000.0,48553890000.0,42245333000.0,43280920000.0,48479412000.0,38867517000.0,28292899000.0,33961937000.0,45053616000.0,39827500000.0,42458340000.0,48432247000.0,32149866000.0,39676486000.0
2079.0,47943540000.0,48429597000.0,41971802000.0,43024740000.0,48371335000.0,38362500000.0,27680698000.0,33489959000.0,44601300000.0,39443804000.0,42039177000.0,48287960000.0,31754414000.0,39173530000.0
2080.0,47779762000.0,48278260000.0,41749640000.0,42812252000.0,48245170000.0,37851520000.0,26962436000.0,32881439000.0,44222206000.0,38969713000.0,41495950000.0,48454717000.0,31291636000.0,38781362000.0
2081.0,47556220000.0,48367220000.0,41454928000.0,42594324000.0,48005104000.0,37046320000.0,26339162000.0,32195180000.0,43796054000.0,38488728000.0,41107070000.0,48038105000.0,30791990000.0,38352134000.0
2082.0,47397007000.0,48056246000.0,41145012000.0,42408927000.0,47877042000.0,36488340000.0,25828157000.0,31686950000.0,43408590000.0,38043525000.0,40640970000.0,47846035000.0,30335939000.0,37884850000.0
2083.0,47147434000.0,47904678000.0,40715140000.0,42211385000.0,47581696000.0,36047647000.0,25287188000.0,31039447000.0,42815967000.0,37656180000.0,40213803000.0,47670840000.0,29881643000.0,37188950000.0
2084.0,46901720000.0,47838670000.0,40444690000.0,41898627000.0,47333323000.0,35522490000.0,24826034000.0,30501610000.0,42232910000.0,37257912000.0,39774310000.0,47478080000.0,29501030000.0,36577776000.0
2085.0,46726775000.0,47553913000.0,40087620000.0,41676837000.0,47157580000.0,34889396000.0,24225665000.0,29963198000.0,41561768000.0,36738052000.0,39305790000.0,47317283000.0,29061749000.0,36077232000.0
2086.0,46533755000.0,47254598000.0,39846770000.0,41334112000.0,46889290000.0,34159217000.0,23671687000.0,29180490000.0,41003430000.0,36355160000.0,38756573000.0,47103713000.0,28575973000.0,35332120000.0
2087.0,46338056000.0,47064420000.0,39586840000.0,40957542000.0,46657990000.0,33652797000.0,23102898000.0,28315574000.0,40355054000.0,35904700000.0,38250148000.0,46845764000.0,28227598000.0,34685993000.0
2088.0,46193807000.0,46852305000.0,39220146000.0,40650953000.0,46428738000.0,32975628000.0,22372596000.0,27579700000.0,39817257000.0,35412734000.0,37635674000.0,46644280000.0,27769570000.0,34047064000.0
2089.0,45998576000.0,46609834000.0,38860677000.0,40371188000.0,46112612000.0,32251790000.0,21604598000.0,26854613000.0,39193326000.0,34911437000.0,37177668000.0,46407578000.0,27325358000.0,33446600000.0
2090.0,45816390000.0,46357553000.0,38506643000.0,39952826000.0,45869277000.0,31674060000.0,20891170000.0,26138470000.0,38543675000.0,34460942000.0,36568150000.0,46173910000.0,26919533000.0,32866090000.0
2091.0,45582490000.0,46173010000.0,38115010000.0,39614996000.0,45667676000.0,30987586000.0,20167620000.0,25519436000.0,37856223000.0,33929701000.0,36000320000.0,45941977000.0,26455898000.0,32208450000.0
2092.0,45279580000.0,45962084000.0,37760328000.0,39297380000.0,45419024000.0,30405026000.0,19318813000.0,24909328000.0,37201120000.0,33330311000.0,35480007000.0,45725190000.0,26048561000.0,31694408000.0
2093.0,45048390000.0,45811823000.0,37490614000.0,38931310000.0,45052015000.0,29835573000.0,18532037000.0,24106904000.0,36487470000.0,32706066000.0,34754343000.0,45508215000.0,25684423000.0,31110423000.0
2094.0,44813423000.0,45616640000.0,37172953000.0,38646510000.0,44775370000.0,29348874000.0,17909244000.0,23307690000.0,35809620000.0,32126695000.0,34125440000.0,45313438000.0,25071428000.0,30602373000.0
2095.0,44605200000.0,45500350000.0,36846650000.0,38236680000.0,44491657000.0,28832403000.0,17123219000.0,22442990000.0,35226157000.0,31545830000.0,33367417000.0,45118296000.0,24418329000.0,30174306000.0
2096.0,44356440000.0,45286806000.0,36464270000.0,37690370000.0,44190888000.0,28297988000.0,16526743000.0,21626847000.0,34575725000.0,30926615000.0,32772753000.0,44929040000.0,24006048000.0,29435873000.0
2097.0,44130700000.0,44962173000.0,36009337000.0,37258318000.0,44008120000.0,27840400000.0,16016017000.0,20839574000.0,33917570000.0,30303523000.0,32080812000.0,44773120000.0,23447900000.0,28663448000.0
2098.0,43920820000.0,44729676000.0,35565703000.0,36753412000.0,43775152000.0,27266603000.0,15292868000.0,19950488000.0,33214850000.0,29653205000.0,31280374000.0,44574466000.0,23005245000.0,27827716000.0
2099.0,43727810000.0,44405105000.0,35186560000.0,36423434000.0,43576623000.0,26646256000.0,14594087000.0,19094675000.0,32529684000.0,28964225000.0,30486060000.0,44426514000.0,22560866000.0,27041184000.0
2100.0,43473437000.0,44060856000.0,34700450000.0,35802890000.0,43345457000.0,25993683000.0,13787908000.0,18309235000.0,31678943000.0,28332464000.0,29717723000.0,44211982000.0,22252057000.0,26340798000.0
