time,CESM2-WACCM,MRI-ESM2-0,KACE-1-0-G,IITM-ESM,MPI-ESM1-2-HR,GFDL-ESM4,CANESM5,MIROC6,TAIESM1,CNRM-CM6-1,IPSL-CM6A-LR,UKESM1-0-LL,CNRM-ESM2-1,EC-EARTH3
2000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0,51715870000.0
2001.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0,51734010000.0
2002.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0,51714744000.0
2003.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0,51694273000.0
2004.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0,51674108000.0
2005.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0,51763480000.0
2006.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0,51649130000.0
2007.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0,51650888000.0
2008.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0,51715240000.0
2009.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0,52237128000.0
2010.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0,51668423000.0
2011.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0,51651570000.0
2012.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0,51686160000.0
2013.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0
2014.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0
2015.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0
2016.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0
2017.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0
2018.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0
2019.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0
2020.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0
2021.0,51604324000.0,51529690000.0,51500620000.0,52381020000.0,51512030000.0,51498600000.0,52033675000.0,51518480000.0,51468840000.0,51523486000.0,51510792000.0,51503640000.0,51503534000.0,51445015000.0
2022.0,51525886000.0,51544228000.0,51471606000.0,51618922000.0,51493376000.0,51472077000.0,51510624000.0,51527094000.0,51438973000.0,51543683000.0,51445154000.0,51450946000.0,51612963000.0,51467547000.0
2023.0,51845870000.0,51480383000.0,51471045000.0,51578503000.0,51496694000.0,51725520000.0,52080427000.0,51474900000.0,51418540000.0,51533455000.0,51421740000.0,51404878000.0,51486410000.0,51313488000.0
2024.0,51658990000.0,51470324000.0,51440878000.0,51570060000.0,51461198000.0,51481330000.0,51517990000.0,51451724000.0,51435287000.0,51492553000.0,51341070000.0,51349390000.0,51384490000.0,51225370000.0
2025.0,51725677000.0,51417305000.0,51668430000.0,51503075000.0,51844360000.0,51419770000.0,51340063000.0,51405615000.0,51341787000.0,51440590000.0,51326665000.0,51282227000.0,51339882000.0,51145445000.0
2026.0,51551070000.0,51528320000.0,51374645000.0,51469710000.0,51413893000.0,51717920000.0,51213013000.0,51355247000.0,51312040000.0,51673100000.0,51297686000.0,51229060000.0,51632660000.0,51081720000.0
2027.0,51488928000.0,51397652000.0,51406045000.0,51461943000.0,51381346000.0,51519767000.0,51111432000.0,51319914000.0,51261030000.0,51418500000.0,51330707000.0,51110347000.0,51322233000.0,50956624000.0
2028.0,51800895000.0,51320760000.0,51355378000.0,51446034000.0,51341582000.0,51349156000.0,50968814000.0,51312873000.0,51224617000.0,51378024000.0,51682530000.0,51097850000.0,52124463000.0,50842800000.0
2029.0,51494916000.0,51298370000.0,51383700000.0,51406684000.0,51392573000.0,51308220000.0,50823080000.0,51288744000.0,51175410000.0,51360748000.0,51745268000.0,50957490000.0,51305700000.0,50693410000.0
2030.0,51585560000.0,51264975000.0,51487980000.0,51454472000.0,51350774000.0,51302445000.0,50690662000.0,51253207000.0,51145613000.0,51346596000.0,51301642000.0,50842386000.0,51258008000.0,50633703000.0
2031.0,51461943000.0,51239330000.0,51484807000.0,51381125000.0,51390886000.0,51772092000.0,50547460000.0,51223990000.0,51054092000.0,51301100000.0,51295355000.0,50704216000.0,51242373000.0,50460934000.0
2032.0,51425817000.0,51194170000.0,51261112000.0,51357106000.0,51363647000.0,51337520000.0,50558857000.0,51195314000.0,51033522000.0,51281285000.0,51123820000.0,50717684000.0,51211977000.0,50337350000.0
2033.0,51370025000.0,51151160000.0,51219153000.0,51364106000.0,51349856000.0,51234714000.0,50226336000.0,51166183000.0,50919633000.0,51236712000.0,51101008000.0,50462515000.0,51314580000.0,50255670000.0
2034.0,51602870000.0,51114450000.0,51194540000.0,51348038000.0,51305443000.0,51187030000.0,50016653000.0,51176247000.0,50765830000.0,51206427000.0,51054820000.0,50202290000.0,53075490000.0,50029590000.0
2035.0,51349510000.0,51041580000.0,51159974000.0,51332645000.0,51286720000.0,51200810000.0,49797554000.0,51161485000.0,50639766000.0,51166523000.0,51007255000.0,49990816000.0,51839740000.0,50608046000.0
2036.0,51327750000.0,50987983000.0,51109830000.0,51320594000.0,51305670000.0,51126317000.0,49566980000.0,51217166000.0,50514620000.0,51148108000.0,50888487000.0,49959250000.0,51310043000.0,49894105000.0
2037.0,51317182000.0,50954150000.0,51049644000.0,51311174000.0,51271307000.0,51420090000.0,49311453000.0,51137876000.0,50420474000.0,51247825000.0,50854593000.0,49770760000.0,51184087000.0,49598673000.0
2038.0,51288404000.0,50874774000.0,50977640000.0,51261452000.0,51457434000.0,51135860000.0,49016332000.0,51144135000.0,50292396000.0,51155546000.0,50728894000.0,49667813000.0,51222938000.0,49381007000.0
2039.0,51242650000.0,50786980000.0,50912403000.0,51258360000.0,51248816000.0,51055630000.0,48743334000.0,51143920000.0,50162487000.0,51259888000.0,50658170000.0,49431730000.0,51531560000.0,49212030000.0
2040.0,51203645000.0,50706555000.0,50833800000.0,51216940000.0,51280703000.0,51326240000.0,48464410000.0,50995350000.0,50055954000.0,51223142000.0,50581647000.0,49258500000.0,51264504000.0,48964874000.0
2041.0,51191263000.0,50605404000.0,50756555000.0,51225854000.0,51184484000.0,51004367000.0,48146686000.0,50836357000.0,49921606000.0,51108524000.0,50478096000.0,49939730000.0,51102314000.0,48693020000.0
2042.0,51197560000.0,50566095000.0,50689184000.0,51203620000.0,51140950000.0,51021906000.0,47805680000.0,50769797000.0,49825540000.0,51023507000.0,50259740000.0,48714936000.0,51073610000.0,48484807000.0
2043.0,51139133000.0,50474676000.0,50571833000.0,51198910000.0,51076700000.0,50922963000.0,47516385000.0,50684965000.0,49710260000.0,50967550000.0,50106660000.0,48315320000.0,51190428000.0,48344465000.0
2044.0,51109593000.0,50357682000.0,50472645000.0,51202834000.0,50994390000.0,50947710000.0,47177720000.0,50523340000.0,49599455000.0,50921873000.0,49965797000.0,48018670000.0,51000533000.0,48052560000.0
2045.0,51039273000.0,50267350000.0,50412413000.0,51115258000.0,50947523000.0,50857464000.0,46769304000.0,50366644000.0,49410945000.0,50879926000.0,49863877000.0,47536150000.0,50943304000.0,47721470000.0
2046.0,51044397000.0,50202120000.0,50504593000.0,51085074000.0,50920660000.0,50850607000.0,46465802000.0,50256840000.0,49210266000.0,50867597000.0,49736053000.0,47106930000.0,50910056000.0,47394177000.0
2047.0,51078220000.0,50060740000.0,50224054000.0,51061506000.0,50893017000.0,50799360000.0,46196220000.0,50088710000.0,49088815000.0,51217895000.0,49591880000.0,46801056000.0,50892108000.0,47014875000.0
2048.0,50957996000.0,49949606000.0,50133217000.0,51030080000.0,51152130000.0,50809900000.0,45865685000.0,49934960000.0,48901956000.0,50957020000.0,49474097000.0,46506600000.0,50976600000.0,46782200000.0
2049.0,50943710000.0,49837797000.0,50072883000.0,51013380000.0,50841400000.0,50769666000.0,45470884000.0,49749012000.0,48754290000.0,50847273000.0,49263743000.0,46248624000.0,51694817000.0,46647330000.0
2050.0,51472736000.0,49737023000.0,49942400000.0,50992968000.0,50851066000.0,50804306000.0,45125132000.0,49590380000.0,48729220000.0,50792645000.0,49100075000.0,46150263000.0,51979840000.0,46564418000.0
2051.0,50969313000.0,49593164000.0,49750730000.0,50967687000.0,51191374000.0,50798744000.0,44779000000.0,49343940000.0,48526914000.0,50815940000.0,48918500000.0,45698093000.0,51346862000.0,46397964000.0
