time,MPI-ESM1-2-HR,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,UKESM1-0-LL,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4
2034.0,51260805000.0,51328630000.0,51272536000.0,51079870000.0,51374928000.0,50268600000.0,50852164000.0,51032027000.0,51368640000.0
2035.0,51297358000.0,51399262000.0,51190026000.0,51110015000.0,51334554000.0,50282734000.0,50775515000.0,50969227000.0,51326750000.0
2036.0,51187286000.0,51308040000.0,51146090000.0,50991940000.0,51313350000.0,49797390000.0,50708685000.0,50943197000.0,51227836000.0
2037.0,51129102000.0,51267174000.0,51119776000.0,50931327000.0,51245060000.0,49501065000.0,50631913000.0,50822894000.0,51175630000.0
2038.0,51150380000.0,51237670000.0,51028644000.0,50894630000.0,51269784000.0,49279540000.0,50495242000.0,50733510000.0,51138460000.0
2039.0,51127984000.0,51216052000.0,51065650000.0,50839548000.0,51237814000.0,48976294000.0,50392170000.0,50638455000.0,51142330000.0
2040.0,51196350000.0,51189100000.0,50947680000.0,50789420000.0,51328016000.0,48787448000.0,50265334000.0,50592424000.0,51070900000.0
2041.0,51090880000.0,51152302000.0,50907430000.0,50724160000.0,51171308000.0,48471010000.0,50149350000.0,50480640000.0,51013150000.0
2042.0,51025860000.0,51119060000.0,50829767000.0,50710510000.0,51344888000.0,48156643000.0,49998545000.0,50407756000.0,51104158000.0
2043.0,51109417000.0,51114844000.0,50713194000.0,50598232000.0,51267506000.0,47834063000.0,49908654000.0,50316497000.0,51068850000.0
2044.0,50980460000.0,51033186000.0,50673610000.0,50531260000.0,51104590000.0,47500657000.0,49851048000.0,50200370000.0,51211747000.0
2045.0,50991320000.0,51012993000.0,50552586000.0,50449154000.0,51047567000.0,47222390000.0,49773437000.0,50070757000.0,50956165000.0
2046.0,50987000000.0,50971580000.0,50478453000.0,50313675000.0,51030774000.0,46969848000.0,49635025000.0,49952985000.0,50863383000.0
2047.0,50911630000.0,50926590000.0,50483170000.0,50223706000.0,51046650000.0,46684852000.0,49453457000.0,49825170000.0,50815615000.0
2048.0,50875720000.0,50884043000.0,50329575000.0,50084495000.0,50997780000.0,46344950000.0,49359167000.0,49647050000.0,51238220000.0
2049.0,50851960000.0,50823385000.0,50232110000.0,50000020000.0,50956890000.0,46166045000.0,49140617000.0,49542894000.0,51128860000.0
2050.0,50839794000.0,50763240000.0,50114327000.0,49881915000.0,50922357000.0,45655994000.0,48918204000.0,49478873000.0,50789224000.0
2051.0,50736775000.0,50712044000.0,50033676000.0,49734877000.0,50917695000.0,45265514000.0,48666513000.0,49316807000.0,50711900000.0
2052.0,50688655000.0,50685587000.0,49920102000.0,49623560000.0,50809913000.0,44789862000.0,48410423000.0,49199997000.0,50815586000.0
2053.0,50639850000.0,50570715000.0,49792115000.0,49475863000.0,50804360000.0,44474634000.0,48183476000.0,49059635000.0,50709393000.0
2054.0,50818265000.0,50506408000.0,49643102000.0,49272803000.0,50812690000.0,44100490000.0,48013644000.0,48883910000.0,50593305000.0
2055.0,50566935000.0,50464860000.0,49546154000.0,49051378000.0,50841930000.0,43790770000.0,47741630000.0,48733946000.0,50510856000.0
2056.0,50518420000.0,50384187000.0,49430330000.0,48842350000.0,50735450000.0,43372660000.0,47487530000.0,48538067000.0,50462495000.0
2057.0,50458180000.0,50329420000.0,49293490000.0,48653400000.0,50662410000.0,42952188000.0,47181600000.0,48370827000.0,50407145000.0
2058.0,50404970000.0,50260378000.0,49119814000.0,48447685000.0,50646780000.0,42384020000.0,46979750000.0,48224960000.0,50337450000.0
2059.0,50347327000.0,50166895000.0,48967692000.0,48245203000.0,50635583000.0,41935163000.0,46705800000.0,47972033000.0,50312900000.0
2060.0,50285662000.0,50077938000.0,48775520000.0,48098940000.0,50626310000.0,41503550000.0,46410146000.0,47698580000.0,50242580000.0
2061.0,50283586000.0,50002060000.0,48510935000.0,47865532000.0,50743747000.0,41017643000.0,46100790000.0,47415710000.0,50183790000.0
2062.0,50261000000.0,49881330000.0,48316990000.0,47705334000.0,50510350000.0,40553234000.0,45910460000.0,47148884000.0,50271320000.0
2063.0,50185884000.0,49795883000.0,48123120000.0,47504916000.0,50445533000.0,40065524000.0,45640750000.0,46914220000.0,50190565000.0
2064.0,50132980000.0,49699836000.0,47928762000.0,47214014000.0,50401817000.0,39698235000.0,45280424000.0,46630138000.0,50093810000.0
2065.0,50094297000.0,49635422000.0,47690090000.0,47048376000.0,50695786000.0,39278230000.0,45037175000.0,46386835000.0,49988354000.0
2066.0,50096020000.0,49548976000.0,47483660000.0,47432446000.0,50336570000.0,38823973000.0,44649930000.0,46135538000.0,50797260000.0
2067.0,49959600000.0,49419840000.0,47249790000.0,46859190000.0,50287387000.0,38453510000.0,44218980000.0,45880295000.0,51015836000.0
2068.0,49900070000.0,49312612000.0,46981317000.0,46641365000.0,50199695000.0,38050060000.0,43913190000.0,45564183000.0,49896810000.0
2069.0,49812374000.0,49179870000.0,46777917000.0,46494913000.0,50164904000.0,37728805000.0,43434316000.0,45287076000.0,49827190000.0
2070.0,49682084000.0,49109123000.0,46542800000.0,46260662000.0,50114028000.0,37257822000.0,43139670000.0,45051896000.0,49787453000.0
2071.0,49602638000.0,49047570000.0,46315180000.0,45990093000.0,50089780000.0,36796097000.0,42823606000.0,44796117000.0,49697473000.0
2072.0,49537757000.0,48971660000.0,46083060000.0,45753426000.0,50358157000.0,36396392000.0,42439066000.0,44548920000.0,49649517000.0
2073.0,49404450000.0,48856000000.0,45828456000.0,45592826000.0,50116518000.0,36053328000.0,42074976000.0,44385677000.0,49678790000.0
2074.0,49339130000.0,48700674000.0,45667594000.0,45393715000.0,49973110000.0,35599760000.0,41702500000.0,44230730000.0,49515655000.0
2075.0,49236804000.0,48591778000.0,45550090000.0,45215293000.0,49919582000.0,35224383000.0,41418953000.0,44037796000.0,49392440000.0
2076.0,49247564000.0,48458277000.0,45371634000.0,44882010000.0,49855496000.0,34763063000.0,41195760000.0,43817270000.0,49371340000.0
2077.0,49186103000.0,48343860000.0,45239296000.0,44579260000.0,49758080000.0,34259460000.0,40937240000.0,43540850000.0,49231446000.0
2078.0,49375134000.0,48208250000.0,45059453000.0,44364337000.0,49706955000.0,33832002000.0,40515764000.0,43279940000.0,49108906000.0
2079.0,49037795000.0,48073343000.0,44837347000.0,44108900000.0,49668570000.0,33352130000.0,40142967000.0,42970750000.0,49029420000.0
2080.0,48887996000.0,47936508000.0,44715254000.0,43936293000.0,49666118000.0,32881738000.0,39764693000.0,42736640000.0,48964930000.0
2081.0,48805556000.0,47755030000.0,44573380000.0,43983720000.0,49521430000.0,32371190000.0,39316980000.0,42488824000.0,48833950000.0
2082.0,48746533000.0,47579795000.0,44418830000.0,43697172000.0,49449165000.0,31988292000.0,38864384000.0,42109297000.0,48755937000.0
2083.0,48689525000.0,47426544000.0,44256043000.0,43679384000.0,49338462000.0,31603421000.0,38379720000.0,41838514000.0,48644325000.0
2084.0,48586457000.0,47247868000.0,44154307000.0,43295478000.0,49264136000.0,31202064000.0,38073876000.0,41552370000.0,48581726000.0
2085.0,48677167000.0,47071870000.0,43901026000.0,43061645000.0,49128395000.0,30608353000.0,37790765000.0,41153966000.0,48425533000.0
2086.0,48478920000.0,46909580000.0,43725947000.0,42846183000.0,49050923000.0,30150138000.0,37460710000.0,40881430000.0,48331480000.0
2087.0,48377680000.0,46733250000.0,43542196000.0,42672970000.0,49009803000.0,29736468000.0,37030040000.0,40531243000.0,48173752000.0
2088.0,48248394000.0,46547140000.0,43410887000.0,42407770000.0,48898620000.0,29404824000.0,36692423000.0,40125600000.0,48134070000.0
2089.0,48157643000.0,46364230000.0,43288320000.0,42190870000.0,48813224000.0,29001566000.0,36225802000.0,39885824000.0,47982000000.0
2090.0,48040436000.0,46238474000.0,43366048000.0,42019713000.0,48739550000.0,28675391000.0,35922020000.0,39669390000.0,47900160000.0
2091.0,48060744000.0,46090764000.0,43053670000.0,41783063000.0,48651190000.0,28302584000.0,35531465000.0,39287665000.0,47719387000.0
2092.0,47892947000.0,45936870000.0,42907050000.0,41570783000.0,48599376000.0,27936550000.0,35070382000.0,38991712000.0,47614677000.0
2093.0,47770145000.0,45768250000.0,42725585000.0,41355653000.0,48461620000.0,27600265000.0,34783904000.0,38600266000.0,47537090000.0
2094.0,47633520000.0,45537436000.0,42539660000.0,41159750000.0,48349966000.0,27178764000.0,34422320000.0,38290380000.0,47420223000.0
2095.0,47530484000.0,45371687000.0,42287160000.0,40965652000.0,48309113000.0,26616322000.0,33964329000.0,37956410000.0,47303370000.0
2096.0,47424713000.0,45164290000.0,42081320000.0,40696040000.0,48417360000.0,26212913000.0,33582408000.0,37435187000.0,47185547000.0
2097.0,47310190000.0,44995860000.0,41894550000.0,40534704000.0,48219160000.0,25794003000.0,33074067000.0,37043606000.0,47122930000.0
2098.0,47232184000.0,44783854000.0,41697930000.0,40351220000.0,48099684000.0,25470431000.0,32673714000.0,36784830000.0,47090590000.0
2099.0,47125190000.0,44576338000.0,41533997000.0,40181854000.0,47980410000.0,25066152000.0,32312893000.0,36456923000.0,47125760000.0
2100.0,47053087000.0,44416848000.0,41353980000.0,40165830000.0,47821300000.0,24604578000.0,31963320000.0,36115070000.0,47102624000.0
