time,IPSL-CM5A-LR,GISS-E2-R,MPI-ESM-LR,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,CANESM2,NORESM1-M,GFDL-ESM2G,CCSM4,CESM1-CAM5
2014.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0
2015.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0
2016.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0
2017.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0
2018.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0
2019.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0
2020.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0
2021.0,10681929000.0,10681806000.0,10685007000.0,10683810000.0,10685260000.0,10683252000.0,10684030000.0,10686532000.0,10719132000.0,10678910000.0,10682420000.0
2022.0,10672120000.0,10673358000.0,10669655000.0,10668472000.0,10671920000.0,10673260000.0,10671631000.0,10678688000.0,10679713000.0,10668254000.0,10668239000.0
2023.0,10670472000.0,10670215000.0,10666042000.0,10662151000.0,10661766000.0,10664658000.0,10662573000.0,10669915000.0,10690381000.0,10659270000.0,10655625000.0
2024.0,10655652000.0,10677832000.0,10656486000.0,10649486000.0,10654049000.0,10656780000.0,10655080000.0,10677844000.0,10661931000.0,10656280000.0,10647307000.0
2025.0,10649202000.0,10670917000.0,10651073000.0,10635495000.0,10643914000.0,10651697000.0,10655154000.0,10665314000.0,10655384000.0,10644659000.0,10636861000.0
2026.0,10637612000.0,10671117000.0,10642963000.0,10624221000.0,10641634000.0,10649209000.0,10655975000.0,10660417000.0,10644020000.0,10635772000.0,10628126000.0
2027.0,10623844000.0,10653343000.0,10632465000.0,10600175000.0,10656879000.0,10667409000.0,10629993000.0,10651089000.0,10630532000.0,10629942000.0,10600035000.0
2028.0,10611784000.0,10633543000.0,10615371000.0,10575035000.0,10617539000.0,10639003000.0,10609536000.0,10634799000.0,10659842000.0,10609944000.0,10589126000.0
2029.0,10585875000.0,10614068000.0,10595509000.0,10550397000.0,10594890000.0,10642394000.0,10592566000.0,10627644000.0,10615559000.0,10598995000.0,10566170000.0
2030.0,10553277000.0,10595333000.0,10578865000.0,10526938000.0,10587060000.0,10657295000.0,10566095000.0,10605001000.0,10589081000.0,10563644000.0,10535338000.0
2031.0,10530538000.0,10578313000.0,10635249000.0,10484458000.0,10557750000.0,10640810000.0,10552614000.0,10581365000.0,10568830000.0,10552827000.0,10515717000.0
2032.0,10493797000.0,10561435000.0,10554574000.0,10444901000.0,10548381000.0,10618314000.0,10520443000.0,10562277000.0,10552480000.0,10521049000.0,10473151000.0
2033.0,10460146000.0,10543353000.0,10528879000.0,10425476000.0,10528670000.0,10587630000.0,10491875000.0,10547308000.0,10535823000.0,10498950000.0,10441310000.0
2034.0,10436167000.0,10521812000.0,10511737000.0,10386564000.0,10520845000.0,10581480000.0,10472667000.0,10521946000.0,10527505000.0,10491022000.0,10415247000.0
2035.0,10396924000.0,10518945000.0,10490845000.0,10337036000.0,10489020000.0,10560454000.0,10444075000.0,10504473000.0,10510296000.0,10458981000.0,10379054000.0
2036.0,10359084000.0,10479482000.0,10466792000.0,10298958000.0,10472055000.0,10540261000.0,10400598000.0,10475999000.0,10482805000.0,10428085000.0,10338064000.0
2037.0,10313016000.0,10455672000.0,10444105000.0,10246798000.0,10471030000.0,10525527000.0,10368387000.0,10454647000.0,10474465000.0,10400690000.0,10302446000.0
2038.0,10263399000.0,10411734000.0,10417927000.0,10199193000.0,10449228000.0,10525207000.0,10319370000.0,10423691000.0,10457216000.0,10362350000.0,10250497000.0
2039.0,10220653000.0,10371095000.0,10386191000.0,10156501000.0,10400501000.0,10492004000.0,10288017000.0,10368612000.0,10416539000.0,10321272000.0,10204652000.0
2040.0,10173670000.0,10342665000.0,10341833000.0,10105613000.0,10359016000.0,10464725000.0,10237905000.0,10338417000.0,10383700000.0,10288373000.0,10171884000.0
2041.0,10115167000.0,10298095000.0,10312271000.0,10062836000.0,10323049000.0,10470040000.0,10213825000.0,10294571000.0,10394207000.0,10250417000.0,10140866000.0
2042.0,10069188000.0,10269119000.0,10273455000.0,10019607000.0,10293642000.0,10442085000.0,10183314000.0,10272154000.0,10345156000.0,10220836000.0,10098093000.0
2043.0,10008335000.0,10248654000.0,10242913000.0,9971166000.0,10280991000.0,10435830000.0,10150966000.0,10223717000.0,10328333000.0,10179548000.0,10046798000.0
2044.0,9925448000.0,10235751000.0,10228118000.0,9909187000.0,10254965000.0,10394750000.0,10138052000.0,10190698000.0,10284963000.0,10141571000.0,9998734000.0
2045.0,9862475000.0,10194934000.0,10191571000.0,9846925000.0,10218073000.0,10369278000.0,10086353000.0,10156409000.0,10262463000.0,10101432000.0,9932566000.0
2046.0,9764335000.0,10151932000.0,10150062000.0,9784803000.0,10178235000.0,10354175000.0,10052884000.0,10101160000.0,10242666000.0,10067399000.0,9876571000.0
2047.0,9673552000.0,10099729000.0,10103885000.0,9733193000.0,10169858000.0,10335345000.0,9991880000.0,10065528000.0,10215656000.0,10026768000.0,9826066000.0
2048.0,9592872000.0,10058431000.0,10073527000.0,9693952000.0,10117589000.0,10321913000.0,9936759000.0,10027865000.0,10192994000.0,9968176000.0,9748049000.0
2049.0,9510627000.0,10014811000.0,10031878000.0,9642121000.0,10080008000.0,10316168000.0,9866504000.0,9987682000.0,10151936000.0,9900993000.0,9674900000.0
2050.0,9411556000.0,9956432000.0,9986299000.0,9578493000.0,10035841000.0,10380839000.0,9800129000.0,9922245000.0,10128379000.0,9855894000.0,9633000000.0
2051.0,9331798000.0,9911698000.0,9948705000.0,9513396000.0,10003900000.0,10373215000.0,9732168000.0,9860588000.0,10099899000.0,9789401000.0,9526056000.0
2052.0,9202196000.0,9855387000.0,9893779000.0,9455517000.0,9954999000.0,10309096000.0,9632880000.0,9807171000.0,10051196000.0,9700532000.0,9454459000.0
2053.0,9112586000.0,9809058000.0,9831970000.0,9380366000.0,9946640000.0,10285499000.0,9559298000.0,9745626000.0,10007629000.0,9645039000.0,9341006000.0
2054.0,9024266000.0,9753556000.0,9775921000.0,9288451000.0,9908955000.0,10320912000.0,9454010000.0,9697162000.0,9965263000.0,9549802000.0,9234686000.0
2055.0,8933870000.0,9706165000.0,9729796000.0,9182286000.0,9855678000.0,10285850000.0,9359350000.0,9645776000.0,9918857000.0,9469459000.0,9142793000.0
2056.0,8842765000.0,9646179000.0,9680573000.0,9095472000.0,9814769000.0,10264830000.0,9299478000.0,9606268000.0,9887474000.0,9402462000.0,9033156000.0
2057.0,8769408000.0,9614128000.0,9594578000.0,9001254000.0,9751007000.0,10227619000.0,9203240000.0,9505741000.0,9816589000.0,9324681000.0,8947219000.0
2058.0,8664786000.0,9561130000.0,9534604000.0,8927162000.0,9705729000.0,10191670000.0,9111875000.0,9468297000.0,9778565000.0,9241457000.0,8855674000.0
2059.0,8595637000.0,9513072000.0,9491485000.0,8867706000.0,9649029000.0,10167548000.0,9024783000.0,9397164000.0,9727183000.0,9154294000.0,8809931000.0
2060.0,8527809000.0,9448913000.0,9406146000.0,8803940000.0,9590833000.0,10147237000.0,8939241000.0,9333206000.0,9673593000.0,9071297000.0,8712778000.0
2061.0,8441770500.0,9391030000.0,9368374000.0,8744621000.0,9558027000.0,10111855000.0,8886197000.0,9265005000.0,9639542000.0,9017076000.0,8642127000.0
2062.0,8378232000.0,9354017000.0,9307644000.0,8685342000.0,9517350000.0,10120295000.0,8806669000.0,9183107000.0,9637174000.0,8963292000.0,8568932000.0
2063.0,8303281700.0,9268562000.0,9261859000.0,8632455000.0,9430366000.0,10085020000.0,8735006000.0,9148037000.0,9551672000.0,8881798000.0,8509451000.0
2064.0,8201378000.0,9194118000.0,9175360000.0,8553056000.0,9385128000.0,10108515000.0,8675476000.0,9062746000.0,9489359000.0,8803709000.0,8427226000.0
2065.0,8106605600.0,9176048000.0,9119436000.0,8477385000.0,9357039000.0,10043381000.0,8604595000.0,9005698000.0,9420988000.0,8777906000.0,8370397700.0
2066.0,7988593000.0,9127271000.0,9103028000.0,8411102000.0,9306125000.0,10020741000.0,8529095000.0,8960329000.0,9366502000.0,8711129000.0,8307833000.0
2067.0,7868498000.0,9098109000.0,9033728000.0,8339777000.0,9276319000.0,10008008000.0,8465723000.0,8913946000.0,9345687000.0,8651885000.0,8256308700.0
2068.0,7792043500.0,9047600000.0,8937177000.0,8269805000.0,9201113000.0,9983529000.0,8429529600.0,8852875000.0,9259128000.0,8600666000.0,8200511500.0
2069.0,7704842000.0,9034408000.0,8864172000.0,8196388400.0,9177844000.0,9938475000.0,8344732700.0,8801815000.0,9228147000.0,8542736000.0,8151077000.0
2070.0,7635326500.0,8985708000.0,8828731000.0,8144080400.0,9119431000.0,9931544000.0,8293845000.0,8749354000.0,9207139000.0,8475210000.0,8080384500.0
2071.0,7545222000.0,8923188000.0,8784759000.0,8039077000.0,9085491000.0,9970113000.0,8230842000.0,8708327000.0,9189102000.0,8415374300.0,8002216000.0
2072.0,7479624700.0,8885026000.0,8720615000.0,7958875600.0,9031296000.0,10050835000.0,8133583000.0,8658857000.0,9166601000.0,8344623000.0,7905473000.0
2073.0,7389313000.0,8866826000.0,8673282000.0,7876633600.0,8986677000.0,10056349000.0,8032934000.0,8601026000.0,9112097000.0,8267162600.0,7881566000.0
2074.0,7299940000.0,8839934000.0,8608584000.0,7823364600.0,8955766000.0,10028294000.0,7994966000.0,8554265000.0,9070408000.0,8165727700.0,7841870000.0
2075.0,7203613700.0,8806491000.0,8555384000.0,7794035700.0,8899102000.0,10015874000.0,7936654000.0,8482194000.0,9038271000.0,8107513300.0,7740805000.0
2076.0,7101821400.0,8782061000.0,8481189000.0,7730736000.0,8850574000.0,9968214000.0,7886802400.0,8420023300.0,8999956000.0,8024665600.0,7702011000.0
2077.0,7035100700.0,8718703000.0,8446636000.0,7647382000.0,8791467000.0,9939598000.0,7844660700.0,8377343500.0,8966313000.0,7982864000.0,7636151000.0
2078.0,6977922600.0,8714416000.0,8398777000.0,7601514500.0,8749662000.0,9942098000.0,7770765300.0,8337328600.0,8946613000.0,7917210600.0,7578489000.0
2079.0,6910868500.0,8703362000.0,8343708000.0,7545044000.0,8713624000.0,9887015000.0,7714185000.0,8267846700.0,8906672000.0,7875190300.0,7531971600.0
2080.0,6854533000.0,8663841000.0,8288833000.0,7484643300.0,8644017000.0,9843758000.0,7667361300.0,8215493000.0,8871554000.0,7817577000.0,7476748000.0
2081.0,6796061700.0,8629060000.0,8243312000.0,7393433000.0,8600070000.0,9828584000.0,7618999300.0,8152982500.0,8846022000.0,7771252000.0,7406591500.0
2082.0,6753798700.0,8593690000.0,8226046500.0,7318799000.0,8573417500.0,9833873000.0,7538933000.0,8105770000.0,8820269000.0,7707447300.0,7357599000.0
2083.0,6697708000.0,8534208000.0,8211161000.0,7272703500.0,8544995000.0,9799248000.0,7494323000.0,8053599700.0,8796234000.0,7659098000.0,7267520000.0
2084.0,6630209000.0,8490296000.0,8139950600.0,7201076000.0,8479616500.0,9780800000.0,7456760000.0,7976711700.0,8750525000.0,7586380300.0,7203396000.0
2085.0,6578948600.0,8468103700.0,8110256600.0,7133064000.0,8430007300.0,9795272000.0,7377567000.0,7952007000.0,8752707000.0,7549238300.0,7106810400.0
2086.0,6513731600.0,8422641700.0,8060572700.0,7085793000.0,8403182600.0,9772745000.0,7318052400.0,7921209000.0,8682314000.0,7480132600.0,7082441700.0
2087.0,6429752000.0,8393133600.0,8031197000.0,6998226400.0,8358013400.0,9731930000.0,7262531600.0,7860582000.0,8663582000.0,7442095000.0,6989627000.0
2088.0,6334009000.0,8409812000.0,7977476600.0,6949000700.0,8336791600.0,9730754000.0,7219110000.0,7818711600.0,8637197000.0,7366985000.0,6951224000.0
2089.0,6276876000.0,8351768000.0,7903333000.0,6875752000.0,8240416300.0,9695613000.0,7107764000.0,7784921000.0,8620586000.0,7327339500.0,6902455300.0
2090.0,6208954400.0,8332264400.0,7861940700.0,6791295000.0,8212328000.0,9695872000.0,7035405000.0,7746329000.0,8593373000.0,7267468300.0,6852786000.0
2091.0,6131972000.0,8467467300.0,7813403000.0,6738788400.0,8165356500.0,9670324000.0,6973327000.0,7697119700.0,8533445000.0,7198264300.0,6791554000.0
2092.0,6057823000.0,8321131500.0,7782883000.0,6649000400.0,8115322000.0,9654704000.0,6925318000.0,7634254300.0,8480479000.0,7128548400.0,6721073700.0
2093.0,6000019000.0,8250027000.0,7749112300.0,6593488000.0,8067988000.0,9646270000.0,6897614300.0,7574242000.0,8470143000.0,7092751400.0,6687309300.0
2094.0,5906067000.0,8236738600.0,7701574700.0,6524420000.0,8024438300.0,9628524000.0,6840461000.0,7532067000.0,8445241300.0,7020193300.0,6642075600.0
2095.0,5862132000.0,8209093000.0,7639741000.0,6465457700.0,7994565600.0,9602067000.0,6758617600.0,7481765400.0,8400600000.0,6969382400.0,6581271600.0
2096.0,5809159700.0,8170212000.0,7631471600.0,6386463000.0,7955285000.0,9583750000.0,6683776500.0,7465627000.0,8370953000.0,6889944600.0,6527725600.0
2097.0,5752418300.0,8144593400.0,7571482000.0,6328997400.0,7935939000.0,9632649000.0,6629346300.0,7425245700.0,8416574000.0,6864304000.0,6481593000.0
2098.0,5701288000.0,8114357000.0,7530616000.0,6284829000.0,7905648000.0,9608761000.0,6576000000.0,7401308700.0,8342811000.0,6834554000.0,6450440700.0
2099.0,5637605400.0,8095142000.0,7477657000.0,6233048000.0,7865454600.0,9637522000.0,6513316000.0,7327212500.0,8324768000.0,6761266000.0,6374089000.0
2100.0,5583765500.0,8040785000.0,7446083600.0,6162581500.0,7843903500.0,9686377000.0,6465818000.0,7297434000.0,8274537500.0,6726816300.0,6305604600.0
