time,IPSL-CM5A-LR,CNRM-CM5,GISS-E2-R,GFDL-CM3,MPI-ESM-LR,GFDL-ESM2G,CSIRO-MK3-6-0,NORESM1-M,CANESM2,CCSM4
2018.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0
2019.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0
2020.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0
2021.0,10692235000.0,10683007000.0,10685382000.0,10679805000.0,10680767000.0,10688548000.0,10688549000.0,10683602000.0,10681657000.0,10684318000.0
2022.0,10675015000.0,10671772000.0,10674249000.0,10664488000.0,10676526000.0,10683783000.0,10712370000.0,10674204000.0,10674602000.0,10676310000.0
2023.0,10662756000.0,10661011000.0,10669558000.0,10648668000.0,10673711000.0,10668296000.0,10703474000.0,10665444000.0,10708281000.0,10668667000.0
2024.0,10654506000.0,10657564000.0,10662664000.0,10638834000.0,10657501000.0,10659965000.0,10750119000.0,10660484000.0,10671371000.0,10652733000.0
2025.0,10641528000.0,10655910000.0,10650157000.0,10626548000.0,10648030000.0,10706292000.0,10684390000.0,10653719000.0,10666290000.0,10663891000.0
2026.0,10630129000.0,10652710000.0,10638536000.0,10606367000.0,10634716000.0,10680157000.0,10706594000.0,10645759000.0,10651890000.0,10639215000.0
2027.0,10614277000.0,10643165000.0,10629361000.0,10585750000.0,10620940000.0,10647254000.0,10684668000.0,10639489000.0,10638660000.0,10636431000.0
2028.0,10593772000.0,10621593000.0,10609111000.0,10560123000.0,10602918000.0,10640564000.0,10682534000.0,10620734000.0,10614804000.0,10666856000.0
2029.0,10570861000.0,10609175000.0,10591161000.0,10522282000.0,10587550000.0,10619051000.0,10722492000.0,10607796000.0,10597603000.0,10644655000.0
2030.0,10536717000.0,10584842000.0,10562054000.0,10507311000.0,10561015000.0,10606863000.0,10709045000.0,10600278000.0,10579033000.0,10606962000.0
2031.0,10514098000.0,10566600000.0,10545436000.0,10476362000.0,10546727000.0,10576522000.0,10662712000.0,10575100000.0,10555200000.0,10581701000.0
2032.0,10481992000.0,10549965000.0,10526672000.0,10440503000.0,10527725000.0,10563698000.0,10652075000.0,10568438000.0,10530053000.0,10571387000.0
2033.0,10450553000.0,10533680000.0,10498249000.0,10422102000.0,10505372000.0,10555433000.0,10636452000.0,10549344000.0,10510123000.0,10558789000.0
2034.0,10426765000.0,10511057000.0,10472083000.0,10393141000.0,10479023000.0,10538157000.0,10624825000.0,10581865000.0,10485797000.0,10534560000.0
2035.0,10368638000.0,10511561000.0,10448538000.0,10336689000.0,10462956000.0,10541446000.0,10614265000.0,10514743000.0,10467866000.0,10508336000.0
2036.0,10325939000.0,10488460000.0,10412984000.0,10295687000.0,10433690000.0,10513392000.0,10597534000.0,10496307000.0,10442898000.0,10479615000.0
2037.0,10274741000.0,10465495000.0,10371026000.0,10245808000.0,10425745000.0,10500526000.0,10590333000.0,10467679000.0,10418440000.0,10454731000.0
2038.0,10212593000.0,10444681000.0,10319661000.0,10203876000.0,10385133000.0,10478768000.0,10608741000.0,10444092000.0,10372067000.0,10426080000.0
2039.0,10160564000.0,10411869000.0,10277617000.0,10162464000.0,10340242000.0,10444934000.0,10563708000.0,10401505000.0,10329366000.0,10387326000.0
2040.0,10076039000.0,10385295000.0,10238329000.0,10114780000.0,10317848000.0,10405410000.0,10548500000.0,10362019000.0,10292966000.0,10356863000.0
2041.0,10034058000.0,10360394000.0,10192974000.0,10072485000.0,10294228000.0,10382067000.0,10546123000.0,10324658000.0,10259373000.0,10331564000.0
2042.0,9958433000.0,10329969000.0,10142432000.0,10033747000.0,10254745000.0,10355114000.0,10523068000.0,10294787000.0,10222978000.0,10304680000.0
2043.0,9884672000.0,10324753000.0,10091860000.0,9978420000.0,10215814000.0,10356916000.0,10520170000.0,10263610000.0,10203214000.0,10270900000.0
2044.0,9816120000.0,10302897000.0,10039116000.0,9930706000.0,10185823000.0,10341548000.0,10510649000.0,10220936000.0,10164182000.0,10243216000.0
2045.0,9689577000.0,10276417000.0,9972597000.0,9875955000.0,10159410000.0,10328242000.0,10477271000.0,10188351000.0,10118021000.0,10224484000.0
2046.0,9581274000.0,10253160000.0,9902690000.0,9813411000.0,10114749000.0,10301923000.0,10452126000.0,10148665000.0,10061395000.0,10192322000.0
2047.0,9482186000.0,10234857000.0,9808923000.0,9751968000.0,10061155000.0,10284487000.0,10434443000.0,10117064000.0,10012729000.0,10148119000.0
2048.0,9383679000.0,10205496000.0,9746277000.0,9676208000.0,10011380000.0,10263109000.0,10420108000.0,10060228000.0,9938705000.0,10116887000.0
2049.0,9278330000.0,10190879000.0,9669228000.0,9586703000.0,10003279000.0,10249652000.0,10443513000.0,10011308000.0,9863281000.0,10057900000.0
2050.0,9123512000.0,10154274000.0,9616179000.0,9514063000.0,9949374000.0,10199619000.0,10428063000.0,9960737000.0,9795823000.0,9995184000.0
2051.0,8960052000.0,10130128000.0,9506239000.0,9429461000.0,9895326000.0,10165230000.0,10407745000.0,9876632000.0,9734607000.0,9951700000.0
2052.0,8840001000.0,10088707000.0,9410847000.0,9348826000.0,9850787000.0,10140211000.0,10401833000.0,9814505000.0,9673849000.0,9898848000.0
2053.0,8728164000.0,10057304000.0,9336272000.0,9242852000.0,9794980000.0,10115033000.0,10386757000.0,9722595000.0,9606086000.0,9828196000.0
2054.0,8617520000.0,10019983000.0,9240157000.0,9138391000.0,9757672000.0,10072586000.0,10358713000.0,9678289000.0,9534371000.0,9768108000.0
2055.0,8519928000.0,9983909000.0,9125266000.0,9059508000.0,9703891000.0,10013138000.0,10386814000.0,9581633000.0,9448817000.0,9713960000.0
2056.0,8411711000.0,9937296000.0,9027335000.0,8940853000.0,9655844000.0,9985923000.0,10345206000.0,9530991000.0,9342415000.0,9620887000.0
2057.0,8340204500.0,9918381000.0,8955742000.0,8845431000.0,9592030000.0,9947636000.0,10367067000.0,9456741000.0,9208669000.0,9554754000.0
2058.0,8253159400.0,9864382000.0,8907601000.0,8757387000.0,9506333000.0,9883314000.0,10317192000.0,9377718000.0,9144288000.0,9480328000.0
2059.0,8130515500.0,9838132000.0,8835518000.0,8657330000.0,9454729000.0,9828698000.0,10344301000.0,9300342000.0,9093387000.0,9426631000.0
2060.0,8038814000.0,9802342000.0,8759477000.0,8575568000.0,9397154000.0,9763883000.0,10362460000.0,9224986000.0,8993059000.0,9314679000.0
2061.0,7899181000.0,9792105000.0,8701467000.0,8480078300.0,9343827000.0,9705995000.0,10319999000.0,9149713000.0,8917260000.0,9241567000.0
2062.0,7800847000.0,9712044000.0,8679467000.0,8405933000.0,9269806000.0,9645914000.0,10304835000.0,9082149000.0,8864311000.0,9189597000.0
2063.0,7681184000.0,9690847000.0,8606321000.0,8314351600.0,9180706000.0,9578416000.0,10285649000.0,9013300000.0,8781166000.0,9105956000.0
2064.0,7550180400.0,9650430000.0,8575574500.0,8241198600.0,9108173000.0,9498128000.0,10274135000.0,8972937000.0,8699480000.0,9051932000.0
2065.0,7454064000.0,9609623000.0,8516460500.0,8153782000.0,9027591000.0,9450674000.0,10263298000.0,8888967000.0,8618069000.0,8981138000.0
2066.0,7350797300.0,9539649000.0,8460543000.0,8097980000.0,8986032000.0,9377815000.0,10247446000.0,8838157000.0,8554189300.0,8913672000.0
2067.0,7259691000.0,9498318000.0,8421366000.0,7995629600.0,8898253000.0,9273701000.0,10238923000.0,8762273000.0,8498292000.0,8846626000.0
2068.0,7157312500.0,9440148000.0,8376327700.0,7887420000.0,8829939000.0,9211574000.0,10238190000.0,8720140000.0,8440965600.0,8779952000.0
2069.0,7026551000.0,9375282000.0,8331208000.0,7812770000.0,8792443000.0,9184233000.0,10207929000.0,8639560000.0,8359297500.0,8705242000.0
2070.0,6920046600.0,9316133000.0,8306831400.0,7694189000.0,8743887000.0,9112173000.0,10172075000.0,8565347300.0,8293623300.0,8640552000.0
2071.0,6778017000.0,9282933000.0,8278660000.0,7621850000.0,8664995000.0,9047966000.0,10141209000.0,8528490500.0,8210390000.0,8578196000.0
2072.0,6648595000.0,9246902000.0,8160335000.0,7549227000.0,8575060000.0,9064936000.0,10114908000.0,8435810300.0,8130609700.0,8490692000.0
2073.0,6534355000.0,9184262000.0,8132509700.0,7468721700.0,8497958000.0,8963075000.0,10061634000.0,8356319700.0,8045795000.0,8410738000.0
2074.0,6479763000.0,9116709000.0,8022970400.0,7377662500.0,8429735400.0,8911816000.0,10036127000.0,8288353300.0,7918764000.0,8358156300.0
2075.0,6352605700.0,9037862000.0,7970524700.0,7309301000.0,8370601500.0,8842799000.0,10001798000.0,8211723300.0,7855392300.0,8310307300.0
2076.0,6232297500.0,8968471000.0,7928281600.0,7216445000.0,8321241600.0,8783673000.0,9993187000.0,8144681500.0,7750717000.0,8234945000.0
2077.0,6119176000.0,8918956000.0,7870428700.0,7149729300.0,8238793700.0,8723056000.0,9958952000.0,8027365400.0,7673711000.0,8141198000.0
2078.0,6008502000.0,8863364000.0,7807323000.0,7083338000.0,8210047500.0,8668029000.0,9941849000.0,7963924000.0,7606522400.0,8067404000.0
2079.0,5935431000.0,8790187000.0,7753299000.0,6983840300.0,8160300000.0,8606688000.0,9880800000.0,7876453000.0,7523294700.0,7979582500.0
2080.0,5854358500.0,8725777000.0,7727413000.0,6895784000.0,8121982500.0,8555927000.0,9843677000.0,7818695000.0,7441463300.0,7913231000.0
2081.0,5715267000.0,8663524000.0,7658965000.0,6788829700.0,8062621000.0,8480065500.0,9816848000.0,7749390000.0,7362192000.0,7857321000.0
2082.0,5646082000.0,8590602000.0,7608497000.0,6701977000.0,7994639000.0,8404085000.0,9780923000.0,7689580500.0,7340111400.0,7770177500.0
2083.0,5595159000.0,8505302500.0,7560918000.0,6615559700.0,7974738400.0,8344797700.0,9718115000.0,7608913400.0,7264870400.0,7683622400.0
2084.0,5511190500.0,8465165000.0,7512754000.0,6524782000.0,7908724000.0,8277094400.0,9667077000.0,7546461000.0,7149814000.0,7647041000.0
2085.0,5442104300.0,8379769300.0,7477462000.0,6456375300.0,7852479500.0,8201643500.0,9650588000.0,7443536400.0,7073851000.0,7586113000.0
2086.0,5355873300.0,8328294000.0,7398754300.0,6337145300.0,7787622400.0,8118976500.0,9652411000.0,7393855000.0,6921594400.0,7487870500.0
2087.0,5287383000.0,8252591600.0,7362350000.0,6255962600.0,7730263000.0,8023589400.0,9604894000.0,7341898000.0,6852783600.0,7434378000.0
2088.0,5183022600.0,8196508700.0,7327090000.0,6174209500.0,7632475600.0,7940175000.0,9580440000.0,7276913700.0,6792349000.0,7375338000.0
2089.0,5110450000.0,8120145400.0,7310283300.0,6088818000.0,7568124400.0,7832881000.0,9526396000.0,7206188500.0,6683996000.0,7290220500.0
2090.0,5038349300.0,8065836500.0,7268304400.0,6000795000.0,7491017000.0,7768146000.0,9472994000.0,7129070600.0,6602039000.0,7195156000.0
2091.0,4957345000.0,7980402000.0,7217396700.0,5901884000.0,7443252700.0,7679888400.0,9409961000.0,7047429000.0,6549235700.0,7129682400.0
2092.0,4837816300.0,7909786600.0,7176301000.0,5825749000.0,7388828000.0,7596509000.0,9337695000.0,6972450300.0,6492407300.0,7051991000.0
2093.0,4754180000.0,7853985300.0,7127347000.0,5727480300.0,7322285000.0,7499269000.0,9298427000.0,6862095400.0,6418250000.0,6959082500.0
2094.0,4692471300.0,7770766300.0,7102454300.0,5605857300.0,7263067000.0,7433705000.0,9219705000.0,6796090000.0,6354636300.0,6875093500.0
2095.0,4591215000.0,7723152000.0,7039481300.0,5515106000.0,7217252000.0,7335267300.0,9180102000.0,6718166000.0,6280736300.0,6775808000.0
2096.0,4540650000.0,7667513000.0,7005679000.0,5427949000.0,7130971000.0,7252389400.0,9139419000.0,6669477400.0,6210066000.0,6714483000.0
2097.0,4472819000.0,7587813000.0,6963463000.0,5353590300.0,7065135600.0,7181783600.0,9058546000.0,6577069000.0,6130914000.0,6611895300.0
2098.0,4402785000.0,7514046500.0,6918489600.0,5259309000.0,6984268000.0,7081843700.0,9001830000.0,6527016000.0,6014063000.0,6569511000.0
2099.0,4315057700.0,7422753000.0,6878444000.0,5159599000.0,6934406700.0,6986662000.0,8966594000.0,6474712000.0,5961922600.0,6512286700.0
2100.0,4253026000.0,7360983600.0,6848656400.0,5065820700.0,6886399500.0,6897836000.0,8913853000.0,6401817000.0,5854520300.0,6440749600.0
