time,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4
2061.0,34205673000.0,38340280000.0,30277028000.0,33995321000.0,37511040000.0
2062.0,33583540000.0,38208287000.0,29774002000.0,33430040000.0,37191303000.0
2063.0,32967297000.0,38089327000.0,29306358000.0,33417150000.0,37018935000.0
2064.0,32465678000.0,38163923000.0,28608526000.0,33107860000.0,37154107000.0
2065.0,31840866000.0,37851607000.0,27994986000.0,33013676000.0,36669895000.0
2066.0,31043475000.0,37742700000.0,27500153000.0,32605327000.0,36433950000.0
2067.0,30382862000.0,37554516000.0,26924257000.0,32125247000.0,36222810000.0
2068.0,29806720000.0,37395325000.0,26336887000.0,31711685000.0,35990737000.0
2069.0,29288442000.0,37181776000.0,25781766000.0,31302824000.0,35835126000.0
2070.0,28699734000.0,37109006000.0,25336766000.0,30738235000.0,35562983000.0
2071.0,28065989000.0,36971078000.0,24748927000.0,30392457000.0,35261022000.0
2072.0,27115592000.0,36788314000.0,24074512000.0,29969002000.0,35024390000.0
2073.0,26285838000.0,36606153000.0,23468376000.0,29682213000.0,34787103000.0
2074.0,25629934000.0,36799496000.0,22827696000.0,29529172000.0,34577380000.0
2075.0,24895790000.0,36395210000.0,22191733000.0,28879938000.0,34165348000.0
2076.0,24381110000.0,36114334000.0,21619108000.0,28585136000.0,34159530000.0
2077.0,23644768000.0,35941620000.0,20830484000.0,28128426000.0,33697847000.0
2078.0,22708867000.0,35850973000.0,20163492000.0,27791655000.0,33446687000.0
2079.0,21998426000.0,35586280000.0,19157654000.0,27255562000.0,33142716000.0
2080.0,20907491000.0,35580408000.0,18510080000.0,26821800000.0,32909793000.0
2081.0,20039012000.0,35251690000.0,17750125000.0,26213018000.0,32692423000.0
2082.0,19032568000.0,35145687000.0,17107823000.0,25704843000.0,32449964000.0
2083.0,18335392000.0,34957110000.0,16292449000.0,25142968000.0,32354017000.0
2084.0,17699455000.0,34863993000.0,15479567000.0,24561254000.0,31837573000.0
2085.0,16827513000.0,34730574000.0,14639087000.0,24231879000.0,31563354000.0
2086.0,16114964000.0,34533300000.0,14030294000.0,23855985000.0,31279868000.0
2087.0,15329281000.0,34577105000.0,13258495000.0,23557840000.0,30991084000.0
2088.0,14607280000.0,34129803000.0,12636985000.0,23065414000.0,30627928000.0
2089.0,13991496000.0,33904940000.0,12059597000.0,22623724000.0,30379276000.0
2090.0,13476813000.0,33780103000.0,11403887000.0,22259423000.0,29963778000.0
2091.0,12860715000.0,33573077000.0,10845748000.0,21816154000.0,29671086000.0
2092.0,12194994000.0,33309567000.0,10324553000.0,21277764000.0,29369650000.0
2093.0,11729758000.0,32978924000.0,9774951000.0,20728992000.0,29085123000.0
2094.0,11049107000.0,32782803000.0,9199924000.0,20327264000.0,28824312000.0
2095.0,10500498000.0,32518470000.0,8796427000.0,19996754000.0,28412330000.0
2096.0,9978413000.0,32208316000.0,8178305000.0,19600260000.0,28090260000.0
2097.0,9191465000.0,31987405000.0,7507343000.0,19152873000.0,27629218000.0
2098.0,8460136000.0,31731065000.0,7008879000.0,18851506000.0,27233872000.0
2099.0,7892112000.0,31475976000.0,6382163500.0,18342015000.0,26824735000.0
2100.0,7393842000.0,31167800000.0,5815376400.0,18043080000.0,26479657000.0
