time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR
2038.0,41001380000.0,44449505000.0,42426855000.0,44952670000.0,44901690000.0
2039.0,40145076000.0,43822084000.0,42196930000.0,44495954000.0,44762493000.0
2040.0,39460344000.0,43288048000.0,41276203000.0,44575334000.0,43971727000.0
2041.0,38624670000.0,43750597000.0,40646975000.0,44232536000.0,43415610000.0
2042.0,37796150000.0,43359820000.0,40158384000.0,43856073000.0,43156330000.0
2043.0,37312700000.0,43054480000.0,39815303000.0,43410104000.0,42754160000.0
2044.0,36578857000.0,42453328000.0,39166450000.0,42895065000.0,42342887000.0
2045.0,35976930000.0,41882534000.0,38659387000.0,42421363000.0,41698830000.0
2046.0,35092525000.0,41415873000.0,38098880000.0,42100146000.0,41133890000.0
2047.0,34378424000.0,41107874000.0,37472805000.0,44117220000.0,40520300000.0
2048.0,33695875000.0,40755590000.0,37002002000.0,41698517000.0,40049177000.0
2049.0,32836913000.0,40536895000.0,36357580000.0,41106580000.0,39427817000.0
2050.0,32141152000.0,40672182000.0,35753430000.0,41110350000.0,38750822000.0
2051.0,31382882000.0,39617340000.0,35202503000.0,40573290000.0,37983773000.0
2052.0,31634813000.0,39439405000.0,34622243000.0,40122008000.0,38056542000.0
2053.0,30186810000.0,39037514000.0,34150646000.0,41553450000.0,37240710000.0
2054.0,29351970000.0,38377173000.0,33726755000.0,40717824000.0,36573290000.0
2055.0,28639291000.0,37979410000.0,33166174000.0,39373783000.0,36063506000.0
2056.0,28080030000.0,38269207000.0,33055350000.0,39391404000.0,35500216000.0
2057.0,27544156000.0,37449770000.0,32196776000.0,38741844000.0,35069325000.0
2058.0,26866977000.0,36942967000.0,31714333000.0,38362080000.0,34388370000.0
2059.0,26416415000.0,36496114000.0,31322788000.0,37711670000.0,34082013000.0
2060.0,25994790000.0,36962173000.0,30819770000.0,37675315000.0,33549345000.0
2061.0,25147961000.0,35965854000.0,30420486000.0,37278507000.0,32803400000.0
2062.0,24434199000.0,35625775000.0,30196374000.0,37623450000.0,32191783000.0
2063.0,23827410000.0,35015606000.0,29501448000.0,36573716000.0,31836586000.0
2064.0,23604484000.0,34551850000.0,29319238000.0,37909406000.0,31164852000.0
2065.0,23004938000.0,34098176000.0,28866340000.0,36348990000.0,30671088000.0
2066.0,22557299000.0,33911943000.0,28344887000.0,36166370000.0,30276835000.0
2067.0,22710209000.0,33688314000.0,28157327000.0,35974090000.0,29673142000.0
2068.0,21877776000.0,34198020000.0,28505874000.0,35433153000.0,29164739000.0
2069.0,21661501000.0,33308473000.0,27996297000.0,35142308000.0,28804665000.0
2070.0,21363558000.0,33295235000.0,28916625000.0,35414213000.0,28526700000.0
2071.0,20842668000.0,32795517000.0,27250973000.0,34655322000.0,28169384000.0
2072.0,20334658000.0,32259600000.0,28038881000.0,34563244000.0,27505981000.0
2073.0,19935519000.0,31719098000.0,27065123000.0,34521723000.0,27061920000.0
2074.0,19516092000.0,31826575000.0,26676650000.0,34012568000.0,26604270000.0
2075.0,19178676000.0,31918686000.0,26483018000.0,35477940000.0,26290393000.0
2076.0,18698942000.0,31073206000.0,25744720000.0,33724160000.0,26281538000.0
2077.0,18353254000.0,30870290000.0,27163260000.0,33550522000.0,25626020000.0
2078.0,18031997000.0,31102900000.0,25808163000.0,33095043000.0,25350734000.0
2079.0,17893327000.0,32258191000.0,25569868000.0,32900108000.0,25087210000.0
2080.0,17605282000.0,31370720000.0,24945834000.0,32763888000.0,24552944000.0
2081.0,17169081000.0,33764450000.0,26875791000.0,32431032000.0,24337580000.0
2082.0,16983166000.0,31241263000.0,25008306000.0,32924897000.0,23878201000.0
2083.0,16725567000.0,31063622000.0,24401562000.0,32409910000.0,23688993000.0
2084.0,16496123000.0,30032202000.0,24518040000.0,31691459000.0,23584975000.0
2085.0,16284155000.0,29662278000.0,25353538000.0,31807190000.0,23047653000.0
2086.0,16139616000.0,29328923000.0,24529568000.0,33536053000.0,22802702000.0
2087.0,16032611000.0,30141774000.0,24797145000.0,31886170000.0,22509361000.0
2088.0,15699340000.0,30402138000.0,24070205000.0,31378895000.0,22588905000.0
2089.0,15428062000.0,29500064000.0,23835404000.0,31041510000.0,22393197000.0
2090.0,15324647000.0,29782921000.0,26392019000.0,30778626000.0,22014126000.0
2091.0,15020545000.0,29795848000.0,24327735000.0,31234470000.0,22111310000.0
2092.0,14825574000.0,28471513000.0,25931323000.0,30738207000.0,21470020000.0
2093.0,14720642000.0,28356745000.0,23652848000.0,30546538000.0,21361248000.0
2094.0,14530669000.0,29596830000.0,23739818000.0,30159686000.0,21030580000.0
2095.0,14341714000.0,27970454000.0,23556310000.0,35213984000.0,21879330000.0
2096.0,14112634000.0,28886747000.0,23755817000.0,31629568000.0,21187720000.0
2097.0,13941933000.0,32000825000.0,24266127000.0,31523453000.0,20516618000.0
2098.0,13806764000.0,27777235000.0,24581112000.0,30132693000.0,20641935000.0
2099.0,13660719000.0,27489480000.0,23826655000.0,29816867000.0,20262270000.0
2100.0,14556234000.0,28929060000.0,25628355000.0,29936339000.0,20052343000.0
