time,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2038.0,39996380000.0,44226860000.0,43361530000.0,44826087000.0,43449740000.0
2039.0,39099670000.0,44013570000.0,42700980000.0,44295274000.0,42756497000.0
2040.0,38148250000.0,44718120000.0,42190123000.0,44059693000.0,42283926000.0
2041.0,37033214000.0,43612680000.0,41629295000.0,43783630000.0,41581113000.0
2042.0,36033126000.0,42803995000.0,41014784000.0,43230310000.0,41126970000.0
2043.0,34908557000.0,42304864000.0,40421420000.0,42815193000.0,40359810000.0
2044.0,33850538000.0,42354170000.0,39879190000.0,42444976000.0,39602872000.0
2045.0,32848384000.0,41490637000.0,39276280000.0,42016210000.0,38847394000.0
2046.0,31896711000.0,40924380000.0,38567236000.0,41555610000.0,38262235000.0
2047.0,31001655000.0,40436000000.0,38125556000.0,41067090000.0,37463270000.0
2048.0,30083834000.0,40345610000.0,37495530000.0,40712905000.0,36591370000.0
2049.0,29412913000.0,39297753000.0,36800800000.0,40102085000.0,35996623000.0
2050.0,28495512000.0,38717160000.0,36376535000.0,39366283000.0,35152327000.0
2051.0,27811443000.0,39142060000.0,35577692000.0,38741426000.0,34365220000.0
2052.0,26879498000.0,37901386000.0,34848140000.0,38335308000.0,33696743000.0
2053.0,26401087000.0,37344370000.0,34252620000.0,37574280000.0,33033902000.0
2054.0,25469805000.0,36683000000.0,33630970000.0,37550432000.0,32573145000.0
2055.0,24563433000.0,35994997000.0,33075490000.0,36538237000.0,31664286000.0
2056.0,23722455000.0,35503730000.0,32323934000.0,36023247000.0,31021072000.0
2057.0,22950623000.0,34924802000.0,31619740000.0,35710470000.0,30391206000.0
2058.0,22197629000.0,34480423000.0,30971253000.0,35059704000.0,29808243000.0
2059.0,21560246000.0,33840427000.0,30300416000.0,34375460000.0,28991844000.0
2060.0,20785721000.0,33072826000.0,29709228000.0,33775450000.0,28258556000.0
2061.0,20064870000.0,32497890000.0,28947139000.0,32957550000.0,27625423000.0
2062.0,19349795000.0,31867597000.0,28559352000.0,32400216000.0,27135881000.0
2063.0,18878874000.0,32123752000.0,28018213000.0,31837882000.0,26488805000.0
2064.0,18239646000.0,31453170000.0,27399662000.0,31150244000.0,25745648000.0
2065.0,17773033000.0,30352867000.0,27170703000.0,30635626000.0,24981086000.0
2066.0,17234300000.0,29697178000.0,26281513000.0,30080820000.0,24194515000.0
2067.0,16672071000.0,29217030000.0,25826355000.0,29456191000.0,23544175000.0
2068.0,16208936000.0,28929004000.0,25410836000.0,28725965000.0,22994063000.0
2069.0,15557646000.0,28384610000.0,24868944000.0,28172777000.0,22481998000.0
2070.0,15131872000.0,27579040000.0,24230349000.0,27941644000.0,21841470000.0
2071.0,14626620000.0,26958289000.0,23495283000.0,27191101000.0,21341145000.0
2072.0,14087548000.0,26406334000.0,23100576000.0,26618266000.0,20767140000.0
2073.0,13617563000.0,26009092000.0,22582060000.0,26083893000.0,20103623000.0
2074.0,13138657000.0,25464381000.0,22116170000.0,25582674000.0,19501607000.0
2075.0,12722300000.0,25272678000.0,21814930000.0,25238442000.0,18981093000.0
2076.0,12286442000.0,24564992000.0,21225320000.0,24684663000.0,18511071000.0
2077.0,11875908000.0,23956820000.0,20747790000.0,23914244000.0,17884180000.0
2078.0,11427688000.0,23315360000.0,20273836000.0,23471813000.0,17339744000.0
2079.0,11054000000.0,22742628000.0,19878540000.0,23086412000.0,16867313000.0
2080.0,10732731000.0,22294893000.0,19523994000.0,22604163000.0,16417221000.0
2081.0,10445363000.0,21781207000.0,19062225000.0,22295587000.0,15864587000.0
2082.0,10122052000.0,21235910000.0,18729257000.0,22182339000.0,15358787000.0
2083.0,9745677000.0,20864946000.0,18335121000.0,21588190000.0,14951821000.0
2084.0,9377630000.0,20512250000.0,17946554000.0,21006430000.0,14474305000.0
2085.0,9065065000.0,20029210000.0,17424482000.0,20644831000.0,14044869000.0
2086.0,8683025000.0,19606508000.0,17152773000.0,20296897000.0,13702325000.0
2087.0,8183319600.0,19271313000.0,16768248000.0,20081089000.0,13274010000.0
2088.0,7731005000.0,18574166000.0,16437139000.0,19671978000.0,12873967000.0
2089.0,7354620400.0,18310670000.0,16055599000.0,19414739000.0,12444283000.0
2090.0,6995242500.0,17971200000.0,15815644000.0,18997699000.0,12045857000.0
2091.0,6707585000.0,17416250000.0,15454394000.0,18737594000.0,11659583000.0
2092.0,6174003700.0,16977161000.0,15188243000.0,18486434000.0,11172572000.0
2093.0,5787067400.0,16639030000.0,14915317000.0,17966620000.0,10791700000.0
2094.0,5454999000.0,16235162000.0,14618329000.0,17661500000.0,10342821000.0
2095.0,5096792600.0,15866830000.0,14297761000.0,17351707000.0,9876426000.0
2096.0,4783087600.0,15429256000.0,14046172000.0,17069774000.0,9419692000.0
2097.0,4490123300.0,15006279000.0,13775440000.0,16813428000.0,8883824000.0
2098.0,4225271300.0,14586379000.0,13574403000.0,16532305000.0,8434473500.0
2099.0,4025562400.0,14317557000.0,13306553000.0,16232999000.0,8100498000.0
2100.0,3804731100.0,13927816000.0,13017898000.0,15958473000.0,7801150000.0
