time,EC-EARTH3-VEG,CESM2-WACCM,CESM2,INM-CM5-0,ACCESS-CM2,CANESM5,NORESM2-MM,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,BCC-CSM2-MR,ACCESS-ESM1-5,CAMS-CSM1-0,EC-EARTH3,MRI-ESM2-0,FGOALS-F3-L,INM-CM4-8
2013.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0,4514488000000.0
2014.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0
2015.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0
2016.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0
2017.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0
2018.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0
2019.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0
2020.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0
2021.0,4257646000000.0,4273076200000.0,4272206600000.0,4262298000000.0,4246814300000.0,4278221000000.0,4276255500000.0,4287820000000.0,4280211000000.0,4259331200000.0,4262903700000.0,4257521000000.0,4273797600000.0,4270307400000.0,4266476200000.0,4237444300000.0,4254797100000.0
2022.0,4243704300000.0,4239976000000.0,4215990400000.0,4244984300000.0,4233959000000.0,4250027400000.0,4244923200000.0,4285871400000.0,4245368600000.0,4226857300000.0,4232044600000.0,4230890000000.0,4248727200000.0,4232589600000.0,4243549300000.0,4226554300000.0,4228910400000.0
2023.0,4208411000000.0,4182203200000.0,4166079500000.0,4210426600000.0,4205913300000.0,4212556000000.0,4214782200000.0,4265419200000.0,4238035600000.0,4211433800000.0,4204298200000.0,4214311400000.0,4243847400000.0,4181848800000.0,4217085600000.0,4201149400000.0,4222810000000.0
2024.0,4150780200000.0,4142745800000.0,4106176400000.0,4167543000000.0,4185478400000.0,4189713600000.0,4176344800000.0,4243549600000.0,4213169000000.0,4190379700000.0,4162260600000.0,4188082300000.0,4232363400000.0,4152735000000.0,4197141700000.0,4166025700000.0,4191400200000.0
2025.0,4134285600000.0,4129041000000.0,4086970200000.0,4140941200000.0,4139106200000.0,4173264300000.0,4153178000000.0,4207872800000.0,4174140700000.0,4189321000000.0,4134953000000.0,4154912100000.0,4199657000000.0,4133226000000.0,4154539400000.0,4129736000000.0,4168803000000.0
2026.0,4111345400000.0,4093476600000.0,4066915000000.0,4117476400000.0,4089702300000.0,4154577400000.0,4130102800000.0,4181763000000.0,4109385900000.0,4182667400000.0,4092875500000.0,4148706700000.0,4152733000000.0,4104967700000.0,4122448800000.0,4121020900000.0,4158884700000.0
2027.0,4082601300000.0,4084026300000.0,4025600000000.0,4088109500000.0,4041992800000.0,4133333800000.0,4070227600000.0,4149977800000.0,4082147300000.0,4160036000000.0,4059191600000.0,4113699000000.0,4130614300000.0,4079425700000.0,4096002400000.0,4083499100000.0,4121515800000.0
2028.0,4033934500000.0,4054285800000.0,4004092300000.0,4081348200000.0,4000414700000.0,4091025800000.0,4041066200000.0,4122975000000.0,4042281000000.0,4132225000000.0,4028395700000.0,4086754700000.0,4106884500000.0,4065189700000.0,4077887400000.0,4053183200000.0,4102450300000.0
2029.0,3989546200000.0,4019549000000.0,4002163200000.0,4049276500000.0,3969961400000.0,4067803000000.0,3998220800000.0,4080543200000.0,4023571400000.0,4096143000000.0,3993386400000.0,4063914000000.0,4070380400000.0,4021653600000.0,4048158000000.0,4035314700000.0,4089407000000.0
2030.0,3970680500000.0,3991087600000.0,3951279200000.0,4006687000000.0,3942461000000.0,4038230300000.0,3958499000000.0,4044665400000.0,3993589300000.0,4064352700000.0,3962011000000.0,4034533500000.0,4024888000000.0,3965988400000.0,4029062800000.0,4007011300000.0,4037459000000.0
2031.0,3934751800000.0,3964319000000.0,3889639500000.0,3988456500000.0,3896041000000.0,4001112800000.0,3922723300000.0,4022230000000.0,3960074100000.0,4046799000000.0,3916769300000.0,4012527800000.0,4002721000000.0,3955544000000.0,3995895300000.0,3974015000000.0,4007174900000.0
2032.0,3933405700000.0,3941526700000.0,3856882200000.0,3977392200000.0,3875169000000.0,3957650000000.0,3876803300000.0,3989407300000.0,3929164000000.0,4028603300000.0,3896843400000.0,4010832300000.0,3964535600000.0,3945797300000.0,3969643400000.0,3940931900000.0,3969253000000.0
2033.0,3911644300000.0,3898749000000.0,3822437800000.0,3950481500000.0,3860677300000.0,3892336700000.0,3837155600000.0,3951008200000.0,3876865000000.0,4010452700000.0,3876036800000.0,4002401200000.0,3943585300000.0,3921049000000.0,3931436700000.0,3895580200000.0,3936276000000.0
2034.0,3872261000000.0,3889823500000.0,3771288300000.0,3911328500000.0,3806005600000.0,3851501200000.0,3821357800000.0,3913281200000.0,3822086300000.0,3980328200000.0,3828009700000.0,3982927600000.0,3923410400000.0,3873261700000.0,3900106300000.0,3837210100000.0,3901775400000.0
2035.0,3842346600000.0,3840789700000.0,3742477600000.0,3865039600000.0,3764773200000.0,3799590400000.0,3798587700000.0,3872156800000.0,3788418300000.0,3920352000000.0,3780361600000.0,3943865300000.0,3916312300000.0,3823944000000.0,3842787200000.0,3794478600000.0,3885805900000.0
2036.0,3804009600000.0,3790993000000.0,3702562000000.0,3851126300000.0,3719896500000.0,3776362300000.0,3765867400000.0,3866469600000.0,3752173000000.0,3887321800000.0,3717349200000.0,3929148500000.0,3883956000000.0,3775998000000.0,3820021000000.0,3766874000000.0,3857485000000.0
2037.0,3772510400000.0,3743721000000.0,3654844200000.0,3843035000000.0,3696083000000.0,3741090600000.0,3745030900000.0,3821069100000.0,3707367000000.0,3863298000000.0,3696201300000.0,3913051300000.0,3859619500000.0,3748586600000.0,3805649600000.0,3730960800000.0,3836335600000.0
2038.0,3737204800000.0,3696853800000.0,3635879000000.0,3827553000000.0,3635938600000.0,3712650800000.0,3712525000000.0,3803804900000.0,3658824500000.0,3830091000000.0,3654957000000.0,3856887000000.0,3841442000000.0,3725773000000.0,3779819000000.0,3703309300000.0,3797713000000.0
2039.0,3708096600000.0,3668021600000.0,3589882200000.0,3791045300000.0,3600039300000.0,3680575200000.0,3671248600000.0,3782275000000.0,3616326000000.0,3795793200000.0,3612059400000.0,3814944700000.0,3824211200000.0,3689264700000.0,3770387000000.0,3668980300000.0,3769178300000.0
2040.0,3674511800000.0,3631194600000.0,3563035600000.0,3763256700000.0,3574242200000.0,3632399000000.0,3615110000000.0,3755512400000.0,3581793800000.0,3778055800000.0,3586402500000.0,3791056000000.0,3791924800000.0,3665890000000.0,3748356400000.0,3634068500000.0,3745747600000.0
2041.0,3646629600000.0,3601870600000.0,3527192600000.0,3745712400000.0,3535771800000.0,3604168600000.0,3608302000000.0,3729306200000.0,3556908500000.0,3763188300000.0,3537359600000.0,3778672000000.0,3757021900000.0,3616820000000.0,3720440000000.0,3627782200000.0,3709163500000.0
2042.0,3617428300000.0,3553358000000.0,3474641600000.0,3728939200000.0,3507809000000.0,3577560200000.0,3581245400000.0,3697303600000.0,3527417800000.0,3745066000000.0,3526331700000.0,3752440600000.0,3721462500000.0,3587741300000.0,3704327800000.0,3604283000000.0,3678739600000.0
2043.0,3600947300000.0,3512881400000.0,3451926600000.0,3713383300000.0,3475948200000.0,3568240200000.0,3540619600000.0,3685820400000.0,3487554900000.0,3729384000000.0,3507011000000.0,3726107700000.0,3702566700000.0,3576937600000.0,3681142700000.0,3565401100000.0,3655193900000.0
2044.0,3553733600000.0,3479722800000.0,3423161000000.0,3707804600000.0,3421545400000.0,3533502400000.0,3511150000000.0,3666843000000.0,3468982700000.0,3713866000000.0,3480212500000.0,3682441000000.0,3682269700000.0,3558193500000.0,3662713200000.0,3539777000000.0,3638626400000.0
2045.0,3513850000000.0,3458227800000.0,3411325000000.0,3700987000000.0,3396840200000.0,3471976000000.0,3467258000000.0,3653199000000.0,3452146300000.0,3680143400000.0,3448853200000.0,3651566800000.0,3665640800000.0,3541370400000.0,3644004500000.0,3501346500000.0,3619708000000.0
2046.0,3487131500000.0,3432409700000.0,3374793600000.0,3669909800000.0,3352463100000.0,3441834900000.0,3444188000000.0,3649053000000.0,3429816900000.0,3653747900000.0,3409361000000.0,3659865300000.0,3647855000000.0,3518664500000.0,3609421400000.0,3467259000000.0,3616067800000.0
2047.0,3457639800000.0,3417799000000.0,3333755800000.0,3635378000000.0,3332243200000.0,3391334000000.0,3428011700000.0,3631286300000.0,3405226000000.0,3635972400000.0,3376808700000.0,3628088200000.0,3630077300000.0,3501238000000.0,3585982000000.0,3449589300000.0,3593707000000.0
2048.0,3421065700000.0,3399957300000.0,3306635400000.0,3607285700000.0,3304320100000.0,3370446200000.0,3379789300000.0,3609201000000.0,3392348000000.0,3618118600000.0,3346729300000.0,3610906700000.0,3589247900000.0,3455800800000.0,3548244300000.0,3432993800000.0,3582498200000.0
2049.0,3382285000000.0,3384435300000.0,3273092000000.0,3578648600000.0,3270331300000.0,3348611200000.0,3352180300000.0,3592708400000.0,3363060000000.0,3600810500000.0,3288663900000.0,3578769700000.0,3554518200000.0,3418476800000.0,3541122700000.0,3385202300000.0,3559514200000.0
2050.0,3366672000000.0,3350050400000.0,3243699900000.0,3555912000000.0,3218165700000.0,3336348000000.0,3334119400000.0,3579273500000.0,3323738500000.0,3596133600000.0,3266488300000.0,3553527600000.0,3544561200000.0,3409074500000.0,3513124400000.0,3368416700000.0,3551231000000.0
2051.0,3331988000000.0,3319350200000.0,3192465700000.0,3542737000000.0,3196318400000.0,3298816000000.0,3319402900000.0,3530228000000.0,3309971200000.0,3572464600000.0,3213036000000.0,3516473300000.0,3533039200000.0,3390835800000.0,3498314300000.0,3354294500000.0,3536453400000.0
2052.0,3298375500000.0,3297964000000.0,3144487000000.0,3528432500000.0,3168181400000.0,3274815000000.0,3286348600000.0,3504626500000.0,3287337700000.0,3548249300000.0,3197909900000.0,3482084000000.0,3513650800000.0,3372247700000.0,3467230300000.0,3337742000000.0,3518559700000.0
2053.0,3277568900000.0,3258983000000.0,3120077200000.0,3519844200000.0,3140282000000.0,3232291000000.0,3274517000000.0,3498155400000.0,3270784600000.0,3519767400000.0,3151057600000.0,3465446200000.0,3495650100000.0,3345631400000.0,3444751200000.0,3316492300000.0,3516028400000.0
2054.0,3256801800000.0,3224990600000.0,3091201800000.0,3510205200000.0,3109828400000.0,3218417400000.0,3261717000000.0,3476652300000.0,3259166600000.0,3503073800000.0,3116921500000.0,3466914200000.0,3479779000000.0,3325052300000.0,3418569000000.0,3292849800000.0,3492173600000.0
2055.0,3227441200000.0,3184220700000.0,3061472300000.0,3501603400000.0,3076628400000.0,3191209200000.0,3235816100000.0,3464870500000.0,3255713000000.0,3485557300000.0,3089784400000.0,3460754600000.0,3487454200000.0,3289790000000.0,3404064600000.0,3256595300000.0,3466502900000.0
2056.0,3191793300000.0,3138243300000.0,3027915200000.0,3497181600000.0,3052900700000.0,3159769700000.0,3237175400000.0,3457824800000.0,3244790000000.0,3471568800000.0,3056244400000.0,3450603000000.0,3473550900000.0,3284948000000.0,3380598800000.0,3223036600000.0,3450570800000.0
2057.0,3174258000000.0,3110640500000.0,3013015000000.0,3469073000000.0,3019251000000.0,3120366400000.0,3214508000000.0,3452364400000.0,3228537500000.0,3461247700000.0,3033792800000.0,3427818300000.0,3457063300000.0,3253097700000.0,3358660000000.0,3203875000000.0,3433924000000.0
2058.0,3142971300000.0,3080172600000.0,2998712400000.0,3457531000000.0,2991925000000.0,3092655400000.0,3178779000000.0,3447501000000.0,3209967400000.0,3439759000000.0,3000026800000.0,3399799500000.0,3436770500000.0,3221898000000.0,3337220800000.0,3171775700000.0,3417906300000.0
2059.0,3120533000000.0,3031108000000.0,2970979100000.0,3440763000000.0,2948801800000.0,3059003200000.0,3141516400000.0,3432605800000.0,3185938800000.0,3435190600000.0,2973984600000.0,3369472000000.0,3422791100000.0,3188885300000.0,3322439500000.0,3168007000000.0,3389092000000.0
2060.0,3097440300000.0,3019630700000.0,2940706800000.0,3415230000000.0,2907159000000.0,3034648200000.0,3130513400000.0,3413510700000.0,3172006400000.0,3424247600000.0,2942800000000.0,3350295200000.0,3405827300000.0,3161109800000.0,3322056800000.0,3140849800000.0,3358294500000.0
2061.0,3068558300000.0,2982382100000.0,2893675500000.0,3403969200000.0,2885021900000.0,3012427500000.0,3105877700000.0,3388423300000.0,3149979000000.0,3411334400000.0,2914369100000.0,3348373700000.0,3393167600000.0,3140013300000.0,3310482000000.0,3113510500000.0,3351839500000.0
2062.0,3052927700000.0,2940050900000.0,2879605200000.0,3387559800000.0,2851441700000.0,2984262800000.0,3099107800000.0,3379541000000.0,3125133000000.0,3382232700000.0,2892000000000.0,3319770000000.0,3379955500000.0,3107778200000.0,3309331500000.0,3076042000000.0,3359238500000.0
2063.0,3027856500000.0,2916638500000.0,2861108000000.0,3363196000000.0,2821783600000.0,2959207800000.0,3074143600000.0,3346629700000.0,3107752500000.0,3352499000000.0,2864901800000.0,3275591300000.0,3351126700000.0,3074033000000.0,3310851700000.0,3042938500000.0,3352152500000.0
2064.0,2999140000000.0,2876991600000.0,2830131300000.0,3358027700000.0,2794867700000.0,2943690200000.0,3035770700000.0,3315029200000.0,3081239500000.0,3336232200000.0,2842693000000.0,3253140700000.0,3312168200000.0,3048863200000.0,3288314700000.0,3011158700000.0,3344394400000.0
2065.0,2966859300000.0,2846187800000.0,2806754600000.0,3355998700000.0,2761372700000.0,2929123700000.0,3002899400000.0,3305621400000.0,3059704100000.0,3320102300000.0,2816557000000.0,3243969300000.0,3295214800000.0,3035287500000.0,3265316300000.0,2995599400000.0,3343154200000.0
2066.0,2946777200000.0,2820968800000.0,2780449000000.0,3340640700000.0,2724802600000.0,2901840200000.0,2979427800000.0,3288429500000.0,3031692500000.0,3313007900000.0,2774232500000.0,3213792600000.0,3280437800000.0,3008610000000.0,3242762200000.0,2969514500000.0,3337728600000.0
2067.0,2940255600000.0,2790586800000.0,2774495700000.0,3339914600000.0,2686479000000.0,2867979600000.0,2966224600000.0,3268269800000.0,3033244400000.0,3307845700000.0,2745564100000.0,3207729300000.0,3280226500000.0,2982584300000.0,3219506300000.0,2923678100000.0,3328770600000.0
2068.0,2916762500000.0,2759358000000.0,2768300400000.0,3326703600000.0,2656404200000.0,2847437200000.0,2925460000000.0,3254880300000.0,3025389700000.0,3288247300000.0,2731828300000.0,3185235700000.0,3249297700000.0,2960007600000.0,3192239200000.0,2898874900000.0,3316211500000.0
2069.0,2888568400000.0,2732511000000.0,2735146300000.0,3318477800000.0,2628201000000.0,2803016100000.0,2899023200000.0,3237867000000.0,3009828000000.0,3272267300000.0,2702548700000.0,3163120700000.0,3250692600000.0,2945639500000.0,3178785700000.0,2886627000000.0,3306667600000.0
2070.0,2862280900000.0,2701188400000.0,2715282800000.0,3299774000000.0,2586805300000.0,2772906000000.0,2877165000000.0,3218766000000.0,3008797900000.0,3247628400000.0,2689928500000.0,3138688400000.0,3238951600000.0,2917225500000.0,3158895000000.0,2864624000000.0,3291936000000.0
2071.0,2846113700000.0,2683549300000.0,2697603800000.0,3284366800000.0,2558350900000.0,2746124900000.0,2857598500000.0,3210477800000.0,2984477200000.0,3247110400000.0,2672763000000.0,3103902700000.0,3216865200000.0,2891114000000.0,3157824000000.0,2850497500000.0,3278261700000.0
2072.0,2823167000000.0,2658188400000.0,2667265400000.0,3275187300000.0,2545868900000.0,2710465000000.0,2839141200000.0,3194984600000.0,2967381000000.0,3222330700000.0,2655081000000.0,3078748000000.0,3201539000000.0,2865361300000.0,3147101400000.0,2821939000000.0,3276766700000.0
2073.0,2798028300000.0,2609356500000.0,2646038500000.0,3259064000000.0,2512792800000.0,2690617200000.0,2827553600000.0,3188532700000.0,2934887400000.0,3206581000000.0,2628521600000.0,3054138800000.0,3188268700000.0,2844147000000.0,3115874800000.0,2785547000000.0,3266543400000.0
2074.0,2788147900000.0,2585169800000.0,2629779600000.0,3255559800000.0,2485937000000.0,2668361000000.0,2821733500000.0,3156707600000.0,2908927000000.0,3194745300000.0,2605629000000.0,3031345700000.0,3178232000000.0,2842592300000.0,3109718000000.0,2768416000000.0,3243543000000.0
2075.0,2760095300000.0,2554084500000.0,2615433000000.0,3233867600000.0,2467468000000.0,2635760000000.0,2816734100000.0,3144332300000.0,2891075800000.0,3186704800000.0,2580066300000.0,3019160700000.0,3166156000000.0,2817470200000.0,3080211000000.0,2742465900000.0,3233024000000.0
2076.0,2732584900000.0,2520107500000.0,2588269300000.0,3229788700000.0,2453222200000.0,2622958300000.0,2805640500000.0,3130164500000.0,2875979700000.0,3181023300000.0,2562060700000.0,2986926100000.0,3154469000000.0,2801384000000.0,3065089400000.0,2709968000000.0,3216105000000.0
2077.0,2721552000000.0,2488083000000.0,2553436200000.0,3218272400000.0,2419658900000.0,2592102000000.0,2793732300000.0,3123351700000.0,2857761800000.0,3169822700000.0,2542097100000.0,2972046300000.0,3126418200000.0,2772277000000.0,3048944000000.0,2693744800000.0,3219262000000.0
2078.0,2697148000000.0,2451816800000.0,2538441500000.0,3206539600000.0,2401178500000.0,2576363600000.0,2786416000000.0,3112855700000.0,2845324000000.0,3157596600000.0,2505000600000.0,2958935000000.0,3110899500000.0,2748225200000.0,3021752800000.0,2666076000000.0,3204366200000.0
2079.0,2685171100000.0,2440654500000.0,2516086000000.0,3198697900000.0,2383189000000.0,2561023100000.0,2758598500000.0,3074019300000.0,2817536000000.0,3107913500000.0,2484726100000.0,2934340000000.0,3086715000000.0,2716053800000.0,3009972800000.0,2640769200000.0,3197165400000.0
2080.0,2664758800000.0,2417571400000.0,2499495300000.0,3189201200000.0,2356965500000.0,2533395300000.0,2759671200000.0,3053325400000.0,2809791000000.0,3084150600000.0,2466315500000.0,2925869700000.0,3076562000000.0,2714018300000.0,2986371000000.0,2628703200000.0,3190847200000.0
2081.0,2654321200000.0,2382943000000.0,2477342000000.0,3174126300000.0,2337232700000.0,2524790700000.0,2739692600000.0,3020662200000.0,2782586700000.0,3070127200000.0,2446652600000.0,2916503800000.0,3065937700000.0,2690950000000.0,2980889800000.0,2608990300000.0,3196573200000.0
2082.0,2646165700000.0,2381929800000.0,2460520800000.0,3158367000000.0,2322429400000.0,2507425000000.0,2716854400000.0,3007252300000.0,2751806000000.0,3049400000000.0,2436662800000.0,2902316300000.0,3048524000000.0,2675739000000.0,2977400400000.0,2583685800000.0,3200942900000.0
2083.0,2630215300000.0,2369316200000.0,2443176000000.0,3153604600000.0,2305846400000.0,2498812400000.0,2691373700000.0,2992358300000.0,2734488800000.0,3028846400000.0,2407076700000.0,2888181700000.0,3044766600000.0,2664333000000.0,2975747500000.0,2576883600000.0,3188250600000.0
2084.0,2613725000000.0,2344330500000.0,2421045600000.0,3152262200000.0,2290700800000.0,2479550000000.0,2677170800000.0,2972530800000.0,2702717500000.0,3012102200000.0,2397028200000.0,2876303500000.0,3019552800000.0,2627918000000.0,2967650400000.0,2553127400000.0,3170591300000.0
2085.0,2599252400000.0,2294462800000.0,2421042200000.0,3149793900000.0,2272953400000.0,2458325000000.0,2665391000000.0,2966526400000.0,2686299400000.0,3016122200000.0,2377592000000.0,2871598500000.0,2992146200000.0,2610918600000.0,2948813300000.0,2551563200000.0,3159402700000.0
2086.0,2584552000000.0,2273950000000.0,2410063300000.0,3135611600000.0,2249222300000.0,2428303000000.0,2649532100000.0,2936087800000.0,2681729000000.0,2993364100000.0,2357680000000.0,2854870000000.0,2966444300000.0,2587724000000.0,2936094600000.0,2536131800000.0,3151211300000.0
2087.0,2554525400000.0,2239260300000.0,2404330000000.0,3135278400000.0,2231219800000.0,2402299400000.0,2630744500000.0,2930049500000.0,2679201000000.0,2976289000000.0,2349226800000.0,2826085000000.0,2965356400000.0,2573006000000.0,2886183200000.0,2519426100000.0,3149022000000.0
2088.0,2529519000000.0,2209961200000.0,2389889000000.0,3127120800000.0,2191173700000.0,2390230600000.0,2623459800000.0,2919362200000.0,2668203000000.0,2959028500000.0,2338158500000.0,2816113600000.0,2951435500000.0,2535405000000.0,2864731000000.0,2517009400000.0,3150320800000.0
2089.0,2479556700000.0,2189297000000.0,2374806500000.0,3096684800000.0,2163799600000.0,2383350900000.0,2623775200000.0,2906803000000.0,2633459600000.0,2958982400000.0,2322548400000.0,2801003400000.0,2943416300000.0,2515003200000.0,2847647500000.0,2513181900000.0,3124993500000.0
2090.0,2463459000000.0,2156630600000.0,2343092000000.0,3096660100000.0,2154891800000.0,2363084800000.0,2618538600000.0,2883049000000.0,2618661000000.0,2929184000000.0,2305847200000.0,2805814300000.0,2935727000000.0,2511774400000.0,2830833500000.0,2473294000000.0,3120463300000.0
2091.0,2446590200000.0,2142987400000.0,2320830800000.0,3086046000000.0,2122634400000.0,2333963500000.0,2599999800000.0,2884860600000.0,2603514600000.0,2908916300000.0,2303369000000.0,2800723700000.0,2923421800000.0,2483760100000.0,2807632800000.0,2462357700000.0,3107018500000.0
2092.0,2439311500000.0,2127784400000.0,2291127800000.0,3070931500000.0,2105685700000.0,2296822000000.0,2571282700000.0,2879780300000.0,2583781700000.0,2902994000000.0,2304670200000.0,2788014400000.0,2916665300000.0,2468253000000.0,2796821400000.0,2448598200000.0,3102503900000.0
2093.0,2414617800000.0,2102550600000.0,2275273600000.0,3068081500000.0,2095736700000.0,2294029200000.0,2563049000000.0,2866829300000.0,2566300400000.0,2906477000000.0,2302896500000.0,2788757600000.0,2892639500000.0,2459668000000.0,2771349000000.0,2430973000000.0,3094061500000.0
2094.0,2405474000000.0,2095110300000.0,2240832600000.0,3062273000000.0,2077353200000.0,2288070000000.0,2538141600000.0,2864270800000.0,2551661000000.0,2893511400000.0,2286495000000.0,2769921500000.0,2886904600000.0,2455349200000.0,2764286000000.0,2407548800000.0,3096747700000.0
2095.0,2393464400000.0,2075448300000.0,2202956500000.0,3057362400000.0,2055288300000.0,2283434100000.0,2509322300000.0,2852117800000.0,2547333000000.0,2897218600000.0,2280310400000.0,2753045200000.0,2870555000000.0,2450708000000.0,2759330000000.0,2398428300000.0,3085245000000.0
