time,CANESM5,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0
2032.0,2384957500000.0,2539327800000.0,2591370200000.0,2533974600000.0
2033.0,2341537000000.0,2504717800000.0,2573108800000.0,2500375000000.0
2034.0,2320364700000.0,2479968000000.0,2542886200000.0,2468467700000.0
2035.0,2256834100000.0,2482987900000.0,2516356700000.0,2444282000000.0
2036.0,2215570600000.0,2477369300000.0,2503445600000.0,2416027000000.0
2037.0,2174462100000.0,2456468600000.0,2489838700000.0,2389548200000.0
2038.0,2139486600000.0,2432825600000.0,2473045800000.0,2345208400000.0
2039.0,2077920600000.0,2403577600000.0,2446010600000.0,2302689400000.0
2040.0,2083925900000.0,2367994700000.0,2420191500000.0,2284941200000.0
2041.0,2041978600000.0,2333894000000.0,2379752700000.0,2240583800000.0
2042.0,2014428100000.0,2309823000000.0,2361726300000.0,2211177000000.0
2043.0,1953729300000.0,2273963400000.0,2338430400000.0,2169409000000.0
2044.0,1905677800000.0,2246536900000.0,2312505700000.0,2119571600000.0
2045.0,1876203100000.0,2211192000000.0,2282852200000.0,2084993200000.0
2046.0,1840473600000.0,2162612600000.0,2256504600000.0,2044705000000.0
2047.0,1798103900000.0,2136047400000.0,2231165800000.0,2012659300000.0
2048.0,1770751700000.0,2102893000000.0,2191857400000.0,1961449500000.0
2049.0,1734365200000.0,2083649400000.0,2168946600000.0,1923568900000.0
2050.0,1694091000000.0,2047273700000.0,2134821800000.0,1886745500000.0
2051.0,1672976700000.0,2011152000000.0,2107580500000.0,1862294200000.0
2052.0,1643781600000.0,1987868800000.0,2082413100000.0,1825629400000.0
2053.0,1613560400000.0,1961123500000.0,2050217600000.0,1792136800000.0
2054.0,1596062300000.0,1940976600000.0,2026976600000.0,1772461200000.0
2055.0,1568269500000.0,1915878200000.0,1997436000000.0,1735670500000.0
2056.0,1528001500000.0,1905204100000.0,1977632800000.0,1713376700000.0
2057.0,1491483100000.0,1876763900000.0,1946949100000.0,1683948200000.0
2058.0,1462395100000.0,1859453500000.0,1920230800000.0,1663887600000.0
2059.0,1432435800000.0,1847202300000.0,1891561800000.0,1638139800000.0
2060.0,1408106900000.0,1816233400000.0,1858244300000.0,1612219800000.0
2061.0,1384580000000.0,1787996400000.0,1834363000000.0,1583071200000.0
2062.0,1362877700000.0,1762949900000.0,1802013400000.0,1570648100000.0
2063.0,1335655900000.0,1753498800000.0,1776801400000.0,1558227700000.0
2064.0,1320737800000.0,1740175700000.0,1757516700000.0,1547169000000.0
2065.0,1293722200000.0,1714678300000.0,1741015100000.0,1529961000000.0
2066.0,1284977600000.0,1689356200000.0,1722203900000.0,1519084500000.0
2067.0,1271854100000.0,1666447200000.0,1700093800000.0,1505894900000.0
2068.0,1246685000000.0,1648954400000.0,1690113100000.0,1491384000000.0
2069.0,1215608000000.0,1629048100000.0,1674162700000.0,1475587100000.0
2070.0,1195808100000.0,1613880600000.0,1657124700000.0,1464186700000.0
2071.0,1187978000000.0,1597697200000.0,1636264000000.0,1451169800000.0
2072.0,1178800800000.0,1574033400000.0,1616487300000.0,1442762200000.0
2073.0,1163482600000.0,1562493700000.0,1604793000000.0,1431596700000.0
2074.0,1146761200000.0,1549803000000.0,1585469700000.0,1423284400000.0
2075.0,1124190000000.0,1551237100000.0,1574565300000.0,1412815100000.0
2076.0,1114850700000.0,1535155800000.0,1557643300000.0,1399924000000.0
2077.0,1103130900000.0,1513117000000.0,1544947200000.0,1392480000000.0
2078.0,1104047900000.0,1501607900000.0,1532261300000.0,1385510000000.0
2079.0,1086752950000.0,1490984600000.0,1519422900000.0,1380035300000.0
2080.0,1069069960000.0,1477160000000.0,1502611800000.0,1370564200000.0
2081.0,1053237500000.0,1471193800000.0,1489169400000.0,1360169700000.0
2082.0,1038597750000.0,1470474600000.0,1475901500000.0,1351307900000.0
2083.0,1035922300000.0,1465430600000.0,1461340500000.0,1344158400000.0
2084.0,1044841370000.0,1450298300000.0,1448038900000.0,1332472200000.0
2085.0,1038091000000.0,1443221700000.0,1432061000000.0,1323589000000.0
2086.0,1032628200000.0,1436067800000.0,1423057700000.0,1319284100000.0
2087.0,1027114400000.0,1437596800000.0,1411921300000.0,1308455200000.0
2088.0,1046458860000.0,1436556900000.0,1400216400000.0,1309933400000.0
2089.0,1039628240000.0,1425408700000.0,1390881000000.0,1304826500000.0
2090.0,1023840600000.0,1423361800000.0,1387982200000.0,1299742600000.0
2091.0,1006573260000.0,1418098500000.0,1386936000000.0,1297305600000.0
2092.0,1002537350000.0,1413464700000.0,1378861700000.0,1295309600000.0
2093.0,995725400000.0,1409643200000.0,1362418200000.0,1286890500000.0
2094.0,987901600000.0,1405949300000.0,1350901400000.0,1283469500000.0
2095.0,979648100000.0,1403652500000.0,1340683500000.0,1282870000000.0
2096.0,978241850000.0,1402062500000.0,1330715000000.0,1281538300000.0
2097.0,967556300000.0,1399816700000.0,1319207000000.0,1267603300000.0
2098.0,961886800000.0,1384915100000.0,1313774200000.0,1263273400000.0
2099.0,956905600000.0,1377754300000.0,1311165600000.0,1264415000000.0
2100.0,956656000000.0,1373793600000.0,1306517000000.0,1265099700000.0
