time,GFDL-ESM4,EC-EARTH3-VEG,CAMS-CSM1-0,MRI-ESM2-0
2039.0,11206352000.0,11439905000.0,11385527000.0,10234511000.0
2040.0,11072420000.0,11250588000.0,11200670000.0,10030781000.0
2041.0,10939307000.0,11067274000.0,11055555000.0,9881611000.0
2042.0,10742100000.0,10923048000.0,11006551000.0,9719433000.0
2043.0,10641232000.0,10784559000.0,10976929000.0,9513944000.0
2044.0,10501552000.0,10692154000.0,10778994000.0,9351541000.0
2045.0,10392496000.0,10560743000.0,10883634000.0,9338452000.0
2046.0,10234163000.0,10440732000.0,10688081000.0,9168318000.0
2047.0,10109539000.0,10332630000.0,10456134000.0,8981747000.0
2048.0,9957401000.0,10237552000.0,10375308000.0,8805136000.0
2049.0,9873672000.0,10115029000.0,10260822000.0,9076449000.0
2050.0,9735834000.0,10135249000.0,10149385000.0,8685239000.0
2051.0,9770925000.0,9960501000.0,10093231000.0,8509858000.0
2052.0,9575245000.0,9831805000.0,9971153000.0,8406294500.0
2053.0,9423943000.0,9713520000.0,9882497000.0,8271740400.0
2054.0,9286912000.0,9718962000.0,10176818000.0,8148571000.0
2055.0,9232067000.0,9621429000.0,9858844000.0,8063162400.0
2056.0,9045746000.0,9518606000.0,9800607000.0,7977492000.0
2057.0,8915849000.0,9397350000.0,9781927000.0,7880757000.0
2058.0,8788798000.0,9337361000.0,9982796000.0,7784571000.0
2059.0,8646227000.0,9350098000.0,9672173000.0,7705078300.0
2060.0,8569792000.0,9151159000.0,9667886000.0,7608551400.0
2061.0,8459877400.0,9075209000.0,9676926000.0,7575761000.0
2062.0,8374479000.0,9029205000.0,9499700000.0,7467845000.0
2063.0,8279268400.0,9009623000.0,9514903000.0,7552232400.0
2064.0,8178079000.0,8902540000.0,9412183000.0,7393326600.0
2065.0,8086751000.0,8798302000.0,9377047000.0,7296618500.0
2066.0,8019780600.0,8788553000.0,9321233000.0,7283807000.0
2067.0,7998834700.0,8685065000.0,9384865000.0,7198911500.0
2068.0,7900359000.0,8616071000.0,9234429000.0,7111508500.0
2069.0,7881753600.0,8655514000.0,9560408000.0,7170640000.0
2070.0,7792509000.0,8470750000.0,9480774000.0,7125538300.0
2071.0,7939406300.0,8484398000.0,9450424000.0,7127301600.0
2072.0,7677374500.0,8805868000.0,9311387000.0,7097261600.0
2073.0,7687921700.0,8322436000.0,9232970000.0,7016137700.0
2074.0,7689386500.0,8270351400.0,9603637000.0,6977293300.0
2075.0,7571926000.0,8252627000.0,9374391000.0,6953916000.0
2076.0,7467254300.0,8163621000.0,9253365000.0,6880873500.0
2077.0,7449543700.0,8144916500.0,9339764000.0,6832139000.0
2078.0,7378957000.0,8079836700.0,9601657000.0,6790494000.0
2079.0,7717829600.0,8098171000.0,9288163000.0,7179554000.0
2080.0,7420755000.0,8031185400.0,9352288000.0,6840912400.0
2081.0,7379343000.0,7956217300.0,9434296000.0,6813133300.0
2082.0,7352586000.0,7922505000.0,9382997000.0,6725362700.0
2083.0,7322177000.0,7871529000.0,9297294000.0,6845016000.0
2084.0,7283066000.0,7929169000.0,9204027000.0,6848544000.0
2085.0,7249076700.0,7818296300.0,9722650000.0,6856513500.0
2086.0,7554309600.0,7898792400.0,9304174000.0,6794555000.0
2087.0,7295876600.0,7873999400.0,9212497000.0,6849005000.0
2088.0,7403275000.0,7974687000.0,9522068000.0,7063079000.0
2089.0,7498673000.0,7781301000.0,10071684000.0,6819532300.0
2090.0,7259169300.0,7729678300.0,10085821000.0,6778310000.0
2091.0,7381319700.0,7708197000.0,9601570000.0,7190904000.0
2092.0,7687828000.0,7739694000.0,9527351000.0,6916491300.0
2093.0,7369878500.0,7668435500.0,9328503000.0,6995063000.0
2094.0,7251893000.0,7629443000.0,9896788000.0,6866307600.0
2095.0,7250226700.0,7607514600.0,10129436000.0,6964676000.0
2096.0,7448940000.0,7575218000.0,9913862000.0,6850159600.0
2097.0,7249586700.0,7599513600.0,9699000000.0,6882375000.0
2098.0,7266304000.0,7727313400.0,9539032000.0,7141801000.0
2099.0,7439361500.0,7772964400.0,9859786000.0,6903998500.0
2100.0,7546735600.0,7547552300.0,10030823000.0,6952199700.0
