time,ACCESS-CM2,CESM2,CESM2-WACCM,NORESM2-MM,INM-CM4-8,CANESM5,ACCESS-ESM1-5,EC-EARTH3,INM-CM5-0,MPI-ESM1-2-HR,CAMS-CSM1-0,MRI-ESM2-0,BCC-CSM2-MR,IPSL-CM6A-LR,GFDL-ESM4,FGOALS-F3-L,EC-EARTH3-VEG
2058.0,6956293000.0,7474036700.0,7250345500.0,7519966000.0,9766932000.0,7917288000.0,7189009000.0,7812933600.0,9448416000.0,8594337000.0,10024121000.0,6861791000.0,9904612000.0,7835837400.0,9315341000.0,8048906000.0,8616632000.0
2059.0,6785142000.0,7347702000.0,7078800000.0,7450690000.0,9649546000.0,7500523000.0,7092186600.0,7690931000.0,9346993000.0,8540761000.0,9922170000.0,6872206300.0,9747660000.0,7748546000.0,9267749000.0,8003235000.0,8464858000.0
2060.0,6626513400.0,7268937700.0,6982652400.0,7314770400.0,9799551000.0,7581153000.0,6993319400.0,7598580700.0,9299192000.0,8431591400.0,10100039000.0,6723080000.0,9701370000.0,7547246600.0,9134670000.0,7972089000.0,8360216600.0
2061.0,6449833500.0,7167072000.0,6860566000.0,7276284000.0,9531912000.0,7305718300.0,6867323400.0,7545959000.0,9218047000.0,8355407400.0,9784990000.0,6647927000.0,9588248000.0,7422520300.0,9041197000.0,7938555000.0,8388984000.0
2062.0,6270543000.0,7306598400.0,6787337000.0,7161469400.0,9476565000.0,7154759000.0,6806229000.0,7383448000.0,9134253000.0,8375831000.0,9648650000.0,6777452500.0,9666338000.0,7413314600.0,8956883000.0,7910089700.0,8287264000.0
2063.0,6164821500.0,6940192300.0,6674597400.0,7014567400.0,9474193000.0,7106490000.0,6720834000.0,7266285600.0,9063301000.0,8357942000.0,9543101000.0,6576952000.0,9530280000.0,7422709000.0,8852343000.0,7758622700.0,8120969000.0
2064.0,6026757600.0,6852007000.0,6612977000.0,6931454500.0,9416000000.0,6975253000.0,6594760700.0,7179486700.0,9146461000.0,8155789300.0,9512135000.0,6450679000.0,9355738000.0,7224142000.0,8755720000.0,7679136000.0,8028409000.0
2065.0,5888427000.0,6729372700.0,6536660500.0,6962796000.0,9366300000.0,6843363300.0,6495615000.0,7428220000.0,9166064000.0,8079075000.0,9549774000.0,6421738500.0,9293697000.0,7264986600.0,8635017000.0,7665766400.0,8098758000.0
2066.0,5772748000.0,6685983000.0,6418626000.0,6828249000.0,9323427000.0,7035335700.0,6454203400.0,7049594400.0,8942776000.0,8010621400.0,9378388000.0,6467340000.0,9300223000.0,7084483600.0,8544419300.0,7561189000.0,7956806700.0
2067.0,5634769400.0,6542188000.0,6322129000.0,6781673500.0,9231021000.0,6705999000.0,6401837000.0,7012275700.0,8898436000.0,8054984000.0,9338080000.0,6257808400.0,9104181000.0,7049944000.0,8446635500.0,7515193000.0,7834495500.0
2068.0,5594777600.0,6496693000.0,6256176000.0,6657122000.0,9173484000.0,6541524000.0,6312424400.0,6983024000.0,8849198000.0,7921371600.0,9219453000.0,6176516600.0,9048552000.0,7034418000.0,8322155000.0,7465681400.0,7733842400.0
2069.0,5605119000.0,6381041000.0,6170069000.0,6582838300.0,9150487000.0,6401468000.0,6251799000.0,6842969000.0,8792431000.0,7925740000.0,9529311000.0,6499810000.0,8917282000.0,7389024000.0,8185828400.0,7380623400.0,7707999700.0
2070.0,5412229000.0,6370962400.0,6100251000.0,6703168500.0,9055742000.0,6358681600.0,6184038000.0,6763444700.0,8759090000.0,7835974700.0,9460677000.0,6098562000.0,8852834000.0,7235582000.0,8117705000.0,7349855700.0,7596547600.0
2071.0,5479170600.0,6250402000.0,6009637400.0,6484072400.0,9178498000.0,6451249000.0,6102059000.0,6928365000.0,8783695000.0,7728741400.0,9252959000.0,6051844600.0,8750649000.0,6950844400.0,8045332500.0,7249099000.0,7540779500.0
2072.0,5284147000.0,6234112000.0,5951995400.0,6419459600.0,9093360000.0,6106379000.0,6040713000.0,6671790600.0,8898617000.0,7687267300.0,9108876000.0,6052464600.0,8706574000.0,6942155300.0,7880862700.0,7271081500.0,7636626400.0
2073.0,5175382500.0,6127881700.0,5929331700.0,6380855300.0,9033890000.0,6017064400.0,5994765000.0,6615902000.0,8752791000.0,7673806000.0,9066879000.0,5940128300.0,8714368000.0,6820688400.0,7970580000.0,7136980500.0,7499190300.0
2074.0,5104248300.0,6052124700.0,5836279000.0,6370450400.0,9087428000.0,6076427000.0,5936985600.0,6564148700.0,8663881000.0,7643013600.0,9034384000.0,5964430000.0,8609146000.0,6816708600.0,7746213400.0,7249651000.0,7394072600.0
2075.0,5257284600.0,6023038500.0,5805352000.0,6303616500.0,8935728000.0,5899395600.0,5870128000.0,6531956700.0,8636290000.0,7588937700.0,8908260000.0,5879371000.0,8598866000.0,6712550400.0,7653443600.0,7190627300.0,7330150400.0
2076.0,4995930600.0,5981824500.0,5738952700.0,6242660000.0,8858910000.0,5690791000.0,5807478000.0,6488144400.0,8854974000.0,7529543700.0,8984371000.0,5820379000.0,8379976000.0,6689127000.0,7526311400.0,7223116000.0,7293399000.0
2077.0,4922520600.0,5895356000.0,5765221400.0,6384580000.0,8856270000.0,5684267500.0,5726984000.0,6424581000.0,8611075000.0,7538039000.0,9026471000.0,5798000600.0,8284841500.0,6794653000.0,7605745700.0,7152414700.0,7240504300.0
2078.0,4921485300.0,5890808000.0,5672305000.0,6190640000.0,8930147000.0,5570284500.0,5679946000.0,6381470700.0,8847306000.0,7429911000.0,8842958000.0,5732983000.0,8201036000.0,6596582000.0,7887680500.0,7420381000.0,7178110000.0
2079.0,4974781000.0,5812451300.0,5666492000.0,6213746000.0,8985350000.0,5505721300.0,5698690000.0,6341794300.0,8558554000.0,7410329000.0,8854671000.0,5920744000.0,8120361500.0,6545359400.0,7603587600.0,7144277500.0,7111030300.0
2080.0,4829761000.0,5732352500.0,5614838300.0,6124915700.0,8799502000.0,5464230000.0,5575541000.0,6383125500.0,8528127000.0,7348459000.0,9222967000.0,5729411600.0,8333185500.0,6504608300.0,7352228000.0,7116346000.0,7072717300.0
2081.0,4767606300.0,5683572000.0,5677925000.0,6083027000.0,8794402000.0,5363468300.0,5534976500.0,6293163000.0,8504543700.0,7319809500.0,8883855000.0,5670360600.0,8086024000.0,6584367600.0,7311332400.0,7261122600.0,7038314000.0
2082.0,4710931000.0,5799824000.0,5533525000.0,6101818000.0,8739867000.0,5827551700.0,5489751000.0,6219537000.0,8454919700.0,7358109700.0,8732035000.0,5881124400.0,7945474000.0,6401955000.0,7217789000.0,7145645000.0,7026096000.0
2083.0,4683233000.0,5656052000.0,5447722500.0,6058394000.0,8740268000.0,5382842000.0,5475896300.0,6202488000.0,8428254700.0,7510947000.0,8662104000.0,5675165000.0,7941655000.0,6350454300.0,7101022000.0,7357609500.0,6957581300.0
2084.0,4655292400.0,5576925700.0,5409820000.0,6012737500.0,8757975000.0,5455345000.0,5405372400.0,6279766500.0,8441922600.0,7322717000.0,8587218000.0,5688932000.0,7809917400.0,6296167000.0,7025326000.0,7147189000.0,6879926000.0
2085.0,4600400000.0,5802024400.0,5522671000.0,6158938000.0,8695619000.0,5521727500.0,5365848000.0,6280428000.0,8697909000.0,7256818700.0,8539102700.0,5729726500.0,7813420000.0,6250385000.0,6966306300.0,7884334600.0,6835912000.0
2086.0,4563935000.0,5655902700.0,5455874600.0,6034833000.0,8676310000.0,5576646700.0,5329977300.0,6173596000.0,8407488000.0,7439132700.0,8494542300.0,5703118300.0,7745171000.0,6230252000.0,6943394300.0,7300562000.0,6777140700.0
2087.0,4653239000.0,5584502000.0,5363003000.0,6047323600.0,8672451000.0,5922961000.0,5320325000.0,6154273000.0,8428255700.0,7287881700.0,8563872300.0,5634836500.0,7857317400.0,6237961000.0,6861440000.0,7209049000.0,6722786300.0
2088.0,4509516000.0,5510185000.0,5319687000.0,6430126600.0,8650295000.0,5610931000.0,5256077300.0,6142942000.0,8357198300.0,7213503500.0,8394302500.0,5866885600.0,7680172000.0,6109058600.0,6828877300.0,7152644600.0,6656306700.0
2089.0,4501032400.0,5494463000.0,5261960000.0,6091166700.0,8617088000.0,5905293300.0,5195691000.0,6406214000.0,8326348000.0,7205402600.0,8390534000.0,5874238500.0,7766549500.0,6055000000.0,6796777000.0,7625763000.0,6594937300.0
2090.0,4695048000.0,5594977000.0,5276279000.0,6024431600.0,8611340000.0,5667708000.0,5168955400.0,6285878300.0,8281739300.0,7692226600.0,8323921400.0,5759751700.0,7650688500.0,6022662000.0,6747908000.0,7257094000.0,6542291500.0
2091.0,4496929000.0,5635131000.0,5196579300.0,5993928000.0,8629289000.0,5557022700.0,5132725000.0,6209214500.0,8324369000.0,7869945300.0,8292386000.0,5712657400.0,7666158000.0,6053266000.0,6678557700.0,7185363500.0,6478566400.0
2092.0,4468430300.0,5500180000.0,5214904000.0,6000420400.0,8580801000.0,5552582700.0,5094394000.0,6253655000.0,8330829300.0,7397513000.0,8229050000.0,5724118500.0,8118820000.0,6476510000.0,6591792600.0,7165318700.0,6419966500.0
2093.0,4463145500.0,5418398700.0,5177356300.0,5948307000.0,8754048000.0,5693737500.0,5041405400.0,6212324000.0,8260975000.0,7359432700.0,8357382000.0,5655791600.0,7705246700.0,5981465600.0,6664497000.0,7095971000.0,6434426400.0
2094.0,4509262300.0,5431407600.0,5127784000.0,5938776000.0,8605649000.0,6121414700.0,5000308700.0,6163583000.0,8349374500.0,7689247000.0,8281515000.0,5695276000.0,7919099400.0,5994346500.0,6556977000.0,7326910500.0,6365742000.0
2095.0,4415631400.0,5632857600.0,5701028400.0,6026411000.0,8543877600.0,5845190700.0,4961259000.0,6140995000.0,8252785700.0,7441778000.0,8232169500.0,5631301000.0,7646672400.0,6018864000.0,6585946600.0,7175127000.0,6314960000.0
2096.0,4369647600.0,5506992600.0,5165746700.0,6043900400.0,8523931000.0,5683711500.0,4992439300.0,6643760000.0,8210743300.0,7616173000.0,8351621600.0,5636615700.0,7887652000.0,6147357700.0,7155143000.0,7134588400.0,6302772700.0
2097.0,4395824000.0,5365005000.0,5204902000.0,5908522500.0,8540492300.0,5730710500.0,4920722400.0,6314680300.0,8381927400.0,7352036400.0,8323650600.0,5967922000.0,7631145500.0,6182682600.0,6757782000.0,7198222300.0,6315941400.0
2098.0,5680014300.0,5363993000.0,5407857000.0,6549243400.0,8483609600.0,5615495700.0,4885319700.0,6172690400.0,8314763300.0,7344057000.0,8182793700.0,5648898600.0,7786081000.0,6196537300.0,6701133000.0,7111908000.0,6204452400.0
2099.0,4970091500.0,5449688600.0,5065320400.0,5953090600.0,8505915000.0,5757902300.0,4847511600.0,6142740000.0,8257396700.0,7336090600.0,8127179300.0,5600127000.0,7724360000.0,6228443000.0,6609386000.0,7118089700.0,6167903000.0
2100.0,4514910700.0,5305737700.0,5130189300.0,6002777600.0,8729153000.0,5852788700.0,4832707000.0,6187770400.0,8350372400.0,7408404500.0,8421714400.0,6277063700.0,7959923000.0,6205335000.0,6549388000.0,7101150700.0,6142099500.0
