time,BCC-CSM2-MR,CMCC-CM2-SR5,IPSL-CM6A-LR,INM-CM5-0,MRI-ESM2-0,CAMS-CSM1-0,MPI-ESM1-2-HR,TAIESM1,EC-EARTH3-VEG,FGOALS-F3-L,GFDL-ESM4,CESM2-WACCM,NORESM2-MM,ACCESS-CM2,CESM2,EC-EARTH3,ACCESS-ESM1-5,CANESM5,INM-CM4-8
2011.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0
2012.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0
2013.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0
2014.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0
2015.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0
2016.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0
2017.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0
2018.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0
2019.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0
2020.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0
2021.0,13640422000.0,13629998000.0,13618010000.0,13614439000.0,13598088000.0,13634167000.0,13628047000.0,13684844000.0,13639431000.0,13772702000.0,13635363000.0,13630371000.0,13632595000.0,13619604000.0,13650362000.0,13638191000.0,13617459000.0,13614325000.0,13751327000.0
2022.0,13492070000.0,13489170000.0,13547976000.0,13486049000.0,13449185000.0,13502095000.0,13541966000.0,13518659000.0,13505529000.0,13574694000.0,13536381000.0,13469102000.0,13596201000.0,13640244000.0,13494182000.0,13516686000.0,13510627000.0,13639315000.0,13605956000.0
2023.0,13401679000.0,13320644000.0,13437135000.0,13383902000.0,13304851000.0,13435033000.0,13448317000.0,13384778000.0,13437915000.0,13430344000.0,13418885000.0,13271825000.0,13380344000.0,13436215000.0,13341880000.0,13382901000.0,13349640000.0,13441012000.0,13483673000.0
2024.0,13256413000.0,13201225000.0,13251038000.0,13233047000.0,13126047000.0,13464231000.0,13289947000.0,13293091000.0,13328328000.0,13322164000.0,13205576000.0,13094404000.0,13262715000.0,13273602000.0,13178848000.0,13268527000.0,13188735000.0,13256113000.0,13359146000.0
2025.0,13107061000.0,13046723000.0,13095857000.0,13091409000.0,12983562000.0,13361575000.0,13144661000.0,13083155000.0,13203377000.0,13294655000.0,13062513000.0,12896636000.0,13097482000.0,13227087000.0,13009495000.0,13090968000.0,13025970000.0,13231243000.0,13235276000.0
2026.0,12971146000.0,12978090000.0,12964484000.0,12977570000.0,12764776000.0,13145904000.0,13021216000.0,12953573000.0,13079293000.0,13082566000.0,12895731000.0,12725581000.0,12926433000.0,13303217000.0,12817524000.0,13009287000.0,12834978000.0,12969030000.0,13105229000.0
2027.0,12849395000.0,12792082000.0,12784249000.0,12805790000.0,12576243000.0,13095717000.0,12830795000.0,12745015000.0,12913140000.0,12950051000.0,12780380000.0,12555622000.0,12722358000.0,13061463000.0,12633136000.0,12810010000.0,12601784000.0,12763971000.0,13009812000.0
2028.0,12687614000.0,12625720000.0,12598665000.0,12625102000.0,12366131000.0,12905180000.0,12918486000.0,12553732000.0,12741757000.0,12799519000.0,12602076000.0,12354999000.0,12609090000.0,12923376000.0,12430890000.0,12681196000.0,12390686000.0,12535288000.0,12837262000.0
2029.0,12547262000.0,12459964000.0,12428230000.0,12457010000.0,12173393000.0,12902179000.0,12584788000.0,12366260000.0,12571292000.0,12640450000.0,12586077000.0,12140863000.0,12457136000.0,12654047000.0,12299305000.0,12521628000.0,12220959000.0,12362066000.0,12732203000.0
2030.0,12354530000.0,12308546000.0,12374752000.0,12277883000.0,11903999000.0,12655191000.0,12403449000.0,12147287000.0,12386836000.0,12453217000.0,12319405000.0,11932588000.0,12570207000.0,12467681000.0,12164533000.0,12361509000.0,12045928000.0,12160530000.0,12571129000.0
2031.0,12262916000.0,12124844000.0,12123192000.0,12126044000.0,11646910000.0,12638261000.0,12254276000.0,11938113000.0,12197904000.0,12351227000.0,12186105000.0,11731961000.0,12118924000.0,12313383000.0,11884834000.0,12210531000.0,11838675000.0,11916474000.0,12448066000.0
2032.0,12176238000.0,11932275000.0,11920306000.0,11969248000.0,11434100000.0,12364913000.0,12092036000.0,11670681000.0,12083943000.0,12212108000.0,12054905000.0,11565925000.0,12026416000.0,12280542000.0,11662723000.0,12019739000.0,11605996000.0,11722280000.0,12325226000.0
2033.0,11961471000.0,11813387000.0,11744412000.0,11814166000.0,11181798000.0,12219496000.0,11905695000.0,11436121000.0,11958955000.0,11919612000.0,11895878000.0,11301624000.0,11804656000.0,12050648000.0,11455042000.0,11805074000.0,11353841000.0,11428394000.0,12198084000.0
2034.0,11759237000.0,11682812000.0,11525710000.0,11643225000.0,10902137000.0,12092612000.0,11743492000.0,11204840000.0,11896053000.0,11766355000.0,11734057000.0,11113082000.0,11573968000.0,11842636000.0,11219112000.0,11558952000.0,11087197000.0,11212700000.0,12032995000.0
2035.0,11621373000.0,11568936000.0,11457267000.0,11549083000.0,10620797000.0,11915641000.0,11658435000.0,11035207000.0,11649238000.0,11720625000.0,11521181000.0,11316289000.0,11396065000.0,11602302000.0,11006434000.0,11313527000.0,10818178000.0,10903646000.0,11867063000.0
2036.0,11436530000.0,11343813000.0,11280941000.0,11364301000.0,10339805000.0,11766896000.0,11467590000.0,10755906000.0,11491385000.0,11427405000.0,11355737000.0,10983781000.0,11284043000.0,11402582000.0,10816030000.0,11071647000.0,10625491000.0,10684393000.0,11728275000.0
2037.0,11270561000.0,11148110000.0,11175637000.0,11182875000.0,10125438000.0,11775126000.0,11314759000.0,10480660000.0,11464921000.0,11180648000.0,11153953000.0,10702255000.0,11097260000.0,11208539000.0,10571198000.0,10870262000.0,10365784000.0,10492679000.0,11607035000.0
2038.0,11174906000.0,10931491000.0,10986201000.0,10996822000.0,9912022000.0,11501641000.0,11225175000.0,10154437000.0,11179751000.0,11017628000.0,11007515000.0,10464193000.0,10889897000.0,11003707000.0,10332621000.0,10633234000.0,10117404000.0,10184704000.0,11447999000.0
2039.0,10921219000.0,10703120000.0,10829067000.0,10795999000.0,9626115000.0,11324627000.0,10970473000.0,9838905000.0,11027112000.0,10816674000.0,10903944000.0,10239288000.0,10685229000.0,10753852000.0,10115572000.0,10377562000.0,9932216000.0,9897019000.0,11322058000.0
2040.0,10753135000.0,10575501000.0,10653399000.0,10657036000.0,9367980000.0,11234748000.0,10797479000.0,9477926000.0,10832181000.0,10689375000.0,10730017000.0,10059554000.0,10507832000.0,10439506000.0,9893450000.0,10111119000.0,9686255000.0,9892328000.0,11098784000.0
2041.0,10634168000.0,10345632000.0,10417551000.0,10550970000.0,9040341000.0,11119900000.0,10645460000.0,9346566000.0,10648272000.0,10579162000.0,10649329000.0,9872227000.0,10266892000.0,10172943000.0,9669920000.0,9868379000.0,9475034000.0,9660984000.0,10955743000.0
2042.0,10378855000.0,10123916000.0,10188846000.0,10358223000.0,8837678000.0,10939551000.0,10465049000.0,9011292000.0,10419556000.0,10426640000.0,10479373000.0,9704074000.0,9988644000.0,9900727000.0,9464810000.0,9601159000.0,9238158000.0,9360296000.0,10829179000.0
2043.0,10173380000.0,9895806000.0,9967075000.0,10167743000.0,8566344700.0,10782312000.0,10296843000.0,8717120000.0,10217932000.0,10297809000.0,10311330000.0,9538488000.0,9805699000.0,9599666000.0,9255000000.0,9328436000.0,8988285000.0,9014423000.0,10650571000.0
2044.0,9978722000.0,9658803000.0,9783796000.0,9982748000.0,8258400000.0,10610680000.0,10122265000.0,8393091600.0,10080970000.0,10214872000.0,10114658000.0,9325645000.0,9594090000.0,9301196000.0,8987904000.0,9073090000.0,8758110000.0,8771287000.0,10499148000.0
2045.0,9770751000.0,9478449000.0,9561519000.0,9834062000.0,8017964500.0,10436561000.0,9962059000.0,8075771400.0,9877459000.0,9871577000.0,9956299000.0,9110477000.0,9478488000.0,9032661000.0,8756172000.0,8771893000.0,8524653600.0,8528509400.0,10362556000.0
2046.0,9641474000.0,9308212000.0,9366506000.0,9690220000.0,7767135000.0,10260448000.0,9771065000.0,7902769000.0,9679501000.0,9679517000.0,9764078000.0,8930341000.0,9244970000.0,8781045000.0,8567208000.0,8541745000.0,8302540300.0,8318524000.0,10194718000.0
2047.0,9407333000.0,9130446000.0,9145041000.0,9564386000.0,7492310000.0,10099330000.0,9562306000.0,7563151000.0,9461551000.0,9499034000.0,9574995000.0,8666264000.0,9047605000.0,8411461000.0,8312468000.0,8324434000.0,8108671500.0,7963747000.0,10027708000.0
2048.0,9198148000.0,8918994000.0,8928479000.0,9396123000.0,7192242000.0,9946082000.0,9404089000.0,7293188000.0,9280401000.0,9284137000.0,9401765000.0,8463502000.0,8806470000.0,8080033000.0,8107251700.0,8075698000.0,7838620700.0,7650941000.0,9860148000.0
2049.0,8974116000.0,8719087000.0,8697844000.0,9403659000.0,6942325000.0,9820322000.0,9256689000.0,6981281000.0,9076669000.0,9061858000.0,9256491000.0,8287317000.0,8573213000.0,7770804700.0,7854380500.0,7849821700.0,7595085300.0,7314774500.0,9718268000.0
2050.0,8796722000.0,8531515400.0,8463182300.0,9218013000.0,6744658400.0,9990001000.0,9102266000.0,6775356000.0,8850025000.0,8850737000.0,9067099000.0,8118981000.0,8348830000.0,7440599000.0,7630179300.0,7620559400.0,7399405000.0,7026575000.0,9543631000.0
2051.0,8529722400.0,8297524700.0,8225367600.0,9003864000.0,6549218300.0,9574207000.0,8855746000.0,6430193700.0,8611960000.0,8743249000.0,8846963000.0,7915521000.0,8131579400.0,7102260700.0,7439619600.0,7421094000.0,7156623400.0,6698774500.0,9413865000.0
2052.0,8319118300.0,8483892000.0,8003770400.0,8822932000.0,6307197000.0,9377908000.0,8724656000.0,6265465300.0,8338601500.0,8461527000.0,8680039000.0,7688937500.0,7891634000.0,6855597000.0,7178839600.0,7174668300.0,6959336400.0,6390696000.0,9258404000.0
2053.0,8117559300.0,8105280500.0,7737822700.0,8655091000.0,6061630000.0,9206981000.0,8482565600.0,5995404000.0,8083421000.0,8225169000.0,8504293000.0,7455471600.0,7725975600.0,6647779300.0,6997103600.0,6969602000.0,6748676600.0,6055217000.0,9106660000.0
2054.0,7893765000.0,7852993500.0,7496512000.0,8487200000.0,5870594600.0,9065624000.0,8274619000.0,5751656400.0,7838676000.0,8289933000.0,8315593000.0,7291568000.0,7528517000.0,6421248000.0,6802499600.0,6747993000.0,6534730000.0,5741219300.0,8961746000.0
2055.0,7692212700.0,7622989300.0,7300644000.0,8301493000.0,5680177000.0,8895696000.0,8085182500.0,5501231000.0,7653704000.0,7942862300.0,8093143000.0,7125597000.0,7373345000.0,6104617500.0,6651230700.0,6527228000.0,6340346400.0,5470427000.0,8851897000.0
2056.0,7498724000.0,7463642600.0,7054781000.0,8185782000.0,5462092300.0,8736442000.0,7898368500.0,5340336600.0,7410946000.0,7740082700.0,7897946600.0,6855542000.0,7247525000.0,5858521600.0,6462895600.0,6319239000.0,6165817300.0,5210928000.0,8646791000.0
2057.0,7282989000.0,7278846000.0,6827278000.0,8080753000.0,5305633000.0,8594626000.0,7684500500.0,5088517600.0,7143220700.0,7538796000.0,7736794000.0,6660256300.0,7034654700.0,5648889300.0,6288855000.0,6159575600.0,5944090000.0,5025635300.0,8500779000.0
2058.0,7076512300.0,7077522000.0,6570031000.0,7898628000.0,5106775600.0,8405240000.0,7479443000.0,4890407000.0,6909024000.0,7500301300.0,7595062300.0,6498014000.0,6907212000.0,5463888000.0,6057627600.0,5962262500.0,5771498000.0,4778210000.0,8358861300.0
2059.0,6887509500.0,6866541600.0,6404905000.0,7741291500.0,5098385000.0,8394019000.0,7300690400.0,4694639000.0,6662978000.0,7139962400.0,7320698400.0,6276001000.0,6684025000.0,5279166500.0,5867897300.0,5831814000.0,5574065000.0,4610157600.0,8335155700.0
2060.0,6675956700.0,6713050000.0,6154027000.0,7563392500.0,4963564000.0,8218576000.0,7140915000.0,4492048000.0,6440993000.0,6948831000.0,7088780000.0,6037977600.0,6740889600.0,5032039000.0,5674747000.0,5666462000.0,5449775600.0,4365225500.0,8054462500.0
2061.0,6433052000.0,6521932300.0,5977181000.0,7410249700.0,4781004300.0,8125705000.0,6921076700.0,4317269500.0,6204519400.0,6741351000.0,6920658400.0,5777916400.0,6351605000.0,4876247600.0,5528419300.0,5478983700.0,5256157700.0,4182572000.0,7903567000.0
2062.0,6205182000.0,6303290000.0,5801251000.0,7283912000.0,4644109300.0,7900249000.0,6725489700.0,4174063900.0,6076060000.0,6771191000.0,6675941000.0,5586204700.0,6217799700.0,4718269400.0,5408037400.0,5320739000.0,5075485000.0,4024367900.0,7789266400.0
2063.0,6032796000.0,6088845000.0,5649819000.0,7101955000.0,4514479000.0,7728408600.0,6545134600.0,4019914200.0,5855838000.0,6546491000.0,6490944000.0,5564434400.0,6057256000.0,4559927300.0,5216178700.0,5144692000.0,4944873500.0,3858914600.0,7666969600.0
2064.0,5870859000.0,5847939000.0,5397634000.0,6936599000.0,4581556700.0,7557909500.0,6358246400.0,3858759700.0,5665805300.0,6401972700.0,6325572000.0,5320229000.0,5887181300.0,4383911000.0,5029872000.0,4972033500.0,4784395300.0,3688578300.0,7536557000.0
2065.0,5691892000.0,5640266000.0,5151921700.0,6783379000.0,4281049000.0,7455936000.0,6226536000.0,3694800400.0,5486717000.0,6171685400.0,6094126600.0,5187195400.0,5728521700.0,4257029600.0,4849483000.0,4822773000.0,4654180400.0,3509583400.0,7389594600.0
2066.0,5460683000.0,5432831000.0,4831430700.0,6647407000.0,4164734700.0,7312008000.0,6083446300.0,3592219100.0,5322023000.0,6064243000.0,5896222000.0,4964513000.0,5603980000.0,4097087700.0,4696096300.0,4665048600.0,4540121000.0,3346887000.0,7252406000.0
2067.0,5289358300.0,5230092300.0,4412309000.0,6509036000.0,4056185600.0,7146989600.0,5904113700.0,3395046400.0,5203522600.0,5868141000.0,5718819300.0,4793774600.0,5430001000.0,3961727500.0,4536188400.0,4491352600.0,4349885400.0,3215727600.0,7107046000.0
2068.0,5138854000.0,5060888000.0,4064706000.0,6372822000.0,3981700900.0,6986349600.0,5720995000.0,3269950700.0,4999591000.0,5951153000.0,5508120000.0,4596469000.0,5247147500.0,3822050600.0,4392213500.0,4346061000.0,4237437700.0,3084392200.0,6960234500.0
2069.0,4956219000.0,4823623700.0,3696251600.0,6220385300.0,3857498600.0,6871236600.0,5668357000.0,3164648700.0,4861523000.0,5616346000.0,5320454000.0,4500008400.0,5079543300.0,3780755000.0,4255066000.0,4200056800.0,4089393400.0,2973190000.0,6805988400.0
2070.0,4797023700.0,4625706500.0,3500177400.0,6092843500.0,3743587300.0,6714238000.0,5466287600.0,3053225700.0,4708328000.0,5454065000.0,5146696000.0,4337337000.0,4929631700.0,3604073700.0,4100033000.0,4061824000.0,3960862200.0,2835852500.0,6618336000.0
2071.0,4625118700.0,4504656000.0,3354866700.0,5923369000.0,3655253200.0,6556273700.0,5327796700.0,2976235300.0,4581996500.0,5294946300.0,4974416000.0,4168075300.0,4813838000.0,3485843200.0,3959102700.0,3910201300.0,3815466800.0,2690530600.0,6481077000.0
2072.0,4473336000.0,4330860500.0,3132486700.0,5760779000.0,3528678100.0,6358875000.0,5170550000.0,2863819000.0,4413695000.0,5132001000.0,4849895400.0,3998535700.0,4689628700.0,3360212500.0,3828580000.0,3794658300.0,3680897500.0,2561800400.0,6339403000.0
2073.0,4307560000.0,4133362400.0,2868631000.0,5707692000.0,3458805200.0,6174800400.0,5078407000.0,2747267800.0,4266413000.0,5052580400.0,4618387500.0,3851938600.0,4555058000.0,3271548400.0,3771676000.0,3684544000.0,3563122400.0,2435068000.0,6196701000.0
2074.0,4273416200.0,3960658400.0,2718140200.0,5546875000.0,3339203600.0,6130299400.0,4932494300.0,2653468700.0,4107576300.0,4861465600.0,4472290300.0,3697606700.0,4423279000.0,3141328400.0,3629565700.0,3566416100.0,3435933400.0,2312820500.0,6018397000.0
2075.0,4069310000.0,3805689600.0,2465809700.0,5406107000.0,3238300000.0,6015175000.0,4811367400.0,2559210000.0,3925306400.0,4729423400.0,4293421000.0,3618144500.0,4286752000.0,3028365800.0,3492569000.0,3449353200.0,3321910300.0,2192859600.0,5880025600.0
2076.0,3910463700.0,3729413400.0,2619418600.0,5284321000.0,3164553700.0,5897833500.0,4668773000.0,2469921300.0,3804631000.0,4591969300.0,4127332400.0,3482349600.0,4145291800.0,2894831400.0,3356803300.0,3310701800.0,3202296300.0,2116538200.0,5728641500.0
2077.0,3771487200.0,3600080400.0,2138351400.0,5173234700.0,3058802000.0,5744850000.0,4555428000.0,2367218200.0,3692741400.0,4484289500.0,3990930400.0,3330779000.0,4031053800.0,2778874400.0,3240366800.0,3213700400.0,3059634700.0,2050827900.0,5590356000.0
2078.0,3656028700.0,3453285600.0,1981492400.0,5077896700.0,2968486100.0,5592088000.0,4442342000.0,2291560700.0,3552411100.0,4327969300.0,3872292400.0,3184372700.0,3899572000.0,2693758200.0,3136683800.0,3121305600.0,2978059000.0,1968483000.0,5464955000.0
2079.0,3570898000.0,3379910400.0,1850375600.0,4963896300.0,2869918500.0,5464309000.0,4328436700.0,2222920700.0,3415468800.0,4163123200.0,3723436500.0,3041404200.0,3797235500.0,2587129600.0,3009715000.0,3018172700.0,2889382100.0,1905768400.0,5342975500.0
2080.0,3485702100.0,3240273200.0,1743128400.0,4849086500.0,2787103700.0,5352559000.0,4239233800.0,2153333000.0,3269576000.0,3967277300.0,3602823700.0,2928927200.0,3673887500.0,2511432700.0,2889190000.0,2926282000.0,2796788000.0,1848456800.0,5155377000.0
2081.0,3356217600.0,3119163600.0,1633426400.0,4744674300.0,2705951500.0,5429256000.0,4116467500.0,2091045500.0,3136181800.0,3873710800.0,3507014100.0,2844175000.0,3564151800.0,2421666300.0,2786169000.0,2835800000.0,2681749500.0,1758122800.0,5035265000.0
2082.0,3236640800.0,3023375600.0,1493657100.0,4662276000.0,2618472700.0,5123246000.0,4012652500.0,2041796900.0,2993079800.0,3672295200.0,3467792400.0,2736139300.0,3470380300.0,2340875800.0,2689391900.0,2732073500.0,2604386800.0,1696554500.0,4914404400.0
2083.0,3148511500.0,2920710700.0,1538345000.0,4567910400.0,2522870500.0,5113921000.0,3913267200.0,1956707700.0,2837017000.0,3484410000.0,3382587400.0,2614615600.0,3356501000.0,2279827000.0,2605453300.0,2650452700.0,2517454000.0,1597452900.0,4785737000.0
2084.0,3073989600.0,2830359800.0,1321183600.0,4496386600.0,2428551700.0,4933802000.0,3793564700.0,1869641200.0,2695237000.0,3350343000.0,3245723400.0,2537604900.0,3248626000.0,2207114800.0,2593107700.0,2561261300.0,2431730000.0,1515584900.0,4670569000.0
2085.0,2966193700.0,2738914600.0,1222686300.0,4422559000.0,2362045700.0,4794653000.0,3687211000.0,1794254600.0,2601781500.0,3200863700.0,3151974100.0,2437096000.0,3151994400.0,2140097400.0,2443781000.0,2488533000.0,2370404000.0,1446492900.0,4572687000.0
2086.0,2863666700.0,2652068600.0,1301180200.0,4330900000.0,2302338600.0,4665017300.0,3597993700.0,1722936300.0,2485373000.0,3059797500.0,3061869800.0,2370651400.0,3040126000.0,2063014000.0,2371266000.0,2424912600.0,2299356700.0,1394500500.0,4462164500.0
2087.0,2782027800.0,2559598800.0,1112370400.0,4266264000.0,2249535000.0,4534080000.0,3509656600.0,1654947200.0,2363109600.0,2931336700.0,3015316200.0,2286418000.0,2928376300.0,1989844400.0,2297897500.0,2342639900.0,2239552300.0,1333859500.0,4371847000.0
2088.0,2694699800.0,2482658800.0,1041371970.0,4185863400.0,2160726800.0,4377596400.0,3386860800.0,1597012600.0,2238823200.0,2789275600.0,2897950500.0,2203469600.0,2826091500.0,1955345700.0,2218240000.0,2253187300.0,2164779500.0,1284118900.0,4290778400.0
2089.0,2608450800.0,2407879700.0,956849660.0,4105115400.0,2088114400.0,4305132500.0,3279948800.0,1536837400.0,2146519200.0,2647829800.0,2854511000.0,2136361900.0,2725301500.0,1876448300.0,2125859000.0,2170815200.0,2080593200.0,1231739000.0,4203216100.0
2090.0,2654628000.0,2341875000.0,964458100.0,4033685000.0,2025713800.0,4545834500.0,3209336800.0,1478135900.0,2062183800.0,2522587400.0,2806527000.0,2100565400.0,2640495400.0,1815683800.0,2051152000.0,2094728700.0,2028880000.0,1159444000.0,4129051400.0
2091.0,2528008000.0,2243128800.0,833567300.0,3967745500.0,1980301200.0,4321787000.0,3111907000.0,1426025500.0,1982927700.0,2408697900.0,2712331000.0,2009169800.0,2544729900.0,1767805200.0,1960528300.0,2015372000.0,1954075900.0,1098042900.0,4062270000.0
2092.0,2479979300.0,2164794600.0,790439600.0,3897715200.0,1942421900.0,4109736700.0,3000544300.0,1349499400.0,1917994100.0,2289633800.0,2643176200.0,1946624500.0,2456903200.0,1722251800.0,1864501400.0,1927729500.0,1885800400.0,1049698940.0,3989834000.0
2093.0,2392316200.0,2122361200.0,753622500.0,3869215200.0,1896480000.0,3950793200.0,2911170300.0,1307191000.0,1843115400.0,2156017000.0,2600046300.0,1849957400.0,2375878100.0,1654652700.0,1779302300.0,1878568800.0,1825256700.0,1030051140.0,3911686100.0
2094.0,2324223500.0,2120659300.0,717288100.0,3768813000.0,1849800400.0,3824594400.0,2843950600.0,1243547500.0,1794598400.0,2074013300.0,2523961600.0,1781431200.0,2310498800.0,1608336300.0,1680633200.0,1807734100.0,1774290600.0,953051300.0,3824856300.0
2095.0,2282302000.0,2003591400.0,679071500.0,3697718000.0,1814413800.0,3727360300.0,2758260500.0,1204537700.0,1750665700.0,1975144300.0,2493514500.0,1705261300.0,2241417500.0,1562165900.0,1592347900.0,1752130800.0,1724759200.0,901133200.0,3760627200.0
2096.0,2273859300.0,2016254200.0,634754000.0,3619405800.0,1800047400.0,3633863400.0,2667262500.0,1159863700.0,1690483200.0,1909694200.0,2412391700.0,1624217900.0,2162989800.0,1519442000.0,1525218800.0,1675649200.0,1679116400.0,867849660.0,3721748200.0
2097.0,2191313000.0,1905380400.0,601468700.0,3562242000.0,1742986400.0,3537595100.0,2592784100.0,1131377400.0,1625610200.0,1820145800.0,2349039000.0,1559731300.0,2106085200.0,1457403400.0,1467600000.0,1616457100.0,1641350900.0,835682050.0,3661102800.0
