time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,67802790000.0,67802790000.0
2001.0,68203620000.0,68203620000.0
2002.0,67092824000.0,67092824000.0
2003.0,67390013000.0,67390013000.0
2004.0,67501000000.0,67501000000.0
2005.0,68650107000.0,68650107000.0
2006.0,66975720000.0,66975720000.0
2007.0,67346956000.0,67346956000.0
2008.0,66357973000.0,66357973000.0
2009.0,65105760000.0,65105760000.0
2010.0,65109856000.0,65109856000.0
2011.0,63591640000.0,63591640000.0
2012.0,62325084000.0,62325084000.0
2013.0,61854302000.0,61854302000.0
2014.0,60450087000.0,60450087000.0
2015.0,59930956000.0,59930956000.0
2016.0,59548578000.0,59548578000.0
2017.0,58674102000.0,58674102000.0
2018.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0
2021.0,55753470000.0,54564500000.0
2022.0,56844235000.0,55378340000.0
2023.0,55726285000.0,50947070000.0
2024.0,56402616000.0,49644757000.0
2025.0,57576030000.0,49934850000.0
2026.0,55153148000.0,50303734000.0
2027.0,54678675000.0,51218227000.0
2028.0,55564165000.0,49870080000.0
2029.0,53483820000.0,47445705000.0
2030.0,53590995000.0,46838743000.0
2031.0,53559312000.0,46687260000.0
2032.0,52144132000.0,45029884000.0
2033.0,51435280000.0,44263660000.0
2034.0,49769136000.0,43176747000.0
2035.0,50034040000.0,44096815000.0
2036.0,49795120000.0,42664350000.0
2037.0,47585227000.0,40755876000.0
2038.0,47309316000.0,40717627000.0
2039.0,48047436000.0,40308994000.0
2040.0,47120570000.0,38899240000.0
2041.0,45929700000.0,38408684000.0
2042.0,45650530000.0,37276700000.0
2043.0,44695270000.0,35690260000.0
2044.0,44694620000.0,35286024000.0
2045.0,44878557000.0,33659763000.0
2046.0,45104878000.0,32559210000.0
2047.0,44438585000.0,32035836000.0
2048.0,43617210000.0,31401585000.0
2049.0,42741998000.0,30529740000.0
2050.0,42847244000.0,29544653000.0
2051.0,41780150000.0,29455258000.0
2052.0,41116060000.0,28928745000.0
2053.0,37837443000.0,28250251000.0
2054.0,36449124000.0,27686732000.0
2055.0,36730925000.0,27332938000.0
2056.0,35950133000.0,27747895000.0
2057.0,37505364000.0,27510288000.0
2058.0,35993117000.0,26538576000.0
2059.0,35285020000.0,26538172000.0
2060.0,34428686000.0,26390585000.0
2061.0,32727249000.0,26102794000.0
2062.0,32872626000.0,25001087000.0
2063.0,33597989000.0,24279341000.0
2064.0,34969313000.0,23671923000.0
2065.0,33937607000.0,23612117000.0
2066.0,32467150000.0,23492323000.0
2067.0,32666808000.0,23881363000.0
2068.0,31199132000.0,23876090000.0
2069.0,31265241000.0,23323945000.0
2070.0,30078108000.0,22846517000.0
2071.0,29114894000.0,22425844000.0
2072.0,28228000000.0,22581066000.0
2073.0,27928222000.0,22047693000.0
2074.0,28035731000.0,22418678000.0
2075.0,27510927000.0,21270012000.0
2076.0,26509003000.0,20429240000.0
2077.0,26065025000.0,19194704000.0
2078.0,25231702000.0,18590670000.0
2079.0,25310347000.0,17763813000.0
2080.0,24496798000.0,16833431000.0
2081.0,24205525000.0,16433980000.0
2082.0,24020030000.0,15908418000.0
2083.0,23825136000.0,15403304000.0
2084.0,23398128000.0,15926202000.0
2085.0,23256412000.0,15736772000.0
2086.0,22894290000.0,15355247000.0
2087.0,21891215000.0,15691469000.0
2088.0,21457678000.0,15262969000.0
2089.0,20586308000.0,14692014000.0
2090.0,21047296000.0,14446225000.0
2091.0,20841046000.0,14320265000.0
2092.0,20297355000.0,14374697000.0
2093.0,20542233000.0,13774415000.0
2094.0,20538763000.0,13431682000.0
2095.0,19538020000.0,13071058000.0
2096.0,19011530000.0,12351447000.0
2097.0,17762767000.0,12425993000.0
2098.0,17374890000.0,12133859000.0
2099.0,16578438000.0,11747466000.0
2100.0,16087963000.0,12070059000.0
