time,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0
2049.0,44847750000.0,27517581000.0,34985210000.0,39158493000.0
2050.0,44125204000.0,27273103000.0,34858738000.0,38642330000.0
2051.0,44123700000.0,26879218000.0,34390884000.0,38420200000.0
2052.0,47471200000.0,26436854000.0,33369854000.0,39647883000.0
2053.0,47576900000.0,25778481000.0,33918075000.0,39271620000.0
2054.0,46742774000.0,24972919000.0,34622750000.0,39532210000.0
2055.0,46373650000.0,25811253000.0,34808880000.0,39715760000.0
2056.0,44707025000.0,26184767000.0,34257070000.0,39854240000.0
2057.0,44833485000.0,27292496000.0,34569208000.0,40650760000.0
2058.0,45671522000.0,27690177000.0,35612398000.0,41129357000.0
2059.0,47057183000.0,27296391000.0,35772740000.0,41979650000.0
2060.0,48057180000.0,26989271000.0,35847115000.0,42855220000.0
2061.0,48525468000.0,27948569000.0,36033700000.0,43378610000.0
2062.0,48943067000.0,29408287000.0,36400600000.0,44763775000.0
2063.0,49438000000.0,29046387000.0,35978633000.0,46888170000.0
2064.0,48673694000.0,28460438000.0,35669918000.0,47428776000.0
2065.0,47831433000.0,28689383000.0,35414712000.0,46545230000.0
2066.0,48625340000.0,28239516000.0,34537420000.0,46678532000.0
2067.0,48964747000.0,28003471000.0,34848326000.0,45096313000.0
2068.0,47829815000.0,27903580000.0,34378830000.0,44649226000.0
2069.0,48287195000.0,28243182000.0,33701319000.0,43660132000.0
2070.0,48705176000.0,28643310000.0,33026275000.0,43952680000.0
2071.0,49762664000.0,28182737000.0,32146303000.0,43343225000.0
2072.0,49947947000.0,28889268000.0,31499796000.0,40662553000.0
2073.0,49187520000.0,27976516000.0,31174588000.0,39266935000.0
2074.0,49269650000.0,27717610000.0,31581735000.0,38689268000.0
2075.0,50109450000.0,27654250000.0,32257522000.0,38029263000.0
2076.0,49622544000.0,27620035000.0,31792974000.0,36661590000.0
2077.0,49530090000.0,26975543000.0,31751113000.0,37370483000.0
2078.0,49161450000.0,27041730000.0,32294042000.0,36507677000.0
2079.0,48741040000.0,27291208000.0,32122055000.0,36210807000.0
2080.0,49351200000.0,27935863000.0,31733684000.0,36670042000.0
2081.0,49546162000.0,28843491000.0,32812000000.0,37274923000.0
2082.0,49491583000.0,27972887000.0,32716804000.0,35759090000.0
2083.0,49894290000.0,27593417000.0,32959173000.0,35320470000.0
2084.0,51027770000.0,27908645000.0,34216217000.0,33825915000.0
2085.0,50032914000.0,28119362000.0,34651250000.0,33012822000.0
2086.0,51880374000.0,27729992000.0,34484072000.0,32303590000.0
2087.0,53174886000.0,27679214000.0,34653060000.0,32589922000.0
2088.0,53916946000.0,27764916000.0,35291415000.0,32956785000.0
2089.0,52531650000.0,28045902000.0,35728610000.0,33014297000.0
2090.0,53352130000.0,27973183000.0,36092390000.0,33281500000.0
2091.0,53513003000.0,29152856000.0,35320635000.0,33388403000.0
2092.0,53657715000.0,29455766000.0,34591322000.0,33637485000.0
2093.0,53835010000.0,30804947000.0,33624357000.0,33895367000.0
2094.0,52596007000.0,30205346000.0,34352610000.0,33895390000.0
2095.0,53436000000.0,30666727000.0,34734547000.0,34264447000.0
2096.0,53545902000.0,32036725000.0,34520910000.0,34661830000.0
2097.0,53228806000.0,31471010000.0,34098125000.0,33842133000.0
2098.0,51584120000.0,31597978000.0,33737175000.0,32340955000.0
2099.0,52248977000.0,31889971000.0,33640258000.0,31069147000.0
2100.0,51424436000.0,32370776000.0,34131696000.0,31323308000.0
