time,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,TAIESM1,IITM-ESM
2043.0,27340308000.0,23683396000.0,22970595000.0,29351133000.0,21716273000.0,24468992000.0,21160382000.0,24650922000.0,46921540000.0
2044.0,26477107000.0,23159937000.0,22276233000.0,27969323000.0,21343790000.0,23851174000.0,20729016000.0,23530168000.0,46839210000.0
2045.0,25924119000.0,22583330000.0,21765693000.0,26832170000.0,20212940000.0,23168084000.0,19448220000.0,22926373000.0,46301930000.0
2046.0,24974199000.0,22636032000.0,21574582000.0,25579303000.0,18829052000.0,22524508000.0,18297012000.0,22455632000.0,45467200000.0
2047.0,24288975000.0,22925136000.0,20867959000.0,24464839000.0,18508022000.0,21558727000.0,18084518000.0,21321765000.0,45114438000.0
2048.0,23460620000.0,22503277000.0,19841800000.0,22941452000.0,17316807000.0,20939977000.0,16275603000.0,19349496000.0,45933530000.0
2049.0,23029512000.0,21733730000.0,19341756000.0,21885151000.0,16862512000.0,19835204000.0,15700584000.0,18725370000.0,45301592000.0
2050.0,23011391000.0,21248526000.0,19054676000.0,21840437000.0,15804000000.0,19427803000.0,15107160000.0,18017487000.0,44931920000.0
2051.0,21613007000.0,20658487000.0,18271775000.0,20904767000.0,15215363000.0,19205521000.0,13736045000.0,17577780000.0,44198883000.0
2052.0,21220602000.0,20623432000.0,18024413000.0,20176978000.0,14315509000.0,18690718000.0,13317938000.0,17011161000.0,43920843000.0
2053.0,20547443000.0,20442032000.0,17562657000.0,19535096000.0,13486349000.0,18838209000.0,12599491000.0,16254746000.0,44202700000.0
2054.0,20384510000.0,19336538000.0,16977164000.0,18768992000.0,13336758000.0,18145160000.0,12155204000.0,15589749000.0,44110330000.0
2055.0,19636455000.0,18520916000.0,16920446000.0,18484752000.0,13431168000.0,17844042000.0,11649068000.0,14853008000.0,43916410000.0
2056.0,19435240000.0,18412513000.0,15898825000.0,18320904000.0,13086194000.0,17318711000.0,11006250000.0,14851083000.0,42988466000.0
2057.0,18962584000.0,18207320000.0,15018982000.0,17665505000.0,12644564000.0,16841491000.0,10755820000.0,14780238000.0,42529026000.0
2058.0,18223590000.0,18118345000.0,14858182000.0,16733345000.0,12161036000.0,16249764000.0,9863421000.0,14119310000.0,42418774000.0
2059.0,17997650000.0,17467505000.0,14275634000.0,15684363000.0,12094336000.0,15580298000.0,9520238000.0,13112286000.0,41169183000.0
2060.0,17931956000.0,17444575000.0,13643310000.0,15429738000.0,11619607000.0,15260086000.0,9044531000.0,12517723000.0,40936882000.0
2061.0,17500776000.0,17395400000.0,13391295000.0,15145900000.0,11287463000.0,15309752000.0,8452546000.0,11706920000.0,41645273000.0
2062.0,17028269000.0,16907863000.0,13067706000.0,14853648000.0,10944044000.0,15304208000.0,7771223600.0,11381239000.0,40535670000.0
2063.0,16957733000.0,16693405000.0,12649247000.0,14848796000.0,10792127000.0,15246889000.0,7637055000.0,11047423000.0,40247247000.0
2064.0,17129742000.0,16178687000.0,12083164000.0,14669276000.0,10356772000.0,15125100000.0,7219491300.0,10466056000.0,39565844000.0
2065.0,16876594000.0,16573021000.0,11627433000.0,14788178000.0,10214757000.0,14679599000.0,6975329000.0,9822875000.0,39453663000.0
2066.0,16170833000.0,16587341000.0,11104989000.0,14904002000.0,9839797000.0,14376199000.0,6886434000.0,9450386000.0,39778520000.0
2067.0,16760039000.0,17152155000.0,10673476000.0,14482782000.0,9702494000.0,14157848000.0,6738936000.0,8997238000.0,38970110000.0
2068.0,16482418000.0,16921890000.0,10424379000.0,14153385000.0,9409808000.0,13883926000.0,6873243000.0,8321241600.0,39153900000.0
2069.0,15845885000.0,16771654000.0,10141581000.0,13775658000.0,9465138000.0,13311722000.0,6718770700.0,8031125500.0,39315837000.0
2070.0,15682729000.0,16710363000.0,9688480000.0,13357357000.0,9312104000.0,13660391000.0,6518830600.0,7386995700.0,38685320000.0
2071.0,14859439000.0,16889665000.0,9458745000.0,12721931000.0,9054597000.0,13748374000.0,6075406000.0,7242214400.0,38008115000.0
2072.0,15018147000.0,16877712000.0,8906029000.0,12438964000.0,9031063000.0,13718488000.0,5962177000.0,7210906000.0,36480344000.0
2073.0,14484940000.0,16224280000.0,8765109000.0,12058663000.0,8809158000.0,13683530000.0,5779351600.0,7011016700.0,37294510000.0
2074.0,14487192000.0,15832864000.0,8505453600.0,11525609000.0,8315570000.0,13771635000.0,5614108700.0,6918835000.0,37244410000.0
2075.0,14589856000.0,15591304000.0,8077761500.0,11495326000.0,8164829700.0,13489772000.0,5617595400.0,6645431300.0,37274042000.0
2076.0,14067578000.0,14989955000.0,7906085400.0,11269420000.0,8102829000.0,13452662000.0,5619489300.0,6407659000.0,36410167000.0
2077.0,13928716000.0,13917740000.0,7522341000.0,10842507000.0,7869337600.0,13089622000.0,5687417000.0,6366102500.0,35110056000.0
2078.0,15381553000.0,13440681000.0,7605696000.0,10367104000.0,7651693000.0,12567898000.0,5422020000.0,5958700000.0,35548730000.0
2079.0,14527915000.0,12685812000.0,7337767400.0,10419873000.0,7507653000.0,12357314000.0,5073603000.0,5753834000.0,35026956000.0
2080.0,14467351000.0,12672596000.0,7072505000.0,10315643000.0,7365845500.0,12345454000.0,4765526000.0,5564112000.0,34407190000.0
2081.0,14043153000.0,12663103000.0,6724227000.0,10041954000.0,7277512000.0,12214531000.0,4675258400.0,5441373700.0,35672957000.0
2082.0,13916814000.0,12140834000.0,6563689000.0,10088229000.0,7106815500.0,12011626000.0,4542829000.0,5412350000.0,34955977000.0
2083.0,13850247000.0,12159071000.0,6359637500.0,9717708000.0,7025125000.0,11634939000.0,4440322600.0,5097621000.0,34974730000.0
2084.0,14067702000.0,11912144000.0,6190831000.0,9260079000.0,7026708000.0,11461171000.0,4291397000.0,4883646000.0,33992985000.0
2085.0,13954162000.0,11069191000.0,6058839000.0,8991708000.0,6842143000.0,11152946000.0,4125923300.0,4556283000.0,34025808000.0
2086.0,13384238000.0,10965933000.0,5843876000.0,8825755000.0,6858880000.0,10871288000.0,3995754200.0,4292386600.0,33013190000.0
2087.0,13497018000.0,10911846000.0,5624053000.0,8668755000.0,6676797000.0,11259652000.0,3887017700.0,4185490200.0,32493836000.0
2088.0,13649786000.0,10863681000.0,5545086000.0,8520602000.0,6647291400.0,11009976000.0,3697701600.0,4192891000.0,32780681000.0
2089.0,13830760000.0,10633281000.0,5343843000.0,8436690000.0,6664123000.0,10843526000.0,3452301000.0,4323761700.0,33479797000.0
2090.0,13897525000.0,10384768000.0,5259035600.0,8273624600.0,6466786000.0,10263025000.0,3325618700.0,4183806200.0,33872898000.0
2091.0,13234142000.0,9977823000.0,5200804400.0,8244794000.0,6342577000.0,10289047000.0,3094725400.0,4148209000.0,33220504000.0
2092.0,13268000000.0,9640818000.0,4869022700.0,7973313500.0,6224746500.0,10163237000.0,2896758500.0,4278318300.0,33077027000.0
2093.0,13104891000.0,9664133000.0,4836874000.0,7816137000.0,6101768700.0,10240880000.0,2742300400.0,4255717400.0,33303878000.0
2094.0,13385318000.0,9635346000.0,4820242000.0,7864552000.0,6084814000.0,10282760000.0,2586034000.0,4109686300.0,33179714000.0
2095.0,13061287000.0,9866772000.0,4502882000.0,7904732700.0,5942817000.0,10465577000.0,2475832300.0,3910358300.0,33517244000.0
2096.0,13453584000.0,9827527000.0,4208480500.0,8119222300.0,5644094500.0,10138400000.0,2543456300.0,3769179000.0,33921960000.0
2097.0,13311254000.0,9932597000.0,4295793700.0,8144244000.0,5836667000.0,9960816000.0,2390284500.0,3682760700.0,33638486000.0
2098.0,13342816000.0,9747009000.0,4337044500.0,8033823000.0,5817449000.0,9872963000.0,2422218200.0,3577463300.0,33690333000.0
2099.0,13628383000.0,9840632000.0,4206317000.0,7764000000.0,5703434000.0,9738438000.0,2409243000.0,3288516900.0,33644857000.0
2100.0,13787760000.0,9714791000.0,4248002800.0,7869447000.0,5739656000.0,9918816000.0,2327981800.0,3013572400.0,33456347000.0
