time,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,TAIESM1,IITM-ESM
2000.0,60881550000.0,60881550000.0,60881550000.0,60881550000.0,60881550000.0,60881550000.0,60881550000.0,60881550000.0,60881550000.0
2001.0,59775930000.0,59775930000.0,59775930000.0,59775930000.0,59775930000.0,59775930000.0,59775930000.0,59775930000.0,59775930000.0
2002.0,59756544000.0,59756544000.0,59756544000.0,59756544000.0,59756544000.0,59756544000.0,59756544000.0,59756544000.0,59756544000.0
2003.0,59852976000.0,59852976000.0,59852976000.0,59852976000.0,59852976000.0,59852976000.0,59852976000.0,59852976000.0,59852976000.0
2004.0,60165902000.0,60165902000.0,60165902000.0,60165902000.0,60165902000.0,60165902000.0,60165902000.0,60165902000.0,60165902000.0
2005.0,60924650000.0,60924650000.0,60924650000.0,60924650000.0,60924650000.0,60924650000.0,60924650000.0,60924650000.0,60924650000.0
2006.0,61707715000.0,61707715000.0,61707715000.0,61707715000.0,61707715000.0,61707715000.0,61707715000.0,61707715000.0,61707715000.0
2007.0,61192530000.0,61192530000.0,61192530000.0,61192530000.0,61192530000.0,61192530000.0,61192530000.0,61192530000.0,61192530000.0
2008.0,60345140000.0,60345140000.0,60345140000.0,60345140000.0,60345140000.0,60345140000.0,60345140000.0,60345140000.0,60345140000.0
2009.0,59844110000.0,59844110000.0,59844110000.0,59844110000.0,59844110000.0,59844110000.0,59844110000.0,59844110000.0,59844110000.0
2010.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0
2011.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0
2012.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0
2013.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0
2014.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0
2015.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0
2016.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0
2017.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0
2018.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0
2019.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0
2020.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0
2021.0,45544670000.0,46205362000.0,46748447000.0,46010655000.0,46061707000.0,47068484000.0,46279377000.0,46220853000.0,47527186000.0
2022.0,44846227000.0,43789177000.0,46258530000.0,43554540000.0,44574458000.0,45211040000.0,44739350000.0,45794360000.0,47266550000.0
2023.0,44817682000.0,42554696000.0,44261704000.0,43723174000.0,42980086000.0,42637940000.0,42417940000.0,44944060000.0,47674614000.0
2024.0,43475124000.0,40169230000.0,42285765000.0,42571150000.0,41316440000.0,41792150000.0,43094180000.0,42280153000.0,47248597000.0
2025.0,43616930000.0,38330080000.0,41103995000.0,42546463000.0,39456895000.0,39856590000.0,43036660000.0,40802280000.0,47910120000.0
2026.0,43838874000.0,37693215000.0,39200400000.0,42526204000.0,38096753000.0,38727630000.0,42255155000.0,39396844000.0,48352880000.0
2027.0,41894384000.0,37410808000.0,38482710000.0,41456742000.0,37472403000.0,37641994000.0,41052100000.0,38358020000.0,49555018000.0
2028.0,40176374000.0,35881394000.0,36628214000.0,41255080000.0,36820062000.0,36851130000.0,38124780000.0,36123927000.0,47931890000.0
2029.0,40326790000.0,34211088000.0,35555200000.0,40213193000.0,36871610000.0,36036542000.0,37317820000.0,35540627000.0,47607940000.0
2030.0,39512285000.0,33461629000.0,34457290000.0,40303010000.0,35649126000.0,35506446000.0,36333134000.0,35004924000.0,47029957000.0
2031.0,39057560000.0,32652186000.0,33942915000.0,38662717000.0,34419188000.0,34541867000.0,35554193000.0,33329986000.0,47821017000.0
2032.0,37738828000.0,31314913000.0,33914049000.0,38262157000.0,33292034000.0,33912814000.0,34209462000.0,32129102000.0,48375990000.0
2033.0,36747715000.0,30285328000.0,32516876000.0,37585146000.0,31939842000.0,32445479000.0,33195940000.0,30868218000.0,49210204000.0
2034.0,34655203000.0,29594167000.0,31593048000.0,37825528000.0,31752350000.0,32289698000.0,31164086000.0,30774063000.0,48783983000.0
2035.0,33166135000.0,30027614000.0,31863360000.0,36383860000.0,30249480000.0,31947610000.0,29887121000.0,29336500000.0,49674670000.0
2036.0,32032094000.0,29076540000.0,30317294000.0,35654810000.0,28664033000.0,31527346000.0,29490123000.0,27953908000.0,49888084000.0
2037.0,30770862000.0,28432992000.0,29109168000.0,35662373000.0,27736730000.0,30406087000.0,27957110000.0,27555897000.0,48039006000.0
2038.0,30343655000.0,27780008000.0,28764443000.0,34361713000.0,27290726000.0,28720853000.0,27296119000.0,26131243000.0,47535956000.0
2039.0,29949050000.0,27006695000.0,27579728000.0,32795130000.0,25322140000.0,27937200000.0,25282873000.0,26604167000.0,47178113000.0
2040.0,28902818000.0,25557066000.0,26607256000.0,32260780000.0,24497033000.0,26586536000.0,23654937000.0,26126426000.0,47077954000.0
2041.0,28490777000.0,25019214000.0,25322113000.0,31769653000.0,23539423000.0,25514959000.0,23235201000.0,25488486000.0,47255770000.0
2042.0,27266247000.0,24642546000.0,23512842000.0,30188950000.0,22117951000.0,24456636000.0,22306101000.0,24725301000.0,46852340000.0
