time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,60881550000.0,60881550000.0
2001.0,59775930000.0,59775930000.0
2002.0,59756544000.0,59756544000.0
2003.0,59852976000.0,59852976000.0
2004.0,60165902000.0,60165902000.0
2005.0,60924650000.0,60924650000.0
2006.0,61707715000.0,61707715000.0
2007.0,61192530000.0,61192530000.0
2008.0,60345140000.0,60345140000.0
2009.0,59844110000.0,59844110000.0
2010.0,60465648000.0,60465648000.0
2011.0,58547806000.0,58547806000.0
2012.0,57790243000.0,57790243000.0
2013.0,56235600000.0,56235600000.0
2014.0,55737490000.0,55737490000.0
2015.0,54232060000.0,54232060000.0
2016.0,52593234000.0,52593234000.0
2017.0,52103602000.0,52103602000.0
2018.0,50844090000.0,50844090000.0
2019.0,49261765000.0,49261765000.0
2020.0,47723913000.0,47723913000.0
2021.0,46103160000.0,45089554000.0
2022.0,44523140000.0,44256432000.0
2023.0,43228570000.0,42887975000.0
2024.0,41637335000.0,41460270000.0
2025.0,40808910000.0,40622445000.0
2026.0,38898140000.0,39215698000.0
2027.0,36899226000.0,37755085000.0
2028.0,35941646000.0,37763450000.0
2029.0,35482770000.0,35436802000.0
2030.0,35723063000.0,34226874000.0
2031.0,35802370000.0,32996490000.0
2032.0,35224097000.0,31743345000.0
2033.0,33807368000.0,31562758000.0
2034.0,32867412000.0,31350985000.0
2035.0,31232106000.0,30030168000.0
2036.0,30282770000.0,28194298000.0
2037.0,29943626000.0,27041563000.0
2038.0,29720404000.0,26500114000.0
2039.0,28742849000.0,25927907000.0
2040.0,27028021000.0,26554065000.0
2041.0,25661802000.0,25316602000.0
2042.0,25437700000.0,25458815000.0
2043.0,25773700000.0,24957098000.0
2044.0,24971655000.0,23828031000.0
2045.0,23828849000.0,23333685000.0
2046.0,22846410000.0,23071191000.0
2047.0,22474200000.0,22350800000.0
2048.0,22253425000.0,21611610000.0
2049.0,21300267000.0,20977700000.0
2050.0,20678260000.0,20642732000.0
2051.0,19935812000.0,20204690000.0
2052.0,18835382000.0,20192969000.0
2053.0,17609783000.0,19473996000.0
2054.0,17258641000.0,18684647000.0
2055.0,16436464000.0,18566984000.0
2056.0,15773019000.0,17950670000.0
2057.0,15328173000.0,17828258000.0
2058.0,14888378000.0,17076020000.0
2059.0,14314379000.0,16228377000.0
2060.0,13794595000.0,16012729000.0
2061.0,13585620000.0,15450879000.0
2062.0,13161120000.0,14969906000.0
2063.0,12849022000.0,14664656000.0
2064.0,12136076000.0,14298346000.0
2065.0,11157817000.0,14264930000.0
2066.0,10777844000.0,13978331000.0
2067.0,10426685000.0,13770511000.0
2068.0,9997247000.0,13608760000.0
2069.0,9861034000.0,13302109000.0
2070.0,9244654000.0,12904285000.0
2071.0,9056110000.0,13168254000.0
2072.0,9080616000.0,13227600000.0
2073.0,8848555000.0,12703689000.0
2074.0,8642678000.0,12729051000.0
2075.0,8386451500.0,12565266000.0
2076.0,8048070000.0,11836308000.0
2077.0,7833535000.0,11505993000.0
2078.0,7644388000.0,11097859000.0
2079.0,7260263400.0,11226144000.0
2080.0,6959453700.0,11103981000.0
2081.0,6722220500.0,10660423000.0
2082.0,6735790600.0,10501351000.0
2083.0,6579281000.0,10105465000.0
2084.0,6373748000.0,10050426000.0
2085.0,5999488500.0,9985566000.0
2086.0,5764662000.0,9670949000.0
2087.0,5613991000.0,9390639000.0
2088.0,5282489300.0,8874766000.0
2089.0,4970438700.0,8739455000.0
2090.0,4756294000.0,8598630000.0
2091.0,4503089000.0,8684761000.0
2092.0,4395575000.0,8499203000.0
2093.0,4214891000.0,8301232600.0
2094.0,4099380700.0,7908953600.0
2095.0,3897026800.0,7833122300.0
2096.0,3821318000.0,7653383700.0
2097.0,3565298400.0,7610404400.0
2098.0,3480083700.0,7580359000.0
2099.0,3316483600.0,7292342300.0
2100.0,3189422000.0,7065958400.0
