time,CESM2-WACCM,IPSL-CM6A-LR,CNRM-CM6-1,GFDL-ESM4,MPI-ESM1-2-HR,EC-EARTH3,IITM-ESM,CANESM5,TAIESM1,MIROC6,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,KACE-1-0-G
2010.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0
2011.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0
2012.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0
2013.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0
2014.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0
2015.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0
2016.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0
2017.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0
2018.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0
2019.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0
2020.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0
2021.0,46125396000.0,46237123000.0,46711464000.0,45553828000.0,45717070000.0,46511070000.0,47333626000.0,45200753000.0,47463342000.0,47819497000.0,44642110000.0,46335287000.0,46785580000.0,46573654000.0
2022.0,45867033000.0,45124764000.0,46272983000.0,44020855000.0,45679150000.0,46568485000.0,48633012000.0,43577266000.0,46463340000.0,46627308000.0,44207210000.0,45031670000.0,45153700000.0,44688433000.0
2023.0,44268110000.0,42950738000.0,45825670000.0,42088770000.0,43901080000.0,45651810000.0,49295500000.0,43414140000.0,44834046000.0,45395546000.0,43146494000.0,43924783000.0,44298690000.0,43220996000.0
2024.0,44290570000.0,41931022000.0,45816160000.0,41137345000.0,43004068000.0,45465320000.0,49667305000.0,42064286000.0,42868388000.0,44351377000.0,43056173000.0,42163940000.0,44121686000.0,41703817000.0
2025.0,44120280000.0,41165025000.0,43896970000.0,40444370000.0,42663784000.0,44467896000.0,49896874000.0,40227107000.0,41352626000.0,42941850000.0,42345796000.0,42208117000.0,42879816000.0,40033170000.0
2026.0,43336753000.0,38805365000.0,42098580000.0,38060330000.0,40906555000.0,41137422000.0,49317474000.0,39166480000.0,40424810000.0,42104545000.0,40524325000.0,40033735000.0,43101140000.0,38977835000.0
2027.0,41678057000.0,37604070000.0,39971430000.0,36949176000.0,38523822000.0,38140800000.0,48047150000.0,39189295000.0,38904960000.0,42023340000.0,39174460000.0,38449705000.0,42445185000.0,36257653000.0
2028.0,40358580000.0,37066756000.0,38418790000.0,36439150000.0,37074694000.0,36949210000.0,47309054000.0,37461480000.0,37497987000.0,39056590000.0,37694722000.0,37818270000.0,41018036000.0,35507800000.0
2029.0,40047165000.0,36145336000.0,36346266000.0,35465363000.0,37102900000.0,36034867000.0,46925560000.0,36591570000.0,36222620000.0,36911190000.0,36141940000.0,37776323000.0,41187803000.0,34996330000.0
2030.0,40174612000.0,35621544000.0,35474760000.0,35438810000.0,34625220000.0,33270034000.0,46723160000.0,35367480000.0,34646307000.0,35678370000.0,36561056000.0,37259076000.0,40079790000.0,33456753000.0
2031.0,38699282000.0,35256373000.0,34215160000.0,34655430000.0,32926263000.0,31003181000.0,45848715000.0,33789956000.0,32089975000.0,35522190000.0,35011592000.0,35522314000.0,39715410000.0,31546262000.0
2032.0,37736497000.0,34288170000.0,33405467000.0,33958550000.0,31656395000.0,29505840000.0,45371660000.0,33979724000.0,31093864000.0,34203590000.0,33678903000.0,34165395000.0,39647120000.0,29864968000.0
2033.0,37328245000.0,33535216000.0,33117557000.0,32729137000.0,31322923000.0,29044238000.0,45782864000.0,32684816000.0,29061011000.0,31917758000.0,32697504000.0,32642503000.0,38856454000.0,28558096000.0
2034.0,35949770000.0,33086495000.0,31612584000.0,31959978000.0,30721808000.0,29061386000.0,45315090000.0,31810523000.0,27358636000.0,31173323000.0,31246987000.0,31866728000.0,37686520000.0,27271434000.0
2035.0,34727430000.0,32548130000.0,31300514000.0,29907458000.0,29867008000.0,28382745000.0,45152340000.0,31211720000.0,25392486000.0,30377486000.0,29948015000.0,31564570000.0,36642288000.0,26650755000.0
2036.0,34138057000.0,31118408000.0,30742485000.0,29991688000.0,29883660000.0,27900918000.0,46468583000.0,30230650000.0,24138990000.0,29465029000.0,28257616000.0,30281757000.0,35784483000.0,24799150000.0
2037.0,33418115000.0,29892465000.0,30733445000.0,29719726000.0,29132823000.0,27515505000.0,46692210000.0,29503984000.0,23205286000.0,28754135000.0,27683926000.0,29661993000.0,34836697000.0,24669882000.0
2038.0,32306862000.0,29602791000.0,31173356000.0,29101523000.0,29322883000.0,26221588000.0,46152990000.0,28433345000.0,22824606000.0,28315531000.0,26775724000.0,28810613000.0,33231710000.0,23036867000.0
2039.0,30440390000.0,28558535000.0,30760493000.0,28359238000.0,28702398000.0,24475202000.0,45739057000.0,27505720000.0,20788453000.0,27317322000.0,26055209000.0,28866875000.0,31983028000.0,21672638000.0
2040.0,29876345000.0,27993889000.0,30649637000.0,27461330000.0,28381932000.0,23887747000.0,46405546000.0,27919210000.0,19173920000.0,25758577000.0,25739315000.0,28463942000.0,31292890000.0,21280910000.0
2041.0,29376985000.0,27300088000.0,29465614000.0,26981590000.0,28268320000.0,23274370000.0,45191414000.0,27084007000.0,18580402000.0,24809780000.0,24663466000.0,28443558000.0,31082240000.0,20917387000.0
2042.0,28641841000.0,26381361000.0,28891951000.0,26712644000.0,27886166000.0,22943023000.0,46309114000.0,26699737000.0,17850896000.0,23680164000.0,24193686000.0,27429976000.0,30872030000.0,20150954000.0
2043.0,27630120000.0,26156986000.0,27338988000.0,27000482000.0,28080073000.0,21710449000.0,46725255000.0,25876718000.0,17622475000.0,22732182000.0,23433624000.0,26560264000.0,30318981000.0,19534967000.0
2044.0,26864337000.0,24924680000.0,27105604000.0,27119845000.0,27596536000.0,20610462000.0,45683810000.0,25347160000.0,16533748000.0,22599098000.0,22707028000.0,25751568000.0,29720520000.0,19412894000.0
2045.0,26179336000.0,24990464000.0,26692899000.0,26196374000.0,27873225000.0,20543638000.0,44953874000.0,25293007000.0,15953267000.0,21946055000.0,21547220000.0,25314159000.0,29630564000.0,18670348000.0
2046.0,24922687000.0,23758643000.0,25620060000.0,25736570000.0,28208785000.0,20065587000.0,46353350000.0,24044160000.0,15434827000.0,21938096000.0,21238990000.0,25121427000.0,28746576000.0,18796591000.0
2047.0,24279562000.0,23220574000.0,24455981000.0,25946253000.0,27799330000.0,19831312000.0,46881165000.0,22110548000.0,14680840000.0,21690255000.0,21167241000.0,24587354000.0,28444508000.0,17915950000.0
2048.0,23315425000.0,22803640000.0,23737412000.0,26084807000.0,27111846000.0,19737766000.0,46087160000.0,21560766000.0,13550642000.0,20776708000.0,21387830000.0,23438422000.0,28582762000.0,18030846000.0
2049.0,22907927000.0,22395787000.0,23578200000.0,26128966000.0,26232791000.0,19631763000.0,46231360000.0,20829174000.0,12803490000.0,19565527000.0,20365110000.0,23587555000.0,28317962000.0,17296499000.0
2050.0,22100425000.0,21554272000.0,23805927000.0,25594083000.0,25187187000.0,18909348000.0,46432915000.0,20867703000.0,12315481000.0,18784106000.0,19245750000.0,23855448000.0,28040518000.0,16684947000.0
2051.0,21316456000.0,21113428000.0,23103500000.0,25303510000.0,24245643000.0,18686065000.0,46996894000.0,19437945000.0,12244463000.0,19417924000.0,18684477000.0,23877882000.0,28092953000.0,16141285000.0
2052.0,20289780000.0,20575074000.0,22430204000.0,25239034000.0,24105535000.0,18415960000.0,48163537000.0,18410367000.0,11798040000.0,19106214000.0,17751478000.0,24092730000.0,28026526000.0,15711901000.0
2053.0,19547881000.0,20010914000.0,21311367000.0,24463309000.0,23926172000.0,17740034000.0,48498782000.0,17351774000.0,11665260000.0,19262700000.0,16847075000.0,24570866000.0,28062327000.0,15295334000.0
2054.0,18763800000.0,20356487000.0,21390560000.0,24057186000.0,23468382000.0,17664289000.0,47684026000.0,16625348000.0,11410061000.0,18866807000.0,16078182000.0,23887153000.0,27787690000.0,14846198000.0
2055.0,18424742000.0,19912884000.0,21065673000.0,23726750000.0,23992810000.0,17457558000.0,47198810000.0,15849442000.0,11509729000.0,18345144000.0,15163280000.0,23553114000.0,27220105000.0,14388467000.0
2056.0,18052964000.0,20411652000.0,21472070000.0,23316021000.0,24220510000.0,17274018000.0,47243210000.0,15309489000.0,11827254000.0,17572868000.0,14557081000.0,23624757000.0,27148010000.0,14647995000.0
2057.0,18072345000.0,20019845000.0,21640808000.0,22293637000.0,23462287000.0,17091065000.0,47705040000.0,15365537000.0,11984317000.0,17120567000.0,14251852000.0,23392625000.0,27283070000.0,14247004000.0
2058.0,17922812000.0,20035138000.0,21233530000.0,21585603000.0,22785755000.0,17175762000.0,48174035000.0,15625319000.0,12303898000.0,16620429000.0,13346997000.0,22879887000.0,26696886000.0,14215550000.0
2059.0,17739030000.0,19323271000.0,21533575000.0,21162437000.0,22745412000.0,16933454000.0,48701907000.0,15211485000.0,12269540000.0,15860211000.0,12245221000.0,21965984000.0,26472337000.0,13986862000.0
2060.0,17115776000.0,19072944000.0,21157874000.0,21023280000.0,23190084000.0,17018242000.0,48260674000.0,14139394000.0,12047500000.0,14789766000.0,11609709000.0,21140951000.0,26060456000.0,13810684000.0
2061.0,16896101000.0,18147717000.0,21500226000.0,20909599000.0,23394950000.0,17251643000.0,47144370000.0,13657228000.0,12022430000.0,14599635000.0,11543650000.0,21209070000.0,26215090000.0,13914936000.0
2062.0,17072772000.0,17915468000.0,21314697000.0,20613595000.0,23583290000.0,16954372000.0,47156818000.0,13322997000.0,12138917000.0,14607047000.0,10856744000.0,21170026000.0,25779704000.0,13812807000.0
2063.0,16245924000.0,17471990000.0,21759762000.0,21010682000.0,23482480000.0,17075025000.0,46913700000.0,12671134000.0,12063720000.0,14482253000.0,10501408000.0,20669626000.0,25420616000.0,13580665000.0
2064.0,16160223000.0,16970784000.0,21387563000.0,20329010000.0,24206010000.0,17031626000.0,46885695000.0,13075606000.0,11787637000.0,13910767000.0,9942517000.0,19839816000.0,25013850000.0,13661561000.0
2065.0,15809731000.0,16264998000.0,20911978000.0,19736564000.0,23732010000.0,17361754000.0,47611503000.0,13454226000.0,11310022000.0,13138575000.0,9554051000.0,20151284000.0,25172937000.0,13343173000.0
2066.0,15915182000.0,16041824000.0,20879278000.0,19695270000.0,23449457000.0,16903092000.0,46299990000.0,13434120000.0,11339222000.0,12999972000.0,8934987000.0,20009900000.0,25657504000.0,13124158000.0
2067.0,15765209000.0,15578756000.0,21274606000.0,20137160000.0,23921512000.0,16386947000.0,46005630000.0,12873197000.0,10717281000.0,12741317000.0,8686849000.0,19912466000.0,25785582000.0,13030981000.0
2068.0,16049861000.0,15139817000.0,20884525000.0,20311628000.0,25365162000.0,16597337000.0,45259140000.0,12717844000.0,10025556000.0,12284320000.0,8547705000.0,19838280000.0,25286013000.0,13395532000.0
2069.0,15911973000.0,14924057000.0,20238432000.0,20509546000.0,25161327000.0,16740883000.0,45290885000.0,12155637000.0,9613335000.0,11780964000.0,8211263000.0,19522193000.0,24934326000.0,13162927000.0
2070.0,15823615000.0,14749280000.0,19046580000.0,20615991000.0,24845849000.0,16699310000.0,44613276000.0,12311440000.0,9246450000.0,11252098000.0,8007675000.0,19595647000.0,24943400000.0,13421377000.0
2071.0,15440027000.0,14921872000.0,18962825000.0,20673735000.0,24700312000.0,16742614000.0,45973910000.0,12525827000.0,8895166000.0,10579655000.0,8221392000.0,19026645000.0,25184872000.0,13253016000.0
2072.0,14934074000.0,14576558000.0,18917251000.0,20933770000.0,24352635000.0,16819252000.0,46427193000.0,12597565000.0,8675354000.0,10366442000.0,8086224000.0,18884911000.0,24813849000.0,12970355000.0
2073.0,14723816000.0,14404088000.0,18422665000.0,20996608000.0,23517196000.0,16307467000.0,46980526000.0,12004921000.0,8360955400.0,10557368000.0,7752942600.0,18359930000.0,24396003000.0,12790800000.0
2074.0,14680914000.0,13990756000.0,18058371000.0,21315717000.0,23371800000.0,15873238000.0,47449080000.0,11906553000.0,8057850000.0,10340934000.0,7674999300.0,18568500000.0,24462674000.0,12708376000.0
2075.0,14541130000.0,13515083000.0,18182169000.0,21621740000.0,22909145000.0,15970944000.0,47118127000.0,11570757000.0,7893586400.0,10065878000.0,7527798000.0,18866311000.0,24162398000.0,12522649000.0
2076.0,15009482000.0,13484365000.0,17846410000.0,21154273000.0,22737211000.0,16274209000.0,46743134000.0,11385041000.0,7786330000.0,9829945000.0,7567512600.0,19669598000.0,23755594000.0,12842876000.0
2077.0,15023387000.0,13561704000.0,18032091000.0,20831285000.0,22759862000.0,16550966000.0,44815364000.0,11079970000.0,8105055000.0,9381375000.0,7397604000.0,19223378000.0,23164290000.0,12528798000.0
2078.0,15098332000.0,13905245000.0,18226430000.0,20260878000.0,22916463000.0,16420300000.0,45119160000.0,10704506000.0,8071753000.0,9236480000.0,7297424000.0,19037006000.0,23047805000.0,12469745000.0
2079.0,14592546000.0,13548747000.0,17577339000.0,20648528000.0,22712111000.0,16385964000.0,45918460000.0,10953383000.0,8317729300.0,9387058000.0,7315201500.0,19370210000.0,22549588000.0,12070456000.0
2080.0,14486392000.0,12761619000.0,17130018000.0,20788963000.0,22405941000.0,16494915000.0,45846913000.0,10614008000.0,8235886000.0,9061006000.0,7484501000.0,19611103000.0,22669273000.0,11839075000.0
2081.0,14927925000.0,12641696000.0,16868004000.0,20732002000.0,22287580000.0,16730417000.0,46614710000.0,10826160000.0,8440339000.0,8553432000.0,7518103000.0,19211385000.0,23186620000.0,11811289000.0
2082.0,14918939000.0,12317351000.0,16866443000.0,20885453000.0,22150812000.0,17396376000.0,45560290000.0,10654998000.0,8328271000.0,8627182000.0,7613858300.0,19163572000.0,22231781000.0,11794503000.0
2083.0,14869683000.0,12168110000.0,16902705000.0,20703244000.0,21783020000.0,17021223000.0,46944203000.0,10819633000.0,8647845000.0,9036636000.0,7448493600.0,19379421000.0,21980254000.0,11840568000.0
2084.0,14583658000.0,12008451000.0,17084092000.0,20630670000.0,21632540000.0,17128466000.0,46835090000.0,10982133000.0,8655923000.0,9068667000.0,7509812700.0,19089400000.0,22064079000.0,11902588000.0
2085.0,14439100000.0,11778279000.0,17172690000.0,20526768000.0,21549322000.0,16704187000.0,46670574000.0,10871156000.0,8557984300.0,8806699000.0,7281567000.0,19349758000.0,21943366000.0,11909222000.0
2086.0,14526227000.0,11974066000.0,17677406000.0,20009820000.0,21405133000.0,16299428000.0,46594840000.0,11259429000.0,8573780500.0,9013198000.0,7222985700.0,19546305000.0,21757833000.0,11917179000.0
2087.0,14507050000.0,12187986000.0,17778442000.0,19943436000.0,20739715000.0,16364046000.0,46680130000.0,11937508000.0,8178312000.0,9106640000.0,7200623000.0,19552565000.0,20960969000.0,11422694000.0
2088.0,14377743000.0,12363370000.0,17719590000.0,19975328000.0,20425175000.0,16404860000.0,47013780000.0,11902076000.0,7714953000.0,9284148000.0,6803630600.0,19764130000.0,21059420000.0,11174454000.0
2089.0,14666712000.0,12759713000.0,17789168000.0,19809487000.0,20163543000.0,16408021000.0,47038566000.0,12016782000.0,7669750300.0,8998055000.0,6544403000.0,19903394000.0,20578447000.0,10996999000.0
2090.0,14389876000.0,12641521000.0,17235810000.0,19634800000.0,20303188000.0,16402761000.0,46574846000.0,12590903000.0,7582067700.0,9111481000.0,7043574000.0,20521132000.0,20195613000.0,11089754000.0
2091.0,14349716000.0,12665265000.0,17337133000.0,19432253000.0,20423598000.0,16852401000.0,45836296000.0,12902451000.0,7852855300.0,9293081000.0,7154618400.0,21043400000.0,20780198000.0,11000150000.0
2092.0,14425685000.0,12633251000.0,17840941000.0,19193799000.0,20095197000.0,16908948000.0,44066517000.0,12656300000.0,7577914000.0,9410168000.0,7100585500.0,21506190000.0,20484764000.0,10897122000.0
2093.0,14299397000.0,12510716000.0,17727347000.0,18836259000.0,19922948000.0,16874786000.0,44191980000.0,12728065000.0,7518157000.0,9568605000.0,7212293600.0,21540407000.0,20268580000.0,11109572000.0
2094.0,14652204000.0,12261219000.0,17940476000.0,18972803000.0,19601084000.0,16932543000.0,44987300000.0,12915808000.0,7285541400.0,9844639000.0,7336057000.0,21432922000.0,20800369000.0,11207618000.0
2095.0,14841548000.0,12297540000.0,17809244000.0,19458404000.0,19720040000.0,17122468000.0,45873840000.0,13058382000.0,7110596000.0,10056118000.0,7500993500.0,21514020000.0,21304812000.0,11338505000.0
2096.0,14696484000.0,12305967000.0,17862881000.0,20415566000.0,19816464000.0,17212557000.0,46217960000.0,13118432000.0,7498503700.0,10118950000.0,7549231600.0,21398036000.0,20913547000.0,11514276000.0
2097.0,14445470000.0,12153501000.0,17874220000.0,20716670000.0,19339401000.0,16801665000.0,46310486000.0,12917214000.0,7529460000.0,9716428000.0,7638223400.0,21477800000.0,20506388000.0,11430425000.0
2098.0,14515641000.0,11919688000.0,17894527000.0,21030095000.0,19220797000.0,17096282000.0,46354880000.0,12683648000.0,7382080500.0,9469690000.0,7550577000.0,21973189000.0,20483643000.0,11270090000.0
2099.0,14984285000.0,12409694000.0,18453162000.0,20361420000.0,20043297000.0,17277772000.0,45763040000.0,12303332000.0,7393594000.0,9450459000.0,7636267500.0,22250232000.0,20641536000.0,10810998000.0
2100.0,15216039000.0,12330070000.0,18423716000.0,19717782000.0,19986526000.0,17553250000.0,45863440000.0,12083175000.0,7309726000.0,9673217000.0,7578196500.0,22009289000.0,20501320000.0,10684919000.0
