time,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M,GFDL-CM3,CCSM4,CNRM-CM5,GISS-E2-R,CANESM2,CSIRO-MK3-6-0,IPSL-CM5A-LR
2026.0,7211834700000.0,7154504000000.0,7216083500000.0,7193155000000.0,7177908000000.0,7208454000000.0,7236172000000.0,7200335000000.0,7185982600000.0,7132362600000.0
2027.0,7172260000000.0,7131932700000.0,7181299600000.0,7155626000000.0,7159611000000.0,7194401600000.0,7220544700000.0,7188245400000.0,7178254500000.0,7109757400000.0
2028.0,7163727600000.0,7105691000000.0,7159112300000.0,7117101600000.0,7148922700000.0,7166157700000.0,7197022500000.0,7160986000000.0,7157216000000.0,7079633000000.0
2029.0,7151780000000.0,7080321000000.0,7137497000000.0,7084821700000.0,7126476400000.0,7148460300000.0,7152008000000.0,7146668000000.0,7135204000000.0,7048179000000.0
2030.0,7108431000000.0,7043785700000.0,7121171600000.0,7044030000000.0,7108007000000.0,7121354000000.0,7152332700000.0,7144450600000.0,7104508000000.0,7013383000000.0
2031.0,7053711500000.0,7015716400000.0,7107141700000.0,7018448000000.0,7087199000000.0,7093995700000.0,7136031000000.0,7102019400000.0,7083705000000.0,6945076000000.0
2032.0,7018934000000.0,7002937400000.0,7100311300000.0,6994462000000.0,7053024700000.0,7034274600000.0,7099006300000.0,7077694500000.0,7069788000000.0,6886609400000.0
2033.0,6999731300000.0,6978006000000.0,7065161400000.0,6964508600000.0,7034866500000.0,6991883000000.0,7077020000000.0,7046788300000.0,7056950000000.0,6831802400000.0
2034.0,6977543500000.0,6945539000000.0,7014929400000.0,6927762300000.0,7016928500000.0,6954425000000.0,7065352300000.0,7001571600000.0,7035770000000.0,6778745500000.0
2035.0,6935050000000.0,6905600000000.0,6977054300000.0,6885597000000.0,6993686000000.0,6879676700000.0,7047468000000.0,6973368000000.0,7027893500000.0,6724414600000.0
2036.0,6880920300000.0,6885835500000.0,6917369400000.0,6863810000000.0,6953287000000.0,6818729000000.0,7023028600000.0,6943744700000.0,6995691700000.0,6661762000000.0
2037.0,6848365000000.0,6854942400000.0,6854157500000.0,6818460300000.0,6935796000000.0,6761133600000.0,6995926000000.0,6893571400000.0,6966639000000.0,6601451000000.0
2038.0,6822656000000.0,6813837000000.0,6791554000000.0,6787799000000.0,6919080600000.0,6672341300000.0,6980100400000.0,6855314000000.0,6957663000000.0,6544058000000.0
2039.0,6790606500000.0,6783922300000.0,6750876500000.0,6730282000000.0,6888175000000.0,6604043000000.0,6939085400000.0,6823810000000.0,6926419600000.0,6489648000000.0
2040.0,6772271000000.0,6730702000000.0,6708024300000.0,6684647400000.0,6882773000000.0,6553953400000.0,6920516000000.0,6791212000000.0,6899346000000.0,6430362400000.0
2041.0,6746732000000.0,6684604000000.0,6666647000000.0,6653490500000.0,6870493000000.0,6488105000000.0,6910564600000.0,6769626000000.0,6857905000000.0,6412583000000.0
2042.0,6711748000000.0,6631890000000.0,6604303000000.0,6600551000000.0,6855411000000.0,6402703000000.0,6873318700000.0,6699864000000.0,6835329300000.0,6369664600000.0
2043.0,6705519000000.0,6590762600000.0,6558852000000.0,6554163600000.0,6826634000000.0,6340903700000.0,6836217000000.0,6660774400000.0,6817793000000.0,6304030500000.0
2044.0,6685203600000.0,6532295000000.0,6504618400000.0,6497547300000.0,6795957000000.0,6275343600000.0,6828052700000.0,6626460000000.0,6790851000000.0,6226786000000.0
2045.0,6656056000000.0,6490319500000.0,6436540600000.0,6447380300000.0,6773519400000.0,6189569500000.0,6814144000000.0,6581597000000.0,6750361600000.0,6152396500000.0
2046.0,6631960600000.0,6445826300000.0,6370330000000.0,6403531000000.0,6745897300000.0,6083979000000.0,6776349500000.0,6540967300000.0,6726377500000.0,6036193300000.0
2047.0,6620606600000.0,6406309700000.0,6287358700000.0,6360144000000.0,6722202600000.0,6017598000000.0,6743060000000.0,6470693300000.0,6680151000000.0,5939103000000.0
2048.0,6574825000000.0,6370408000000.0,6211980000000.0,6305440300000.0,6678331000000.0,5950248300000.0,6687174400000.0,6406336400000.0,6625089000000.0,5827702000000.0
2049.0,6552930000000.0,6331670000000.0,6141162600000.0,6247694000000.0,6645687500000.0,5861197500000.0,6657765500000.0,6334237000000.0,6594469000000.0,5702040400000.0
2050.0,6516957000000.0,6257496300000.0,6079718000000.0,6186631400000.0,6627921500000.0,5776602600000.0,6611550600000.0,6277541000000.0,6555391000000.0,5597995500000.0
2051.0,6471675000000.0,6190355000000.0,6020024000000.0,6132146400000.0,6593753600000.0,5691586000000.0,6576144000000.0,6223581700000.0,6522730400000.0,5468575500000.0
2052.0,6417618000000.0,6143637000000.0,5953295000000.0,6083539600000.0,6521141000000.0,5563450700000.0,6542757000000.0,6140537000000.0,6478412000000.0,5339211600000.0
2053.0,6359391000000.0,6100602600000.0,5911151000000.0,6019597000000.0,6490352500000.0,5472742000000.0,6521446500000.0,6106209000000.0,6425258000000.0,5206933000000.0
2054.0,6292199400000.0,6049335000000.0,5833642000000.0,5959460600000.0,6428339700000.0,5380728400000.0,6488073000000.0,6053615000000.0,6391781700000.0,5035890600000.0
2055.0,6239977700000.0,5999001000000.0,5755447000000.0,5915877000000.0,6385029000000.0,5258167000000.0,6453297400000.0,6012181000000.0,6362190000000.0,4908910600000.0
2056.0,6174963400000.0,5925712000000.0,5697491000000.0,5868366000000.0,6363232000000.0,5179150700000.0,6421109300000.0,5961835000000.0,6327912000000.0,4800897400000.0
2057.0,6111611600000.0,5858899000000.0,5631923700000.0,5796209400000.0,6305811500000.0,5045884000000.0,6374286000000.0,5903797000000.0,6295171000000.0,4654754700000.0
2058.0,6048053000000.0,5813196000000.0,5571486400000.0,5729827700000.0,6243633000000.0,4929729600000.0,6317135600000.0,5852618000000.0,6253346000000.0,4503393000000.0
2059.0,5982613700000.0,5759065000000.0,5519053400000.0,5653210300000.0,6179588000000.0,4781247600000.0,6273566000000.0,5812968000000.0,6224745000000.0,4333946000000.0
2060.0,5913120300000.0,5710801300000.0,5444479000000.0,5565694600000.0,6116443400000.0,4625860700000.0,6231768400000.0,5752562400000.0,6177531400000.0,4172453800000.0
2061.0,5859848000000.0,5652713300000.0,5353084000000.0,5492741000000.0,6080985000000.0,4486677000000.0,6189619300000.0,5694935000000.0,6144026000000.0,4027364100000.0
2062.0,5769703500000.0,5585124000000.0,5315225000000.0,5402427000000.0,6036056000000.0,4363454800000.0,6144654300000.0,5646182000000.0,6060224500000.0,3889500000000.0
2063.0,5690543000000.0,5528865500000.0,5211007500000.0,5306120000000.0,5988688000000.0,4232667500000.0,6083326000000.0,5576234000000.0,6024583000000.0,3756257000000.0
2064.0,5623805000000.0,5469872000000.0,5104216300000.0,5197062500000.0,5928549600000.0,4087404300000.0,6042381500000.0,5502090000000.0,5973044000000.0,3575985700000.0
2065.0,5543762000000.0,5410162500000.0,5025611400000.0,5116246600000.0,5872807300000.0,3937687800000.0,6004064000000.0,5437703000000.0,5913970700000.0,3438823600000.0
2066.0,5492886000000.0,5353207500000.0,4927146000000.0,5056252000000.0,5811953700000.0,3826632000000.0,5977846000000.0,5351433300000.0,5832604000000.0,3301655200000.0
2067.0,5430767000000.0,5297586000000.0,4866569000000.0,4968936000000.0,5741164400000.0,3699030000000.0,5950538000000.0,5262290000000.0,5781183300000.0,3145208400000.0
2068.0,5373559000000.0,5244371600000.0,4787362000000.0,4888684700000.0,5677839000000.0,3579157200000.0,5885023000000.0,5173117000000.0,5723556000000.0,2960936100000.0
2069.0,5319866400000.0,5181817000000.0,4688605000000.0,4801259000000.0,5578119700000.0,3461772700000.0,5851996000000.0,5080036700000.0,5637987600000.0,2799134800000.0
2070.0,5256291000000.0,5114099000000.0,4618017000000.0,4715969000000.0,5488283500000.0,3344735700000.0,5808948500000.0,5000920600000.0,5575826500000.0,2672108800000.0
2071.0,5185334700000.0,5062551700000.0,4523035700000.0,4611401000000.0,5424578000000.0,3227476300000.0,5737619700000.0,4932918300000.0,5511659400000.0,2517965700000.0
2072.0,5127242500000.0,5008903400000.0,4434216600000.0,4525768000000.0,5371774600000.0,3098678000000.0,5697430400000.0,4852184000000.0,5385575500000.0,2383125700000.0
2073.0,5045618000000.0,4962143700000.0,4327294400000.0,4455897500000.0,5298465000000.0,2946163500000.0,5649522000000.0,4776419000000.0,5308602600000.0,2277804900000.0
2074.0,4971447700000.0,4887176000000.0,4220212000000.0,4381096300000.0,5225415000000.0,2801253200000.0,5602364000000.0,4699241000000.0,5156463000000.0,2162738700000.0
2075.0,4902341000000.0,4818140000000.0,4110830000000.0,4302928600000.0,5138780000000.0,2675214600000.0,5559007300000.0,4637583700000.0,5061345000000.0,2076193200000.0
2076.0,4855644600000.0,4753768600000.0,4034745300000.0,4219205800000.0,5057921000000.0,2568652800000.0,5488029700000.0,4543815000000.0,4931487500000.0,1969880800000.0
2077.0,4786770400000.0,4699466000000.0,3906705800000.0,4133284500000.0,4967339000000.0,2421829000000.0,5444063500000.0,4471015300000.0,4838419600000.0,1874290700000.0
2078.0,4708606400000.0,4625956600000.0,3800710500000.0,4064881100000.0,4879037000000.0,2271739000000.0,5383781400000.0,4380907500000.0,4750494000000.0,1791179800000.0
2079.0,4625779400000.0,4568339400000.0,3676409000000.0,3974862000000.0,4742463400000.0,2095212700000.0,5326368000000.0,4306754300000.0,4641379600000.0,1722829600000.0
2080.0,4575914400000.0,4513980000000.0,3582609000000.0,3891305400000.0,4586127500000.0,1929637300000.0,5256675000000.0,4209876000000.0,4537317300000.0,1639741700000.0
2081.0,4522197400000.0,4444045000000.0,3510529700000.0,3812130600000.0,4466283000000.0,1765909000000.0,5201012500000.0,4144203800000.0,4428029500000.0,1556122600000.0
2082.0,4444252000000.0,4389007300000.0,3399636700000.0,3713335600000.0,4341373300000.0,1632538300000.0,5153117700000.0,4073195300000.0,4348624800000.0,1478531400000.0
2083.0,4371448600000.0,4328862500000.0,3265909800000.0,3625777600000.0,4219763000000.0,1508145800000.0,5094189000000.0,4018686400000.0,4250015400000.0,1415464900000.0
2084.0,4268265000000.0,4260240000000.0,3135784000000.0,3535160200000.0,4114648700000.0,1396473300000.0,5043447700000.0,3916350000000.0,4132753000000.0,1343355200000.0
2085.0,4199028600000.0,4189877700000.0,3034123600000.0,3451091000000.0,4016787700000.0,1299583600000.0,4959729000000.0,3847519500000.0,4043720000000.0,1250094500000.0
2086.0,4134110800000.0,4123340600000.0,2938012200000.0,3371247300000.0,3936467800000.0,1204588800000.0,4896137400000.0,3763158600000.0,3921036200000.0,1161403700000.0
2087.0,4019956000000.0,4065406200000.0,2835444000000.0,3292322900000.0,3788326800000.0,1106160800000.0,4844442600000.0,3687625300000.0,3816157600000.0,1081717200000.0
2088.0,3903422700000.0,4009461000000.0,2764508800000.0,3212177000000.0,3642444700000.0,1012041500000.0,4811954000000.0,3615503700000.0,3729742600000.0,1032901750000.0
2089.0,3829965500000.0,3953555100000.0,2659775400000.0,3130680000000.0,3514135700000.0,936419850000.0,4755182000000.0,3532138500000.0,3647722700000.0,995089800000.0
2090.0,3697451500000.0,3887793700000.0,2575452000000.0,3038224300000.0,3396847300000.0,865498900000.0,4703098000000.0,3449435500000.0,3535476000000.0,952905500000.0
2091.0,3531153300000.0,3835034600000.0,2470517000000.0,2938578100000.0,3281452800000.0,802619060000.0,4666134000000.0,3373544500000.0,3437555600000.0,907549800000.0
2092.0,3441055800000.0,3774924200000.0,2364007500000.0,2847840700000.0,3162670600000.0,728956500000.0,4621075000000.0,3301982600000.0,3304335600000.0,855546700000.0
2093.0,3335141200000.0,3711053900000.0,2258868000000.0,2763116200000.0,3021815200000.0,667068470000.0,4576669000000.0,3232508400000.0,3189041000000.0,810092860000.0
2094.0,3254743000000.0,3646452400000.0,2176837900000.0,2671595700000.0,2910238000000.0,617596100000.0,4533137000000.0,3159403000000.0,3093789700000.0,766466700000.0
2095.0,3168408700000.0,3586706600000.0,2081479300000.0,2585273800000.0,2828034400000.0,569765600000.0,4499382000000.0,3096418700000.0,2993878200000.0,719178240000.0
2096.0,3088273000000.0,3527310800000.0,2002215800000.0,2501253500000.0,2720223700000.0,524560040000.0,4456828600000.0,3021129600000.0,2896896200000.0,670370200000.0
2097.0,2991077700000.0,3475886600000.0,1927826800000.0,2423752800000.0,2607876400000.0,472971970000.0,4407237000000.0,2935239000000.0,2813434300000.0,627928600000.0
2098.0,2860948000000.0,3417465400000.0,1847407100000.0,2341051300000.0,2517347900000.0,427709400000.0,4368300200000.0,2852003800000.0,2737164300000.0,588044240000.0
2099.0,2726101800000.0,3353381200000.0,1736249400000.0,2259567000000.0,2401520000000.0,382790900000.0,4323424600000.0,2780110300000.0,2647314700000.0,553676000000.0
2100.0,2624212700000.0,3300413400000.0,1636333000000.0,2173688100000.0,2293565000000.0,345508940000.0,4273365300000.0,2710095300000.0,2552421700000.0,524871040000.0
