time,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0
2000.0,1024246700000.0,1024246700000.0,1024246700000.0,1024246700000.0
2001.0,1017586650000.0,1017586650000.0,1017586650000.0,1017586650000.0
2002.0,1015558240000.0,1015558240000.0,1015558240000.0,1015558240000.0
2003.0,1007593300000.0,1007593300000.0,1007593300000.0,1007593300000.0
2004.0,1000365600000.0,1000365600000.0,1000365600000.0,1000365600000.0
2005.0,987195600000.0,987195600000.0,987195600000.0,987195600000.0
2006.0,983964700000.0,983964700000.0,983964700000.0,983964700000.0
2007.0,973306100000.0,973306100000.0,973306100000.0,973306100000.0
2008.0,977007700000.0,977007700000.0,977007700000.0,977007700000.0
2009.0,971356240000.0,971356240000.0,971356240000.0,971356240000.0
2010.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0
2011.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0
2012.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0
2013.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0
2014.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0
2015.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0
2016.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0
2017.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0
2018.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0
2019.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0
2020.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0
2021.0,854036200000.0,839310900000.0,839095800000.0,840172200000.0
2022.0,835801500000.0,828131700000.0,830871800000.0,834531160000.0
2023.0,808467300000.0,822152900000.0,818842040000.0,827968000000.0
2024.0,795230200000.0,802494800000.0,802567900000.0,817069500000.0
2025.0,785337550000.0,787180160000.0,784869200000.0,820723800000.0
2026.0,769823300000.0,769043300000.0,772359700000.0,811801050000.0
2027.0,763461000000.0,745380450000.0,740867100000.0,798211900000.0
2028.0,761055800000.0,736521100000.0,718185800000.0,782180200000.0
2029.0,754699140000.0,715877650000.0,701565960000.0,769038400000.0
2030.0,748824900000.0,698531640000.0,690313000000.0,762460240000.0
2031.0,740265100000.0,687783540000.0,682908500000.0,743533600000.0
2032.0,710637700000.0,661826100000.0,678862100000.0,732848800000.0
2033.0,687004400000.0,640899100000.0,669108140000.0,727313600000.0
2034.0,673697800000.0,628102270000.0,641383330000.0,716059840000.0
2035.0,667067500000.0,607113250000.0,631225800000.0,697020250000.0
2036.0,654005630000.0,585219900000.0,629907500000.0,687088900000.0
2037.0,633668760000.0,572158300000.0,606231460000.0,685692100000.0
2038.0,621176500000.0,564270330000.0,600435800000.0,671480100000.0
2039.0,617441260000.0,554039700000.0,590442460000.0,657412200000.0
2040.0,611296500000.0,540352480000.0,590796800000.0,655859300000.0
2041.0,601186700000.0,536094830000.0,582269400000.0,645344460000.0
2042.0,590831900000.0,528745070000.0,569469240000.0,633255950000.0
2043.0,575076560000.0,513733430000.0,554004250000.0,630553100000.0
2044.0,569249760000.0,501886030000.0,551929450000.0,624385060000.0
2045.0,561858700000.0,482555400000.0,532603440000.0,621359800000.0
2046.0,548904200000.0,472241240000.0,515757240000.0,609262500000.0
2047.0,529626140000.0,453447420000.0,506308330000.0,606963400000.0
2048.0,517629670000.0,446691340000.0,503933270000.0,596460700000.0
2049.0,515270180000.0,437504300000.0,496399100000.0,580665400000.0
2050.0,516082760000.0,425412920000.0,488837350000.0,574022550000.0
2051.0,504666300000.0,415549360000.0,478126960000.0,565063800000.0
2052.0,488821700000.0,405799570000.0,465100200000.0,552399600000.0
2053.0,474949750000.0,391952140000.0,459676700000.0,545375850000.0
2054.0,464948430000.0,383003460000.0,444127800000.0,538878000000.0
2055.0,454199540000.0,377635240000.0,437161820000.0,540484960000.0
2056.0,451430800000.0,372065860000.0,434334270000.0,543595330000.0
2057.0,445285070000.0,365274760000.0,424923560000.0,543852720000.0
2058.0,441430050000.0,356415470000.0,419803000000.0,537192140000.0
2059.0,435194950000.0,353738160000.0,414089900000.0,519682750000.0
2060.0,423156880000.0,344655330000.0,417142800000.0,523583850000.0
2061.0,418921550000.0,345115660000.0,418959330000.0,521246340000.0
2062.0,411124660000.0,334836660000.0,415534700000.0,511043040000.0
2063.0,399266450000.0,329207800000.0,411275360000.0,511340050000.0
2064.0,394017340000.0,322861200000.0,405301100000.0,508350500000.0
2065.0,390885740000.0,314423970000.0,397721370000.0,511726520000.0
2066.0,386594930000.0,301390860000.0,395156720000.0,506219950000.0
2067.0,382485630000.0,291591260000.0,388736420000.0,498745250000.0
2068.0,374385180000.0,290255670000.0,388718130000.0,496184750000.0
2069.0,366728800000.0,289230100000.0,386479800000.0,500643860000.0
2070.0,361884550000.0,280974800000.0,382508240000.0,514574970000.0
2071.0,354235680000.0,283339750000.0,378779140000.0,509109930000.0
2072.0,341626000000.0,286067750000.0,368142600000.0,505939230000.0
2073.0,335953720000.0,285313760000.0,366406660000.0,500952000000.0
2074.0,330240330000.0,283190760000.0,370105060000.0,508393460000.0
2075.0,325110530000.0,279215960000.0,364851100000.0,510831030000.0
2076.0,320919470000.0,279679240000.0,357608820000.0,514296770000.0
2077.0,318437200000.0,274752200000.0,357061130000.0,510997660000.0
2078.0,317148140000.0,272629040000.0,346687000000.0,507534180000.0
2079.0,311339940000.0,269947780000.0,339334500000.0,501867500000.0
2080.0,306537460000.0,264940290000.0,332583730000.0,500195430000.0
2081.0,294088050000.0,269511950000.0,335488480000.0,491398820000.0
2082.0,294806200000.0,263786560000.0,330249470000.0,492024660000.0
2083.0,291731730000.0,260263460000.0,329715150000.0,489758520000.0
2084.0,290727500000.0,255571200000.0,326896350000.0,487746930000.0
2085.0,285886400000.0,254658630000.0,322108420000.0,494903560000.0
2086.0,284709220000.0,255404470000.0,319604650000.0,491074220000.0
2087.0,282298250000.0,249355900000.0,312853530000.0,490534240000.0
2088.0,280135240000.0,243208880000.0,307646370000.0,484889850000.0
2089.0,276691520000.0,248540320000.0,305244340000.0,483720760000.0
2090.0,273135500000.0,245983070000.0,294165120000.0,481659520000.0
2091.0,274179920000.0,240504930000.0,291979660000.0,480166000000.0
2092.0,276478360000.0,236113820000.0,289486830000.0,484221450000.0
2093.0,275088740000.0,237546360000.0,293150000000.0,480701380000.0
2094.0,275092500000.0,238363840000.0,292470060000.0,482691650000.0
2095.0,274613370000.0,233380090000.0,285635580000.0,489134700000.0
2096.0,276336770000.0,232916660000.0,281885600000.0,490575400000.0
2097.0,276523250000.0,233459660000.0,275773900000.0,488188870000.0
2098.0,278708550000.0,230541890000.0,270904590000.0,491824400000.0
2099.0,275691600000.0,231642990000.0,270071330000.0,490337760000.0
2100.0,273495570000.0,230540150000.0,271510260000.0,490595580000.0
