time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,87715920000.0,87715920000.0
2001.0,88070840000.0,88070840000.0
2002.0,87760240000.0,87760240000.0
2003.0,87546360000.0,87546360000.0
2004.0,87360940000.0,87360940000.0
2005.0,87202824000.0,87202824000.0
2006.0,87080900000.0,87080900000.0
2007.0,87030550000.0,87030550000.0
2008.0,86972980000.0,86972980000.0
2009.0,87331170000.0,87331170000.0
2010.0,86907550000.0,86907550000.0
2011.0,86778130000.0,86778130000.0
2012.0,86709805000.0,86709805000.0
2013.0,86802440000.0,86802440000.0
2014.0,86541690000.0,86541690000.0
2015.0,86330300000.0,86330300000.0
2016.0,86145410000.0,86145410000.0
2017.0,85831030000.0,85831030000.0
2018.0,85600260000.0,85600260000.0
2019.0,85395160000.0,85395160000.0
2020.0,85067540000.0,85067540000.0
2021.0,84787290000.0,84731110000.0
2022.0,84688960000.0,84393700000.0
2023.0,84437840000.0,84625244000.0
2024.0,83900770000.0,86696730000.0
2025.0,83549620000.0,84146040000.0
2026.0,84049620000.0,84365976000.0
2027.0,83236360000.0,83297845000.0
2028.0,82788655000.0,82964160000.0
2029.0,82370560000.0,82959280000.0
2030.0,81819300000.0,82468890000.0
2031.0,81170260000.0,81600620000.0
2032.0,80622340000.0,81385440000.0
2033.0,79974466000.0,81840910000.0
2034.0,79375180000.0,80738780000.0
2035.0,78935140000.0,81028320000.0
2036.0,78040710000.0,79978996000.0
2037.0,77430596000.0,79259650000.0
2038.0,76885100000.0,79635290000.0
2039.0,76311630000.0,78417910000.0
2040.0,75804300000.0,79600200000.0
2041.0,75187280000.0,81402210000.0
2042.0,74413440000.0,79138790000.0
2043.0,73830630000.0,77029180000.0
2044.0,72823630000.0,75961850000.0
2045.0,72200420000.0,75259300000.0
2046.0,71384340000.0,74498630000.0
2047.0,70784926000.0,74183910000.0
2048.0,70040945000.0,73366160000.0
2049.0,69178830000.0,72480740000.0
2050.0,71835690000.0,72054670000.0
2051.0,68596670000.0,71338110000.0
2052.0,67421540000.0,70425936000.0
2053.0,66852590000.0,69408326000.0
2054.0,66475803000.0,68582453000.0
2055.0,65862357000.0,67512470000.0
2056.0,65702875000.0,66853466000.0
2057.0,64955367000.0,66404750000.0
2058.0,65009060000.0,65624470000.0
2059.0,64271745000.0,64764500000.0
2060.0,65801687000.0,63619200000.0
2061.0,64210130000.0,62802560000.0
2062.0,63246533000.0,61825577000.0
2063.0,62333060000.0,60705575000.0
2064.0,61455606000.0,60178293000.0
2065.0,60856144000.0,58953950000.0
2066.0,60738085000.0,58047377000.0
2067.0,60433474000.0,57580000000.0
2068.0,59818172000.0,56570450000.0
2069.0,59147026000.0,56153813000.0
2070.0,58659906000.0,54963565000.0
2071.0,58007945000.0,54526750000.0
2072.0,57538200000.0,52853187000.0
2073.0,58006393000.0,51999388000.0
2074.0,57762808000.0,51237820000.0
2075.0,56508146000.0,50312303000.0
2076.0,56265440000.0,49433370000.0
2077.0,56148623000.0,48537334000.0
2078.0,55157360000.0,47571190000.0
2079.0,54830450000.0,46530210000.0
2080.0,54358585000.0,45945780000.0
2081.0,54546076000.0,45212353000.0
2082.0,53983633000.0,44105920000.0
2083.0,53276357000.0,43095327000.0
2084.0,53086556000.0,42617440000.0
2085.0,52542992000.0,41875284000.0
2086.0,52224197000.0,41258918000.0
2087.0,55714996000.0,40578286000.0
2088.0,51844760000.0,39820830000.0
2089.0,51119640000.0,39594828000.0
2090.0,50711097000.0,38905310000.0
2091.0,50160153000.0,38339160000.0
2092.0,49945850000.0,37817524000.0
2093.0,49635877000.0,37176308000.0
2094.0,49378673000.0,36778566000.0
2095.0,49002460000.0,36398700000.0
2096.0,48776600000.0,35860570000.0
2097.0,49161974000.0,35392520000.0
2098.0,48297310000.0,35711300000.0
2099.0,47815870000.0,34690654000.0
2100.0,47755895000.0,34080817000.0
