time,TAIESM1,IITM-ESM,UKESM1-0-LL,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,GFDL-ESM4,MPI-ESM1-2-HR
2000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0
2001.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0
2002.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0
2003.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0
2004.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0
2005.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0
2006.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0
2007.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0
2008.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0
2009.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0
2010.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0
2011.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0
2012.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0
2013.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0
2014.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0
2015.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0
2016.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0
2017.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0
2018.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0
2019.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0
2020.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0
2021.0,85308195000.0,86919380000.0,84755740000.0,84816200000.0,84700316000.0,84803900000.0,84837610000.0,84937564000.0,85238200000.0
2022.0,84706760000.0,85730900000.0,84584340000.0,84433084000.0,84179960000.0,84659440000.0,84328130000.0,84650790000.0,84713120000.0
2023.0,84395820000.0,84993250000.0,84208845000.0,84246240000.0,83422250000.0,84401960000.0,83888170000.0,84194490000.0,84467430000.0
2024.0,83924025000.0,84892310000.0,83683730000.0,84052780000.0,82735505000.0,84090760000.0,83515100000.0,83888880000.0,84411510000.0
2025.0,83795820000.0,84513840000.0,83125020000.0,85080270000.0,81681210000.0,83804070000.0,83041894000.0,83487900000.0,84187550000.0
2026.0,83372040000.0,83713540000.0,82630710000.0,83417375000.0,81231390000.0,84767910000.0,82276070000.0,83301605000.0,83756260000.0
2027.0,82667600000.0,83201830000.0,81753850000.0,82777430000.0,80015570000.0,83064600000.0,81702210000.0,82698970000.0,83549380000.0
2028.0,82206550000.0,82879775000.0,80954880000.0,82437734000.0,78968816000.0,82293326000.0,80868400000.0,82214535000.0,83771470000.0
2029.0,81527830000.0,82357250000.0,81024190000.0,82078330000.0,78214320000.0,81917010000.0,80079540000.0,81594260000.0,83104320000.0
2030.0,80613960000.0,82852990000.0,79943980000.0,81500330000.0,77458450000.0,80980730000.0,79799100000.0,81281440000.0,82906420000.0
2031.0,80120180000.0,83713830000.0,78714520000.0,81142290000.0,77387190000.0,80987185000.0,80372800000.0,80818086000.0,83274220000.0
2032.0,80320130000.0,81567260000.0,77442286000.0,80973370000.0,76272870000.0,80377850000.0,79495050000.0,80490580000.0,82635450000.0
2033.0,79705670000.0,81178714000.0,75851160000.0,80214390000.0,75539020000.0,79788320000.0,78029420000.0,79877170000.0,82496635000.0
2034.0,78971610000.0,81099055000.0,75212050000.0,79829010000.0,74897650000.0,80080640000.0,77226730000.0,79386755000.0,82116860000.0
2035.0,78268850000.0,81593850000.0,74526240000.0,79239365000.0,73857450000.0,79101700000.0,76665210000.0,78883170000.0,81805170000.0
2036.0,77344940000.0,81951800000.0,73644294000.0,78877960000.0,72802080000.0,78576120000.0,75830220000.0,78493280000.0,81666100000.0
2037.0,76652310000.0,81227735000.0,72469406000.0,77974405000.0,72041420000.0,78257220000.0,75120830000.0,78057620000.0,81491984000.0
2038.0,75853600000.0,80413655000.0,71874070000.0,76994750000.0,71027130000.0,77300560000.0,74841160000.0,77838180000.0,81068800000.0
2039.0,75240310000.0,79852570000.0,71062800000.0,76259525000.0,70084440000.0,76717580000.0,73857560000.0,77018956000.0,81419000000.0
2040.0,74622090000.0,79522960000.0,69927590000.0,75792700000.0,69211810000.0,76009730000.0,74057340000.0,77019450000.0,81040130000.0
2041.0,73731400000.0,80069255000.0,69583905000.0,74651690000.0,68794150000.0,76143710000.0,72855460000.0,76326880000.0,80376816000.0
2042.0,72930540000.0,79005400000.0,68407603000.0,73775990000.0,67783170000.0,75022470000.0,73073010000.0,75523236000.0,80019735000.0
2043.0,72210160000.0,78505630000.0,67832898000.0,72848380000.0,67860034000.0,74247800000.0,72201910000.0,75253350000.0,79640370000.0
2044.0,71630130000.0,78368190000.0,67281690000.0,72218390000.0,66671550000.0,73736970000.0,71839015000.0,75732740000.0,80206600000.0
2045.0,70731630000.0,79506020000.0,66187010000.0,71669650000.0,65451258000.0,73236120000.0,70812280000.0,74369516000.0,79407050000.0
2046.0,70063390000.0,78381360000.0,65412600000.0,70558720000.0,64410546000.0,72518280000.0,69907150000.0,74098500000.0,79099510000.0
2047.0,69297040000.0,77428660000.0,64703300000.0,69522590000.0,63692034000.0,71794890000.0,68952040000.0,73714060000.0,78774690000.0
2048.0,68295290000.0,76905570000.0,63459996000.0,69169290000.0,62907780000.0,71155425000.0,67775690000.0,72953850000.0,78399350000.0
2049.0,67282000000.0,77207090000.0,62299550000.0,68378358000.0,61966330000.0,70289810000.0,67027137000.0,72372710000.0,78036150000.0
2050.0,66272965000.0,76331640000.0,61841320000.0,67225000000.0,61415530000.0,69706000000.0,66218308000.0,72136065000.0,77821590000.0
2051.0,65777960000.0,76080505000.0,61542965000.0,66481873000.0,60483666000.0,68975305000.0,65335080000.0,71551030000.0,78065860000.0
2052.0,65128930000.0,75812585000.0,60840505000.0,65460855000.0,59660590000.0,68501635000.0,64811690000.0,70932030000.0,77218160000.0
2053.0,64100295000.0,77124480000.0,59927167000.0,64735777000.0,58659610000.0,68298793000.0,64168300000.0,71203850000.0,76921170000.0
2054.0,63800308000.0,75361860000.0,59096785000.0,63673418000.0,57723890000.0,67356787000.0,63395070000.0,70028526000.0,76395810000.0
2055.0,62527870000.0,75788260000.0,57981194000.0,62451085000.0,57056620000.0,66882814000.0,62855373000.0,69435680000.0,76175650000.0
2056.0,61973200000.0,74770416000.0,57207812000.0,63072080000.0,56258660000.0,67042316000.0,62169813000.0,68987080000.0,76062520000.0
2057.0,61087523000.0,74290340000.0,56652906000.0,61566110000.0,55090975000.0,65908527000.0,61534090000.0,68546064000.0,77138040000.0
2058.0,60027294000.0,73493700000.0,55809240000.0,60453600000.0,54147510000.0,65403900000.0,60903480000.0,68119863000.0,75533020000.0
2059.0,59367186000.0,73181050000.0,54998080000.0,59457253000.0,53389046000.0,64496476000.0,60771967000.0,67572270000.0,75183980000.0
2060.0,58537060000.0,73112590000.0,53881414000.0,58629915000.0,52426250000.0,63673580000.0,59629945000.0,67125465000.0,75765200000.0
2061.0,57504400000.0,72575600000.0,52864197000.0,57930437000.0,51681477000.0,65527870000.0,59084657000.0,66560254000.0,75020730000.0
2062.0,56998085000.0,72591810000.0,52142630000.0,56984842000.0,51940200000.0,63038427000.0,58230860000.0,66118610000.0,74162200000.0
2063.0,55832030000.0,71783784000.0,51198743000.0,56187548000.0,51250676000.0,62241235000.0,58006766000.0,65690296000.0,73898130000.0
2064.0,54662136000.0,71542096000.0,50465243000.0,55401300000.0,50146787000.0,61618926000.0,57348530000.0,65445400000.0,73473550000.0
2065.0,53730040000.0,70713030000.0,51576770000.0,54735114000.0,48808540000.0,61107010000.0,56808415000.0,64820840000.0,73288350000.0
2066.0,53412100000.0,70145990000.0,50074940000.0,53937975000.0,48069710000.0,60468662000.0,56174875000.0,64384510000.0,72898310000.0
2067.0,52491485000.0,70203090000.0,49924770000.0,53304324000.0,47580880000.0,59801140000.0,55652440000.0,64092740000.0,72674480000.0
2068.0,51725705000.0,71457825000.0,48408842000.0,52564767000.0,46913080000.0,60591740000.0,54802952000.0,63760937000.0,72338280000.0
2069.0,50959460000.0,70833550000.0,47654350000.0,51733852000.0,46173417000.0,59266458000.0,54139080000.0,63188996000.0,72006720000.0
2070.0,50104136000.0,70081920000.0,46792802000.0,51084456000.0,45703560000.0,58514320000.0,53559513000.0,62714528000.0,72147665000.0
2071.0,49295405000.0,69302930000.0,45969195000.0,51268070000.0,44615250000.0,57893597000.0,53547753000.0,62310654000.0,71476584000.0
2072.0,48352300000.0,68770160000.0,45319717000.0,49854575000.0,43971090000.0,57654223000.0,52622803000.0,62484484000.0,71095665000.0
2073.0,47421858000.0,68977000000.0,44784110000.0,49101492000.0,43137090000.0,57060430000.0,52329790000.0,61456660000.0,71177580000.0
2074.0,46366380000.0,72430640000.0,43961774000.0,48204366000.0,42342640000.0,56422420000.0,51525337000.0,62042747000.0,71001784000.0
2075.0,45396940000.0,69629030000.0,43391517000.0,47634182000.0,41490395000.0,56026075000.0,51191394000.0,61173990000.0,70391420000.0
2076.0,44420882000.0,67906740000.0,42738192000.0,47294894000.0,41088553000.0,55464104000.0,50557813000.0,60484276000.0,70279100000.0
2077.0,43900846000.0,67071710000.0,42116645000.0,46478893000.0,41453208000.0,54849704000.0,50453594000.0,60159283000.0,69593810000.0
2078.0,42815420000.0,66672690000.0,41520054000.0,46142710000.0,40137753000.0,54493544000.0,51002016000.0,59638657000.0,69123970000.0
2079.0,41700225000.0,66229092000.0,40905500000.0,45905805000.0,39629220000.0,54113690000.0,49903792000.0,59315760000.0,68774900000.0
2080.0,40815096000.0,65911470000.0,40065712000.0,45039792000.0,39536415000.0,53746460000.0,52593144000.0,60657582000.0,68482666000.0
2081.0,40087486000.0,65424347000.0,39028240000.0,44467167000.0,38614114000.0,53296430000.0,48748052000.0,59966616000.0,67965673000.0
2082.0,39537095000.0,64604610000.0,38192304000.0,43616970000.0,38032323000.0,53282200000.0,48032096000.0,58582057000.0,67831120000.0
2083.0,38736777000.0,64216000000.0,37077610000.0,44147126000.0,37432620000.0,52346614000.0,47685554000.0,57980027000.0,67103510000.0
2084.0,38058975000.0,63773913000.0,36332640000.0,42876270000.0,36932882000.0,51851866000.0,46882070000.0,57487670000.0,67535806000.0
2085.0,37174130000.0,63263195000.0,35394736000.0,42215096000.0,36599407000.0,51318817000.0,46450440000.0,57079386000.0,66864173000.0
2086.0,36353257000.0,63741110000.0,34565894000.0,41542463000.0,36027855000.0,51498790000.0,46265160000.0,56728715000.0,66167923000.0
2087.0,35840770000.0,62781587000.0,33759750000.0,41389818000.0,35487450000.0,50952258000.0,45768830000.0,56758170000.0,65830830000.0
2088.0,35031806000.0,62277296000.0,33477777000.0,40578806000.0,35002307000.0,52089156000.0,44651287000.0,56176230000.0,65540723000.0
2089.0,34481750000.0,61828575000.0,32345752000.0,40495133000.0,34301932000.0,50090627000.0,44073615000.0,55588140000.0,65156575000.0
2090.0,33566906000.0,61337540000.0,31721775000.0,39700010000.0,33922886000.0,49727540000.0,44499160000.0,55047967000.0,64726180000.0
2091.0,32828730000.0,61207458000.0,31210930000.0,39296740000.0,34799500000.0,49122740000.0,43033940000.0,54911020000.0,64293904000.0
2092.0,31897643000.0,60705677000.0,30535864000.0,38618026000.0,33224020000.0,48714970000.0,42797720000.0,54488203000.0,64041193000.0
2093.0,31801924000.0,60252160000.0,30038020000.0,38193615000.0,32966003000.0,49269133000.0,41900840000.0,54513705000.0,64472953000.0
