time,CCSM4,CESM1-CAM5
2000.0,2126520700.0,2126520700.0
2001.0,2141004800.0,2141004800.0
2002.0,2131452500.0,2131452500.0
2003.0,2194573300.0,2194573300.0
2004.0,2105318500.0,2105318500.0
2005.0,2099516400.0,2099516400.0
2006.0,2086269300.0,2086269300.0
2007.0,2072913500.0,2072913500.0
2008.0,2075369900.0,2075369900.0
2009.0,2105645200.0,2105645200.0
2010.0,2066847500.0,2066847500.0
2011.0,2082860900.0,2082860900.0
2012.0,2045792500.0,2045792500.0
2013.0,2036584000.0,2036584000.0
2014.0,2039751800.0,2039751800.0
2015.0,2055320400.0,2055320400.0
2016.0,2006293200.0,2006293200.0
2017.0,1995090200.0,1995090200.0
2018.0,1974807400.0,1974807400.0
2019.0,1947963600.0,1947963600.0
2020.0,1932318300.0,1932318300.0
2021.0,1908951400.0,1898586800.0
2022.0,1974287100.0,1940724600.0
2023.0,1859518000.0,1888273700.0
2024.0,1859010200.0,1912253700.0
2025.0,1802418700.0,1858220900.0
2026.0,1925914900.0,1812151300.0
2027.0,1763662000.0,1790001200.0
2028.0,1751348600.0,1848967000.0
2029.0,1741539300.0,1747158700.0
2030.0,1711680000.0,1734238600.0
2031.0,1658580600.0,1713646300.0
2032.0,1615025000.0,1666552200.0
2033.0,1611503500.0,1639506300.0
2034.0,1572308900.0,1607001300.0
2035.0,1535648000.0,1585691000.0
2036.0,1504218500.0,1572554000.0
2037.0,1469180800.0,1536253300.0
2038.0,1437836900.0,1533749800.0
2039.0,1413290900.0,1481482100.0
2040.0,1376844400.0,1469331100.0
2041.0,1342692500.0,1439433000.0
2042.0,1308489700.0,1430192000.0
2043.0,1341251600.0,1423351200.0
2044.0,1250334100.0,1381757200.0
2045.0,1235537700.0,1354545700.0
2046.0,1219647600.0,1585316900.0
2047.0,1189662600.0,1346899300.0
2048.0,1153560600.0,1306547500.0
2049.0,1117498800.0,1280830200.0
2050.0,1073099300.0,1260340100.0
2051.0,1049765800.0,1278778200.0
2052.0,1030238500.0,1226145700.0
2053.0,1065839170.0,1201203000.0
2054.0,1096323100.0,1179180000.0
2055.0,989832960.0,1154892700.0
2056.0,955804540.0,1138594700.0
2057.0,932076160.0,1119910400.0
2058.0,908385400.0,1094106400.0
2059.0,884769860.0,1064133400.0
2060.0,866843800.0,1020184640.0
2061.0,832474100.0,988226100.0
2062.0,819706600.0,979328700.0
2063.0,797016640.0,955006400.0
2064.0,1006918660.0,941385660.0
2065.0,785503040.0,926022140.0
2066.0,753886500.0,974646900.0
2067.0,734040060.0,900307140.0
2068.0,746494700.0,871375100.0
2069.0,714244030.0,844463300.0
2070.0,690889600.0,810847800.0
2071.0,682028200.0,764560830.0
2072.0,674441150.0,742505400.0
2073.0,659635460.0,729728100.0
2074.0,643392640.0,726141100.0
2075.0,641876900.0,698159500.0
2076.0,611426750.0,685824500.0
2077.0,580103400.0,657957200.0
2078.0,565969860.0,635832800.0
2079.0,546373760.0,613342340.0
2080.0,532646880.0,580703800.0
2081.0,513675970.0,563363000.0
2082.0,522412900.0,535583000.0
2083.0,502615360.0,513513340.0
2084.0,490765570.0,494298340.0
2085.0,539291800.0,463811140.0
2086.0,475986500.0,444004350.0
2087.0,505390530.0,428671580.0
2088.0,464448450.0,397510300.0
2089.0,445049440.0,382274080.0
2090.0,429309500.0,371355680.0
2091.0,414734300.0,349398050.0
2092.0,401540450.0,325461660.0
