time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2000.0,2126520700.0,2126520700.0,2126520700.0
2001.0,2141004800.0,2141004800.0,2141004800.0
2002.0,2131452500.0,2131452500.0,2131452500.0
2003.0,2194573300.0,2194573300.0,2194573300.0
2004.0,2105318500.0,2105318500.0,2105318500.0
2005.0,2099516400.0,2099516400.0,2099516400.0
2006.0,2086269300.0,2086269300.0,2086269300.0
2007.0,2072913500.0,2072913500.0,2072913500.0
2008.0,2075369900.0,2075369900.0,2075369900.0
2009.0,2105645200.0,2105645200.0,2105645200.0
2010.0,2066847500.0,2066847500.0,2066847500.0
2011.0,2082860900.0,2082860900.0,2082860900.0
2012.0,2045792500.0,2045792500.0,2045792500.0
2013.0,2036584000.0,2036584000.0,2036584000.0
2014.0,2039751800.0,2039751800.0,2039751800.0
2015.0,2055320400.0,2055320400.0,2055320400.0
2016.0,2006293200.0,2006293200.0,2006293200.0
2017.0,1995090200.0,1995090200.0,1995090200.0
2018.0,1974807400.0,1974807400.0,1974807400.0
2019.0,1947963600.0,1947963600.0,1947963600.0
2020.0,1932318300.0,1932318300.0,1932318300.0
2021.0,1890137000.0,1925397100.0,1865410200.0
2022.0,1946769500.0,1885909800.0,1824774100.0
2023.0,1844210300.0,1856581600.0,1763758000.0
2024.0,1831571600.0,1942705000.0,1735911700.0
2025.0,1819975000.0,1943546100.0,1678588900.0
2026.0,1773888600.0,1894960100.0,1643621900.0
2027.0,1783433200.0,1842163700.0,1613062100.0
2028.0,1727616800.0,1809515400.0,1697379600.0
2029.0,1680221200.0,1757751900.0,1514267300.0
2030.0,1655867600.0,1722197000.0,1508964500.0
2031.0,1612710800.0,1694206000.0,1413929200.0
2032.0,1579969000.0,1620618000.0,1373345500.0
2033.0,1520525600.0,1572778600.0,1343931500.0
2034.0,1477246200.0,1535522700.0,1302168000.0
2035.0,1441633400.0,1477258500.0,1388830800.0
2036.0,1414129000.0,1434007900.0,1250520200.0
2037.0,1361831700.0,1375425200.0,1201795700.0
2038.0,1305528400.0,1369229000.0,1212231600.0
2039.0,1259407900.0,1292376300.0,1174532500.0
2040.0,1220151300.0,1276879100.0,1103811300.0
2041.0,1176928400.0,1247889200.0,1085584300.0
2042.0,1140266500.0,1211851900.0,1038821700.0
2043.0,1109256000.0,1165172600.0,999586200.0
2044.0,1053143500.0,1127349500.0,985275460.0
2045.0,1029366340.0,1060153000.0,952851460.0
2046.0,970080200.0,1040950850.0,928119360.0
2047.0,926760770.0,990386240.0,907967400.0
2048.0,883944400.0,968555100.0,880116600.0
2049.0,850073540.0,937730050.0,858689600.0
2050.0,814330800.0,895206850.0,840004700.0
2051.0,775019460.0,869283650.0,813798100.0
2052.0,738481540.0,826956500.0,788455600.0
2053.0,706647230.0,858232640.0,763029570.0
2054.0,644518600.0,776089600.0,731855900.0
2055.0,598722050.0,724273800.0,709347260.0
