time,CCSM4,CSIRO-MK3-6-0,GFDL-CM3,NORESM1-M,CANESM2,IPSL-CM5A-LR,CNRM-CM5,MPI-ESM-LR,GISS-E2-R,GFDL-ESM2G
2036.0,2476172800.0,2473563000.0,2136825000.0,2475487700.0,2415060200.0,2344161000.0,2446349600.0,2464480000.0,2422440000.0,2473826800.0
2037.0,2466842600.0,2451215000.0,2091242800.0,2455862500.0,2399841300.0,2316726000.0,2454510000.0,2440027100.0,2396805400.0,2473002800.0
2038.0,2435759600.0,2429458000.0,2039916200.0,2432313300.0,2363230000.0,2257276700.0,2414752500.0,2422397200.0,2364302300.0,2448549000.0
2039.0,2411374300.0,2400157200.0,1994291200.0,2400172800.0,2330333700.0,2220380400.0,2389387300.0,2397414400.0,2337390000.0,2421317000.0
2040.0,2403797500.0,2379056400.0,1944534700.0,2362927000.0,2308133000.0,2165465900.0,2366348300.0,2366096400.0,2306221800.0,2395758600.0
2041.0,2389482200.0,2358631700.0,1904450700.0,2345364200.0,2251022800.0,2104534300.0,2345267700.0,2332061700.0,2245563000.0,2374004200.0
2042.0,2378641700.0,2332470500.0,1828597100.0,2329553400.0,2220696800.0,2082750500.0,2327456000.0,2294419700.0,2205071400.0,2352813300.0
2043.0,2333687600.0,2292839000.0,1770372600.0,2300080400.0,2192371500.0,2022968800.0,2299395800.0,2256458800.0,2164295700.0,2317550300.0
2044.0,2311678000.0,2255725800.0,1713678300.0,2262076200.0,2152652300.0,1986247200.0,2273432600.0,2233553000.0,2118764200.0,2278590500.0
2045.0,2284046800.0,2222167300.0,1663501600.0,2245151700.0,2113948400.0,1937585900.0,2271844900.0,2199963000.0,2089197200.0,2241538300.0
2046.0,2270618600.0,2193511700.0,1602574200.0,2214361900.0,2065327200.0,1876123900.0,2226913300.0,2153197600.0,2051980900.0,2199890400.0
2047.0,2230090800.0,2159422000.0,1570278500.0,2240227000.0,2016293200.0,1814907300.0,2169725700.0,2113379200.0,1993159200.0,2169293300.0
2048.0,2195079400.0,2166325000.0,1544272600.0,2184141000.0,1956563100.0,1762465700.0,2117428700.0,2081199200.0,1952540500.0,2127577300.0
2049.0,2161251800.0,2104140900.0,1492110500.0,2144875900.0,1897638000.0,1705962800.0,2077669100.0,2047310500.0,1912111600.0,2085839900.0
2050.0,2146767600.0,2083084800.0,1475717900.0,2106240800.0,1840836700.0,1634175200.0,2038690200.0,2007665900.0,1856926600.0,2051817900.0
2051.0,2104564700.0,2052562700.0,1456512800.0,2069153000.0,1794540500.0,1584780500.0,2018501800.0,1988914300.0,1836772100.0,2007523100.0
2052.0,2050527400.0,2024444000.0,1427673000.0,2076149800.0,1724624500.0,1529107200.0,1993268600.0,1943142300.0,1790950500.0,1965352000.0
2053.0,2018299500.0,2019173900.0,1425230000.0,2021636000.0,1653428500.0,1498090000.0,1974432900.0,1901494900.0,1759309400.0,1929844700.0
2054.0,1976784800.0,2021859600.0,1374427100.0,1985676700.0,1606006700.0,1471322800.0,1917535700.0,1876469200.0,1727758500.0,1858600400.0
2055.0,1921221600.0,2041966100.0,1328678700.0,1948941200.0,1559993300.0,1427201800.0,1871284500.0,1834465300.0,1682684800.0,1817097900.0
2056.0,1882267100.0,2043492900.0,1283939800.0,1925794200.0,1513575300.0,1369442700.0,1835436200.0,1805956700.0,1658640900.0,1800703900.0
2057.0,1879672400.0,1951173500.0,1246668300.0,1904448500.0,1471242500.0,1335725300.0,1779182800.0,1772720900.0,1602512600.0,1757485000.0
2058.0,1819314000.0,1926046000.0,1208975000.0,1850872200.0,1406204700.0,1289660000.0,1751291600.0,1759705300.0,1574906800.0,1725011000.0
2059.0,1770916700.0,1898623500.0,1181396100.0,1814023600.0,1377984500.0,1256320600.0,1706680000.0,1709186300.0,1533131100.0,1677929900.0
2060.0,1727842700.0,1851813900.0,1156064100.0,1805542400.0,1319139700.0,1219162900.0,1714005600.0,1681546900.0,1506134400.0,1656501600.0
2061.0,1676183000.0,1809854700.0,1161655000.0,1766058600.0,1297853000.0,1221887600.0,1644383500.0,1652352500.0,1461716000.0,1631553700.0
2062.0,1651818400.0,1919663500.0,1110430200.0,1762095400.0,1257591300.0,1153857000.0,1616413700.0,1647868700.0,1414937700.0,1616153000.0
2063.0,1607497500.0,1787501600.0,1068959000.0,1718644200.0,1222858200.0,1115747600.0,1587732400.0,1635742700.0,1376522600.0,1579729700.0
2064.0,1595138400.0,1758923100.0,1037054700.0,1686901200.0,1181430700.0,1130472600.0,1555957000.0,1592718800.0,1365673100.0,1541107500.0
2065.0,1558388600.0,1778881500.0,1002664060.0,1706058400.0,1137619800.0,1060119100.0,1561366900.0,1569149700.0,1319670500.0,1502889100.0
2066.0,1495081300.0,1756484400.0,971349760.0,1647387500.0,1096754300.0,1013522560.0,1520493200.0,1546644000.0,1284829000.0,1467532800.0
2067.0,1452293900.0,1690369200.0,940334100.0,1618228200.0,1067866800.0,969531800.0,1507877600.0,1533036200.0,1261687200.0,1417640400.0
2068.0,1420048900.0,1658996000.0,901922500.0,1557460000.0,1038035600.0,939092860.0,1477126500.0,1494175000.0,1222698600.0,1374189300.0
2069.0,1380586000.0,1648419300.0,866727940.0,1562724400.0,1005777400.0,918435700.0,1442941000.0,1463733000.0,1199372500.0,1340804200.0
2070.0,1347548200.0,1656450700.0,839096640.0,1507313200.0,987088260.0,893193400.0,1410229400.0,1426990200.0,1177159000.0,1326276900.0
2071.0,1299769100.0,1738847200.0,810321900.0,1472320600.0,966238100.0,848585900.0,1389314800.0,1386829400.0,1161106400.0,1292570000.0
2072.0,1274023300.0,1627113900.0,779231740.0,1450711300.0,932436200.0,821550000.0,1350436700.0,1361859000.0,1129727000.0,1260339500.0
2073.0,1237976300.0,1597186000.0,749986750.0,1432766500.0,919909950.0,795583100.0,1305402200.0,1321433700.0,1105427600.0,1239910700.0
2074.0,1201366700.0,1592141600.0,731747900.0,1421443300.0,891081900.0,772440770.0,1268451500.0,1501541400.0,1081596500.0,1209181000.0
2075.0,1180766100.0,1573598500.0,711757630.0,1367338000.0,859479400.0,749404800.0,1229582500.0,1328242800.0,1049396350.0,1169788800.0
2076.0,1140453800.0,1691152300.0,695269800.0,1331293000.0,1136729500.0,738469760.0,1187104900.0,1324415500.0,1032972600.0,1143337600.0
2077.0,1118809900.0,1625624800.0,672302300.0,1296832300.0,822869300.0,705988900.0,1168793000.0,1257502000.0,1011926400.0,1128872000.0
2078.0,1089435400.0,1684918800.0,658335550.0,1270032600.0,795340700.0,687236600.0,1131528000.0,1225279900.0,988081540.0,1102583200.0
2079.0,1074121700.0,1658880900.0,637782600.0,1239409900.0,768339840.0,655922750.0,1096764200.0,1194266000.0,1001557100.0,1079251500.0
2080.0,1045419300.0,1622328400.0,613360060.0,1208989300.0,749305000.0,631347840.0,1060790600.0,1168571000.0,989974660.0,1074587300.0
2081.0,1023646660.0,1533459800.0,587047940.0,1188557800.0,736412100.0,612343000.0,1033096960.0,1246991500.0,1139646600.0,1040331400.0
2082.0,1000175600.0,1675080800.0,570279100.0,1170789500.0,711961860.0,599155400.0,1017467000.0,1153155500.0,928580740.0,1015888700.0
2083.0,976507100.0,1549184400.0,552646400.0,1134743900.0,716006900.0,584884350.0,996919040.0,1128967600.0,913472450.0,1005204500.0
2084.0,940111500.0,1513671300.0,532589060.0,1114096600.0,703769600.0,568121400.0,976298400.0,1103385300.0,884560300.0,966108740.0
2085.0,922232640.0,1489820400.0,517392960.0,1093117200.0,672726900.0,552944800.0,1180658800.0,1080226800.0,1012423200.0,963492200.0
2086.0,917325900.0,1524330100.0,498728160.0,1149859600.0,653243260.0,537532900.0,941925100.0,1070717250.0,864519300.0,932496640.0
2087.0,897853600.0,1473217800.0,478604500.0,1074773500.0,637618050.0,524379400.0,962620540.0,1037953500.0,840984600.0,910069400.0
2088.0,870913700.0,1459453600.0,463607040.0,1066491500.0,612476300.0,509715520.0,916819300.0,1002287300.0,832298200.0,916049900.0
2089.0,851934100.0,1408431200.0,447856030.0,1024800200.0,589803600.0,491500220.0,905816900.0,987675970.0,814155140.0,885105200.0
2090.0,831053250.0,1394705300.0,431388860.0,1023445900.0,573247200.0,482631260.0,881272640.0,956525000.0,792854140.0,859000500.0
2091.0,814485700.0,1378479500.0,419062500.0,988801860.0,552338900.0,468748640.0,860107700.0,943178200.0,832120640.0,838926460.0
2092.0,826668700.0,1356790700.0,398258600.0,966617700.0,534811700.0,457578660.0,833409000.0,922441200.0,767399100.0,830942600.0
2093.0,793877900.0,1340422400.0,389480260.0,943821950.0,518785180.0,445157760.0,818904960.0,1021817000.0,740965760.0,814998900.0
2094.0,777629300.0,1358209300.0,375180060.0,928431550.0,504325630.0,428925730.0,798212350.0,906341060.0,721247200.0,806888770.0
2095.0,753931000.0,1317191600.0,360729500.0,917909200.0,491701820.0,419659300.0,810616900.0,941832960.0,698279740.0,789455740.0
2096.0,741168600.0,1289596900.0,346628670.0,901529660.0,477802460.0,410415140.0,1112964100.0,909431900.0,680194300.0,777707100.0
2097.0,724505600.0,1283475500.0,334126460.0,870254100.0,471464060.0,400883840.0,783507800.0,868095800.0,668579800.0,756764800.0
2098.0,786839300.0,1255772900.0,327308130.0,864429500.0,452108320.0,384191970.0,743193540.0,918706050.0,652659800.0,742121900.0
2099.0,700314900.0,1554012000.0,316584930.0,836013500.0,436912580.0,363325950.0,723092900.0,827413600.0,636613100.0,730912800.0
2100.0,680853760.0,1366743200.0,309525060.0,816286600.0,428967870.0,343472740.0,711039200.0,836044740.0,612400500.0,708907300.0
