time,NORESM1-M,GFDL-CM3,CCSM4,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR,GFDL-ESM2G,GISS-E2-R,CNRM-CM5,IPSL-CM5A-LR,CANESM2
2054.0,2186419200.0,1294480400.0,2007915800.0,1639973000.0,2301312800.0,1733063300.0,2149665500.0,2261420800.0,2384832800.0,1848476400.0,2056011500.0
2055.0,2229277400.0,1249704100.0,1925649300.0,1601302700.0,2287022800.0,1690510200.0,2126966800.0,2210729700.0,2359684600.0,1807751000.0,2030127600.0
2056.0,2160697300.0,1203168900.0,1891699300.0,1547733200.0,2275776500.0,1654488000.0,2080823600.0,2179662300.0,2326856700.0,1764447600.0,1981883800.0
2057.0,2115359700.0,1167743000.0,1852123400.0,1519146400.0,2253595400.0,1626182000.0,2059512600.0,2143545300.0,2303341600.0,1710326800.0,1948694100.0
2058.0,2079747100.0,1134204400.0,1910855000.0,1468162600.0,2257833500.0,1601738900.0,2066600000.0,2207669000.0,2278436600.0,1665692200.0,2048590800.0
2059.0,2043558700.0,1113155700.0,1820010800.0,1428300400.0,2268921900.0,1721644000.0,2031012000.0,2222433800.0,2256284200.0,1633610900.0,1906212400.0
2060.0,2018803300.0,1079590300.0,1799712400.0,1401988200.0,2235393000.0,1596007600.0,1983388000.0,2176304000.0,2237571600.0,1631304600.0,1866056100.0
2061.0,1992983800.0,1058068200.0,1883036500.0,1350398300.0,2211769300.0,1536625900.0,1946042900.0,2103063600.0,2219139000.0,1555452200.0,1855789200.0
2062.0,1968841900.0,1031260100.0,1761420500.0,1313524400.0,2179173000.0,1545666200.0,1906102100.0,2117679700.0,2205306000.0,1491084300.0,1815136600.0
2063.0,1936130300.0,1010085060.0,1722449900.0,1258633200.0,2164780500.0,1491253000.0,1881368300.0,2061739800.0,2174898000.0,1452080600.0,1794568700.0
2064.0,1923378800.0,999507700.0,1728452600.0,1251926400.0,2153298000.0,1470726000.0,1869001500.0,2040435700.0,2269549800.0,1407411200.0,1742667800.0
2065.0,1926530000.0,964700160.0,2011305200.0,1211358600.0,2145249400.0,1447646000.0,1846148700.0,2016712100.0,2167423200.0,1364039600.0,1860232000.0
2066.0,1875933200.0,948678400.0,1749037200.0,1170778900.0,2275071700.0,1424210800.0,1801829200.0,2143815600.0,2266083800.0,1312499700.0,1719124600.0
2067.0,1843184000.0,923414660.0,1662381800.0,1148573200.0,2503177200.0,1406192100.0,1783250300.0,2286532600.0,2288282400.0,1266377600.0,1682732200.0
2068.0,1805661800.0,891737150.0,1639729300.0,1152611800.0,2290796000.0,1383029200.0,1754059600.0,2364485000.0,2153465900.0,1222561900.0,1653248500.0
2069.0,1763178800.0,863769200.0,1610926700.0,1104365200.0,2294589700.0,1352648800.0,1994478500.0,2030525300.0,2134644000.0,1202046000.0,1765705200.0
2070.0,1738863900.0,838427970.0,1677182300.0,1079724800.0,2148624000.0,1330178200.0,1763251700.0,1989281900.0,2104567700.0,1156887300.0,1695351000.0
2071.0,1715785500.0,812207900.0,1574595800.0,1057485440.0,2152601600.0,1328334100.0,1732802400.0,1959674800.0,2072481000.0,1124328100.0,1626389900.0
2072.0,1683152000.0,786098750.0,1557022700.0,1034758100.0,2122636300.0,1474890400.0,1697051400.0,2008068400.0,2055483500.0,1092275300.0,1591696600.0
2073.0,1658928500.0,760317700.0,1531781200.0,1001770900.0,2073741000.0,1294982900.0,1671790500.0,1947939100.0,2021608100.0,1068885200.0,1560348900.0
2074.0,1643022600.0,734602900.0,1678868100.0,976086100.0,2046914800.0,1589680400.0,1726000500.0,1918039400.0,2028978000.0,1052273800.0,1527211600.0
2075.0,1622996900.0,716719740.0,1516364800.0,951150140.0,2043358800.0,1270522400.0,1711966000.0,1929396400.0,2050268700.0,1029541440.0,1507348500.0
2076.0,1589749500.0,690576450.0,1566201300.0,935471100.0,1997947300.0,1256622800.0,1989028500.0,2013910300.0,2040897500.0,996308160.0,1547544600.0
2077.0,1567861200.0,666178050.0,1490828000.0,934235000.0,1985376900.0,1256861400.0,1835094800.0,1877605000.0,1967708300.0,977886900.0,1463076000.0
2078.0,1547425800.0,647214700.0,1463234200.0,891388860.0,1967771900.0,1217043500.0,1691633900.0,1971085300.0,2029661300.0,971553150.0,1465541400.0
2079.0,1530596200.0,636005500.0,1489290100.0,869004000.0,1954859100.0,1288257800.0,1999778000.0,2036114000.0,1950506400.0,972067000.0,1404993700.0
2080.0,1512218200.0,617672600.0,1419399600.0,851956700.0,1961869600.0,1169963500.0,1803156000.0,1917963300.0,1942926200.0,938587260.0,1388443300.0
2081.0,1488013000.0,603523400.0,1479374200.0,834153900.0,2030696700.0,1145276200.0,1643108600.0,1869259900.0,1968826000.0,914139400.0,1360693500.0
2082.0,1476860900.0,588887800.0,1420255100.0,817238500.0,1916812700.0,1180716800.0,1647845000.0,1843976300.0,1910867500.0,896106200.0,1329823700.0
2083.0,1446322200.0,613597400.0,1418251000.0,825044540.0,1899768600.0,1133531600.0,1604352300.0,1819076100.0,1901994500.0,877947840.0,1422410200.0
2084.0,1423672600.0,564800600.0,1384931300.0,792616600.0,1899977300.0,1102021200.0,1614849400.0,1811536800.0,1873172000.0,855909950.0,1314254800.0
2085.0,1387352600.0,550618400.0,1348473200.0,775527200.0,1871448700.0,1074499600.0,1574317300.0,1783972700.0,1854428900.0,829355140.0,1282385300.0
2086.0,1357487000.0,538818750.0,1325021400.0,755886200.0,1867994400.0,1323450100.0,1612219100.0,1816614800.0,1833192400.0,815559600.0,1251806800.0
2087.0,1337861600.0,528101120.0,1307461900.0,768737340.0,1845271200.0,1083255400.0,1604548200.0,1814952700.0,1813082100.0,795081700.0,1232170500.0
2088.0,1316531300.0,513379870.0,1288067200.0,732808800.0,1832503900.0,1380071600.0,1622691800.0,1891889000.0,1829251200.0,865574400.0,1209982500.0
2089.0,1283411100.0,496430700.0,1282727200.0,1230611600.0,1851130900.0,1346539300.0,1626550300.0,1768904800.0,1787562100.0,769109900.0,1182027000.0
2090.0,1274837200.0,482943260.0,1262675600.0,1015496500.0,1811492600.0,1089128600.0,1723364500.0,1749657300.0,1895331100.0,772239200.0,1157304400.0
2091.0,1223509100.0,486996320.0,1244875100.0,816224800.0,1780060900.0,1048635840.0,1515536000.0,1733145700.0,1929000100.0,731960600.0,1136666400.0
2092.0,1217853400.0,476329800.0,1225670400.0,739202050.0,1761763600.0,1023935900.0,1605642100.0,1721600400.0,1779785100.0,714496000.0,1134211300.0
2093.0,1190563800.0,462125060.0,1204700200.0,695439900.0,1745301200.0,1016358100.0,1548526200.0,1706919800.0,1764890100.0,694750460.0,1112562000.0
2094.0,1166033800.0,450996260.0,1233992000.0,676910400.0,1733573800.0,972108700.0,1892107600.0,1718803600.0,1737505400.0,675503800.0,1095803600.0
2095.0,1143794800.0,439506340.0,1197055500.0,659934800.0,1726784300.0,957873700.0,1599774300.0,1838040300.0,1766902900.0,689997000.0,1071512900.0
2096.0,1131758300.0,427421020.0,1172687200.0,649390200.0,1701858200.0,946091970.0,1527025700.0,1675205200.0,1987672200.0,645860700.0,1048382300.0
2097.0,1100052900.0,418406500.0,1171325300.0,694075000.0,1689037000.0,934500700.0,1497415400.0,1748895500.0,1705275300.0,627132100.0,1046820000.0
2098.0,1102034200.0,449402300.0,1144495100.0,619082700.0,1867844900.0,1063941250.0,1996971000.0,1696634900.0,1690958600.0,614309100.0,1014372200.0
2099.0,1109078300.0,400578900.0,1129327000.0,605018200.0,1670903800.0,937758400.0,1690318500.0,1664855000.0,1780909300.0,636669630.0,1046854140.0
2100.0,1067858100.0,391591100.0,1156240600.0,596657200.0,1645488000.0,929239500.0,1512810200.0,1776464800.0,1655766100.0,613912500.0,998256960.0
