time,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR
2000.0,105228550000.0,105228550000.0,105228550000.0
2001.0,105181000000.0,105181000000.0,105181000000.0
2002.0,105147620000.0,105147620000.0,105147620000.0
2003.0,105120580000.0,105120580000.0,105120580000.0
2004.0,105084210000.0,105084210000.0,105084210000.0
2005.0,105238020000.0,105238020000.0,105238020000.0
2006.0,105071070000.0,105071070000.0,105071070000.0
2007.0,105285120000.0,105285120000.0,105285120000.0
2008.0,105066540000.0,105066540000.0,105066540000.0
2009.0,104975040000.0,104975040000.0,104975040000.0
2010.0,104913060000.0,104913060000.0,104913060000.0
2011.0,104872610000.0,104872610000.0,104872610000.0
2012.0,104827210000.0,104827210000.0,104827210000.0
2013.0,104761205000.0,104761205000.0,104761205000.0
2014.0,106364350000.0,106364350000.0,106364350000.0
2015.0,104855220000.0,104855220000.0,104855220000.0
2016.0,104721820000.0,104721820000.0,104721820000.0
2017.0,104709700000.0,104709700000.0,104709700000.0
2018.0,104711340000.0,104711340000.0,104711340000.0
2019.0,104767850000.0,104767850000.0,104767850000.0
2020.0,104828280000.0,104828280000.0,104828280000.0
2021.0,104639865000.0,104865770000.0,104614300000.0
2022.0,104590180000.0,104688580000.0,104887430000.0
2023.0,104784930000.0,105227240000.0,104647565000.0
2024.0,104652595000.0,104831470000.0,104616630000.0
2025.0,104590870000.0,104698240000.0,104555490000.0
2026.0,104581320000.0,104689820000.0,104784130000.0
2027.0,104513044000.0,104576340000.0,104566740000.0
2028.0,104457800000.0,104512670000.0,104460435000.0
2029.0,104411790000.0,104493560000.0,104431380000.0
2030.0,104395410000.0,104593930000.0,104469290000.0
2031.0,104341790000.0,104574116000.0,104338770000.0
2032.0,104316854000.0,104462330000.0,104274530000.0
2033.0,104260280000.0,104359530000.0,104218330000.0
2034.0,104203720000.0,104364384000.0,104157590000.0
2035.0,104154410000.0,104254510000.0,104151730000.0
2036.0,104126920000.0,104255780000.0,104162664000.0
2037.0,104356200000.0,104161560000.0,104184260000.0
2038.0,104046150000.0,104074020000.0,103959420000.0
2039.0,103998430000.0,104124710000.0,103891640000.0
2040.0,103981180000.0,104111860000.0,103827740000.0
2041.0,103847070000.0,104019590000.0,103726400000.0
2042.0,103824100000.0,103861440000.0,103920860000.0
2043.0,103692124000.0,103794970000.0,103676360000.0
2044.0,103602315000.0,103748630000.0,103506150000.0
2045.0,103485590000.0,103658920000.0,103415750000.0
2046.0,103419445000.0,103709100000.0,103307354000.0
2047.0,103372350000.0,103492500000.0,103236230000.0
2048.0,103317040000.0,103419240000.0,103150395000.0
2049.0,103261220000.0,103304610000.0,102969600000.0
2050.0,103135630000.0,103233540000.0,102816920000.0
2051.0,103063180000.0,103137670000.0,102681600000.0
2052.0,102993730000.0,103052740000.0,102586565000.0
2053.0,102907050000.0,102951190000.0,102468350000.0
2054.0,102805316000.0,102837510000.0,102304000000.0
2055.0,102729300000.0,102724950000.0,102828700000.0
2056.0,102685200000.0,102680730000.0,102190195000.0
2057.0,102583450000.0,102535860000.0,101989335000.0
2058.0,102429300000.0,102363710000.0,101843640000.0
2059.0,102284050000.0,102255610000.0,101752110000.0
2060.0,102158210000.0,102169170000.0,101625870000.0
2061.0,102028940000.0,102049554000.0,101485806000.0
2062.0,101867340000.0,101996800000.0,101245930000.0
2063.0,101756500000.0,101829796000.0,101040710000.0
2064.0,101587880000.0,101653220000.0,100849400000.0
2065.0,101503840000.0,101440700000.0,100613020000.0
2066.0,101515070000.0,101234740000.0,100389920000.0
2067.0,101262400000.0,101086090000.0,100171686000.0
2068.0,101076845000.0,100947680000.0,99937436000.0
2069.0,100874900000.0,100775910000.0,99637260000.0
2070.0,100633936000.0,100580060000.0,99455120000.0
2071.0,100415180000.0,100370780000.0,99296395000.0
2072.0,100226830000.0,100113200000.0,98948480000.0
2073.0,100035250000.0,99916980000.0,98673390000.0
2074.0,99780665000.0,99693780000.0,98464660000.0
2075.0,99756920000.0,99460920000.0,98084910000.0
2076.0,99399100000.0,99132730000.0,97793060000.0
2077.0,99131556000.0,99008954000.0,97456456000.0
2078.0,99121840000.0,98808200000.0,97195300000.0
2079.0,98675610000.0,98565235000.0,96860890000.0
2080.0,98356720000.0,98224730000.0,96499474000.0
2081.0,98261160000.0,98027600000.0,96128220000.0
2082.0,97942340000.0,97816610000.0,95821775000.0
2083.0,97747255000.0,97647880000.0,95547330000.0
2084.0,97232740000.0,97386080000.0,95207680000.0
2085.0,96895290000.0,97104390000.0,94722180000.0
2086.0,96614810000.0,96914120000.0,94399560000.0
2087.0,96339900000.0,96533620000.0,94020090000.0
2088.0,96132465000.0,96156980000.0,93590910000.0
2089.0,95774090000.0,95743150000.0,93199780000.0
2090.0,95375310000.0,95340030000.0,92834340000.0
2091.0,94842500000.0,94807540000.0,92563510000.0
2092.0,94419690000.0,94416630000.0,92105170000.0
2093.0,94055100000.0,94110786000.0,91858660000.0
2094.0,93573865000.0,93766820000.0,91440600000.0
2095.0,93489290000.0,93360505000.0,90924925000.0
2096.0,92900040000.0,92875120000.0,90410850000.0
2097.0,92506360000.0,92623315000.0,89998770000.0
2098.0,92098060000.0,92240716000.0,89682035000.0
2099.0,92305820000.0,91711365000.0,89293980000.0
2100.0,91459870000.0,91286980000.0,88914000000.0
2101.0,90674380000.0,90898800000.0,88576066000.0
2102.0,90396880000.0,90362860000.0,88175540000.0
2103.0,89770600000.0,90116160000.0,87779700000.0
2104.0,89305506000.0,89763150000.0,87433440000.0
2105.0,88776390000.0,89292950000.0,87068025000.0
2106.0,88193970000.0,88769060000.0,86547390000.0
2107.0,87535000000.0,88260390000.0,86182230000.0
2108.0,86951846000.0,87697080000.0,85636950000.0
2109.0,86478400000.0,87044290000.0,85285370000.0
2110.0,85869420000.0,86574680000.0,84836475000.0
2111.0,85278450000.0,86222590000.0,84345580000.0
2112.0,84531300000.0,85801970000.0,83862910000.0
2113.0,83735540000.0,85624920000.0,83324950000.0
2114.0,82457820000.0,85173670000.0,82671800000.0
2115.0,81793130000.0,84487455000.0,82122260000.0
2116.0,81151435000.0,84156240000.0,81561470000.0
2117.0,80368870000.0,83528850000.0,81102210000.0
2118.0,79855160000.0,82905640000.0,80540205000.0
2119.0,79170080000.0,82372000000.0,80094120000.0
2120.0,78602120000.0,81943290000.0,79567330000.0
2121.0,77871170000.0,81334700000.0,79127090000.0
2122.0,77226620000.0,80933600000.0,78626520000.0
2123.0,76785800000.0,80034280000.0,77986940000.0
2124.0,76283855000.0,79696020000.0,77461490000.0
2125.0,75438680000.0,79385500000.0,76965220000.0
2126.0,74971620000.0,78743890000.0,76537620000.0
2127.0,74015465000.0,78217150000.0,76124440000.0
2128.0,73427610000.0,77651050000.0,75524235000.0
2129.0,72417050000.0,77225390000.0,75013710000.0
2130.0,71622890000.0,76792580000.0,74435130000.0
2131.0,70706270000.0,75968390000.0,73786870000.0
2132.0,70050510000.0,75516625000.0,73259310000.0
2133.0,69296960000.0,74956360000.0,72857870000.0
2134.0,68684935000.0,74522210000.0,72217750000.0
2135.0,68213450000.0,73968380000.0,71743630000.0
2136.0,67461255000.0,73384080000.0,71034950000.0
2137.0,66682360000.0,72794160000.0,70356115000.0
2138.0,65746006000.0,72185590000.0,69583440000.0
2139.0,64814273000.0,71674520000.0,68879100000.0
2140.0,63950987000.0,71096140000.0,68066783000.0
2141.0,62937956000.0,70598620000.0,67287585000.0
2142.0,62144573000.0,70134630000.0,66700714000.0
2143.0,61348114000.0,69629846000.0,65898373000.0
2144.0,60823590000.0,69219960000.0,65341727000.0
2145.0,59684040000.0,68470264000.0,64671908000.0
2146.0,58770026000.0,67831427000.0,64075104000.0
2147.0,58326286000.0,67314594000.0,63537610000.0
2148.0,56930513000.0,66664903000.0,62978257000.0
2149.0,56393310000.0,66119230000.0,62498540000.0
2150.0,55127480000.0,65922580000.0,61950546000.0
2151.0,54073213000.0,65143820000.0,61291614000.0
2152.0,52981862000.0,64774496000.0,60799074000.0
2153.0,51723640000.0,64386793000.0,60301770000.0
2154.0,50694783000.0,63604253000.0,59869393000.0
2155.0,49473618000.0,63668640000.0,59288530000.0
2156.0,48348850000.0,62754968000.0,58651714000.0
2157.0,47254140000.0,62183907000.0,58183140000.0
2158.0,46313955000.0,61668470000.0,57686897000.0
2159.0,45451210000.0,61030298000.0,57146960000.0
2160.0,44041093000.0,60558676000.0,56490242000.0
2161.0,42872177000.0,60175060000.0,56045773000.0
2162.0,41658204000.0,59617780000.0,55352107000.0
2163.0,40534570000.0,60916666000.0,54794523000.0
2164.0,38934080000.0,59399102000.0,54136795000.0
2165.0,37548515000.0,58408706000.0,53507777000.0
2166.0,35487564000.0,57816744000.0,52903797000.0
2167.0,33752822000.0,57386648000.0,52458130000.0
2168.0,32786782000.0,56646955000.0,51781520000.0
2169.0,31739036000.0,56015990000.0,50991518000.0
2170.0,30748957000.0,55528047000.0,50397430000.0
2171.0,29491230000.0,54892847000.0,49779007000.0
2172.0,28426461000.0,53942020000.0,49350996000.0
2173.0,27508169000.0,53367837000.0,48789897000.0
2174.0,26080958000.0,52775485000.0,48121530000.0
2175.0,24633710000.0,52060850000.0,47731376000.0
2176.0,23518090000.0,51672620000.0,47134670000.0
2177.0,22575964000.0,51034560000.0,46645300000.0
