time,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,MPI-ESM-LR
2000.0,105228550000.0,105228550000.0,105228550000.0,105228550000.0
2001.0,105181000000.0,105181000000.0,105181000000.0,105181000000.0
2002.0,105147620000.0,105147620000.0,105147620000.0,105147620000.0
2003.0,105120580000.0,105120580000.0,105120580000.0,105120580000.0
2004.0,105084210000.0,105084210000.0,105084210000.0,105084210000.0
2005.0,105238020000.0,105238020000.0,105238020000.0,105238020000.0
2006.0,105071070000.0,105071070000.0,105071070000.0,105071070000.0
2007.0,105285120000.0,105285120000.0,105285120000.0,105285120000.0
2008.0,105066540000.0,105066540000.0,105066540000.0,105066540000.0
2009.0,104975040000.0,104975040000.0,104975040000.0,104975040000.0
2010.0,104913060000.0,104913060000.0,104913060000.0,104913060000.0
2011.0,104872610000.0,104872610000.0,104872610000.0,104872610000.0
2012.0,104827210000.0,104827210000.0,104827210000.0,104827210000.0
2013.0,104761205000.0,104761205000.0,104761205000.0,104761205000.0
2014.0,106364350000.0,106364350000.0,106364350000.0,106364350000.0
2015.0,104855220000.0,104855220000.0,104855220000.0,104855220000.0
2016.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0
2017.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0
2018.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0
2019.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0
2020.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0
2021.0,104732830000.0,104681710000.0,104618795000.0,104680186000.0
2022.0,104623370000.0,104586960000.0,104583010000.0,104619400000.0
2023.0,104597730000.0,104518140000.0,104552480000.0,104565930000.0
2024.0,104621590000.0,104428630000.0,104467050000.0,104714930000.0
2025.0,104559090000.0,104348910000.0,104475590000.0,104630850000.0
2026.0,104514036000.0,104308230000.0,104410915000.0,104515260000.0
2027.0,104458570000.0,104236670000.0,104351290000.0,104452480000.0
2028.0,104453650000.0,104166040000.0,104620820000.0,104449000000.0
2029.0,104459060000.0,104107440000.0,104383275000.0,104437670000.0
2030.0,104849820000.0,104004570000.0,104281055000.0,104318330000.0
2031.0,104418090000.0,103909590000.0,104214420000.0,104304840000.0
2032.0,104390900000.0,103803960000.0,104324555000.0,104234230000.0
2033.0,104320760000.0,103676070000.0,104149760000.0,104160290000.0
2034.0,104238965000.0,103566540000.0,104290490000.0,104084180000.0
2035.0,104227350000.0,103438670000.0,104088764000.0,104105790000.0
2036.0,104176050000.0,103266870000.0,104093655000.0,104052130000.0
2037.0,104154050000.0,103038940000.0,104026500000.0,104055890000.0
2038.0,104126990000.0,102825410000.0,103957020000.0,103928545000.0
2039.0,104086310000.0,102550520000.0,103881290000.0,103862460000.0
2040.0,104020280000.0,102279430000.0,103812735000.0,103777380000.0
2041.0,103932870000.0,101988700000.0,103723680000.0,103683000000.0
2042.0,103821040000.0,101692660000.0,103650920000.0,103633990000.0
2043.0,104109260000.0,101430570000.0,103585200000.0,103581745000.0
2044.0,104060050000.0,101098770000.0,103494885000.0,103793710000.0
2045.0,103773995000.0,100721750000.0,103395330000.0,103483800000.0
2046.0,103696560000.0,100396430000.0,103285090000.0,103378715000.0
2047.0,103535670000.0,100083180000.0,103128840000.0,103396150000.0
2048.0,103387870000.0,99726600000.0,103067320000.0,103230020000.0
2049.0,103305730000.0,99345690000.0,102956100000.0,103156154000.0
2050.0,103280670000.0,99040720000.0,102829785000.0,103033120000.0
2051.0,103133815000.0,98624390000.0,102742420000.0,102920176000.0
2052.0,103083600000.0,98104900000.0,102631780000.0,102821160000.0
2053.0,103026530000.0,97619430000.0,102521340000.0,102750314000.0
2054.0,102909890000.0,96979190000.0,102367630000.0,102645965000.0
2055.0,102844210000.0,96482770000.0,102285470000.0,102520650000.0
2056.0,102717760000.0,95840280000.0,102200130000.0,102380110000.0
2057.0,102584030000.0,95301520000.0,102039585000.0,102249800000.0
2058.0,102869370000.0,94877380000.0,101908130000.0,102120090000.0
2059.0,102434630000.0,94358250000.0,101719010000.0,101944885000.0
2060.0,102285165000.0,93795480000.0,101620064000.0,101840220000.0
2061.0,102176560000.0,93225110000.0,101370430000.0,101661960000.0
2062.0,102160850000.0,92600800000.0,101253940000.0,101478785000.0
2063.0,102332015000.0,91942130000.0,101097734000.0,101324920000.0
2064.0,101972780000.0,91109730000.0,100893120000.0,101197240000.0
2065.0,101784110000.0,90335930000.0,100726560000.0,100954700000.0
2066.0,101639490000.0,89590450000.0,100481200000.0,101159320000.0
2067.0,101561410000.0,88857430000.0,100285720000.0,100842640000.0
2068.0,101382080000.0,87982380000.0,100121490000.0,100614340000.0
2069.0,101272445000.0,87328180000.0,99901170000.0,100390300000.0
2070.0,101194500000.0,86573064000.0,99711790000.0,100326425000.0
2071.0,101266950000.0,85830910000.0,99688735000.0,100060455000.0
2072.0,101426400000.0,85182550000.0,99371950000.0,99887030000.0
2073.0,101054750000.0,84494670000.0,99212210000.0,99769830000.0
2074.0,100821410000.0,83601450000.0,98975300000.0,99532230000.0
2075.0,100620720000.0,82450730000.0,98735464000.0,99314870000.0
2076.0,100437230000.0,81798940000.0,98486895000.0,99129650000.0
2077.0,100642060000.0,81249970000.0,98316470000.0,98949610000.0
2078.0,100215400000.0,80424290000.0,98106960000.0,98658484000.0
2079.0,99988030000.0,79781580000.0,97871500000.0,98444500000.0
2080.0,99869390000.0,78960430000.0,97773535000.0,98534350000.0
2081.0,99851410000.0,78218730000.0,97553980000.0,98114070000.0
2082.0,99766540000.0,77365090000.0,97314360000.0,97831666000.0
2083.0,99569450000.0,76623000000.0,97000250000.0,97662870000.0
2084.0,99442320000.0,75877790000.0,96736354000.0,97357420000.0
2085.0,99254010000.0,75230190000.0,96541600000.0,97083950000.0
2086.0,98980560000.0,74390150000.0,96327156000.0,96901520000.0
2087.0,98774220000.0,73656600000.0,96028690000.0,96684440000.0
2088.0,98588810000.0,72684945000.0,95754750000.0,96817720000.0
2089.0,98420850000.0,72044660000.0,95420780000.0,96286196000.0
2090.0,98243035000.0,71564420000.0,95061460000.0,96056560000.0
2091.0,98052060000.0,70920190000.0,94829410000.0,95901450000.0
2092.0,97914420000.0,70343836000.0,94563630000.0,95619640000.0
2093.0,97725260000.0,69794340000.0,94270070000.0,95361170000.0
2094.0,97617280000.0,69140440000.0,94096760000.0,95349330000.0
2095.0,97413110000.0,68632375000.0,93874640000.0,94964460000.0
2096.0,97210750000.0,68118800000.0,93648210000.0,94742760000.0
2097.0,98108146000.0,67647540000.0,93353340000.0,94547490000.0
2098.0,97472774000.0,67195224000.0,93099000000.0,94365190000.0
2099.0,96755910000.0,66430040000.0,92795710000.0,94145585000.0
2100.0,96581280000.0,65677246000.0,92521685000.0,93961100000.0
2101.0,96411935000.0,65155285000.0,92189655000.0,93742810000.0
2102.0,96073210000.0,64676372000.0,91839790000.0,93423395000.0
2103.0,96500785000.0,64132334000.0,91567890000.0,93157910000.0
2104.0,95757870000.0,63452975000.0,91297370000.0,92918020000.0
2105.0,95508450000.0,62855627000.0,90937850000.0,92657700000.0
2106.0,95290870000.0,62145487000.0,90632270000.0,92401950000.0
2107.0,95245490000.0,61535523000.0,90267430000.0,92046230000.0
2108.0,95766980000.0,61212190000.0,89960590000.0,91781850000.0
2109.0,94979514000.0,60719616000.0,89767500000.0,91481940000.0
2110.0,94815690000.0,60164415000.0,89504280000.0,91274450000.0
2111.0,94503380000.0,60010230000.0,89194906000.0,91068785000.0
2112.0,94369390000.0,59186840000.0,88939590000.0,90793490000.0
2113.0,94157070000.0,58684330000.0,88503230000.0,90559635000.0
2114.0,93891630000.0,58142765000.0,88188530000.0,90300120000.0
2115.0,93886380000.0,57614934000.0,87877470000.0,90054370000.0
2116.0,93647675000.0,57075250000.0,87758680000.0,89796260000.0
2117.0,93370190000.0,56576940000.0,87691250000.0,89801020000.0
2118.0,93953720000.0,56278266000.0,87138920000.0,89416204000.0
2119.0,93111845000.0,55985160000.0,86645030000.0,89200435000.0
2120.0,92992635000.0,55474307000.0,86381620000.0,89140660000.0
2121.0,92739170000.0,55306957000.0,86075050000.0,88683364000.0
2122.0,92963590000.0,54678460000.0,85717530000.0,88421210000.0
2123.0,92431230000.0,54069133000.0,86147015000.0,88049330000.0
2124.0,92201570000.0,53727790000.0,85083600000.0,87901380000.0
2125.0,91887560000.0,53151880000.0,84728660000.0,87533980000.0
2126.0,92998160000.0,52488376000.0,84447920000.0,87382030000.0
2127.0,91466260000.0,51998052000.0,83994020000.0,87173340000.0
2128.0,91805295000.0,51431477000.0,83963710000.0,86837990000.0
2129.0,91225874000.0,51072586000.0,83223310000.0,86575860000.0
2130.0,91188500000.0,50593560000.0,82754610000.0,86343280000.0
2131.0,90947715000.0,49921430000.0,82245616000.0,86106670000.0
2132.0,90592160000.0,49590063000.0,81734790000.0,85685486000.0
2133.0,90308860000.0,48826550000.0,81436380000.0,85402510000.0
2134.0,90206870000.0,48391060000.0,81050110000.0,85060485000.0
2135.0,89909900000.0,47780516000.0,80547170000.0,84810560000.0
2136.0,89791200000.0,46997410000.0,80302514000.0,84523385000.0
2137.0,89339330000.0,46471455000.0,79978700000.0,84361410000.0
2138.0,89190370000.0,45768196000.0,79609864000.0,84016250000.0
2139.0,88990410000.0,45252055000.0,79157510000.0,83784850000.0
2140.0,88889510000.0,44882000000.0,78901370000.0,83807540000.0
2141.0,88864880000.0,44396330000.0,78620120000.0,83300540000.0
2142.0,88808530000.0,43772610000.0,78351190000.0,83138806000.0
2143.0,88452480000.0,44081488000.0,78288855000.0,83019110000.0
2144.0,88144740000.0,42859807000.0,77688620000.0,82865100000.0
2145.0,88261930000.0,42236140000.0,77411780000.0,82481414000.0
2146.0,87936940000.0,41671340000.0,77261360000.0,82182850000.0
2147.0,87638800000.0,41063465000.0,76890000000.0,81939480000.0
2148.0,87261010000.0,40226906000.0,76655346000.0,81724890000.0
2149.0,87519630000.0,39605340000.0,76327810000.0,81458110000.0
2150.0,87137845000.0,39144910000.0,76027370000.0,81198514000.0
2151.0,87117260000.0,38557980000.0,75586855000.0,80790090000.0
2152.0,86594626000.0,37901636000.0,75241310000.0,80582740000.0
2153.0,86901540000.0,37452050000.0,75048090000.0,80235410000.0
2154.0,87957950000.0,36958380000.0,74758440000.0,80158750000.0
2155.0,86709350000.0,36699560000.0,74515440000.0,79805006000.0
2156.0,85779280000.0,35973104000.0,74056294000.0,79610760000.0
2157.0,85598040000.0,35421856000.0,73714620000.0,79328960000.0
2158.0,85373980000.0,34894725000.0,73440200000.0,78926930000.0
2159.0,85230944000.0,34311225000.0,73039960000.0,78610870000.0
2160.0,84835410000.0,33719116000.0,72828210000.0,78483960000.0
2161.0,84695100000.0,33002721000.0,72359680000.0,78143100000.0
2162.0,84433650000.0,32617230000.0,72013095000.0,77788600000.0
2163.0,84190134000.0,32087835000.0,71662630000.0,77901530000.0
2164.0,83924640000.0,31321885000.0,71313924000.0,77751510000.0
2165.0,83721970000.0,30834980000.0,71424970000.0,77150730000.0
2166.0,83291760000.0,30195063000.0,70860040000.0,76826750000.0
2167.0,83217800000.0,29774279000.0,70507790000.0,76376695000.0
2168.0,83104735000.0,29300222000.0,71358990000.0,76025170000.0
2169.0,82958490000.0,28812468000.0,70000870000.0,75679070000.0
2170.0,82505530000.0,28207660000.0,69711110000.0,75488130000.0
2171.0,82450870000.0,27581936000.0,69618550000.0,75047560000.0
2172.0,82070990000.0,27079467000.0,69233500000.0,74825720000.0
2173.0,81833640000.0,26700616000.0,68954440000.0,74424870000.0
2174.0,81498866000.0,26139740000.0,68710740000.0,74157230000.0
2175.0,81384490000.0,25847560000.0,68431330000.0,73917340000.0
2176.0,81376340000.0,25404518000.0,68331647000.0,73548550000.0
2177.0,81969226000.0,25190253000.0,67922125000.0,73315140000.0
2178.0,80985010000.0,24674095000.0,67592974000.0,73095660000.0
2179.0,81415995000.0,24182231000.0,67330347000.0,72793735000.0
2180.0,80968016000.0,23652360000.0,67173458000.0,72633975000.0
2181.0,80416590000.0,23195392000.0,66878300000.0,72392640000.0
2182.0,80763780000.0,22766547000.0,66584293000.0,72018550000.0
2183.0,80792290000.0,22505320000.0,66307230000.0,71821010000.0
2184.0,80229370000.0,22451567000.0,66110940000.0,71612900000.0
2185.0,79718770000.0,21883662000.0,65847850000.0,71522580000.0
2186.0,79977510000.0,21601094000.0,65774180000.0,71356940000.0
2187.0,79445390000.0,21536809000.0,65793712000.0,70952390000.0
2188.0,79190000000.0,21641744000.0,65447110000.0,70827794000.0
2189.0,78780580000.0,20939112000.0,64971240000.0,70730740000.0
2190.0,78561430000.0,20576494000.0,64737250000.0,70349670000.0
2191.0,78448170000.0,20196956000.0,64551400000.0,70011790000.0
2192.0,78299365000.0,19839832000.0,65947920000.0,69734480000.0
2193.0,78163130000.0,19706660000.0,64062950000.0,69542680000.0
2194.0,77851270000.0,19261920000.0,63759770000.0,69325545000.0
2195.0,77723255000.0,18768079000.0,63508873000.0,69153170000.0
2196.0,77710510000.0,18657765000.0,63262732000.0,68891850000.0
2197.0,80279660000.0,18398366000.0,63509303000.0,68667230000.0
2198.0,77280840000.0,18223751000.0,62819320000.0,68469522000.0
2199.0,77065530000.0,17928788000.0,62559347000.0,68376535000.0
2200.0,76822530000.0,17637743000.0,62322225000.0,68084023000.0
2201.0,76671940000.0,17414259000.0,61964403000.0,67705426000.0
2202.0,76369430000.0,17133304000.0,61656390000.0,67592200000.0
2203.0,76194760000.0,17021265000.0,61299220000.0,67329560000.0
2204.0,76349250000.0,16796709000.0,61124846000.0,67078210000.0
2205.0,75870720000.0,16525290000.0,60882420000.0,66763563000.0
2206.0,75666860000.0,16093409000.0,60502766000.0,66538967000.0
2207.0,75441200000.0,15813940000.0,60199166000.0,66295816000.0
2208.0,75316494000.0,15639605000.0,59956056000.0,66494500000.0
2209.0,75477340000.0,15483308000.0,59714744000.0,65880674000.0
2210.0,75170750000.0,15274116000.0,59438916000.0,65659785000.0
2211.0,74867655000.0,15105057000.0,59212763000.0,65493295000.0
2212.0,74994610000.0,14827452000.0,58978780000.0,65133710000.0
2213.0,74526340000.0,14644631000.0,58655814000.0,64919007000.0
2214.0,74267020000.0,14359945000.0,58383040000.0,65496494000.0
2215.0,73969760000.0,14149057000.0,58134974000.0,64709018000.0
2216.0,73715450000.0,13917744000.0,57867660000.0,64473813000.0
2217.0,73594600000.0,13607473000.0,57686274000.0,65119620000.0
2218.0,73305810000.0,13318716000.0,57332945000.0,64343233000.0
2219.0,73199940000.0,13147327000.0,57050790000.0,64023556000.0
2220.0,72956520000.0,13074158000.0,56743186000.0,63690408000.0
2221.0,72726080000.0,12742042000.0,56515924000.0,63467920000.0
2222.0,74857270000.0,12378608000.0,56192606000.0,63263085000.0
2223.0,72718630000.0,12256758000.0,55893807000.0,63186740000.0
2224.0,72275240000.0,12182647000.0,55590167000.0,63015570000.0
2225.0,72622710000.0,11958819000.0,55484486000.0,62560360000.0
2226.0,71964130000.0,11640288000.0,55200735000.0,62351667000.0
2227.0,71736476000.0,11509948000.0,54860720000.0,62104097000.0
2228.0,71409190000.0,11368360000.0,55138200000.0,61978382000.0
2229.0,72050440000.0,11283802000.0,54388187000.0,62754894000.0
2230.0,71362340000.0,11111197000.0,54101623000.0,61838800000.0
2231.0,71251310000.0,11007408000.0,54131425000.0,61486050000.0
2232.0,70866580000.0,10875045000.0,53844226000.0,60934857000.0
2233.0,70700425000.0,10779041000.0,53423297000.0,60745695000.0
2234.0,70454534000.0,10517463000.0,53155990000.0,60505850000.0
2235.0,70248230000.0,10319849000.0,53742370000.0,60547916000.0
2236.0,70347120000.0,10195884000.0,52646610000.0,60234105000.0
2237.0,70074070000.0,9929441000.0,52442194000.0,59983840000.0
2238.0,69863150000.0,9638813000.0,53688607000.0,59947012000.0
2239.0,69696094000.0,9440462000.0,52209260000.0,59520692000.0
2240.0,70326850000.0,9295358000.0,51899482000.0,59244188000.0
2241.0,72145130000.0,9117181000.0,51573720000.0,59023122000.0
2242.0,70695850000.0,9052097000.0,51354784000.0,58855657000.0
2243.0,69189360000.0,8955978000.0,51102540000.0,58675230000.0
2244.0,68921090000.0,8773309000.0,50810724000.0,58372250000.0
2245.0,68628316000.0,8519471000.0,50602690000.0,58156765000.0
2246.0,68956050000.0,8420453400.0,50172617000.0,58271370000.0
2247.0,68642353000.0,8272164400.0,49966547000.0,57700660000.0
2248.0,72984830000.0,8173034500.0,49779364000.0,57700983000.0
2249.0,68564464000.0,7955299300.0,49546690000.0,57324460000.0
2250.0,67988040000.0,7801134600.0,49565600000.0,57140880000.0
2251.0,67846690000.0,7718491600.0,49197850000.0,56895115000.0
2252.0,67686887000.0,7546005500.0,49168730000.0,56570982000.0
2253.0,67288236000.0,7444549000.0,48839266000.0,59083583000.0
2254.0,67241734000.0,7312535600.0,48615723000.0,56838427000.0
2255.0,70596120000.0,7336779300.0,48355510000.0,56340540000.0
2256.0,66742305000.0,7072831500.0,48193260000.0,55966950000.0
2257.0,67131163000.0,6970219500.0,50306680000.0,55758864000.0
2258.0,66536060000.0,6854399500.0,48079170000.0,55518220000.0
2259.0,66609280000.0,6766743000.0,47744344000.0,55348417000.0
2260.0,66388760000.0,6648773600.0,47522984000.0,55275586000.0
2261.0,67572056000.0,6542256600.0,47203570000.0,55208415000.0
2262.0,66220170000.0,6474990000.0,46847860000.0,54993100000.0
2263.0,66230740000.0,6527906300.0,46668950000.0,54950440000.0
2264.0,66077460000.0,6499664000.0,46713230000.0,54664250000.0
2265.0,66152590000.0,6303764500.0,46242670000.0,54490825000.0
2266.0,66099704000.0,6180498400.0,46034244000.0,54335070000.0
2267.0,65553930000.0,6112988700.0,45757485000.0,54142990000.0
2268.0,66050343000.0,6036637700.0,45587206000.0,54124670000.0
2269.0,64960537000.0,5931021300.0,45413982000.0,54144620000.0
2270.0,64735060000.0,5834349600.0,45164120000.0,54162740000.0
2271.0,64758264000.0,5784881000.0,44965073000.0,53820470000.0
2272.0,64366560000.0,5708854300.0,44827415000.0,53628002000.0
2273.0,64477946000.0,5558017500.0,44618027000.0,53315166000.0
2274.0,64294240000.0,5498047000.0,44511965000.0,53222930000.0
2275.0,63992267000.0,5461346000.0,44400685000.0,53021024000.0
2276.0,63702460000.0,5353154000.0,45368690000.0,53049380000.0
2277.0,63577360000.0,5285086000.0,44097050000.0,52738703000.0
2278.0,63481730000.0,5195031600.0,43849770000.0,52758413000.0
2279.0,63417295000.0,5123876400.0,43681882000.0,52829917000.0
2280.0,63256867000.0,5055743500.0,43531424000.0,52551900000.0
2281.0,62980770000.0,4968106500.0,45458862000.0,52483236000.0
2282.0,62914703000.0,4876254000.0,43280945000.0,52585770000.0
2283.0,62692870000.0,4772099600.0,43835884000.0,51965776000.0
2284.0,63369510000.0,4741772300.0,42955250000.0,51813350000.0
2285.0,64151466000.0,4651839500.0,42754314000.0,51610950000.0
2286.0,62954890000.0,4601961000.0,42445746000.0,51474452000.0
2287.0,62268137000.0,4529820000.0,42249370000.0,51344360000.0
2288.0,62203216000.0,4446643000.0,42354090000.0,51221280000.0
2289.0,62058545000.0,4836669400.0,42326147000.0,51068334000.0
2290.0,61977460000.0,4574566400.0,41907410000.0,51298090000.0
2291.0,61687615000.0,4398193700.0,41752040000.0,50935610000.0
2292.0,61546870000.0,4348871000.0,41589944000.0,51539313000.0
2293.0,61903737000.0,4283429600.0,41463788000.0,50838802000.0
2294.0,61593866000.0,4345113000.0,41170270000.0,51599520000.0
2295.0,61722040000.0,4269116700.0,41175663000.0,50699640000.0
2296.0,61040857000.0,4199588600.0,40935020000.0,50335343000.0
2297.0,60907143000.0,4150694100.0,40816435000.0,50345198000.0
2298.0,60815606000.0,4137579000.0,40631906000.0,50192340000.0
2299.0,60712554000.0,4136926700.0,40449372000.0,50356036000.0
2300.0,60544557000.0,4036947700.0,40150815000.0,49819615000.0
