time,CESM1-CAM5,CANESM2,MPI-ESM-LR
2000.0,105228550000.0,105228550000.0,105228550000.0
2001.0,105181000000.0,105181000000.0,105181000000.0
2002.0,105147620000.0,105147620000.0,105147620000.0
2003.0,105120580000.0,105120580000.0,105120580000.0
2004.0,105084210000.0,105084210000.0,105084210000.0
2005.0,105238020000.0,105238020000.0,105238020000.0
2006.0,105071070000.0,105071070000.0,105071070000.0
2007.0,105285120000.0,105285120000.0,105285120000.0
2008.0,105066540000.0,105066540000.0,105066540000.0
2009.0,104975040000.0,104975040000.0,104975040000.0
2010.0,104913060000.0,104913060000.0,104913060000.0
2011.0,104872610000.0,104872610000.0,104872610000.0
2012.0,104827210000.0,104827210000.0,104827210000.0
2013.0,104761205000.0,104761205000.0,104761205000.0
2014.0,106364350000.0,106364350000.0,106364350000.0
2015.0,104855220000.0,104855220000.0,104855220000.0
2016.0,104721820000.0,104721820000.0,104721820000.0
2017.0,104709700000.0,104709700000.0,104709700000.0
2018.0,104711340000.0,104711340000.0,104711340000.0
2019.0,104767850000.0,104767850000.0,104767850000.0
2020.0,104828280000.0,104828280000.0,104828280000.0
2021.0,104639635000.0,104703074000.0,104692640000.0
2022.0,104554560000.0,104673770000.0,104719410000.0
2023.0,104518790000.0,104612585000.0,104626920000.0
2024.0,104500020000.0,104549290000.0,104584060000.0
2025.0,104425380000.0,104491190000.0,104634540000.0
2026.0,104363360000.0,104449320000.0,104582530000.0
2027.0,104307245000.0,104429404000.0,104663410000.0
2028.0,104263750000.0,104382130000.0,104475206000.0
2029.0,104219660000.0,104327110000.0,104420710000.0
2030.0,104156030000.0,104282140000.0,104412630000.0
2031.0,104124920000.0,104187020000.0,104631990000.0
2032.0,104081980000.0,104110870000.0,104340850000.0
2033.0,103968990000.0,104048460000.0,104246360000.0
2034.0,103923820000.0,103968680000.0,104337110000.0
2035.0,103830100000.0,104285080000.0,104142830000.0
2036.0,103707800000.0,103896924000.0,104091670000.0
2037.0,103648630000.0,103927720000.0,104098100000.0
2038.0,103580300000.0,103779810000.0,104036020000.0
2039.0,103440425000.0,103730545000.0,103940710000.0
2040.0,103278950000.0,103749770000.0,103840820000.0
2041.0,103195720000.0,103764255000.0,103794290000.0
2042.0,103049036000.0,103635480000.0,103755430000.0
2043.0,102882630000.0,103494110000.0,103702770000.0
2044.0,102711820000.0,103387365000.0,103587270000.0
2045.0,102554970000.0,103272880000.0,103445810000.0
2046.0,102465544000.0,103153690000.0,103320430000.0
2047.0,102340510000.0,103174046000.0,103201920000.0
2048.0,102185550000.0,103027204000.0,103327710000.0
2049.0,101964644000.0,103019320000.0,103117010000.0
2050.0,101909820000.0,103314170000.0,103246100000.0
2051.0,101783675000.0,102767060000.0,102984910000.0
2052.0,101582980000.0,102629750000.0,102836040000.0
2053.0,101376030000.0,102511430000.0,102765610000.0
2054.0,101188330000.0,102377670000.0,102698930000.0
2055.0,100969185000.0,102299080000.0,102621270000.0
2056.0,100717920000.0,102101730000.0,102514930000.0
2057.0,100474880000.0,101906330000.0,102477100000.0
2058.0,100170890000.0,101879325000.0,102339960000.0
2059.0,99868590000.0,101778460000.0,102426665000.0
2060.0,99516460000.0,101759205000.0,102223000000.0
2061.0,99173640000.0,101619390000.0,101975710000.0
2062.0,98805650000.0,101418910000.0,101856400000.0
2063.0,98352325000.0,101641314000.0,101740850000.0
2064.0,97886930000.0,101229720000.0,101581970000.0
2065.0,97403600000.0,101127810000.0,101780540000.0
2066.0,97061590000.0,100977700000.0,101485340000.0
2067.0,96660185000.0,100892690000.0,101336410000.0
2068.0,96426210000.0,100668236000.0,101185730000.0
2069.0,96005595000.0,100565560000.0,101147845000.0
2070.0,95613410000.0,100350510000.0,101056700000.0
2071.0,95642480000.0,100271950000.0,100911964000.0
2072.0,95043920000.0,100151220000.0,100722380000.0
2073.0,94743330000.0,100122150000.0,100576820000.0
2074.0,94387840000.0,99831340000.0,100594010000.0
2075.0,94009440000.0,99775570000.0,100313735000.0
2076.0,93723845000.0,99503640000.0,100162590000.0
2077.0,93387530000.0,99380460000.0,100083390000.0
2078.0,92914220000.0,99835680000.0,100075010000.0
2079.0,92406320000.0,98959950000.0,100262494000.0
2080.0,91855990000.0,98711630000.0,99744195000.0
2081.0,91435200000.0,98438180000.0,99534970000.0
2082.0,90942270000.0,99150135000.0,99433054000.0
2083.0,90523710000.0,98151110000.0,99224390000.0
2084.0,90050340000.0,98016040000.0,99030910000.0
2085.0,89881550000.0,97951070000.0,99275120000.0
2086.0,89413665000.0,97471816000.0,98789480000.0
2087.0,89027944000.0,97396154000.0,98550374000.0
2088.0,88556120000.0,97698930000.0,98441970000.0
2089.0,88142970000.0,97361520000.0,98416340000.0
2090.0,87559496000.0,98024630000.0,98200210000.0
2091.0,86904046000.0,96568220000.0,98589024000.0
2092.0,86177920000.0,96381190000.0,97951390000.0
2093.0,85564660000.0,96183630000.0,99404040000.0
2094.0,84972085000.0,96200475000.0,97832810000.0
2095.0,84462100000.0,95945590000.0,97637240000.0
2096.0,84076820000.0,95581420000.0,97770010000.0
2097.0,83526610000.0,95455630000.0,97468600000.0
2098.0,83042350000.0,95258210000.0,97212230000.0
2099.0,82042585000.0,95229340000.0,97286430000.0
2100.0,81490690000.0,95073960000.0,97140150000.0
2101.0,81041680000.0,94583760000.0,96845800000.0
2102.0,80452370000.0,94374300000.0,96655240000.0
2103.0,80027520000.0,94187995000.0,97176150000.0
2104.0,79452870000.0,93780490000.0,96460090000.0
2105.0,78923055000.0,93722630000.0,96208160000.0
2106.0,78572585000.0,93837380000.0,96301875000.0
2107.0,78108680000.0,93128670000.0,96214310000.0
2108.0,77788880000.0,93035740000.0,95792730000.0
2109.0,77322620000.0,92584300000.0,95682060000.0
2110.0,76865750000.0,92330330000.0,95637530000.0
2111.0,76386310000.0,91991340000.0,95376860000.0
2112.0,75843920000.0,91840820000.0,95371090000.0
2113.0,75498030000.0,91622960000.0,95101860000.0
2114.0,75499766000.0,91318640000.0,95493680000.0
2115.0,74838220000.0,91110375000.0,94820565000.0
2116.0,74481140000.0,90932460000.0,94975300000.0
2117.0,73912390000.0,91601970000.0,96327470000.0
2118.0,73457320000.0,91783130000.0,94692370000.0
2119.0,73061786000.0,90512010000.0,94380380000.0
2120.0,72598750000.0,90388540000.0,94436320000.0
2121.0,72267915000.0,89964400000.0,94113360000.0
2122.0,72382930000.0,89918480000.0,94271630000.0
2123.0,71762985000.0,89559550000.0,94169555000.0
2124.0,73517940000.0,89529610000.0,97455890000.0
2125.0,71457320000.0,89674500000.0,94053710000.0
2126.0,71535970000.0,89118670000.0,93818560000.0
2127.0,71636000000.0,90629420000.0,93407175000.0
2128.0,70618900000.0,89495960000.0,93623525000.0
2129.0,71117775000.0,88359380000.0,93073785000.0
2130.0,69940510000.0,89072860000.0,92804370000.0
2131.0,69477900000.0,88169300000.0,92621420000.0
2132.0,69326950000.0,89061670000.0,92603860000.0
2133.0,68757700000.0,88004755000.0,92345780000.0
2134.0,68458310000.0,87443120000.0,92158435000.0
2135.0,68070093000.0,87232490000.0,92233130000.0
2136.0,68026614000.0,87161950000.0,93616860000.0
2137.0,67549905000.0,86765270000.0,93169790000.0
2138.0,67130327000.0,86993160000.0,92041970000.0
2139.0,66797154000.0,86497910000.0,92476180000.0
2140.0,66386960000.0,86906830000.0,93593040000.0
2141.0,66048490000.0,86059170000.0,91607695000.0
2142.0,65810403000.0,86263415000.0,91822735000.0
2143.0,65432478000.0,85678930000.0,91356060000.0
2144.0,64997610000.0,86177810000.0,92000910000.0
2145.0,64694880000.0,86655885000.0,91015790000.0
2146.0,64290677000.0,85025970000.0,91420030000.0
2147.0,64153215000.0,85359070000.0,90858690000.0
2148.0,63877660000.0,84751240000.0,90573480000.0
2149.0,63595510000.0,84396510000.0,90482320000.0
2150.0,63270240000.0,84018450000.0,90481310000.0
2151.0,63013330000.0,83798100000.0,90150890000.0
2152.0,62865850000.0,84246030000.0,91342700000.0
2153.0,62252160000.0,83240390000.0,89850630000.0
2154.0,61904118000.0,83240880000.0,89938240000.0
2155.0,61589754000.0,82746690000.0,90399375000.0
2156.0,61227614000.0,82474600000.0,89840490000.0
2157.0,60988340000.0,82558345000.0,90843505000.0
2158.0,60705490000.0,81962020000.0,90375930000.0
2159.0,60722780000.0,81662400000.0,90421140000.0
2160.0,60826132000.0,81449970000.0,89251170000.0
2161.0,59940844000.0,82778720000.0,89007460000.0
2162.0,59631860000.0,81042235000.0,88899780000.0
2163.0,61110125000.0,80816940000.0,88991590000.0
2164.0,60864550000.0,81298400000.0,88747650000.0
2165.0,60173804000.0,83769970000.0,88596240000.0
2166.0,59361160000.0,80387280000.0,88356790000.0
2167.0,58614580000.0,79928140000.0,88245040000.0
2168.0,58361102000.0,79797090000.0,88060900000.0
2169.0,57901560000.0,79603630000.0,88061090000.0
2170.0,57554063000.0,79436350000.0,87991260000.0
2171.0,57168800000.0,80486244000.0,88477690000.0
2172.0,56952857000.0,79109790000.0,87682925000.0
2173.0,56789058000.0,78796060000.0,87698920000.0
2174.0,56382420000.0,78450560000.0,88209060000.0
2175.0,56096145000.0,81640890000.0,87881940000.0
2176.0,55842877000.0,79425446000.0,89107550000.0
2177.0,55884034000.0,78630000000.0,87704030000.0
